,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Zwarenstein Barry,"SVP, CFO",S - Sale+OE,PAY,$28.70,"-4,000","-$114,810",0,-100%,2006-10-02 21:59:34,2006-09-29
1,Warkol Floyd,"CEO, 10%",S - Sale+OE,KSW,$4.22,"-2,300","-$9,707","719,000",0%,2006-10-02 21:37:26,2006-09-28
2,Stratakos Anthony,"VP Research, Development, CTO",S - Sale,VLTR,$15.93,"-5,000","-$79,654","847,625",-1%,2006-10-02 21:13:16,2006-10-02
3,Lim Hwee Poh,VP of Testing,S - Sale,TRT,$11.06,"-38,000","-$420,122","21,270",-64%,2006-10-02 21:05:18,2006-09-28
4,Sexton Mark S,"COB, CEO (i)",P - Purchase,EEE,$10.52,"+1,900","+$19,988","1,434,166",0%,2006-10-02 20:53:06,2006-09-29
5,Sinclair Derick,10%,S - Sale,TADF,$0.05,"-375,000","-$18,750",0,-100%,2006-10-02 20:44:28,2006-09-28
6,"Cm Equity Partners, L.P.","Member of Group 10% Owner, 10%",S - Sale,ICFI,$12.00,"-2,976,946","-$35,723,352","1,465,785",-67%,2006-10-02 20:42:28,2006-09-28
7,Cunningham Jeffrey M,Dir,S - Sale+OE,CFC,$35.14,"-5,000","-$175,700","133,528",-4%,2006-10-02 20:25:42,2006-10-02
8,Rauchle Craig W,"Pres, COO",S - Sale+OE,INTL,$21.87,"-2,500","-$54,676","5,898",-30%,2006-10-02 20:24:22,2006-09-28
9,Cooper Robert S,Dir,S - Sale+OE,TRMB,$47.45,"-5,000","-$237,250","73,500",-6%,2006-10-02 20:12:32,2006-09-29
10,Croan Gerald,EVP,P - Purchase,ICFI,$12.00,"+7,300","+$87,600","29,400",+33%,2006-10-02 20:06:24,2006-09-28
11,Schulte Peter M,"Dir, 10%",S - Sale,ICFI,$12.00,"-998,119","-$11,977,428","7,239,613",-12%,2006-10-02 20:06:07,2006-09-28
12,Jacks Joel R,"Dir, 10%",S - Sale,ICFI,$12.00,"-998,119","-$11,977,428","7,239,613",-12%,2006-10-02 20:05:52,2006-09-28
13,Harris Parker,"EVP, Technology",S - Sale,CRM,$35.90,"-3,000","-$107,698","1,402,079",0%,2006-10-02 20:04:41,2006-09-29
14,Cakebread Steven,CFO,S - Sale+OE,CRM,$35.90,"-5,000","-$179,518","180,084",-3%,2006-10-02 20:04:31,2006-09-29
15,Lucien David,Dir,P - Purchase,ICFI,$12.00,"+4,900","+$58,800","15,900",+45%,2006-10-02 20:04:29,2006-09-28
16,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$37.00,-200,"-$7,400","20,411,006",0%,2006-10-02 20:04:13,2006-09-29
17,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$36.39,"-9,300","-$338,465","20,411,206",0%,2006-10-02 20:04:03,2006-09-29
18,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$35.90,"-10,500","-$376,989","20,420,506",0%,2006-10-02 20:03:51,2006-09-29
19,Hawkins Jeffrey C,"Founder, Member of the Exec",S - Sale,PALM,$14.50,"-22,000","-$319,000","2,717,212",-1%,2006-10-02 19:44:30,2006-10-02
20,Ccm Master Qualified Fund Ltd,10%,P - Purchase,GMO,$1.99,"+90,000","+$178,884","24,204,900",0%,2006-10-02 19:35:18,2006-09-28
21,Bianco James A,"Pres, CEO",S - Sale,CTIC,$1.72,"-37,500","-$64,325","743,569",-5%,2006-10-02 19:35:05,2006-09-29
22,Stanford International Bank Ltd,10%,P - Purchase,FOFH,"$400,000.00","+400,000","+$2,147,483,647","4,200,000",+11%,2006-10-02 19:33:35,2006-09-25
23,Giusto Stephen,"EVP, CFO",S - Sale,RECN,$27.15,"-25,000","-$678,750","438,606",-5%,2006-10-02 19:25:23,2006-09-29
24,Allen Jane G,"SVP-HR/United Air Lines, Inc.",S - Sale,UAUA,$27.23,"-2,663","-$72,513","45,304",-6%,2006-10-02 18:33:19,2006-10-02
25,Pacheco Jack A,"SVP, CFO",S - Sale+OE,SMOD,$10.00,-850,"-$8,500","25,008",-3%,2006-10-02 18:29:58,2006-10-02
26,Schutzler Michael,"SVP, Games, Ad Ops.",S - Sale+OE,RNWK,$10.78,"-6,000","-$64,657",0,-100%,2006-10-02 18:27:54,2006-09-29
27,Rich Julie,"SVP, HR",S - Sale+OE,TWTC,$18.69,"-2,500","-$46,725","32,500",-7%,2006-10-02 18:27:42,2006-10-02
28,Peters Mark A,"SVP, Chief Financial Offcr",S - Sale+OE,TWTC,$18.69,"-8,827","-$164,977","1,875",-82%,2006-10-02 18:27:24,2006-10-02
29,Herda Larissa,"COB, CEO, Pres",S - Sale+OE,TWTC,$18.69,"-25,000","-$467,250","86,767",-22%,2006-10-02 18:27:06,2006-10-02
30,Hemmer Catherine,"SEVP, Corporate Operations",S - Sale+OE,TWTC,$18.69,"-3,000","-$56,070","236,000",-1%,2006-10-02 18:26:47,2006-10-02
31,Gaskins Robert,SVP - Corporate Development,S - Sale+OE,TWTC,$18.70,"-11,438","-$213,881",0,-100%,2006-10-02 18:26:30,2006-10-02
32,Hsu Jonathan,CFO,S - Sale+OE,TFSM,$8.65,"-21,000","-$181,677","359,311",-6%,2006-10-02 18:22:14,2006-09-29
33,Rosenberger Larry,VP,S - Sale+OE,FIC,$36.22,"-2,224","-$80,562","635,971",0%,2006-10-02 18:21:35,2006-10-02
34,Faubert Richard J,Dir,S - Sale+OE,RSYS,$21.50,"-3,150","-$67,730","10,000",-24%,2006-10-02 18:19:26,2006-10-02
35,Gattinella Wayne T,"CEO, Pres, WebMD Health",S - Sale+OE,HLTH,$11.65,"-25,000","-$291,250","23,318",-52%,2006-10-02 18:14:38,2006-10-02
36,Hunt Tim R,"COB, 10%",P - Purchase,HNTM,$0.61,"+27,500","+$16,800","24,075,898",0%,2006-10-02 18:11:17,2006-09-29
37,Roper Martin F,"Pres, C.E.O.",S - Sale+OE,SAM,$31.37,"-12,500","-$392,176","6,344",-66%,2006-10-02 18:09:33,2006-10-02
38,Ramius Capital Group LLC,See Remarks,P - Purchase,PBY,$12.88,"+231,135","+$2,976,564","2,940,483",+9%,2006-10-02 18:04:06,2006-09-28
39,C4S & Co LLC,See Remarks,P - Purchase,PBY,$12.88,"+231,135","+$2,976,564","2,520,797",+10%,2006-10-02 18:00:56,2006-09-28
40,Middleton Fred A,Dir,P - Purchase,FVRL,$4.34,"+10,000","+$43,392","67,529",+17%,2006-10-02 17:57:38,2006-09-28
41,Dick Melvin,"EVP, CFO",S - Sale,CWTR,$28.59,"-24,139","-$690,042","52,395",-32%,2006-10-02 17:53:51,2006-09-28
42,Dick Melvin,"EVP, CFO",S - Sale+OE,CWTR,$28.39,"-25,861","-$734,303","76,534",-25%,2006-10-02 17:53:31,2006-09-28
43,Bennett Michael L,"Pres, CEO",S - Sale,TRA,$7.97,"-8,500","-$67,745","704,526",-1%,2006-10-02 17:44:38,2006-10-02
44,Dondero James D,Dir,S - Sale,LEAP,$0.42,"-19,148","-$8,042","4,702,623",0%,2006-10-02 17:43:52,2006-06-16
45,Dalton Richard J,Pres,S - Sale,COBZ,$23.00,"-2,000","-$46,000","204,116",-1%,2006-10-02 17:41:24,2006-10-02
46,Novack Kenneth J,Dir,S - Sale+OE,TWX,$18.15,"-24,000","-$435,660","34,896",-41%,2006-10-02 17:36:48,2006-09-29
47,Wiggans Thomas G,CEO,P - Purchase,CNCT,$10.75,"+4,000","+$43,000","299,209",+1%,2006-10-02 17:32:20,2006-10-02
48,Marshall Siri S,"SVP, GC",S - Sale+OE,GIS,$56.75,"-36,100","-$2,048,812","68,278",-35%,2006-10-02 17:32:16,2006-09-29
49,Cogan John Francis,Dir,P - Purchase,MNC,$11.14,+561,"+$6,250","1,519",+59%,2006-10-02 17:31:41,2006-10-02
50,Hoffman Geraldine Schottenstein,10%,S - Sale,AEOS,$45.20,"-96,500","-$4,361,525","11,317,950",-1%,2006-10-02 17:29:31,2006-09-29
51,Hanafee Robert P Jr,Dir,P - Purchase,MNC,$11.14,+561,"+$6,250","9,680",+6%,2006-10-02 17:27:24,2006-10-02
52,Ferland E James,"COB, Pres, CEO",S - Sale+OE,PEG,$61.15,"-50,000","-$3,057,460","432,001",-10%,2006-10-02 17:26:14,2006-10-02
53,Lovette William W,"Sr Group VP Pltry, Prep Fds",S - Sale+OE,TSN,$16.33,"-30,000","-$489,800","149,730",-17%,2006-10-02 17:24:10,2006-09-28
54,Haines Andrew,SVP of Marketing,S - Sale,SYNP,$6.31,"-9,600","-$60,529","66,916",-13%,2006-10-02 17:23:55,2006-10-02
55,Hunter Daniel/fa,COO,S - Sale,CGDF,$1.44,"-85,000","-$122,744","4,281,700",-2%,2006-10-02 17:15:25,2006-09-26
56,Wright Jay O,CEO,P - Purchase,MOBL,$0.15,"+33,000","+$4,884","422,000",+8%,2006-10-02 17:14:31,2006-10-02
57,Lytle L Ben,Dir,P - Purchase,MNC,$11.14,+561,"+$6,250","7,977",+8%,2006-10-02 17:13:09,2006-10-02
58,Ustian Daniel C,Dir,P - Purchase,MNC,$11.14,+561,"+$6,250","4,832",+13%,2006-10-02 17:08:15,2006-10-02
59,Barzun Roger M,"SVP, Sec'y, GC",S - Sale+OE,STRL,$20.05,"-1,260","-$25,263","22,161",-5%,2006-10-02 17:06:50,2006-10-02
60,Meyers David L,"EVP, Administration, CFO",S - Sale+OE,DLM,$10.34,"-59,201","-$612,138","182,870",-24%,2006-10-02 17:05:08,2006-09-28
