,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Henry Patrick,Dir,S - Sale+OE,MBFI,$35.79,"-25,000","-$894,750","1,167,936",-2%,2006-12-06 21:59:06,2006-12-05
1,Reyes George,CFO,S - Sale,GOOG,$484.27,"-2,531","-$1,225,686","20,807",-11%,2006-12-06 21:26:06,2006-12-04
2,Rosenberg Jonathan J,VP Prod. Mgmt.,S - Sale,GOOG,$484.28,-400,"-$193,710","47,741",-1%,2006-12-06 21:25:41,2006-12-04
3,Waitt Theodore W,10%,S - Sale,GTW,$1.91,"-205,400","-$392,314","69,758,595",0%,2006-12-06 21:19:16,2006-12-04
4,Jorgensen Greg,"EVP, CMO",S - Sale+OE,MVSN,$27.39,"-4,500","-$123,255","15,000",-23%,2006-12-06 21:14:15,2006-12-05
5,Esanu Warren H,Dir,S - Sale+OE,PYTM,$0.14,"-85,938","-$12,031",0,-100%,2006-12-06 21:09:10,2006-12-04
6,Juster Kenneth,"EVP Law, Policy, Corp. Strat.",S - Sale+OE,CRM,$38.20,"-2,000","-$76,400",0,-100%,2006-12-06 21:06:37,2006-12-05
7,Harris Parker,"EVP, Technology",S - Sale,CRM,$38.33,"-3,000","-$115,001","1,264,079",0%,2006-12-06 21:06:27,2006-12-05
8,Cavalieri Jim,"Chief Security, Risk Officer",S - Sale,CRM,$38.59,"-3,500","-$135,058","143,500",-2%,2006-12-06 21:06:16,2006-12-05
9,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$38.39,"-20,000","-$767,840","19,491,006",0%,2006-12-06 21:06:05,2006-12-05
10,Bishof Mark,"EVP Global Sales, Services",S - Sale+OE,MVSN,$27.30,"-4,166","-$113,732","15,000",-22%,2006-12-06 20:59:10,2006-12-04
11,Selwood Robert,SVP,S - Sale+OE,MGM,$56.31,"-10,000","-$563,149","6,000",-63%,2006-12-06 20:38:32,2006-12-06
