,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Boone Donald M,"Pres, CEO, Treasurer, 10%",S - Sale,JCTCF,$14.84,"-5,500","-$81,600","384,588",-1%,2006-12-01 21:35:45,2006-11-27
1,Harris Parker,"EVP, Technology",S - Sale,CRM,$39.22,"-3,000","-$117,656","1,273,079",0%,2006-12-01 21:35:25,2006-11-30
2,Cakebread Steven,CFO,S - Sale+OE,CRM,$39.04,"-2,500","-$97,599","180,084",-1%,2006-12-01 21:35:15,2006-11-30
3,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$39.08,"-20,000","-$781,612","19,551,006",0%,2006-12-01 21:35:06,2006-11-30
4,Baum Jeffry W,SVP-International Operations,S - Sale,MANH,$28.57,"-54,000","-$1,542,631","22,359",-71%,2006-12-01 21:34:07,2006-11-29
5,Nasser Michael Charles,"Corporate Secretary, 10%",S - Sale,JCTCF,$15.01,"-5,000","-$75,057","201,251",-2%,2006-12-01 21:28:21,2006-11-27
6,Otellini Paul S,Dir,S - Sale+OE,GOOG,$394.56,"-9,000","-$3,551,071","11,000",-45%,2006-12-01 20:54:49,2006-05-11
7,Otellini Paul S,Dir,S - Sale+OE,GOOG,$489.22,"-1,666","-$815,048",0,-100%,2006-12-01 20:52:00,2006-11-27
8,Waitt Theodore W,10%,S - Sale,GTW,$1.94,"-117,800","-$228,786","69,963,995",0%,2006-12-01 20:44:47,2006-11-30
9,Wright Timothy,Dir,P - Purchase,LOOK,$4.74,"+2,000","+$9,473","9,000",+29%,2006-12-01 20:42:14,2006-11-30
10,Guez Daniel S,"CEO, Secretary, 10%",S - Sale,PPLB,$1.00,"-20,000","-$20,000","14,198,387",0%,2006-12-01 20:33:59,2006-11-29
11,Landon John H,Dir,S - Sale+OE,CTEC,$18.81,"-20,000","-$376,223","4,000",-83%,2006-12-01 20:21:11,2006-11-30
12,Jones Paul B,"SVP, Regulatory Policy",S - Sale+OE,TWTC,$17.70,"-7,375","-$130,538","87,625",-8%,2006-12-01 20:20:21,2006-11-29
13,Riedy Mark J,Dir,P - Purchase,BMR,$30.28,"+3,000","+$90,844","15,500",+24%,2006-12-01 20:14:40,2006-11-30
14,Bany Sarah,Dir,S - Sale,COLM,$59.28,"-5,033","-$298,371","1,025,054",0%,2006-12-01 19:57:40,2006-11-29
15,Hague Ian,Dir,P - Purchase,GBGD,$1.25,"+100,000","+$125,000","9,073,167",+1%,2006-12-01 19:55:51,2006-04-03
16,Eudy John D,EVP,S - Sale+OE,ESS,$130.03,"-5,000","-$650,150","2,365",-68%,2006-12-01 19:55:22,2006-11-29
17,Sawikin Harvey,10%,P - Purchase,GBGD,$1.25,"+100,000","+$125,000","8,973,167",+1%,2006-12-01 19:51:01,2006-04-03
18,Benzing Jeffrey,EVP BUSINESS OPERATIO,S - Sale,NVLS,$32.22,"-5,375","-$173,185","54,270",-9%,2006-12-01 19:38:40,2006-12-01
19,Harper Benny,SVP-Finance,S - Sale+OE,FRD,$9.58,"-5,975","-$57,231","58,328",-9%,2006-12-01 19:28:48,2006-11-30
20,Cooper Robert S,Dir,S - Sale+OE,TRMB,$47.91,"-5,000","-$239,550","73,500",-6%,2006-12-01 19:26:44,2006-11-30
21,Partridge Timothy A,"Sr . VP, GM, Prof. Division",S - Sale+OE,DLB,$28.42,"-10,000","-$284,193","2,218",-82%,2006-12-01 19:21:17,2006-11-30
22,Huff William R,10%,S - Sale+OE,CKXE,$12.68,"-9,400","-$119,230","13,832,075",0%,2006-12-01 19:18:32,2006-11-29
23,Johnson Lester C,"Senior VP, Controller",S - Sale+OE,FCH,$22.20,"-15,000","-$333,000","63,785",-19%,2006-12-01 19:15:55,2006-11-27
24,Bowman A Blaine,Dir,S - Sale,DNEX,$57.71,"-25,000","-$1,442,833","152,014",-14%,2006-12-01 19:14:09,2006-11-30
25,Gallop Mark A,"SVP, Research",S - Sale,XNPT,$26.15,-400,"-$10,460","193,253",0%,2006-12-01 19:12:35,2006-12-01
26,Wenig Devin,Dir,S - Sale,NSTK,$18.36,"-3,000","-$55,080","333,287",-1%,2006-12-01 19:11:58,2006-12-01
27,Van Beuren John A,10%,S - Sale,CPB,$37.58,"-113,430","-$4,262,814","9,042,281",-1%,2006-12-01 19:10:10,2006-11-29
28,Gallop Mark A,"SVP, Research",P - Purchase,XNPT,$19.98,+306,"+$6,112","214,313",0%,2006-12-01 19:09:58,2006-11-15
29,Gallop Mark A,"SVP, Research",S - Sale,XNPT,$26.05,"-2,600","-$67,724","214,313",-1%,2006-12-01 19:09:58,2006-12-01
30,Bukaty Raymond M,"SVP, Admin, Gen Cnsl, Secty",S - Sale+OE,WDC,$20.81,"-149,000","-$3,101,040","176,998",-46%,2006-12-01 19:07:24,2006-11-29
31,Van Beuren Hope H,10%,S - Sale,CPB,$37.58,"-76,569","-$2,877,540","11,402,872",-1%,2006-12-01 19:06:50,2006-11-29
32,Blum Robert I,Pres,S - Sale+OE,CYTK,$7.29,"-5,000","-$36,469","90,000",-5%,2006-12-01 19:04:18,2006-11-30
33,Kruger Paula,"EVP, Mass Markets",S - Sale+OE,Q,$7.87,"-300,000","-$2,361,000","172,105",-64%,2006-12-01 19:02:32,2006-11-30
34,Flanigan Melvin,"EVP Finance, CFO",S - Sale+OE,DTSI,$24.62,"-8,004","-$197,022","7,076",-53%,2006-12-01 19:00:32,2006-12-01
