,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Macdonald Sandra E,10%,S - Sale,TUC,$12.00,"-4,200","-$50,400","1,737,321",0%,2006-09-28 21:38:24,2006-09-26
1,Lanam Renee,Chief Development Officer,S - Sale+OE,EQIX,$64.00,"-1,657","-$106,048","44,158",-4%,2006-09-28 21:24:25,2006-09-26
2,Stratakos Anthony,"VP Research, Development, CTO",S - Sale,VLTR,$17.00,"-10,000","-$170,000","852,625",-1%,2006-09-28 20:48:34,2006-09-27
3,Anderson Tim,VP - Store Operations,S - Sale+OE,SPCH,$9.22,"-1,917","-$17,682",0,-100%,2006-09-28 20:28:49,2006-09-28
4,Kent Allan J,"EVP, CFO",S - Sale,GGR,$5.45,"-20,000","-$109,000","375,000",-5%,2006-09-28 20:24:09,2006-09-27
5,Ptr Holdings Inc,10%,S - Sale,UTIW,$28.06,"-2,000,000","-$56,120,000","13,172,245",-13%,2006-09-28 20:21:45,2006-09-28
6,Roy Jean Paul,"Pres, CEO, 10%",S - Sale,GGR,$5.49,"-5,000","-$27,450","32,516,000",0%,2006-09-28 20:17:19,2006-09-27
7,Steele Jim,"Pres, World-Wide Sales",S - Sale+OE,CRM,$38.00,"-20,000","-$760,000","5,500",-78%,2006-09-28 20:12:22,2006-09-26
8,Harris Parker,"EVP, Technology",S - Sale,CRM,$37.72,"-3,000","-$113,163","1,408,079",0%,2006-09-28 20:12:10,2006-09-27
9,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$38.26,"-10,500","-$401,723","20,451,006",0%,2006-09-28 20:11:44,2006-09-27
10,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$37.89,"-4,500","-$170,493","20,461,506",0%,2006-09-28 20:11:38,2006-09-27
11,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$37.30,"-5,000","-$186,520","20,466,006",0%,2006-09-28 20:11:24,2006-09-27
12,Roth Michael,10%,P - Purchase,MFLX,$24.22,"+50,000","+$1,211,092","4,203,220",+1%,2006-09-28 20:03:50,2006-09-26
13,Hui Chi Hung,"VP, Engineering",S - Sale,PSEM,$9.78,"-3,000","-$29,345","761,795",0%,2006-09-28 19:45:06,2006-09-28
14,Sykes John H,10%,S - Sale,SYKE,$20.01,"-25,000","-$500,250","8,338,546",0%,2006-09-28 19:36:53,2006-09-25
15,Febbo Albert J,Dir,S - Sale+OE,TWI,$18.00,"-27,000","-$486,000","9,000",-75%,2006-09-28 19:35:20,2006-09-27
16,Kemp Jack F,Dir,S - Sale+OE,ORCL,$18.03,"-112,500","-$2,028,500","5,000",-96%,2006-09-28 19:20:17,2006-09-27
17,Ahn Sung Tae,10%,S - Sale,LDIS,$3.95,"-7,500","-$29,653","2,986,379",0%,2006-09-28 19:15:54,2006-09-28
