,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Hite Hedge Asset Management LLC,10%,P - Purchase,FLMN,$8.24,"+59,455","+$489,743","179,239",+50%,2019-02-05 21:53:23,2019-02-01
1,Rice Linda Johnson,Dir,S - Sale+OE,TSLA,$320.00,"-1,700","-$544,000",0,-100%,2019-02-05 21:39:15,2019-02-05
2,Rice Linda Johnson,Dir,S - Sale+OE,GRUB,$80.09,-180,"-$14,416",186,-49%,2019-02-05 21:12:41,2019-02-01
3,Belousova Maria,CTO,S - Sale+OE,GRUB,$80.41,"-3,572","-$287,228","2,122",-63%,2019-02-05 21:11:57,2019-02-01
4,Nelms David W,Exec Officer,S - Sale,DFS,$67.94,"-60,000","-$4,076,400","1,000,191",-6%,2019-02-05 21:06:17,2019-02-01
5,Minetti Carlos,"EVP, Pres - Consumer Banking",S - Sale,DFS,$67.59,"-7,500","-$506,925","124,098",-6%,2019-02-05 21:05:26,2019-02-01
6,Guillen Jerome M,"Pres, Automotive",S - Sale+OE,TSLA,$305.42,"-1,000","-$305,420","7,860",-11%,2019-02-05 21:02:51,2019-02-01
7,Corley Kathryn McNamara,Exec Officer,S - Sale,DFS,$68.39,"-4,762","-$325,673","94,108",-5%,2019-02-05 20:59:53,2019-02-04
8,Doerger Brian J.,"VP, Chief Accounting Officer",S - Sale+OE,EBAY,$34.30,"-10,185","-$349,347","39,544",-20%,2019-02-05 20:50:48,2019-02-01
9,Maddox Matt,"CEO, Pres",S - Sale+OE,WYNN,$124.15,"-18,900","-$2,346,435","468,499",-4%,2019-02-05 20:27:30,2019-02-04
10,Jones Robert Scott,"Pres, Chief Revenue Officer",S - Sale+OE,AYX,$70.55,"-12,765","-$900,588","25,481",-33%,2019-02-05 20:19:49,2019-02-01
11,Australis Capital Inc,10%,P - Purchase,BAMM,$0.44,"+1,768,545","+$778,160","22,079,788",+9%,2019-02-05 20:19:28,2019-02-01
12,Frei Brent,"Dir, 10%",S - Sale,SMAR,$15.00,"-500,000","-$7,500,000",0,-100%,2019-02-05 20:14:59,2018-05-01
13,Kaiden Robert,Chief Accounting Officer,S - Sale,TWTR,$33.88,"-4,676","-$158,436","131,495",-3%,2019-02-05 20:07:23,2019-02-01
14,Munoz Benito,Chief Scientific Officer,S - Sale+OE,PTI,$2.99,"-9,514","-$28,454","15,439",-38%,2019-02-05 20:04:12,2019-02-04
15,Lee Po Shun,See Remarks,S - Sale+OE,PTI,$2.99,"-9,931","-$29,700","18,427",-35%,2019-02-05 20:00:24,2019-02-04
16,Gilmartin Geoffrey S.,Chief Development Officer,S - Sale+OE,PTI,$2.99,"-9,189","-$27,480","14,911",-38%,2019-02-05 19:59:05,2019-02-04
17,Taxay Marc,"SVP, GC",S - Sale+OE,ANET,$218.11,"-2,000","-$436,212","14,282",-12%,2019-02-05 19:58:06,2019-02-01
18,Chhabra Meenu,"Pres, CEO",S - Sale+OE,PTI,$2.99,"-16,478","-$49,305","80,615",-17%,2019-02-05 19:57:56,2019-02-04
19,Shepard Jay,"Pres, CEO",S - Sale,ARAV,$4.14,"-2,163","-$8,955","81,950",-3%,2019-02-05 19:53:20,2019-02-01
20,Haas Kevin,"VP, Finance, PAO",S - Sale,ARAV,$4.14,-204,-$845,"10,933",-2%,2019-02-05 19:52:41,2019-02-01
