,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Reed Christopher J,CIO,S - Sale,REED,$3.25,"-2,357","-$7,658","1,475,990",0%,2019-07-24 21:55:00,2019-07-23
1,Wassmer Michael J,"Pres, U.S. Card",S - Sale,COF,$95.03,"-8,212","-$780,386","84,694",-9%,2019-07-24 21:49:25,2019-07-24
2,Mehta Mukesh,"EVP, CIO",P - Purchase,AMK,$22.00,+500,"+$11,000","380,554",0%,2019-07-24 21:29:33,2019-07-22
3,Gadde Vijaya,GC,S - Sale,TWTR,$36.95,"-4,166","-$153,934","788,929",-1%,2019-07-24 20:26:18,2019-07-22
4,Montano Michael,Engineering Lead,S - Sale,TWTR,$36.95,"-1,250","-$46,188","609,935",0%,2019-07-24 20:26:13,2019-07-22
5,"Zeff Capital, LP",10%,P - Purchase,HIHO,$2.19,"+10,000","+$21,900","421,969",+2%,2019-07-24 19:55:16,2019-07-24
6,Smith Karyn,"GC, Secretary",S - Sale+OE,TWLO,$148.17,"-21,719","-$3,218,097","50,196",-30%,2019-07-24 19:52:10,2019-07-22
7,Bauer Peter,CEO,S - Sale,MIME,$48.46,"-18,750","-$908,611","4,021,626",0%,2019-07-24 19:49:44,2019-07-22
8,Dondero James D,"Pres, 10%",P - Purchase,NXRT,$41.19,"+500,000","+$20,595,000","4,719,693",+12%,2019-07-24 19:38:18,2019-07-23
9,Dondero James D,"Pres, 10%",S - Sale,NXRT,$41.19,"-500,000","-$20,595,000","4,719,693",-10%,2019-07-24 19:38:18,2019-07-23
10,Schena Joseph J,Dir,P - Purchase,CPAA,$10.00,"+20,000","+$200,000","20,000",New,2019-07-24 19:36:51,2019-07-22
11,Rosenfeld Irene B,Dir,P - Purchase,CPAA,$10.00,"+30,000","+$300,000","30,000",New,2019-07-24 19:33:28,2019-07-22
12,Klein Peter,Dir,P - Purchase,CPAA,$10.00,"+30,000","+$300,000","30,000",New,2019-07-24 19:28:54,2019-07-22
13,"Huatai Securities Co., Ltd.",10%,S - Sale,AMK,$20.57,"-8,125,000","-$167,131,250","50,873,799",-14%,2019-07-24 19:24:13,2019-07-22
