,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Wegman Toby,"Dir, 10%",S - Sale,BSTC,$55.17,"-10,000","-$551,677","936,963",-1%,2019-09-10 21:22:18,2019-09-09
1,Ellin Robert S,"CEO, COB, 10%",P - Purchase,LIVX,$1.97,"+9,400","+$18,558","17,382,383",0%,2019-09-10 21:15:17,2019-09-06
2,Aurentz Vincent,"EVP, CBO",S - Sale+OE,ARNA,$50.72,"-65,000","-$3,296,700",0,-100%,2019-09-10 21:05:35,2019-09-09
3,Spector Steven W,"EVP, GC, Sec",S - Sale+OE,ARNA,$50.59,"-44,084","-$2,230,388","9,690",-82%,2019-09-10 21:03:11,2019-09-09
4,Netterville Jake L,Dir,S - Sale,AMED,$135.64,"-1,000","-$135,642","72,700",-1%,2019-09-10 21:00:54,2019-09-06
5,Jones Steven C,Dir,S - Sale+OE,NEO,$23.54,"-2,894","-$68,114","2,164,997",0%,2019-09-10 20:32:06,2019-09-06
6,Akerson Eileen,"EVP, GC",S - Sale+OE,KBR,$26.50,-213,"-$5,645","75,317",0%,2019-09-10 20:31:21,2019-09-09
7,Kurkijarvi Kalevi,Dir,S - Sale+OE,FGEN,$40.95,"-6,000","-$245,723","28,400",-17%,2019-09-10 20:29:58,2019-09-09
8,Veness Adam M,"VP, GC, Sec.",S - Sale,XLRN,$45.20,-824,"-$37,241","16,101",-5%,2019-09-10 20:25:34,2019-09-10
9,Kumar Ravindra,"SVP, Chief Scientific Officer",S - Sale,XLRN,$45.24,"-3,389","-$153,318","86,986",-4%,2019-09-10 20:24:45,2019-09-10
10,Quisel John D,"EVP, Chief Business Officer",S - Sale,XLRN,$45.23,"-3,584","-$162,104","59,158",-6%,2019-09-10 20:23:46,2019-09-10
11,McLaughlin Kevin F,"SVP, CFO, Treasurer",S - Sale,XLRN,$45.30,"-8,000","-$362,400","22,279",-26%,2019-09-10 20:22:36,2019-09-10
12,Dable Habib J,"CEO, Pres",S - Sale,XLRN,$45.23,"-5,625","-$254,412","70,883",-7%,2019-09-10 20:21:52,2019-09-10
13,Puckett Dan,CFO,S - Sale+OE,SWAV,$34.71,"-75,000","-$2,602,929","8,000",-90%,2019-09-10 20:07:49,2019-09-09
14,"Avista Capital Managing Member Iv, LLC","Dir, 10%",P - Purchase,ORGO,$5.18,"+537,000","+$2,782,529","18,114,265",+3%,2019-09-10 19:56:40,2019-09-06
15,Bellos Alex,Pres WEST ELM BRAND,S - Sale,WSM,$65.25,"-4,820","-$314,505","8,177",-37%,2019-09-10 19:52:02,2019-09-06
16,McFarlane Scott M,See Remarks,S - Sale+OE,AVLR,$76.16,"-39,802","-$3,031,295","760,661",-5%,2019-09-10 19:52:02,2019-09-06
17,Kirkland James A,SVP,S - Sale,TRMB,$38.01,"-2,700","-$102,617","51,336",-5%,2019-09-10 19:51:27,2019-09-06
18,Corsa Peter Sg,"Pres, COO",P - Purchase,HOME,$7.86,"+6,393","+$50,218","27,456",+30%,2019-09-10 19:48:24,2019-09-09
19,Francis Philip L,Dir,P - Purchase,HOME,$7.84,"+21,125","+$165,603","107,292",+25%,2019-09-10 19:47:35,2019-09-09
20,Knudson Jeffrey R,CFO,P - Purchase,HOME,$7.89,"+10,000","+$78,900","30,798",+48%,2019-09-10 19:46:39,2019-09-09
21,McLeod Norman E,Chief Development Officer,P - Purchase,HOME,$7.99,"+4,000","+$31,956","13,672",+41%,2019-09-10 19:45:40,2019-09-10
22,Siegall Clay B,"Pres, CEO",S - Sale+OE,SGEN,$68.33,"-28,472","-$1,945,531","755,684",-4%,2019-09-10 19:29:35,2019-09-09
23,Shmunis Vladimir,"CEO, COB, 10%",S - Sale+OE,RNG,$131.46,"-62,500","-$8,216,347","228,333",-21%,2019-09-10 19:28:29,2019-09-06
24,Walker Jill,svp chief accounting officer,S - Sale+OE,SBUX,$95.80,"-2,000","-$191,600","39,082",-5%,2019-09-10 19:23:03,2019-09-09
25,Fabrikant Charles,"Exec COB, CEO",S - Sale+OE,CKH,$47.33,"-59,932","-$2,836,604","1,089,897",-5%,2019-09-10 19:22:51,2019-09-06
26,Varma Vivek C,"evp, Public Affairs",S - Sale+OE,SBUX,$95.86,"-21,128","-$2,025,290","155,366",-12%,2019-09-10 19:21:07,2019-09-06
27,Vance Brian L,Dir,S - Sale,HFWA,$26.82,"-2,274","-$60,980","98,737",-2%,2019-09-10 19:20:43,2019-09-10
