,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Kempster Thomas,"COO, Pres of Tech Ops, Secy, 10%",S - Sale,DTST,$0.17,"-10,000","-$1,700","64,659,936",0%,2019-01-31 21:30:52,2019-01-18
1,Harris Parker,"Co-Founder, CTO",S - Sale+OE,CRM,$145.80,"-6,331","-$923,058","2,000,234",0%,2019-01-31 20:59:26,2019-01-29
2,Block Keith,co-CEO,S - Sale+OE,CRM,$147.03,"-5,000","-$735,149","22,705",-18%,2019-01-31 20:56:50,2019-01-30
3,Benioff Marc,"COB, co-CEO",S - Sale,CRM,$148.46,"-15,000","-$2,226,931","31,680,800",0%,2019-01-31 20:52:52,2019-01-29
4,Roos John Victor,Dir,S - Sale,CRM,$148.87,-114,"-$16,971","11,499",-1%,2019-01-31 20:49:53,2019-01-31
5,Bibb Judson William III,VP,P - Purchase,WARM,$0.03,"+10,000",+$290,"3,607,200",0%,2019-01-31 20:08:33,2019-01-30
6,Williams Evan Clark,Dir,S - Sale,TWTR,$31.82,"-682,242","-$21,709,728","1,125,604",-38%,2019-01-31 20:03:18,2019-01-29
7,Kassing Don W.,Dir,S - Sale,PEN,$136.69,"-1,086","-$148,446","10,077",-10%,2019-01-31 19:44:03,2019-01-29
8,White W Brett,"Exec COB, CEO",S - Sale+OE,CWK,$15.63,"-57,374","-$896,906","768,457",-7%,2019-01-31 19:31:30,2019-01-29
9,Sandercock Brett,CFO,S - Sale,RMD,$92.30,"-3,000","-$276,900","91,390",-3%,2019-01-31 19:12:46,2019-01-30
10,Bryant Douglas C,"Pres, CEO",S - Sale+OE,QDEL,$55.09,"-25,250","-$1,391,023","294,313",-8%,2019-01-31 19:07:02,2019-01-29
11,Johnson Craig A,Dir,S - Sale+OE,MRTX,$61.46,"-17,000","-$1,044,773",0,-100%,2019-01-31 19:00:14,2019-01-29
12,Christensen Craig L,"SVP, CIO",S - Sale+OE,TTEK,$55.00,"-3,925","-$215,875","36,191",-10%,2019-01-31 18:50:07,2019-01-31
13,Chawla Lakhmir S,Chief Medical Officer,P - Purchase,LJPC,$5.56,"+3,000","+$16,694","5,259",+133%,2019-01-31 18:49:55,2019-01-29
14,McDowell Donald James,VP Corporate Development,P - Purchase,TLRS,$0.09,"+2,000",+$172,"171,700",+1%,2019-01-31 18:47:25,2019-01-28
15,Thomason Linton J,Vice President of Subsidiary,S - Sale+OE,GSBC,$52.83,"-2,000","-$105,656","7,360",-21%,2019-01-31 18:45:12,2019-01-31
16,Clemons V Gordon,COB,S - Sale,CRVL,$62.10,"-3,000","-$186,296","1,840,012",0%,2019-01-31 18:29:39,2019-01-29
17,Binder Steven B.,CFO,P - Purchase,MNKD,$1.07,"+1,860","+$1,990","3,620",+106%,2019-01-31 18:19:39,2019-01-31
18,Barclay William E,Advisory Board Member,S - Sale+OE,GSBC,$52.79,-663,"-$34,998","9,090",-7%,2019-01-31 18:19:20,2019-01-31
19,Tross Stuart A,"Corp VP, Chief People Officer",P - Purchase,MNKD,$1.07,"+5,000","+$5,350","155,080",+3%,2019-01-31 18:15:49,2019-01-31
20,McCauley Patrick,Chief Commercial Officer,P - Purchase,MNKD,$1.07,"+5,000","+$5,350","50,165",+11%,2019-01-31 18:14:07,2019-01-31
21,Kendall David M,Chief Medical Officer,P - Purchase,MNKD,$1.07,"+5,000","+$5,350","7,824",+177%,2019-01-31 18:12:35,2019-01-31
22,Ingram Elizabeth Garrett,CMO,P - Purchase,MNKD,$1.07,"+5,000","+$5,350","31,141",+19%,2019-01-31 18:11:20,2019-01-31
23,Burrows Clifford,group Pres Siren Retail,S - Sale+OE,SBUX,$67.22,"-152,634","-$10,259,493","248,255",-38%,2019-01-31 18:08:51,2019-01-29
24,Barton Courtney,Chief Compliance Officer,P - Purchase,MNKD,$1.07,"+5,000","+$5,350","12,000",+71%,2019-01-31 18:05:15,2019-01-31
25,Castagna Michael,CEO,P - Purchase,MNKD,$1.07,"+5,000","+$5,350","98,157",+5%,2019-01-31 18:03:30,2019-01-31
