,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Rubin Kevin,CFO,S - Sale+OE,AYX,$76.48,"-68,000","-$5,200,446","38,522",-64%,2019-02-27 21:32:27,2019-02-25
1,Bendekgey E Lee,COO,S - Sale,NVTA,$19.62,"-4,650","-$91,213","173,096",-3%,2019-02-27 21:26:54,2019-02-26
2,Yau Robert,"VP, Engin., Sect., Dir",S - Sale+OE,GSIT,$8.20,-54,-$443,"1,030,522",0%,2019-02-27 21:14:41,2019-02-26
3,Yau Robert,"VP, Engin., Sect., Dir",S - Sale+OE,GSIT,$8.20,"-2,000","-$16,400","1,030,522",0%,2019-02-27 21:13:50,2019-02-15
4,Gionco David,Chief Accounting Officer,S - Sale,STML,$12.03,"-8,563","-$103,013","240,341",-3%,2019-02-27 21:10:32,2019-02-25
5,Hooper Suzanne Sawochka,"EVP, GC",S - Sale+OE,JAZZ,$140.00,"-6,666","-$933,240","39,738",-14%,2019-02-27 21:10:17,2019-02-27
6,Hoberman Kenneth,COO,S - Sale,STML,$12.05,"-10,557","-$127,212","784,773",-1%,2019-02-27 21:10:01,2019-02-25
7,Kankanwadi Sudhindra,"VP, Corporate Controller",S - Sale+OE,SNPS,$102.71,"-2,085","-$214,141","8,416",-20%,2019-02-27 21:09:38,2019-02-26
8,Weissman Irving,Dir,S - Sale,FTSV,$16.98,"-26,384","-$448,103","2,096,377",-1%,2019-02-27 21:09:35,2019-02-25
9,Bergstein Ivan,CEO,S - Sale,STML,$12.03,"-22,905","-$275,547","2,726,151",-1%,2019-02-27 21:09:31,2019-02-25
10,Carroll James M.,EVP - Global Platform Develop,S - Sale+OE,GDDY,$75.14,"-6,839","-$513,872","76,421",-8%,2019-02-27 20:59:38,2019-02-26
11,Josefsberg Arne,"EVP - Chief Infra, Info Office",S - Sale+OE,GDDY,$75.14,"-5,325","-$400,113","9,421",-36%,2019-02-27 20:59:11,2019-02-26
12,Morrow Rebecca,Chief Accounting Officer,S - Sale+OE,GDDY,$75.14,-633,"-$47,563","7,446",-8%,2019-02-27 20:58:42,2019-02-26
13,Winborne Raymond E Jr,CFO,S - Sale+OE,GDDY,$75.14,"-15,502","-$1,164,797","90,580",-15%,2019-02-27 20:58:14,2019-02-26
14,Low Ah Kee Andrew,Chief Revenue Officer,S - Sale+OE,GDDY,$75.14,"-8,610","-$646,942","67,975",-11%,2019-02-27 20:57:40,2019-02-26
15,Kelly Nima,GC,S - Sale+OE,GDDY,$75.14,"-10,856","-$815,704","120,842",-8%,2019-02-27 20:57:12,2019-02-26
16,Aldrich Steven,Chief Product Officer,S - Sale+OE,GDDY,$75.14,"-8,235","-$618,766","38,786",-18%,2019-02-27 20:56:40,2019-02-26
