,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Chung David Ying Xian,"CAO, Controller",S - Sale+OE,PLAN,$35.45,"-1,720","-$60,970","12,147",-12%,2019-04-17 21:49:12,2019-04-17
1,Castaneda Mark,"CFO, Secretary, Treasurer",S - Sale+OE,TLRY,$51.72,"-10,000","-$517,200","8,205",-55%,2019-04-17 21:28:20,2019-04-15
2,Kinder Richard D,"Exec COB, 10%",P - Purchase,KMI,$19.75,"+175,000","+$3,456,040","251,271,558",0%,2019-04-17 21:18:10,2019-04-17
3,Hastings Jeff,Dir,S - Sale+OE,ROKU,$56.20,"-6,000","-$337,200",0,-100%,2019-04-17 20:57:38,2019-04-15
4,Hershberger Rodney,Dir,S - Sale+OE,PGTI,$14.48,"-19,663","-$284,693","1,125,200",-2%,2019-04-17 20:51:33,2019-04-15
5,Lanman Richard B.,Chief Medical Officer,S - Sale+OE,GH,$74.43,"-136,244","-$10,140,969","130,631",-51%,2019-04-17 20:50:44,2019-04-15
6,Langer Robert,Dir,S - Sale+OE,RUBY,$17.57,"-7,500","-$131,799",0,-100%,2019-04-17 20:42:16,2019-04-15
7,Bauer Jake,Chief Business Officer,S - Sale+OE,MYOK,$42.89,"-5,000","-$214,466","66,777",-7%,2019-04-17 20:25:00,2018-01-02
8,Kurkijarvi Kalevi,Dir,S - Sale+OE,FGEN,$48.09,"-4,000","-$192,360","23,700",-14%,2019-04-17 20:19:51,2019-04-15
9,Doerr L John,"Dir, 10%",P - Purchase,AMRS,$2.87,"+6,732,369","+$19,321,899","14,853,726",+83%,2019-04-17 20:18:58,2019-04-15
10,Stueland Katherine,Chief Commercial Officer,S - Sale,NVTA,$25.23,"-1,000","-$25,230","185,370",-1%,2019-04-17 20:17:06,2019-04-16
11,Schick Joseph C,Dir,S - Sale+OE,BLFS,$17.11,"-22,053","-$377,316","6,875",-76%,2019-04-17 20:16:54,2019-04-15
12,"22Nw, LP","See Explanation of Responses, 10%",P - Purchase,MACK,$5.86,"+66,760","+$391,323","1,241,896",+6%,2019-04-17 20:15:05,2019-04-15
13,Berard Todd,"VP, Marketing",S - Sale+OE,BLFS,$17.56,"-3,000","-$52,680","41,074",-7%,2019-04-17 20:14:08,2019-04-15
14,Ullal Jayshree,"Pres, CEO",S - Sale,ANET,$329.03,"-20,000","-$6,580,608","3,650,989",-1%,2019-04-17 20:14:07,2019-04-15
15,Arntz Michael,Chief Revenue Officer,S - Sale+OE,SMAR,$40.40,"-4,000","-$161,600","2,374",-63%,2019-04-17 20:09:47,2019-04-15
16,Gomez Elena,Dir,S - Sale+OE,SMAR,$40.40,"-2,500","-$101,000",0,-100%,2019-04-17 20:03:27,2019-04-15
17,Istar Inc.,10%,P - Purchase,SAFE,$22.99,"+8,300","+$190,794","7,798,018",0%,2019-04-17 20:02:43,2019-04-15
18,Osier Michael A.,"CIO, CHIEF OUTCOMES OFFICER",S - Sale,CHGG,$38.99,"-4,232","-$165,006","551,384",-1%,2019-04-17 19:56:44,2019-04-16
19,Yerby Scott A,CTO,S - Sale,SIBN,$16.94,"-10,349","-$175,295","206,328",-5%,2019-04-17 19:55:38,2019-04-15
