,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Epstein David R,Dir,P - Purchase,AXLA,$8.24,"+5,796","+$47,743","30,352",+24%,2019-07-10 21:56:35,2019-07-08
1,Bridgford Richard Eugene,V.P. Ind. Relations & Safety,P - Purchase,BRID,$29.00,+150,"+$4,350","37,370",0%,2019-07-10 21:46:34,2019-06-25
2,Lawrence Adams,CEO,P - Purchase,IMTL,$0.00,"+94,000",+$459,"11,257,012",+1%,2019-07-10 21:09:07,2019-06-03
3,Lawrence Adams,CEO,P - Purchase,IMTL,$0.01,"+860,000","+$4,376","11,163,012",+8%,2019-07-10 21:08:05,2019-05-20
4,Lawrence Adams,CEO,P - Purchase,IMTL,$0.01,"+345,000","+$1,971","11,903,012",+3%,2019-07-10 21:05:38,2019-05-01
5,Lawrence Adams,CEO,P - Purchase,IMTL,$0.01,"+672,000","+$4,060","12,058,012",+6%,2019-07-10 20:58:44,2019-04-16
6,Lawrence Adams,CEO,P - Purchase,IMTL,$0.01,"+320,000","+$1,925","12,446,012",+3%,2019-07-10 20:56:30,2019-04-04
7,Kurkijarvi Kalevi,Dir,S - Sale+OE,FGEN,$42.60,"-6,000","-$255,570","28,400",-17%,2019-07-10 20:18:17,2019-07-08
8,Erony Joyce,Dir,S - Sale,INSP,$66.98,"-191,192","-$12,805,210","345,851",-36%,2019-07-10 20:04:05,2019-07-08
9,Rubin Kevin,CFO,S - Sale+OE,AYX,$117.98,"-13,000","-$1,533,740","46,267",-22%,2019-07-10 20:02:23,2019-07-10
10,"Fundamental Global Investors, LLC","Dir, 10%",P - Purchase,BTN,$3.20,"+6,844","+$21,930","3,581,903",0%,2019-07-10 19:42:27,2019-07-08
11,Fieldman Jonathan T.,See remarks,S - Sale+OE,ELF,$15.00,"-39,260","-$588,900","145,163",-21%,2019-07-10 19:29:58,2019-07-09
12,Shak Steven,Chief Scientific Officer,S - Sale,GHDX,$56.81,"-50,000","-$2,840,327","183,795",-21%,2019-07-10 19:23:54,2019-07-08
13,Gochee James R.,CTO,S - Sale+OE,NEWR,$92.80,"-6,850","-$635,680","130,926",-5%,2019-07-10 19:23:07,2019-07-10
14,Klarich Lee,"EVP, Chief Product Officer",S - Sale,PANW,$217.33,"-4,000","-$869,312","279,887",-1%,2019-07-10 19:23:00,2019-07-10
15,Martell Frank,"Pres, CEO",S - Sale,CLGX,$43.03,"-7,500","-$322,751","324,436",-2%,2019-07-10 19:11:06,2019-07-08
16,Chen Stephen T,"Pres,COB,CEO,CFO, 10%",P - Purchase,AMAR,$0.31,"+8,000","+$2,500","7,024,737",0%,2019-07-10 19:11:05,2019-07-08
17,Kao Min H,"Exec COB, 10%",S - Sale,GRMN,$79.09,"-362,080","-$28,636,579","26,115,516",-1%,2019-07-10 19:01:19,2019-07-08
18,Siegall Clay B,"Pres, CEO",S - Sale+OE,SGEN,$66.89,"-20,148","-$1,347,664","746,294",-3%,2019-07-10 18:57:05,2019-07-08
19,Lowrie Allison,CMO,S - Sale+OE,ANGI,$13.33,"-7,519","-$100,228",0,-100%,2019-07-10 18:56:30,2019-07-09
20,Smith Craig M.,"Pres, COO",S - Sale+OE,ANGI,$13.02,"-3,823","-$49,775",0,-100%,2019-07-10 18:56:06,2019-07-08
21,Dayton Judd,"CEO, 10%",P - Purchase,FTLF,$8.50,"+52,000","+$442,000","389,419",+15%,2019-07-10 18:48:22,2019-07-08
22,Herbert James L,Dir,S - Sale,NEOG,$60.70,"-5,000","-$303,510","631,484",-1%,2019-07-10 18:48:01,2019-07-08
23,Miller Michael Thomas,"EVP, CFO",S - Sale,IBP,$57.55,"-27,404","-$1,577,042","134,244",-17%,2019-07-10 18:41:26,2019-07-08
24,Sandberg Sheryl,COO,S - Sale+OE,FB,$195.13,"-55,000","-$10,731,985","1,312,845",-4%,2019-07-10 18:33:23,2019-07-08
25,Kennedy Kolleen T,"Pres Proton Solutions, CGO",S - Sale+OE,VAR,$137.99,"-1,242","-$171,384","27,090",-4%,2019-07-10 18:30:15,2019-07-08
26,Reed Christopher J,CIO,S - Sale,REED,$3.39,"-27,816","-$94,251","1,512,760",-2%,2019-07-10 18:29:17,2019-07-09
27,Kosloske Michael W,10%,S - Sale,HIIQ,$25.29,"-52,526","-$1,328,392","2,290,939",-2%,2019-07-10 18:28:58,2019-07-08
28,Vobejda Susan,CMO,S - Sale+OE,TTD,$242.00,-365,"-$88,330","36,829",-1%,2019-07-10 18:26:36,2019-07-08
29,Duffield David A,"Dir, 10%",S - Sale+OE,WDAY,$213.79,"-233,914","-$50,008,229","452,469",-34%,2019-07-10 18:14:43,2019-07-08
30,Gardner Joseph H.,Pres,P - Purchase,ARPO,$0.81,"+5,000","+$4,074","603,019",+1%,2019-07-10 18:03:07,2019-07-10
31,Schulze Richard M,10%,S - Sale,BBY,$72.06,"-418,812","-$30,180,514","32,855,387",-1%,2019-07-10 17:42:00,2019-07-08
32,Hartman Todd G.,"GC, Chief Risk, Comp Officer",S - Sale+OE,BBY,$72.01,"-9,008","-$648,667","42,021",-18%,2019-07-10 17:41:56,2019-07-08
33,Kao Ruey Bin,Dir,S - Sale,IRBT,$90.16,-170,"-$15,327","4,460",-4%,2019-07-10 17:38:08,2019-07-08
34,Lingnau Lutz,Dir,S - Sale+OE,NKTR,$34.63,"-10,000","-$346,300","23,200",-30%,2019-07-10 17:34:19,2019-07-08
35,Colby Michael C.,"Pres, COO",S - Sale+OE,GSHD,$47.31,"-1,906","-$90,167","2,026,554",0%,2019-07-10 17:22:20,2019-07-09
36,Jones Serena,"Member of 10% owner group, 10%",S - Sale+OE,GSHD,$47.33,"-5,620","-$265,976","1,035,432",-1%,2019-07-10 17:18:43,2019-07-09
37,Viscuso Michael,Chief Strategy Officer,S - Sale,CBLK,$17.25,"-10,000","-$172,541","905,276",-1%,2019-07-10 17:16:37,2019-07-08
38,Marshall Ruth Ann,Dir,S - Sale+OE,CAG,$28.45,"-3,000","-$85,358","100,137",-3%,2019-07-10 17:14:57,2019-07-08
39,Romney Lanni,"Member of 10% owner group, 10%",S - Sale+OE,GSHD,$47.27,"-1,900","-$89,811","434,974",0%,2019-07-10 17:14:31,2019-07-09
40,Jones Robyn Mary Elizabeth,"Member of 10% owner group, 10%",S - Sale,GSHD,$47.33,"-20,658","-$977,763","1,987,962",-1%,2019-07-10 17:10:05,2019-07-09
41,Fisher Eric L,VP of Global Sales,S - Sale,ACIA,$47.73,"-2,839","-$135,505","62,270",-4%,2019-07-10 17:10:00,2019-07-08
42,Schuth Alexander O.,"COO, Secretary",S - Sale,DNLI,$20.28,"-7,500","-$152,135","642,131",-1%,2019-07-10 17:08:57,2019-07-08
43,Stack David M,"CEO, COB",S - Sale,PCRX,$42.88,"-13,115","-$562,377","176,103",-7%,2019-07-10 17:08:02,2019-07-08
44,Jones Mark Evan,"CEO, 10%",S - Sale,GSHD,$47.33,"-20,658","-$977,763","1,979,389",-1%,2019-07-10 17:07:40,2019-07-09
45,Ho Carole,Chief Medical Officer,S - Sale+OE,DNLI,$20.29,"-17,500","-$355,011","155,890",-10%,2019-07-10 17:07:35,2019-07-08
46,Runyan Jonathan T,"GC, Secretary",S - Sale+OE,OKTA,$127.88,"-46,876","-$5,994,450","46,896",-50%,2019-07-10 17:07:26,2019-07-08
47,Steele Jim,"Pres, CRO",S - Sale+OE,YEXT,$20.24,"-10,000","-$202,351","60,895",-14%,2019-07-10 17:06:47,2019-07-08
48,Cakebread Steven,CFO,S - Sale+OE,YEXT,$20.23,"-10,000","-$202,336",0,-100%,2019-07-10 17:06:26,2019-07-08
49,Mark & Robyn Jones Descendants Trust 2014,"Member of 10% owner group, 10%",S - Sale,GSHD,$47.33,"-20,658","-$977,763","1,230,072",-2%,2019-07-10 17:05:41,2019-07-09
50,Butterfield Stewart,CEO,S - Sale,WORK,$35.11,"-2,500","-$87,775","132,755",-2%,2019-07-10 17:03:39,2019-07-08
51,Henderson Cal,CTO,S - Sale,WORK,$35.13,"-1,500","-$52,695","232,000",-1%,2019-07-10 17:03:19,2019-07-08
