,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Scff Management LLC,10%,S - Sale,ELVT,$4.21,"-43,454","-$182,863","7,045,032",-1%,2019-06-27 21:20:50,2019-06-25
1,Scgf III Management LLC,10%,S - Sale,ELVT,$4.21,"-43,454","-$182,863","7,045,032",-1%,2019-06-27 21:19:51,2019-06-25
2,Deveer R. Kipp,Partner,S - Sale,ARES,$26.08,"-132,577","-$3,457,612","1,015,604",-12%,2019-06-27 20:27:45,2019-06-25
3,Arougheti Michael J,"Co-Founder, CEO, Pres",S - Sale,ARES,$25.96,"-78,801","-$2,045,287","3,930,242",-2%,2019-06-27 20:27:14,2019-06-26
4,Davis Stephanie A,Dir,P - Purchase,ATNX,$18.00,"+10,000","+$180,000","10,000",New,2019-06-27 20:15:30,2019-06-26
5,Lee Yongsam,"EVP, CIO",S - Sale+OE,MASI,$145.22,"-1,094","-$158,874","73,000",-1%,2019-06-27 19:42:38,2019-06-25
6,Ducommun Robert C,Dir,S - Sale,DCO,$45.29,"-2,000","-$90,580","413,665",0%,2019-06-27 19:34:30,2019-06-27
7,Barker Geoffrey T,Dir,S - Sale,SMAR,$47.65,"-16,700","-$795,741","60,100",-22%,2019-06-27 19:27:06,2019-06-26
8,Honeysett Kimberley E.,"SVP, GC",S - Sale,VREX,$30.00,-916,"-$27,480","2,234",-29%,2019-06-27 19:22:19,2019-06-26
9,Lynton Michael,Dir,S - Sale,SNAP,$15.00,"-15,500","-$232,500","2,064,995",-1%,2019-06-27 19:20:22,2019-06-25
10,Riitters Timothy,CFO,S - Sale,PSTG,$15.59,"-10,420","-$162,422","435,225",-2%,2019-06-27 19:14:03,2019-06-25
11,Belak Cynthia Y,"VP, Controller",S - Sale+OE,TDY,$264.49,"-11,362","-$3,005,167","3,045",-79%,2019-06-27 19:01:36,2019-06-27
12,Dolby Dagmar,10%,S - Sale+OE,DLB,$65.06,"-51,777","-$3,368,620",0,-100%,2019-06-27 18:54:35,2019-06-26
