,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Odonnell Jeffrey F,Dir,P - Purchase,BSGM,$1.82,"+2,000","+$3,640","114,500",+2%,2019-12-20 21:55:23,2015-07-20
1,Pendinas Ltd,10%,P - Purchase,KDOZF,$0.29,"+33,000","+$9,605","27,737,464",0%,2019-12-20 21:13:05,2019-12-18
2,Cofer-Wildsmith Marina,Dir,S - Sale+OE,FSBW,$64.00,-387,"-$24,768","3,300",-10%,2019-12-20 21:04:56,2019-12-18
3,Ellin Robert S,10%,P - Purchase,NTN,$2.72,+299,+$814,"356,365",0%,2019-12-20 21:01:15,2019-12-19
4,Ellin Robert S,"CEO, COB, 10%",P - Purchase,LIVX,$2.00,"+1,404","+$2,808","17,405,101",0%,2019-12-20 21:00:55,2019-12-18
5,Wolf Dale B,Dir,P - Purchase,AHCO,$10.20,"+10,000","+$102,000","15,000",+200%,2019-12-20 21:00:52,2019-12-18
6,Thomas Dolca,Chief Medical Officer,S - Sale,PRNB,$60.00,-495,"-$29,700",494,-50%,2019-12-20 21:00:50,2019-12-19
7,Johnson Brent,"EVP of WW Sales, Mktg",S - Sale+OE,IRMD,$25.49,"-16,000","-$407,840","2,566",-86%,2019-12-20 20:34:44,2019-12-19
8,Xue Bing,SVP of Global Sales,S - Sale,AOSL,$13.70,"-8,496","-$116,388","40,929",-17%,2019-12-20 20:24:37,2019-12-20
9,Lund Deanna H,"EVP, CFO",S - Sale,KTOS,$18.32,"-7,803","-$142,941","244,455",-3%,2019-12-20 20:23:51,2019-12-20
10,Burgess Robert K,Dir,S - Sale+OE,NVDA,$230.71,"-8,000","-$1,845,703","5,894",-58%,2019-12-20 20:17:31,2019-12-18
11,Broadfin Healthcare Master Fund Ltd,Dir,S - Sale+OE,BDSI,$6.40,"-2,000,000","-$12,805,000","4,300,066",-32%,2019-12-20 19:51:11,2019-12-18
12,St. Ledger Susan,"Pres, WW Field Operations",S - Sale,SPLK,$151.54,"-1,297","-$196,547","185,222",-1%,2019-12-20 19:49:51,2019-12-20
13,Morgan Scott,"SVP, CLO, Secretary",S - Sale,SPLK,$150.00,-306,"-$45,900","50,104",-1%,2019-12-20 19:48:41,2019-12-19
14,Starling William N Jr,Dir,S - Sale,TRXC,$1.42,"-9,602","-$13,648","162,772",-6%,2019-12-20 19:44:53,2019-12-19
15,Marte Mario Jesus,CFO,S - Sale,CHWY,$28.39,"-91,835","-$2,607,204","1,516,408",-6%,2019-12-20 19:42:36,2019-12-18
16,McClenahan Thomas Samuel,"EVP, GC",S - Sale+OE,MASI,$159.03,"-7,907","-$1,257,441","5,000",-61%,2019-12-20 19:40:15,2019-12-20
17,Jensen Mark Edwin,Dir,S - Sale,LSCC,$19.77,"-4,000","-$79,080","77,697",-5%,2019-12-20 19:35:20,2019-12-20
18,Singh Sumit,CEO,S - Sale,CHWY,$28.26,"-388,719","-$10,983,547","3,605,389",-10%,2019-12-20 19:32:33,2019-12-18
19,Singh Sumit,CEO,S - Sale,CHWY,$28.26,"-388,719","-$10,983,547","3,605,389",-10%,2019-12-20 19:32:16,2019-12-18
20,Bowman Stacy,Principal Accounting Officer,S - Sale,CHWY,$28.29,"-21,399","-$605,413","651,398",-3%,2019-12-20 19:29:56,2019-12-18
21,Helfrick Susan,GC,S - Sale,CHWY,$28.22,"-55,259","-$1,559,579","831,363",-6%,2019-12-20 19:28:36,2019-12-18
22,Mehta Satish,CTO,S - Sale,CHWY,$28.26,"-53,082","-$1,499,872","1,141,850",-4%,2019-12-20 19:25:15,2019-12-18
