,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Singer Karen,10%,P - Purchase,SEAC,$1.66,"+361,200","+$599,162","4,900,217",+8%,2019-01-22 21:52:43,2019-01-17
1,Getz Heather C,"EVP, CFO",S - Sale+OE,BEAT,$70.01,"-8,236","-$576,602","80,561",-9%,2019-01-22 21:50:17,2019-01-17
2,Atlas Capital Resources II LP,10%,P - Purchase,HZN,$2.19,"+39,400","+$86,219","2,741,776",+1%,2019-01-22 21:18:33,2019-01-18
3,Atlas Capital Resources II LP,10%,P - Purchase,HZN,$2.24,"+2,100","+$4,701","2,702,376",0%,2019-01-22 21:12:54,2019-01-17
4,Cashmer Jeff,"SVP, Chief Business Officer",S - Sale,ESNT,$37.38,"-25,000","-$934,500","118,395",-17%,2019-01-22 21:10:37,2019-01-17
5,"Alpine Immunosciences, L.P.",10%,P - Purchase,ALPN,$5.37,"+190,875","+$1,024,999","3,994,781",+5%,2019-01-22 20:46:29,2019-01-18
6,Gold Mitchell,"Exec COB, CEO, 10%",P - Purchase,ALPN,$5.37,"+190,875","+$1,024,999","4,006,073",+5%,2019-01-22 20:44:48,2019-01-18
7,Venkatesan Jay,"Dir, 10%",P - Purchase,ALPN,$5.37,"+190,875","+$1,024,999","4,053,786",+5%,2019-01-22 20:44:37,2019-01-18
8,Steinberg Donald J,"Pres, 10%",S - Sale,MCOA,$0.02,"-600,000","-$9,040","495,820,639",0%,2019-01-22 19:54:16,2019-01-18
9,Pearlman Emanuel R,Exec COB,S - Sale,NYNY,$13.74,"-2,000","-$27,476","124,722",-2%,2019-01-22 19:36:16,2019-01-17
10,Derosa Michael Lawrence,Dir,S - Sale,TPIC,$28.77,"-56,070","-$1,613,243","3,050,447",-2%,2019-01-22 19:32:20,2019-01-17
11,Anderson David Hugo,"Pres, CEO",S - Sale,NWN,$59.23,-72,"-$4,265","92,172",0%,2019-01-22 19:19:00,2019-01-17
12,Fink Laurence,"COB, CEO",S - Sale,BLK,$418.32,"-30,832","-$12,897,623","1,051,009",-3%,2019-01-22 18:53:36,2019-01-18
13,"Crestview Partners III Gp, L.P.",10%,S - Sale,NOG,$2.68,"-759,136","-$2,032,494","43,653,846",-2%,2019-01-22 18:53:36,2019-01-17
14,French Douglas D,Dir,S - Sale+OE,MLHR,$33.06,"-3,800","-$125,630","11,743",-24%,2019-01-22 18:52:14,2019-01-17
15,O Keefe Daniel E,CFO,P - Purchase,EDUC,$7.75,+701,"+$5,433","9,073",+8%,2019-01-22 18:52:03,2019-01-17
16,Frei Brent,Dir,S - Sale,SMAR,$28.51,"-93,467","-$2,664,948","129,347",-42%,2019-01-22 18:49:29,2019-01-18
17,"Cleveland Capital Management, L.L.C.",10%,P - Purchase,FLUX,$1.10,"+2,450,000","+$2,695,000","5,159,100",+90%,2019-01-22 18:47:52,2018-12-26
18,Roos John Victor,Dir,S - Sale,CRM,$148.63,-114,"-$16,944","11,727",-1%,2019-01-22 18:46:49,2019-01-17
19,Benioff Marc,"COB, co-CEO",S - Sale,CRM,$150.28,"-15,000","-$2,254,158","31,715,800",0%,2019-01-22 18:44:28,2019-01-17
20,Farley Brian,"EVP GC, Corpora",S - Sale,MDRX,$12.00,"-6,000","-$72,000","235,673",-2%,2019-01-22 18:34:09,2019-01-18
21,Erony Joyce,Dir,S - Sale,INSP,$53.90,"-289,405","-$15,600,213","906,934",-24%,2019-01-22 18:31:25,2018-01-17
22,Semechkin Andrey,"CEO, 10%",P - Purchase,ISCO,$1.75,"+599,222","+$1,048,639","4,034,594",+17%,2019-01-22 18:15:11,2019-01-21
23,K/i/e/trust Under Agreement 3/9/09,10%,S - Sale,NRC,$40.07,"-147,693","-$5,918,561","5,217,273",-3%,2019-01-22 18:11:54,2019-01-18
24,Wenqing Yao,"EVP, Head of Discovery Chem",S - Sale+OE,INCY,$77.61,"-15,354","-$1,191,624","34,409",-31%,2019-01-22 18:04:25,2019-01-17
25,Thomas Andrew G,CMO,S - Sale,KFRC,$33.00,"-2,897","-$95,601","182,359",-2%,2019-01-22 17:57:38,2019-01-17
26,Graves James H,Dir,S - Sale+OE,HALL,$9.95,"-6,140","-$61,093","23,498",-21%,2019-01-22 17:54:34,2019-01-18
27,Davis Reginald D.,"GC, Secretary",S - Sale+OE,DOCU,$45.01,"-31,804","-$1,431,498","217,294",-13%,2019-01-22 17:53:34,2019-01-17
28,Cannell Capital LLC,10%,P - Purchase,IDSY,$5.97,"+85,283","+$509,555","2,369,946",+4%,2019-01-22 17:52:59,2019-01-17
29,Burish Andrew D.,10%,P - Purchase,SOFO,$1.20,"+30,000","+$35,945","809,390",+4%,2019-01-22 17:50:36,2019-01-22
30,Yosufzai S. Shariq,Dir,P - Purchase,AQMS,$1.90,"+10,000","+$19,000","38,693",+35%,2019-01-22 17:50:11,2019-01-17
31,Prouty Eric A,Dir,P - Purchase,AQMS,$1.90,"+5,000","+$9,500","25,622",+24%,2019-01-22 17:49:17,2019-01-17
32,Merrill Judd,CFO,P - Purchase,AQMS,$1.90,"+5,000","+$9,500","18,896",+36%,2019-01-22 17:48:33,2019-01-17
33,Divito Vincent L,Dir,P - Purchase,AQMS,$1.90,"+5,000","+$9,500","26,127",+24%,2019-01-22 17:47:09,2019-01-17
34,Cotton Stephen,Pres,P - Purchase,AQMS,$1.90,"+15,000","+$28,500","206,457",+8%,2019-01-22 17:45:44,2019-01-17
35,Luddy Frederic B,Dir,S - Sale,NOW,$189.76,"-32,500","-$6,167,156","1,194,058",-3%,2019-01-22 17:44:47,2019-01-18
36,Moughler Craig A.,SVP,S - Sale+OE,VVV,$21.88,"-2,551","-$55,816","29,652",-8%,2019-01-22 17:43:52,2019-01-18
37,O'Daniel Julie Marie,"CLO, Corp. Secy",S - Sale,VVV,$22.00,"-1,106","-$24,332","2,457",-31%,2019-01-22 17:39:33,2019-01-18
38,Rosati Mario M,Dir,S - Sale+OE,AEHR,$1.13,"-30,179","-$34,096","227,685",-12%,2019-01-22 17:36:49,2019-01-18
39,"Boxer Capital, LLC",10%,P - Purchase,MRTX,$62.00,"+150,000","+$9,300,000","1,715,560",+10%,2019-01-22 17:34:17,2019-01-17
40,Gomez Elena,CFO,S - Sale,ZEN,$65.00,"-1,500","-$97,500","24,826",-6%,2019-01-22 17:29:47,2019-01-18
41,Baker Bros. Advisors LP,"Dir, 10%",S - Sale,GHDX,$71.00,"-51,606","-$3,664,031","9,476,826",-1%,2019-01-22 17:27:48,2019-01-22
42,St. Ledger Susan,"Pres, WW Field Operations",S - Sale,SPLK,$119.97,"-1,761","-$211,267","215,798",-1%,2019-01-22 17:27:21,2019-01-18
43,Baker Bros. Advisors LP,"Dir, 10%",S - Sale,GHDX,$71.75,"-371,689","-$26,667,110","9,519,347",-4%,2019-01-22 17:26:31,2019-01-17
44,Winder Investment Pte Ltd,10%,P - Purchase,IFF,$134.83,"+14,054","+$1,894,933","19,980,412",0%,2019-01-22 17:16:28,2019-01-17
