,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,"Sg Vtb Holdings, LLC",10%,S - Sale,HEAR,$16.55,"-500,000","-$8,275,404","1,112,393",-31%,2019-01-18 21:31:02,2019-01-18
1,Gracias Antonio J.,Dir,S - Sale+OE,TSLA,$348.22,"-16,780","-$5,843,165","288,403",-5%,2019-01-18 21:22:12,2019-01-16
2,Cook Geoffrey,CEO,S - Sale,MEET,$5.48,"-74,823","-$410,030","756,562",-9%,2019-01-18 21:04:05,2019-01-18
3,Bendheim Daniel M,"EVP, Corporate Strategy",S - Sale+OE,PAHC,$32.23,"-7,500","-$241,700",0,-100%,2019-01-18 21:00:15,2019-01-16
4,Myer Vickesh,CTO,S - Sale+OE,EDIT,$26.36,"-7,000","-$184,540",0,-100%,2019-01-18 20:58:12,2019-01-17
5,Murphy Michael P,PRINCIPAL ACCOUNTING OFFICER,S - Sale,TNET,$45.00,-560,"-$25,200","21,963",-2%,2019-01-18 20:47:55,2019-01-17
6,Khanna Ashish,"CFO, CBO",P - Purchase,APTX,$5.45,"+10,000","+$54,500","284,930",+4%,2019-01-18 20:38:26,2019-01-18
7,Morrissey Michael,"Pres, CEO",S - Sale+OE,EXEL,$23.29,"-40,000","-$931,456","301,398",-12%,2019-01-18 20:16:19,2019-01-16
8,"Biglari, Sardar",10%,S - Sale,CBRL,$169.16,"-9,461","-$1,600,414","4,163,074",0%,2019-01-18 20:05:05,2019-01-16
9,Titterton Jeffrey J,CMO,S - Sale,ZEN,$63.11,-472,"-$29,788","12,775",-4%,2019-01-18 20:01:38,2019-01-17
10,McDermott Adrian,Pres of Products,S - Sale,ZEN,$63.11,"-2,241","-$141,430","80,267",-3%,2019-01-18 19:59:25,2019-01-17
11,Lurie Alexander J,CEO,S - Sale,SVMK,$12.84,"-100,244","-$1,286,726","1,330,761",-7%,2019-01-18 19:34:24,2019-01-17
12,Overturf James,"EVP, CMO",S - Sale,EXR,$91.71,-880,"-$80,709","69,017",-1%,2019-01-18 19:23:51,2019-01-16
13,Hunter Jerry James,"SVP, Engineering",S - Sale,SNAP,$5.77,"-14,828","-$85,538","1,852,833",-1%,2019-01-18 19:19:54,2019-01-16
14,Sinha Amit,"CTO, EVP of Eng, Cloud Ops",S - Sale,ZS,$44.46,"-4,807","-$213,703","1,592,954",0%,2019-01-18 19:17:52,2019-01-17
15,Gammel Peter L,CTO,S - Sale,SWKS,$68.45,"-2,652","-$181,529","16,463",-14%,2019-01-18 19:14:59,2019-01-16
16,Sweet Lara,"VP, Chief Accounting Officer",S - Sale,SNAP,$5.77,"-6,489","-$37,419","700,027",-1%,2019-01-18 19:11:02,2019-01-16
17,Stone Timothy R,CFO,S - Sale,SNAP,$5.76,"-24,890","-$143,364","2,286,330",-1%,2019-01-18 19:10:22,2019-01-16
18,Grusd Jared,Chief Strategy Officer,S - Sale,SNAP,$5.77,"-25,244","-$145,587","2,928,421",-1%,2019-01-18 19:06:47,2019-01-16
19,Gorman Jeremi,Chief Business Officer,S - Sale,SNAP,$5.77,"-27,259","-$157,175","3,203,189",-1%,2019-01-18 19:06:19,2019-01-16
