,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Nusz Thomas B,"COB, CEO",S - Sale,OAS,$16.04,"-150,000","-$2,406,177","1,971,914",-7%,2015-06-25 21:45:22,2015-06-24
1,"Javelin Venture Partners, L.P.",10%,P - Purchase,RTTR,$5.00,"+800,000","+$4,000,000","800,000",New,2015-06-25 21:04:46,2015-06-24
2,Doyle Noah,Dir,P - Purchase,RTTR,$5.00,"+800,000","+$4,000,000","800,000",New,2015-06-25 21:03:22,2015-06-24
3,Proehl Gerald T,Dir,P - Purchase,RTTR,$5.00,"+50,000","+$250,000","50,000",New,2015-06-25 20:58:29,2015-06-24
4,Foehr Matthew W,Dir,P - Purchase,RTTR,$5.00,"+4,000","+$20,000","4,000",New,2015-06-25 20:56:28,2015-06-24
5,"Yazbeck Daniel, Rida","CEO, 10%",S - Sale,MYDX,$0.00,"-350,000",-$0,"9,562,500",-4%,2015-06-25 20:49:25,2015-06-23
6,Armenante Mark,"Dir, 10%",S - Sale+OE,VEEV,$28.13,"-70,000","-$1,968,866",0,-100%,2015-06-25 20:32:25,2015-06-23
7,Rothblatt Martine A,"COB, Co-CEO",S - Sale+OE,UTHR,$176.91,"-9,662","-$1,709,325","625,437",-2%,2015-06-25 20:30:36,2015-06-25
8,Khosla Vinod,10%,S - Sale,RNG,$19.14,"-66,377","-$1,270,456","1,471,048",-4%,2015-06-25 20:07:40,2015-06-24
9,Brin Sergey,"Co-Founder, 10%",S - Sale+OE,GOOG,$549.16,"-33,332","-$18,304,666","21,556,051",0%,2015-06-25 20:02:09,2015-06-25
10,Woodford Brent,"SVP, Planning, Control",S - Sale+OE,DIS,$114.50,"-2,000","-$229,000","30,752",-6%,2015-06-25 20:00:15,2015-06-23
11,Rubin Jonathan N,CFO,S - Sale+OE,MGLN,$73.00,-324,"-$23,652","20,121",-2%,2015-06-25 19:50:00,2015-06-23
12,Liu Changming,Dir,S - Sale,HIVE,$7.50,"-4,200","-$31,506","1,782,642",0%,2015-06-25 19:46:34,2015-06-24
13,Bhanot Alok,"EVP, Engineering, CTO",S - Sale,PAY,$35.50,"-1,700","-$60,350","27,600",-6%,2015-06-25 19:43:34,2015-06-24
14,Peterson James J,"COB, CEO",S - Sale+OE,MSCC,$36.41,"-17,776","-$647,189","248,329",-7%,2015-06-25 19:38:39,2015-06-23
15,Raff Eitan,Dir,S - Sale+OE,PAY,$36.00,"-1,375","-$49,500","7,000",-16%,2015-06-25 19:38:36,2015-06-23
16,"Baker Street Capital Management, LLC",10%,P - Purchase,WAC,$23.04,"+197,514","+$4,550,846","8,630,324",+2%,2015-06-25 19:17:39,2015-06-23
17,Weisberg Seth,GC,S - Sale+OE,STMP,$74.27,"-5,698","-$423,209","11,686",-33%,2015-06-25 19:15:50,2015-06-23
18,Li Xiangqian,"CEO, 10%",S - Sale,CBAK,$3.39,"-40,700","-$137,999","3,760,857",-1%,2015-06-25 19:11:05,2015-06-23
19,Moy Jeffrey,"SVP, Operations",S - Sale,DXCM,$77.54,"-5,154","-$399,630","171,108",-3%,2015-06-25 19:10:06,2015-06-23
20,Balo Andrew K,"EVP, Clinical, Regulatory",S - Sale+OE,DXCM,$77.54,"-5,573","-$432,137","179,741",-3%,2015-06-25 19:09:45,2015-06-23
21,Pacelli Steven Robert,"EVP, Strategy, Corp. Dev.",S - Sale+OE,DXCM,$77.53,"-14,000","-$1,085,427","248,646",-5%,2015-06-25 19:08:12,2015-06-23
22,Mottola Thomas D,Dir,P - Purchase,RH,$96.01,"+20,830","+$1,999,888","29,160",+250%,2015-06-25 19:07:49,2015-06-24
23,Halliday Robert J,"SVP, CFO",S - Sale,AMAT,$19.99,"-25,000","-$499,750","377,333",-6%,2015-06-25 19:07:21,2015-06-23
24,"Foundry Venture Capital 2007, L.P.",10%,S - Sale+OE,FIT,$18.80,"-10,545,530","-$198,255,964",0,-100%,2015-06-25 18:55:38,2015-06-23
25,McCall Jeffrey Joseph,"EVP, CFO",S - Sale+OE,SPF,$9.00,"-75,000","-$675,000","265,138",-22%,2015-06-25 18:42:52,2015-06-24
26,Viens Erik,"SVP, CIO",P - Purchase,UNVR,$22.00,"+9,000","+$198,000","34,196",+36%,2015-06-25 18:38:32,2015-06-23
27,Sartor Anthony,Dir,P - Purchase,RTNB,$1.13,"+50,000","+$56,500","50,000",New,2015-06-25 18:33:56,2015-06-24
28,Smither John W,CFO,S - Sale,KYTH,$75.50,"-4,600","-$347,300","10,984",-30%,2015-06-25 18:33:52,2015-06-25
29,Oversby Christopher,"Pres Global Oil, Gas, Mining",P - Purchase,UNVR,$22.00,"+1,000","+$22,000","76,587",+1%,2015-06-25 18:33:41,2015-06-23
30,Lukach Carl J,"EVP, CFO",P - Purchase,UNVR,$22.00,"+1,000","+$22,000","49,175",+2%,2015-06-25 18:29:42,2015-06-23
31,Landsman Stephen N,"EVP, GC",P - Purchase,UNVR,$22.00,"+5,000","+$110,000","55,391",+10%,2015-06-25 18:28:56,2015-06-23
32,Lo Selina Y,"Pres, CEO",S - Sale,RKUS,$11.23,"-83,400","-$936,582","3,056,776",-3%,2015-06-25 18:28:52,2015-06-23
33,Hill W Terry,EVP - Industry Relations,P - Purchase,UNVR,$22.00,"+20,000","+$440,000","20,000",New,2015-06-25 18:27:11,2015-06-23
34,Kunz Daniel J,"Dir, 10%",P - Purchase,CEAC,$0.25,"+800,000","+$200,000","2,186,184",+58%,2015-06-25 18:26:08,2015-06-23
35,Fyrwald J Erik,"Pres, CEO",P - Purchase,UNVR,$22.00,"+20,000","+$440,000","977,467",+2%,2015-06-25 18:24:33,2015-06-23
36,Cantley Lewis Clayton Jr.,Dir,S - Sale+OE,AGIO,$105.13,"-9,704","-$1,020,157","324,820",-3%,2015-06-25 18:22:48,2015-06-24
37,Rosenkrantz Lester,FORMER DIRECTOR,S - Sale,DUBL,$0.16,"-20,000","-$3,200","1,160,000",-2%,2015-06-25 18:18:11,2015-06-24
38,Zimmerman Raymond,Dir,P - Purchase,LB,$87.77,"+1,285","+$112,780","41,225",+3%,2015-06-25 18:17:34,2015-06-24
39,Belcher Eric D,"Pres, CEO",S - Sale+OE,INWK,$6.88,"-5,190","-$35,688","814,202",-1%,2015-06-25 18:16:31,2015-06-23
40,Ku Tzu Sheng,"COB, 10%",P - Purchase,TAIT,$0.99,"+10,500","+$10,357","341,459",+3%,2015-06-25 18:15:39,2015-05-01
41,Cerda Clarissa,Chief Legal Strategist,S - Sale+OE,LOCK,$17.13,"-5,000","-$85,650","73,990",-6%,2015-06-25 18:12:12,2015-06-24
42,Robbins Nicholas W.,"Interim CLO, Secretary",S - Sale+OE,LOCK,$17.09,"-1,300","-$22,217","26,995",-5%,2015-06-25 18:10:55,2015-06-23
43,Scola Paul E,SVP,S - Sale+OE,RPXC,$17.00,"-27,888","-$474,096",0,-100%,2015-06-25 18:09:54,2015-06-23
44,Beddingfield III Frederick,Chief Medical Officer,S - Sale,KYTH,$75.66,"-30,583","-$2,314,015",0,-100%,2015-06-25 18:05:50,2015-06-24
45,McClain John,Dir,P - Purchase,LE,$24.80,+400,"+$9,920","1,600",+33%,2015-06-25 17:45:13,2015-06-24
46,Young Joseph A,EVP Global Operations,S - Sale,FNSR,$19.72,"-4,000","-$78,896","212,082",-2%,2015-06-25 17:44:35,2015-06-23
47,Wang Stewart,"CEO, 10%",P - Purchase,TAIT,$0.98,"+4,967","+$4,867","310,503",+2%,2015-06-25 17:42:40,2015-06-19
48,Jenks Timothy Storrs,CEO,S - Sale,NPTN,$9.79,-800,"-$7,832","193,119",0%,2015-06-25 17:38:57,2015-06-24
49,Wang Stewart,"CEO, 10%",P - Purchase,TAIT,$0.99,"+9,575","+$9,441","609,897",+2%,2015-06-25 17:36:07,2015-05-04
50,Cassidy Bernard J,"GC, Secretary",S - Sale,JUNO,$51.34,"-11,850","-$608,336","140,019",-8%,2015-06-25 17:30:53,2015-06-24
51,Klausner Richard,Dir,S - Sale,JUNO,$52.29,"-8,000","-$418,302","974,499",-1%,2015-06-25 17:30:20,2015-06-23
52,Martin William C,10%,P - Purchase,MRVC,$11.00,"+601,200","+$6,612,173","2,136,864",+39%,2015-06-25 17:29:47,2015-06-23
53,Eberwein Jeffrey E.,Dir,P - Purchase,NOVC,$0.33,"+30,000","+$9,872","1,096,865",+3%,2015-06-25 17:29:26,2015-06-23
54,Graziadio G Louis III,See Remarks,S - Sale,WPT,$17.14,"-4,302","-$73,754","52,798",-8%,2015-06-25 17:16:25,2015-06-24
55,Alexander Robert M.,CIO,S - Sale+OE,COF,$89.92,"-13,565","-$1,219,765","86,225",-14%,2015-06-25 17:13:15,2015-06-23
56,Thompson Peter,"CFO , EVP",S - Sale,ROIA.,$3.58,"-16,000","-$57,280","99,790",-14%,2015-06-25 17:11:19,2015-06-24
57,Sweeney Joseph Edward,"Pres-AWM Products, Services",S - Sale,AMP,$129.40,"-9,042","-$1,170,017","11,956",-43%,2015-06-25 17:10:01,2015-06-23
58,Hatcher David L,10%,S - Sale,KMG,$26.00,"-1,500","-$39,000","1,923,497",0%,2015-06-25 17:07:56,2015-06-25
59,Boniuk Milton,Dir,P - Purchase,NNVC,$1.90,"+50,000","+$95,000","1,605,391",+3%,2015-06-25 17:06:12,2015-06-19
60,Yocher Robert E,SVP Regulatory Affairs,S - Sale+OE,HTWR,$77.41,-829,"-$64,173","9,171",-8%,2015-06-25 17:04:38,2015-06-24
61,Gitman Paul,Dir,S - Sale+OE,BSTC,$51.78,"-36,308","-$1,879,913","51,825",-41%,2015-06-25 17:02:52,2015-06-23
62,Chhibbar Vishal,"EVP, CFO",S - Sale+OE,EXLS,$36.00,-900,"-$32,400","11,851",-7%,2015-06-25 17:00:28,2015-06-23
63,Surface John S,EVP,S - Sale+OE,EVER,$19.54,"-28,996","-$566,570","281,157",-9%,2015-06-25 16:55:53,2015-06-23
64,Fernandez Phillip M,"Pres, CEO, COB",S - Sale+OE,MKTO,$30.15,"-12,000","-$361,830","453,704",-3%,2015-06-25 16:54:49,2015-06-23
65,Siouti Jean-Pierre,10%,P - Purchase,NSAV,$0.00,"+104,345,449","+$32,946",0,-100%,2015-06-25 16:54:29,2015-04-23
66,Siouti Jean-Pierre,10%,S - Sale,NSAV,$0.00,"-88,850,000","-$25,495",0,-100%,2015-06-25 16:54:29,2015-04-24
67,Ling James T,Pres,P - Purchase,AVEW,$0.00,"+200,000,000","+$20,000","202,450,000",>999%,2015-06-25 16:52:14,2015-06-24
