,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Spirit Bear Ltd,10%,S - Sale,WARM,$0.25,"-37,470","-$9,368",0,-100%,2015-09-30 21:30:22,2015-09-28
1,Velasco German Larrea Mota,COB,P - Purchase,SCCO,$25.87,"+122,600","+$3,171,466","2,070,567",+6%,2015-09-30 21:01:41,2015-09-29
2,Velasco German Larrea Mota,COB,P - Purchase,SCCO,$25.75,"+27,400","+$705,619","1,947,967",+1%,2015-09-30 20:59:57,2015-09-28
3,Macri Edmond,"SVP, Marketing, Analytics",S - Sale,W,$36.33,-500,"-$18,165","232,805",0%,2015-09-30 20:58:01,2015-09-29
4,Lampert Edward S,"CEO, 10%",P - Purchase,SHLD,$23.66,"+444,611","+$10,520,003","52,336,106",+1%,2015-09-30 20:48:50,2015-09-28
5,Lampert Edward S,10%,P - Purchase,LE,$26.88,"+256,174","+$6,887,049","16,011,416",+2%,2015-09-30 20:41:50,2015-09-28
6,Softbank Group Corp,10%,P - Purchase,S,$4.00,"+18,648,341","+$74,586,350","2,147,483,647",+1%,2015-09-30 20:22:37,2015-09-28
7,Bozzini James,SVP,S - Sale+OE,WDAY,$70.85,"-12,500","-$885,604","270,163",-4%,2015-09-30 20:18:20,2015-09-28
8,West Gary L,10%,P - Purchase,WSTC,$22.45,"+228,624","+$5,133,330","15,968,276",+1%,2015-09-30 20:17:03,2015-09-28
9,West Mary E,10%,P - Purchase,WSTC,$22.42,"+228,626","+$5,125,002","15,968,276",+1%,2015-09-30 20:11:50,2015-09-28
10,Seelbach William R,Dir,P - Purchase,OMN,$5.47,"+20,000","+$109,400","49,523",+68%,2015-09-30 20:06:26,2015-09-30
11,Mitarotonda James A,Dir,P - Purchase,OMN,$5.22,"+18,134","+$94,710","928,787",+2%,2015-09-30 20:05:08,2015-09-29
12,Lasersohn Jack W,Dir,P - Purchase,OMED,$14.60,"+13,140","+$191,784","2,288,057",+1%,2015-09-30 19:54:03,2015-09-28
13,"Bcp III Aiv A, L.P.",10%,S - Sale,AVID,$8.01,"-250,778","-$2,008,852","6,875,970",-4%,2015-09-30 19:43:17,2015-09-28
14,Brin Sergey,"Co-Founder, 10%",S - Sale+OE,GOOG,$600.22,"-16,666","-$10,003,294","21,236,047",0%,2015-09-30 19:23:44,2015-09-28
15,Hariri Robert J,"Dir, 10%",P - Purchase,MYOS,$2.68,"+2,300","+$6,170","92,364",+3%,2015-09-30 19:21:51,2015-09-28
16,Parker Mark G,"Pres, CEO",S - Sale+OE,NKE,$120.63,"-300,000","-$36,190,034","942,464",-24%,2015-09-30 19:18:09,2015-09-29
17,Stevens Christopher,"Pres of V, C",S - Sale,PNR,$53.62,-151,"-$8,083","19,065",-1%,2015-09-30 19:15:35,2015-09-22
18,Brin Sergey,"Co-Founder, 10%",S - Sale+OE,GOOG,$628.90,"-16,666","-$10,481,187","21,236,047",0%,2015-09-30 19:12:38,2015-09-28
19,Fink Martin,"EVP, CTO",S - Sale+OE,HPQ,$24.61,"-23,069","-$567,696",0,-100%,2015-09-30 19:09:41,2015-09-28
20,Thomas Brandon,Chief Investment Officer,S - Sale+OE,ENV,$30.01,"-6,775","-$203,323","244,359",-3%,2015-09-30 19:09:20,2015-09-29
21,Butitta Cynthia M,"COO, CFO",S - Sale+OE,KITE,$55.87,"-10,000","-$558,672","75,507",-12%,2015-09-30 19:01:49,2015-09-28
22,Cumming Ian M.,Dir,P - Purchase,CWGL,$9.13,"+4,114","+$37,555","2,169,911",0%,2015-09-30 18:54:36,2015-09-28
23,Flynn James E,"Possible Member of 10% Group, 10%",S - Sale,ATRS,$1.79,"-1,828,529","-$3,281,995","15,451,126",-11%,2015-09-30 18:45:41,2015-09-28
24,Frank Thomas Aj,CIO,S - Sale,IBKR,$38.45,"-12,501","-$480,657","514,419",-2%,2015-09-30 18:33:18,2015-09-28
25,Baldridge Richard A,COO,S - Sale+OE,VSAT,$65.03,"-8,140","-$529,323","135,427",-6%,2015-09-30 18:32:53,2015-09-28
26,Cumming John D.,Dir,P - Purchase,CWGL,$9.12,"+4,440","+$40,478","61,661",+8%,2015-09-30 18:31:55,2015-09-28
27,Armenante Mark,10%,S - Sale+OE,VEEV,$23.23,"-160,000","-$3,716,934","20,000",-89%,2015-09-30 18:30:45,2015-09-28
28,Galik Milan,Pres,S - Sale,IBKR,$38.45,"-12,501","-$480,657","932,259",-1%,2015-09-30 18:30:21,2015-09-28
29,Stretch Colin,"VP, Gen. Counsel, Secretary",S - Sale,FB,$89.14,"-1,000","-$89,140","78,100",-1%,2015-09-30 18:23:44,2015-09-29
30,Harkenrider Kevin J,EVP,S - Sale+OE,VSAT,$65.00,"-10,000","-$650,000","5,720",-64%,2015-09-30 18:23:29,2015-09-28
31,Rey Eric J.,"Pres, CEO",S - Sale+OE,RKDA,$3.46,"-15,900","-$54,951","64,160",-20%,2015-09-30 18:23:05,2015-09-28
32,Miller S James,"COB, CEO",P - Purchase,IWSY,$1.53,"+1,200","+$1,836","843,687",0%,2015-09-30 18:22:55,2015-09-28
33,Shah Praful,"SVP, Strategy",S - Sale,RNG,$17.88,"-5,000","-$89,400","434,583",-1%,2015-09-30 18:10:06,2015-09-28
34,Eberwein Jeffrey E.,"Dir, 10%",P - Purchase,CRDS,$1.30,"+10,000","+$13,022","4,653,722",0%,2015-09-30 18:08:12,2015-09-29
35,Trishield Special Situations Master Fund Ltd.,10%,P - Purchase,JGW,$4.98,"+106,994","+$532,742","2,826,764",+4%,2015-09-30 18:00:56,2015-09-28
36,Rosebrough Walter M Jr,"Pres, CEO",S - Sale,STE,$64.92,"-10,000","-$649,232","241,376",-4%,2015-09-30 17:58:22,2015-09-30
37,Fyrwald J Erik,CEO,P - Purchase,UNVR,$18.75,"+10,000","+$187,544","987,467",+1%,2015-09-30 17:57:53,2015-09-30
38,Iszo Capital Management LP,10%,P - Purchase,ABCP,$2.40,"+40,000","+$96,000","7,302,419",+1%,2015-09-30 17:53:31,2015-09-28
39,Wolford Bernie G.,SVP-Operations,P - Purchase,NE,$10.82,"+10,000","+$108,200","49,916",+25%,2015-09-30 17:47:25,2015-09-30
40,Fernandez Phillip M,"Pres, CEO, COB",S - Sale+OE,MKTO,$28.68,"-12,000","-$344,109","453,704",-3%,2015-09-30 17:45:08,2015-09-28
41,"Abrams Capital Management, L.P.",10%,P - Purchase,BNED,$12.73,"+285,992","+$3,639,495","7,145,303",+4%,2015-09-30 17:31:58,2015-09-28
42,Gochee James R.,Chief Product Officer,S - Sale,NEWR,$37.61,"-1,000","-$37,610","450,000",0%,2015-09-30 17:30:20,2015-09-30
43,"Tourbillon Capital Partners, L.P.",10%,S - Sale,STKL,$5.15,"-50,000","-$257,470","8,517,724",-1%,2015-09-30 17:26:58,2015-09-28
44,Chawla Lakhmir S,Chief Medical Officer,P - Purchase,LJPC,$27.75,+485,"+$13,461",485,New,2015-09-30 17:22:42,2015-09-28
45,Spradley Susan Louise,SVP GM NSE,S - Sale,VIAV,$5.38,"-23,760","-$127,784","1,708",-93%,2015-09-30 17:21:12,2015-09-28
46,Pleasant Lake Partners LLC,10%,P - Purchase,TACO,$13.29,"+40,063","+$532,460","5,022,533",+1%,2015-09-30 17:20:55,2015-09-28
47,Samuelson Errol G,Chief Industry Dev. Officer,S - Sale,ZANDZ,$62.28,"-2,556","-$159,181","136,537",-2%,2015-09-30 17:17:17,2015-08-03
48,Garcia Robert,Pres,S - Sale+OE,SNCR,$33.92,"-1,230","-$41,722","84,122",-1%,2015-09-30 17:16:41,2015-09-28
49,Guyer David R,CEO,S - Sale+OE,OPHT,$37.69,"-18,582","-$700,438","29,910",-38%,2015-09-30 17:14:19,2015-09-29
50,Scrivanich Luke M,SVP GM OSP,S - Sale,VIAV,$5.38,"-29,097","-$156,530","8,938",-77%,2015-09-30 17:14:12,2015-09-28
51,Rondinone Ralph,SVP Global Operations NSE,S - Sale,VIAV,$5.38,"-23,074","-$124,101",0,-100%,2015-09-30 17:12:25,2015-09-28
52,Eberwein Jeffrey E.,Dir,P - Purchase,NOVC,$0.28,"+50,000","+$14,043","2,818,409",+2%,2015-09-30 17:06:04,2015-09-28
53,Sullivan Gregory M,Chief Medical Officer,P - Purchase,TNXP,$5.18,"+5,000","+$25,900","16,925",+42%,2015-09-30 17:05:43,2015-09-30
54,Novelly Paul A,"See Remarks, 10%",P - Purchase,WPT,$13.65,+637,"+$8,696","2,433,513",0%,2015-09-30 17:00:33,2015-09-28
55,Welsh Patrick J,10%,S - Sale,PAYC,$37.56,"-675,000","-$25,353,000","8,680,897",-7%,2015-09-30 16:59:56,2015-09-28
56,Raymond John T,Dir,P - Purchase,PAGP,$16.50,"+50,000","+$824,850","150,000",+50%,2015-09-30 16:57:30,2015-09-29
57,"Welsh, Carson, Anderson & Stowe X, L.P.",10%,S - Sale,PAYC,$37.56,"-667,903","-$25,086,437","8,376,613",-7%,2015-09-30 16:56:59,2015-09-28
58,Raymond John T,Dir,P - Purchase,PAA,$28.00,"+25,000","+$700,000","1,454,433",+2%,2015-09-30 16:55:22,2015-09-28
59,Loudermilk Robert C Jr,Dir,P - Purchase,GPC,$82.55,"+1,200","+$99,060","11,317",+12%,2015-09-30 16:53:06,2015-09-28
60,"Wcas Capital Partners Iv, L.P.",10%,S - Sale,PAYC,$37.56,"-7,097","-$266,563","89,014",-7%,2015-09-30 16:52:52,2015-09-28
61,Herald Christopher E,"Pres, CEO",P - Purchase,XPL,$0.45,"+8,800","+$3,989","1,500,000",+1%,2015-09-30 16:51:51,2015-09-28
62,Traynor Sean,10%,S - Sale,PAYC,$37.56,"-675,000","-$25,353,000","8,592,772",-7%,2015-09-30 16:49:06,2015-09-28
63,Swani Sanjay,"Dir, 10%",S - Sale,PAYC,$37.56,"-675,000","-$25,353,000","8,736,797",-7%,2015-09-30 16:46:46,2015-09-28
64,Solomon Christopher,10%,S - Sale,PAYC,$37.56,"-675,000","-$25,353,000","8,468,716",-7%,2015-09-30 16:43:58,2015-09-28
65,Scully Thomas,10%,S - Sale,PAYC,$37.56,"-675,000","-$25,353,000","8,542,276",-7%,2015-09-30 16:41:02,2015-09-28
66,"Cst Brands, Inc.",10%,P - Purchase,CAPL,$24.08,"+57,411","+$1,382,210","5,341,719",+1%,2015-09-30 16:39:12,2015-09-21
