,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Flatley Jay T,CEO,S - Sale+OE,ILMN,$216.41,"-25,000","-$5,410,350","430,996",-5%,2015-06-12 21:49:26,2015-06-11
1,Zhang Jack Y.,"CEO, Chief Science Officer, 10%",S - Sale+OE,AMPH,$16.23,"-160,495","-$2,605,207","9,409,896",-2%,2015-06-12 21:30:00,2015-06-10
2,Veitinger Klaus R Dr,Dir,S - Sale+OE,ICPT,$238.21,-391,"-$93,140","2,166",-15%,2015-06-12 21:00:13,2015-06-10
3,Esac Holdings LLC,10%,P - Purchase,ELEC,$0.01,"+45,994",+$322,"4,573,461",+1%,2015-06-12 20:47:17,2015-06-10
4,Anderson Dwight,Dir,S - Sale,ELEC,$0.01,"-45,994",-$322,"350,475",-12%,2015-06-12 20:45:56,2015-06-10
5,Kaplan Thomas Scott,"Dir, 10%",P - Purchase,ELEC,$0.01,"+45,994",+$322,"4,573,461",+1%,2015-06-12 20:45:16,2015-06-10
6,Vincent Eric N.,"CEO, 10%",P - Purchase,ELEC,$0.01,"+45,994",+$322,"4,573,461",+1%,2015-06-12 20:44:02,2015-06-10
7,Melland Scot W,Dir,S - Sale+OE,DHX,$9.05,"-23,750","-$214,938","284,852",-8%,2015-06-12 20:43:54,2015-06-10
8,Gendell Jeffrey L Et Al,10%,S - Sale,PATK,$37.22,"-3,748","-$139,503","2,576,280",0%,2015-06-12 20:31:53,2015-06-11
9,Boger Joshua S,Dir,S - Sale+OE,VRTX,$125.02,"-11,700","-$1,462,679","481,270",-2%,2015-06-12 20:29:34,2015-06-10
10,Thorburn James M,Dir,S - Sale+OE,IXYS,$14.00,"-30,000","-$420,000","5,172",-85%,2015-06-12 20:29:11,2015-06-12
11,Brown Thomas R,CEO,S - Sale+OE,LRAD,$2.35,"-35,197","-$82,713","214,703",-14%,2015-06-12 20:20:01,2015-06-10
12,Goldenberg Cynthia L,"Pres, CEO",S - Sale+OE,IMMU,$4.32,"-359,653","-$1,554,441","5,790,974",-6%,2015-06-12 20:15:00,2015-06-10
