,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Chernis Mark,Dir,S - Sale+OE,TWOU,$18.31,"-1,500","-$27,465","5,796",-21%,2015-01-13 21:15:48,2015-01-12
1,Dorsey Jack,Chairman,S - Sale,TWTR,$39.91,"-151,251","-$6,035,928","22,001,350",-1%,2015-01-13 20:44:50,2015-01-09
2,Gadde Vijaya,GC,S - Sale,TWTR,$40.03,"-6,723","-$269,106","771,972",-1%,2015-01-13 20:44:32,2015-01-09
3,Vera George A,Dir,P - Purchase,CWT,$24.04,+4,+$100,"29,903",0%,2015-01-13 20:44:23,2015-01-12
4,Harris Parker,Co-Founder,S - Sale+OE,CRM,$58.51,"-5,000","-$292,568","2,069,978",0%,2015-01-13 20:41:34,2015-01-13
5,El-Khoury Hassane,EVP,S - Sale+OE,CY,$14.95,-358,"-$5,352","128,881",0%,2015-01-13 20:05:25,2015-01-09
6,Schroeder Guido,"SVP, Products",S - Sale+OE,SPLK,$57.54,"-10,000","-$575,353","99,436",-9%,2015-01-13 19:57:14,2015-01-09
7,Conte David F,"SVP, CFO",S - Sale+OE,SPLK,$57.79,"-17,350","-$1,002,705","116,539",-13%,2015-01-13 19:56:00,2015-01-09
8,Cordano Michael D,"Pres, HGST Subsidiary",S - Sale+OE,WDC,$110.74,"-8,806","-$975,191","85,958",-9%,2015-01-13 19:47:09,2015-01-12
9,Romney Ronna,Dir,S - Sale,MOH,$50.91,"-1,250","-$63,638","26,209",-5%,2015-01-13 19:41:03,2015-01-12
10,Bienaime Jean Jacques,CEO,S - Sale,BMRN,$94.14,"-2,000","-$188,286","268,352",-1%,2015-01-13 19:38:12,2015-01-09
11,Beitpolous Emil,President of Subsidiary,S - Sale,SLTD,$0.16,"-374,500","-$60,213","4,625,000",-7%,2015-01-13 19:33:53,2015-01-09
12,Emard Abraham Richard,CEO of Subsidiary,S - Sale,SLTD,$0.16,"-375,000","-$60,298","21,334,270",-2%,2015-01-13 19:26:25,2015-01-09
13,Anderson Thomas Robert,Dir,S - Sale+OE,MSCC,$28.00,"-12,000","-$336,000","10,669",-53%,2015-01-13 19:16:37,2015-01-09
14,Eberwein Jeffrey E.,"Dir, 10%",P - Purchase,CRDS,$2.65,"+10,000","+$26,533","2,609,480",0%,2015-01-13 19:15:55,2015-01-12
15,Laskey Alexander,Pres,S - Sale,OPWR,$13.90,"-9,161","-$127,346","6,491,077",0%,2015-01-13 19:07:25,2015-01-09
16,Diwan Anil,"Pres, 10%",P - Purchase,NNVC,$2.67,"+23,392","+$62,532","2,082,310",+1%,2015-01-13 19:01:42,2015-01-12
17,Hearn Shawn E.,"SVP, HR",S - Sale,MIK,$23.93,"-32,256","-$771,985","45,705",-41%,2015-01-13 18:55:17,2015-01-09
18,Ruegg Curtis,"EVP R, D, Tech Operations",S - Sale+OE,RVNC,$18.00,-500,"-$9,000","14,106",-3%,2015-01-13 18:55:10,2015-01-09
19,Yates Daniel,CEO,S - Sale,OPWR,$13.80,"-27,775","-$383,342","8,254,591",0%,2015-01-13 18:53:30,2015-01-09
20,Crooke Stanley T,"COB, CEO",S - Sale+OE,ISIS,$73.57,"-11,000","-$809,270","732,959",-1%,2015-01-13 18:51:24,2015-01-09
21,Geary Richard S,"SVP, Development",S - Sale,ISIS,$73.10,-597,"-$43,641","5,064",-11%,2015-01-13 18:49:47,2015-01-12
22,Peterson Bryce H,SVP Information Technology,S - Sale,UTI,$9.38,"-1,020","-$9,568","41,345",-2%,2015-01-13 18:40:30,2015-01-12
23,Marciano Paul,"Vice COB, CEO, 10%",S - Sale,GES,$20.89,"-200,000","-$4,178,000","11,502,342",-2%,2015-01-13 18:32:14,2015-01-09
24,Attiyeh Robert S,Dir,S - Sale+OE,IRF,$33.99,"-1,000","-$33,990","49,249",-2%,2015-01-13 18:21:44,2007-12-17
25,Trishield Special Situations Master Fund Ltd.,10%,P - Purchase,JGW,$8.83,"+52,200","+$460,926","1,900,405",+3%,2015-01-13 18:16:16,2015-01-12
26,O'Keeffe Charles B,Dir,P - Purchase,CPRX,$3.00,"+10,000","+$29,984","307,126",+3%,2015-01-13 18:10:53,2015-01-13
27,Veghte William L,"EVP, GM EG",S - Sale+OE,HPQ,$41.00,"-200,000","-$8,200,000","82,547",-71%,2015-01-13 18:10:43,2015-01-09
28,St Peter Steven,"Pres, CEO",S - Sale,PETX,$19.23,"-75,000","-$1,442,408","696,391",-10%,2015-01-13 18:04:59,2015-01-13
29,Coughlin Timothy P,CFO,S - Sale,NBIX,$28.37,"-1,750","-$49,648","99,624",-2%,2015-01-13 18:02:21,2015-01-12
30,Stephanus Julia A,CHIEF COMMERCIAL OFFICER,S - Sale,PETX,$19.00,"-6,300","-$119,700","112,803",-5%,2015-01-13 18:02:20,2015-01-13
31,Cleland Jeffrey L,"Pres, CEO",S - Sale,VSAR,$22.85,"-4,000","-$91,418","117,432",-3%,2015-01-13 17:54:49,2015-01-12
32,Bozigian Haig P.,Chief Development Officer,S - Sale,NBIX,$28.45,"-1,625","-$46,231","80,204",-2%,2015-01-13 17:54:27,2015-01-12
33,Obrien Christopher Flint,Chief Medical Officer,S - Sale,NBIX,$28.41,"-1,750","-$49,718","98,294",-2%,2015-01-13 17:53:16,2015-01-12
34,Lynford Lloyd,"Pres, CEO, 10%",S - Sale,REIS,$24.50,"-6,203","-$151,974","1,289,097",0%,2015-01-13 17:53:12,2015-01-09
35,Garfield Jonathan,EVP,S - Sale,REIS,$24.98,"-11,400","-$284,772","903,830",-1%,2015-01-13 17:52:33,2015-01-12
36,Rosenbaum Leonard A,"Pres, CEO, COB, 10%",S - Sale,CVV,$15.45,"-20,000","-$309,000","797,870",-2%,2015-01-13 17:51:17,2015-01-12
