,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Bendheim Jack,"Pres, CEO, 10%",S - Sale+OE,PAHC,$38.39,"-20,807","-$798,685","63,193",-25%,2015-07-31 21:00:48,2015-07-29
1,"Bfi Co., LLC",10%,S - Sale+OE,PAHC,$38.39,"-20,807","-$798,685","63,193",-25%,2015-07-31 21:00:18,2015-07-29
2,Weil Kevin,"SVP, Product",S - Sale,TWTR,$31.65,"-3,659","-$115,821","1,019,474",0%,2015-07-31 20:13:57,2015-07-29
3,Benioff Marc,"COB, CEO",S - Sale+OE,CRM,$73.32,"-25,000","-$1,832,949","37,663,400",0%,2015-07-31 20:13:15,2015-07-30
4,Pittman Robert W,CEO,P - Purchase,IHRT,$6.23,"+2,200","+$13,710","1,733,606",0%,2015-07-31 20:01:56,2015-07-30
5,Levin Gregory,"EVP, CFO",S - Sale+OE,BJRI,$51.20,"-58,000","-$2,969,600","8,200",-88%,2015-07-31 19:52:36,2015-07-29
6,Kirkland Christopher R,Dir,S - Sale,SFNC,$45.50,"-24,616","-$1,120,028","1,099,981",-2%,2015-07-31 19:31:29,2015-07-28
7,Lacob Joseph,Dir,S - Sale,ALGN,$63.05,"-20,000","-$1,260,920","644,255",-3%,2015-07-31 19:27:36,2015-07-31
8,Ghoorah Charles V.,"Pres of Sales, Marketing",S - Sale+OE,CVT,$26.87,"-4,000","-$107,494","1,132,795",0%,2015-07-31 19:23:18,2015-07-29
9,Weimer Nancy E,EVP Retail Banking,P - Purchase,BUSE,$0.00,+133,+$0,"50,726",0%,2015-07-31 19:22:13,2015-06-30
10,Shroyer Christopher M,"Pres, CEO Busey Bank",P - Purchase,BUSE,$0.00,+527,+$0,"119,187",0%,2015-07-31 19:20:14,2015-06-30
11,Mooney Howard F,"Pres, CEO FirsTech, Inc.",P - Purchase,BUSE,$0.00,+190,+$0,"95,004",0%,2015-07-31 19:12:57,2015-06-30
12,Mook Brett A,EVP Commercial Banking,P - Purchase,BUSE,$0.00,+408,+$0,"43,005",+1%,2015-07-31 19:10:31,2015-06-30
13,Harrington Barbara J,"EVP, Chief Risk Officer",P - Purchase,BUSE,$0.00,+262,+$0,"124,922",0%,2015-07-31 19:08:23,2015-06-30
14,Smith Keith,"Pres, CEO",S - Sale+OE,BYD,$16.93,"-200,000","-$3,386,740","822,487",-20%,2015-07-31 19:06:26,2015-07-29
15,Elliott Robin N,EVP CFO,P - Purchase,BUSE,$0.00,+285,+$0,"131,021",0%,2015-07-31 19:04:41,2015-06-30
16,Maheshwari Umesh,CTO,S - Sale,NMBL,$27.04,"-16,000","-$432,666","5,253,617",0%,2015-07-31 19:02:36,2015-07-29
17,Zucconi Paul J,Dir,S - Sale+OE,TMK,$60.99,"-6,255","-$381,502","48,193",-11%,2015-07-31 18:55:26,2015-07-29
18,Carney Craig B,"EVP, Chief Credit Officer",S - Sale,TCBK,$24.72,"-4,486","-$110,910","27,668",-14%,2015-07-31 18:50:42,2015-07-31
19,Dukeman Van A,"Pres, CEO",P - Purchase,BUSE,$0.00,+474,+$0,"722,730",0%,2015-07-31 18:40:14,2015-06-30
20,Doerr L John,Dir,P - Purchase,AMRS,$1.56,"+9,615,384","+$14,999,999","16,794,729",+134%,2015-07-31 18:37:29,2015-07-29
21,Thompson Kevin B,Dir,S - Sale+OE,N,$96.20,"-5,516","-$530,653","7,044",-44%,2015-07-31 18:35:03,2015-07-29
22,Powell Curtis K,SVP,S - Sale,CPSS,$6.13,"-9,145","-$56,097","223,180",-4%,2015-07-31 18:32:16,2015-07-29
23,McCartney Daniel P,Dir,S - Sale,HCSG,$35.14,"-180,000","-$6,325,200","2,542,244",-7%,2015-07-31 18:25:24,2015-07-30
24,"Meridian Ohc Partners, LP",10%,P - Purchase,INFU,$3.13,"+6,336","+$19,800","2,356,287",0%,2015-07-31 18:24:41,2015-07-30
25,Martin Bryan R,CTO,S - Sale+OE,EGHT,$8.49,"-97,200","-$825,034","1,067,910",-8%,2015-07-31 18:13:17,2015-07-30
26,Jones Dallas,10%,S - Sale,SWRL,$0.13,"-62,714","-$8,347","3,856,954",-2%,2015-07-31 18:04:13,2015-07-29
27,Davies John L,Dir,S - Sale+OE,SCHL,$43.03,"-14,995","-$645,259","8,253",-65%,2015-07-31 18:01:54,2015-07-29
28,Ingram Robert W,Dir,S - Sale,TMK,$61.19,"-2,216","-$135,592","27,256",-8%,2015-07-31 17:57:46,2015-07-29
29,Riggs Steven,VP Operations,S - Sale+OE,ICUI,$100.00,-17,"-$1,700","3,115",-1%,2015-07-31 17:57:43,2015-07-31
30,Gonzalez Richard A,"COB, CEO",S - Sale,ABBV,$71.24,"-40,021","-$2,851,264","475,887",-8%,2015-07-31 17:41:55,2015-07-29
31,Gonzalez Richard A,"COB, CEO",S - Sale+OE,ABBV,$71.09,"-24,979","-$1,775,656","513,208",-5%,2015-07-31 17:41:34,2015-07-29
32,Perkins Bruce D,Dir,P - Purchase,AMED,$43.07,"+3,000","+$129,210","9,354",+47%,2015-07-31 17:38:05,2015-07-31
33,Ostadan Omead,"SVP Product Dev, Operations",S - Sale+OE,ILMN,$217.93,"-3,510","-$764,934","45,673",-7%,2015-07-31 17:29:32,2015-07-29
34,Bacon Louis M,10%,S - Sale+OE,CACG,$0.00,"-962,500",-$0,0,-100%,2015-07-31 17:22:11,2015-07-31
