,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Schofield John A,"Pres, C.E.O., COB",S - Sale+OE,AFCI,$21.42,"-1,500","-$32,124","165,020",-1%,2003-12-15 21:18:01,2003-12-15
1,Weil Richard M,VP - International Bus. Devel.,S - Sale+OE,SGMS,$14.93,"-80,000","-$1,194,160","9,949",-89%,2003-12-15 21:07:20,2003-12-10
2,Ciarvella Raymond J,"Ex. Dir., Chief Inf. Officer",P - Purchase,NNI,$21.00,"+1,000","+$21,000","350,104",0%,2003-12-15 20:48:25,2003-12-11
3,Henning Thomas Edward,Dir,P - Purchase,NNI,$21.00,"+5,000","+$105,000","5,000",New,2003-12-15 20:47:52,2003-12-11
4,Leach Dennis V,Exec Dir,P - Purchase,NNI,$21.00,"+1,500","+$31,500","22,500",+7%,2003-12-15 20:46:38,2003-12-11
5,Rotondi Dominic,Exec Dir,P - Purchase,NNI,$21.00,"+5,000","+$105,000","17,600",+40%,2003-12-15 20:45:48,2003-12-11
6,Watson Cheryl E,Exec Dir,P - Purchase,NNI,$21.00,"+5,001","+$105,021","75,000",+7%,2003-12-15 20:45:13,2003-12-11
7,Arguinchona Hilario,Exec Dir,P - Purchase,NNI,$21.00,"+5,000","+$105,000","527,900",+1%,2003-12-15 20:44:29,2003-12-11
8,Bottegal David A,"Ex. Dir., Chief Mar. Officer",P - Purchase,NNI,$21.00,"+1,000","+$21,000","450,610",0%,2003-12-15 20:43:25,2003-12-11
9,Oconnor Brian J,Dir,P - Purchase,NNI,$22.70,"+10,000","+$227,000","10,000",New,2003-12-15 20:42:48,2003-12-11
10,Abel James P,Dir,P - Purchase,NNI,$21.00,"+3,000","+$63,000","3,000",New,2003-12-15 20:42:16,2003-12-11
11,Martinez Edward,"Exec. Dir, Secretary",P - Purchase,NNI,$21.00,+250,"+$5,250","92,381",0%,2003-12-15 20:41:12,2003-12-11
12,Moreno Arturo R,Dir,P - Purchase,NNI,$21.00,"+10,000","+$210,000","10,000",New,2003-12-15 20:40:33,2003-12-11
13,Bouc Don R,"Pres, Dir",P - Purchase,NNI,$0.00,+0,+$0,"2,943,920",0%,2003-12-15 20:39:18,2003-12-11
14,Aichle Steven W,Dir,S - Sale,TMCV,$24.00,"-5,000","-$120,000","87,244",-5%,2003-12-15 20:34:51,2003-12-15
15,Banatao Diosdado P,Dir,S - Sale,MRVL,$36.94,"-30,000","-$1,108,308","3,732,427",-1%,2003-12-15 20:30:02,2003-12-11
16,Coelho Philip H,CEO,S - Sale,KOOL,$4.99,"-50,000","-$249,600","133,187",-27%,2003-12-15 20:22:14,2003-12-11
17,Ghafouri Saeid,SVP - Worldwide Field Op'ns,S - Sale,LAVA,$21.48,"-5,000","-$107,410","1,840",-73%,2003-12-15 20:17:19,2003-12-15
18,Hallenbeck George A,"CEO, Pres, COB",S - Sale,EVOL,$14.13,"-8,600","-$121,518","52,241",-14%,2003-12-15 20:13:18,2003-12-11
19,Jones Timothy M,Pres,S - Sale,CLI,$40.32,"-37,500","-$1,512,146","81,469",-32%,2003-12-15 19:59:40,2003-12-11
20,Huntley William J,"VP - Systems, Div. Pres",S - Sale+OE,SGMS,$15.66,"-154,000","-$2,412,116","22,000",-88%,2003-12-15 19:54:57,2003-12-10
21,Hauser John A,SVP,P - Purchase,BYLK,$14.00,+1,+$10,534,0%,2003-12-15 19:45:29,2003-12-12
22,Barton Richard N,Dir,S - Sale,IACI,$29.89,"-20,000","-$597,818","15,742",-56%,2003-12-15 19:42:07,2003-12-11
23,Jennerjohn Steven D,Treasurer,P - Purchase,BYLK,$14.00,+0,+$6,"11,758",0%,2003-12-15 19:35:22,2003-12-12
24,Lyon John D,Dir,P - Purchase,WAKE,$21.00,+200,"+$4,200","25,280",+1%,2003-12-15 19:34:52,2003-12-12
25,Motto William J,"COB, CEO",S - Sale,VIVO,$11.06,"-10,000","-$110,625","3,937,146",0%,2003-12-15 19:31:44,2003-12-11
26,Ford Robert E,"Pres, COO",P - Purchase,MEM,$0.78,"+20,000","+$15,600","177,299",+13%,2003-12-15 19:30:55,2003-12-12
27,Marciano Paul,"Co-COB, Co-CEO, 10%",S - Sale,GES,$13.55,"-148,500","-$2,011,832","12,932,768",-1%,2003-12-15 19:30:19,2003-12-11
28,Rogers James W,Dir,P - Purchase,SIR,$18.09,"+11,000","+$199,040","459,776",+2%,2003-12-15 19:25:23,2003-12-09
29,Valhi Inc /de/,10%,P - Purchase,KRO,$17.39,"+12,000","+$208,647","45,248,472",0%,2003-12-15 19:25:17,2003-12-12
30,Goddard David,Dir,P - Purchase,CTTV,$0.10,"+150,000","+$15,000","190,000",+375%,2003-12-15 19:21:19,2003-11-25
31,Greer R Scott,Dir,P - Purchase,CVTX,$13.25,"+10,000","+$132,500","18,000",+125%,2003-12-15 19:19:10,2003-12-12
