,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Moldaw Stuart G,COB Emeritus,S - Sale,GYMB,$17.45,"-7,850","-$136,992","364,318",-2%,2003-12-23 21:55:21,2003-12-23
1,Moldaw Stuart G,COB Emeritus,S - Sale+OE,GYMB,$17.21,"-16,898","-$290,814","372,168",-4%,2003-12-23 21:43:04,2003-12-23
2,Steel Partners II LP,10%,P - Purchase,JPST,$2.27,"+29,200","+$66,284","1,360,416",+2%,2003-12-23 21:03:02,2003-12-19
3,Mehra Ajay,Dir,S - Sale,OSIS,$19.19,"-12,400","-$237,980","89,714",-12%,2003-12-23 20:38:34,2003-12-23
4,Scannon Patrick J Md Phd,CSMO,S - Sale+OE,XOMA,$6.54,"-105,000","-$686,977","96,964",-52%,2003-12-23 20:34:40,2003-12-23
5,Bloom Gary L,CEO,S - Sale,VRTS,$36.31,"-7,500","-$272,340","2,421",-76%,2003-12-23 20:31:17,2003-12-22
6,Westcliff Capital Management Llc/ca,10%,S - Sale,KFX,$7.00,"-1,700,000","-$11,900,000","2,377,500",-42%,2003-12-23 20:28:33,2003-12-19
7,Hartshorn Terry O,Dir,S - Sale,PHS,$0.00,"-79,200",-$0,"149,732",-35%,2003-12-23 20:20:31,2003-12-22
8,Leary Gary,Dir,S - Sale+OE,PHS,$67.23,"-5,684","-$382,144","1,000",-85%,2003-12-23 20:20:25,2003-12-22
9,Leary Gary,Dir,S - Sale,PHS,$67.10,"-35,094","-$2,354,881","1,000",-97%,2003-12-23 20:20:15,2003-12-22
10,Cobourn Thomas,"VP, Yield Analysis",S - Sale,PDFS,$13.83,"-3,850","-$53,242","1,207,923",0%,2003-12-23 20:17:36,2003-12-23
11,Vertex Venture Holdings Ltd,"May be deemed membr of ""group""",S - Sale,GRIC,$5.10,"-67,590","-$344,880","87,000",-44%,2003-12-23 20:16:22,2003-12-19
12,Vertex Management II Pte Ltd,"May be deemed membr of ""group""",S - Sale,GRIC,$5.10,"-67,590","-$344,880","87,000",-44%,2003-12-23 20:15:03,2003-12-19
13,Vertex Technology Fund III Ltd,"May be deemed membr of ""group""",S - Sale,GRIC,$5.12,"-9,641","-$49,365","87,000",-10%,2003-12-23 20:13:41,2003-12-19
14,Vertex Technolgy Fund II Ltd,"May be deemed membr of ""group""",S - Sale,GRIC,$5.12,"-9,641","-$49,365","87,000",-10%,2003-12-23 20:12:28,2003-12-19
15,Vertex Investment II Ltd,"May be deemed membr of ""group""",S - Sale,GRIC,$5.09,"-27,890","-$142,080","249,000",-10%,2003-12-23 20:10:13,2003-12-19
16,Nam Lee Kheng,"May be deemed membr of ""group""",S - Sale,GRIC,$5.10,"-67,590","-$344,880","87,000",-44%,2003-12-23 20:08:36,2003-12-19
17,Maglich Bogdan C,"COB, Pres, CEO, CSO, 10%",S - Sale,HIET,$0.39,"-185,000","-$72,150","7,594,944",-2%,2003-12-23 20:05:31,2003-12-19
18,Jorgensen John,"VP, Engineering",S - Sale,CAMD,$8.46,"-11,278","-$95,399","18,300",-38%,2003-12-23 20:04:37,2003-12-19
19,Dickinson Robert,"Pres, CEO",S - Sale,CAMD,$8.73,"-28,125","-$245,531","25,000",-53%,2003-12-23 20:03:33,2003-12-19
20,Burke Brian,SVP,S - Sale,NAVR,$5.60,"-17,400","-$97,475","2,460",-88%,2003-12-23 20:02:57,2003-12-19
21,Drucker Mark R,VP,S - Sale,SMTC,$22.10,"-5,000","-$110,504","4,800",-51%,2003-12-23 20:00:21,2003-12-23
22,McDaniel Thomas R,"Chrm., Pres, CEO, EME",S - Sale+OE,EIX,$21.80,"-15,000","-$327,009","48,848",-23%,2003-12-23 19:56:16,2003-12-23
23,Poe John D,Dir,S - Sale,SMTC,$22.11,"-90,000","-$1,989,581","2,015,532",-4%,2003-12-23 19:50:58,2003-12-23
24,Skotdal Craig G,Dir,S - Sale,CASB,$24.00,"-60,000","-$1,440,000","710,454",-8%,2003-12-23 19:47:34,2003-12-08
25,Adcock Charles W,"SVP, Gen Manager Offshore",S - Sale,THX,$36.28,"-8,600","-$312,008","2,000",-81%,2003-12-23 19:46:07,2003-12-22
26,Mosh Holding LP,10%,P - Purchase,MOSH,$0.05,"+118,701","+$5,935","7,332,887",+2%,2003-12-23 19:42:37,2003-12-19
27,Cox C Lee,Dir,P - Purchase,PCG,$27.47,+73,"+$2,005","24,891",0%,2003-12-23 19:40:31,2003-12-23
28,Lawrence David M,Dir,P - Purchase,PCG,$27.50,+109,"+$2,998","21,535",+1%,2003-12-23 19:39:37,2003-12-23
29,Banatao Diosdado P,Dir,S - Sale,MRVL,$37.02,"-15,000","-$555,257","3,732,427",0%,2003-12-23 19:34:20,2003-12-23
30,Benchmark Capital Management Co IV LLC,10%,S - Sale,OPSW,$6.13,"-2,479","-$15,196","136,134",-2%,2003-12-23 19:34:08,2003-12-19
31,Turner John,SVP Global Logistics,S - Sale,NAVR,$5.59,"-10,000","-$55,864","5,685",-64%,2003-12-23 19:33:25,2003-12-19
32,Pritchitt Steve,SVP Navarre Entertainment,S - Sale,NAVR,$5.59,"-15,200","-$84,986","10,000",-60%,2003-12-23 19:33:12,2003-12-19
33,Philpin John,"VP, Marketing",S - Sale+OE,VITR,$6.00,"-9,479","-$56,906","8,650",-52%,2003-12-23 19:32:28,2003-10-31
34,Yost Charles Daniel,Dir,S - Sale,AACE,$22.12,"-5,590","-$123,661","1,842",-75%,2003-12-23 19:31:31,2003-12-19
35,Powell Michael,Dir,S - Sale,SGEN,$7.22,"-87,250","-$629,593","1,869,342",-4%,2003-12-23 19:31:29,2003-12-23
36,Wall Robert T,Dir,S - Sale,NTAP,$20.15,"-300,000","-$6,045,000","533,647",-36%,2003-12-23 19:24:45,2003-12-22
37,Loeb Jan H,Dir,S - Sale+OE,APFC,$9.80,"-4,000","-$39,180",0,-100%,2003-12-23 19:23:00,2003-12-22
38,St Pierre Paul,Dir,S - Sale,COCO,$53.81,"-20,000","-$1,076,244","53,864",-27%,2003-12-23 19:20:15,2003-12-23
39,Barron William G,Dir,P - Purchase,MSFG,$30.99,"+1,619","+$50,173","1,174,324",0%,2003-12-23 19:10:16,2003-12-23
40,Nordstrom John N,Dir,S - Sale,JWN,$33.19,"-248,000","-$8,232,200","9,754,713",-2%,2003-12-23 19:03:34,2003-12-23
41,Crain Stephen P,Pres-Western Hemisphere,S - Sale,CBI,$27.75,"-32,900","-$913,007","1,193",-97%,2003-12-23 19:02:16,2003-12-23
42,Burns Marsha E,VPand G.M. Network Solutions,S - Sale+OE,GNCMA,$9.00,"-8,700","-$78,300","20,553",-30%,2003-12-23 19:01:25,2003-12-23
43,Polese Kim,Dir,S - Sale,MRBA,$5.12,"-50,021","-$255,910","3,378,526",-1%,2003-12-23 18:54:56,2003-12-22
44,Schraith James,Dir,S - Sale,SMTC,$22.03,"-7,500","-$165,225","90,000",-8%,2003-12-23 18:53:54,2003-12-23
45,Guida Gregory D,SVP,S - Sale,ISLE,$21.56,"-23,755","-$512,158","10,741",-69%,2003-12-23 18:51:54,2003-12-23
46,Maidique Modesto A,Dir,S - Sale+OE,NSM,$39.56,"-2,500","-$98,900","2,166",-54%,2003-12-23 18:51:16,2003-12-23
47,Mandracchia Stephen P,VP,P - Purchase,HDSNC,$0.88,"+101,627","+$89,807","1,021,365",+11%,2003-12-23 18:46:25,2003-12-19
48,Rogel Steven R,"COB, Pres, CEO",S - Sale+OE,WY,$63.00,"-3,000","-$189,000","1,906",-61%,2003-12-23 18:42:33,2003-12-23
49,Chavkin Arnold L,Dir,S - Sale+OE,AMT,$10.99,"-63,400","-$696,779","3,289,843",-2%,2003-12-23 18:39:56,2003-09-09
50,Lance Sean P,Dir,S - Sale,CHIR,$56.10,"-9,000","-$504,900","22,149",-29%,2003-12-23 18:39:28,2003-12-23
51,Stephens Jimmie E Jr,"SVP, WW Sales, Field Mrktg",S - Sale,ADBE,$40.00,"-47,029","-$1,881,160","23,214",-67%,2003-12-23 18:35:16,2003-12-23
52,Wilnai Dan,"CEO, 10%",S - Sale,CATZ,$4.14,"-4,500","-$18,635","4,866,693",0%,2003-12-23 18:29:48,2003-12-23
53,Tzarnotzky Peretz,"EVP Engineering, 10%",S - Sale,CATZ,$4.15,"-25,000","-$103,644","3,239,051",-1%,2003-12-23 18:29:32,2003-12-23
54,Duehren David W,"VP Research, Development",S - Sale,BRKT,$11.90,"-5,000","-$59,500","341,821",-1%,2003-12-23 18:29:24,2003-12-23
55,Chavkin Arnold L,Dir,S - Sale+OE,AMT,$11.19,"-82,500","-$923,190","3,091,193",-3%,2003-12-23 18:19:19,2003-10-09
56,Yost Charles Daniel,Dir,S - Sale,AACE,$21.96,"-1,842","-$40,458",0,-100%,2003-12-23 18:17:57,2003-12-19
57,Chavkin Arnold L,Dir,S - Sale+OE,AMT,$10.95,"-238,404","-$2,611,200","3,142,263",-7%,2003-12-23 18:16:02,2003-10-08
58,Yost Charles Daniel,Dir,S - Sale,AACE,$22.36,"-10,568","-$236,307","7,432",-59%,2003-12-23 18:14:21,2003-12-19
59,Ascher Stephen Y Jr,executive left co,S - Sale,CHKE,$21.35,"-21,700","-$463,202","18,386",-54%,2003-12-23 18:12:25,2003-12-23
60,Chavkin Arnold L,Dir,S - Sale+OE,AMT,$11.18,"-102,827","-$1,149,123","3,329,089",-3%,2003-12-23 18:11:26,2003-09-08
61,Chavkin Arnold L,Dir,S - Sale,AMT,$11.15,"-97,173","-$1,083,952","3,329,089",-3%,2003-12-23 18:10:46,2003-09-08
62,Stevens Charles V,SVP of Subsidiary,S - Sale+OE,SWN,$22.50,"-5,000","-$112,500","17,990",-22%,2003-12-23 18:09:03,2003-12-23
63,Koenig Roger L,"COB, Pres, CEO",S - Sale,CACS,$12.24,"-15,000","-$183,573","10,130,000",0%,2003-12-23 18:07:44,2003-12-19
64,Diller James,Dir,S - Sale,ISIL,$24.43,"-50,000","-$1,221,500","738,148",-6%,2003-12-23 18:06:23,2003-12-22
65,Smith Howard H,Dir,S - Sale+OE,BSRR,$16.40,"-4,700","-$77,088","425,300",-1%,2003-12-23 18:03:08,2003-11-10
66,Barry George J,"Pres, CEO",P - Purchase,MEDW,$2.69,"+5,000","+$13,440","1,000",-125%,2003-12-23 18:02:34,2003-12-23
67,Barry George J,"Pres, CEO",S - Sale+OE,MEDW,$15.56,"-5,000","-$77,800","1,000",-83%,2003-12-23 18:02:34,2003-12-23
68,May J Thomas,"Pres, COB, CEO",S - Sale+OE,SFNC,$0.00,-0,-$0,"130,613",0%,2003-12-23 18:00:34,2003-12-23
69,Hemmer Catherine,"EVP, Corporate Operations",S - Sale,TWTC,$10.44,"-1,750","-$18,273","366,250",0%,2003-12-23 17:54:28,2003-12-22
70,Blount John,EVP - Field Operations,S - Sale,TWTC,$10.41,"-2,500","-$26,030","387,500",-1%,2003-12-23 17:54:06,2003-12-22
71,Baum Law Firm,"CEO, 10%",P - Purchase,TSLU,$0.00,"+15,000,000","+$15,000",0,-100%,2003-12-23 17:53:43,2003-12-22
72,Jones Paul B,"SVP, Regulatory Policy",S - Sale,TWTC,$10.48,"-2,500","-$26,201","337,500",-1%,2003-12-23 17:53:18,2003-12-22
73,Novack Kenneth J,Vice COB,S - Sale,TWX,$17.85,"-12,000","-$214,180","29,417",-29%,2003-12-23 17:51:42,2003-12-23
74,Pierce Nancy,Corporate Development Officer,S - Sale,CACS,$12.24,"-15,000","-$183,573","10,130,000",0%,2003-12-23 17:48:15,2003-12-19
75,Piotrowski John L,Dir,S - Sale,SMTC,$21.79,"-2,500","-$54,475",0,-100%,2003-12-23 17:45:36,2003-12-22
76,Sheffield Kenneth H Jr,SUBSIDIARY OFFICER,S - Sale+OE,PXD,$31.58,"-2,300","-$72,634","9,972",-19%,2003-12-23 17:43:41,2003-12-23
77,Valhi Inc /de/,10%,P - Purchase,KRO,$18.83,+900,"+$16,950","45,287,372",0%,2003-12-23 17:43:36,2003-12-23
78,Zugibe Kevin J,CEO,P - Purchase,HDSNC,$1.10,"+7,714","+$8,485","245,442",+3%,2003-12-23 17:40:28,2003-12-19
79,Gilburne Miles R,Dir,S - Sale,TWX,$17.86,"-10,000","-$178,560","255,149",-4%,2003-12-23 17:39:30,2003-12-22
80,Schneider William D,VP - International,S - Sale,NFX,$43.54,"-10,000","-$435,445","41,733",-19%,2003-12-23 17:30:28,2003-12-22
81,Samenuk George W,"COB, CEO",S - Sale,NET,$15.00,"-10,000","-$150,000","243,000",-4%,2003-12-23 17:28:23,2003-12-23
82,Estate of Aldo A Croatti,10%,S - Sale,UNF,$23.60,"-5,150","-$121,541","57,959",-8%,2003-12-23 17:27:23,2003-12-23
83,Woolfolk Michael L,COO,P - Purchase,HFBC,$17.09,+600,"+$10,254","3,600",+20%,2003-12-23 17:27:16,2003-12-23
84,Mondavi Robert G,"COB Emeritus, 10%",P - Purchase,MOND,$0.00,+0,+$0,"92,970",0%,2003-12-23 17:26:53,2003-12-23
85,Lidow Alexander,CEO,S - Sale,IRF,$48.76,"-1,500","-$73,146","1,178,261",0%,2003-12-23 17:26:28,2003-12-10
86,Keld LLC,10%,S - Sale,CACS,$12.24,"-15,000","-$183,573","10,130,000",0%,2003-12-23 17:26:08,2003-12-19
87,Clark Brian J,"EVP, Chief Product Officer",S - Sale,AMH,$34.70,"-9,094","-$315,562","10,547",-46%,2003-12-23 17:23:38,2003-12-22
88,Woodhams William H,Dir,P - Purchase,PRA,$22.10,+724,"+$16,000","9,749",+8%,2003-12-23 17:19:32,2003-03-04
89,Fowler William G,Dir,S - Sale,QUIX,$23.17,"-2,000","-$46,342","68,942",-3%,2003-12-23 17:19:01,2003-12-23
90,Healy Edwin D,VP,S - Sale+OE,KAI,$20.07,"-5,000","-$100,359","1,558",-76%,2003-12-23 17:17:29,2003-12-23
91,Lidow Eric,COB,S - Sale,IRF,$48.11,"-2,000","-$96,225","1,537,687",0%,2003-12-23 17:17:19,2003-12-22
92,Shanahan Michael F Sr,COB,S - Sale+OE,EASI,$55.94,"-160,000","-$8,950,860","575,499",-22%,2003-12-23 17:16:48,2003-12-22
93,McKenney Michael J,VP,S - Sale+OE,KAI,$20.50,"-4,000","-$82,000",43,-99%,2003-12-23 17:16:07,2003-12-23
94,Wood C Martin III,Dir,P - Purchase,FLO,$26.50,+34,+$901,"1,520,774",0%,2003-12-23 17:12:24,2003-12-23
95,McMahon John J Jr,Dir,P - Purchase,PRA,$22.10,+724,"+$16,004","1,724",+72%,2003-12-23 17:11:58,2003-03-04
96,Hall David,"Vice COB, 10%",S - Sale,PCCC,$8.47,"-3,000","-$25,408","8,585,094",0%,2003-12-23 17:11:43,2003-12-23
97,Bush William E Jr,Dir,S - Sale,BRY,$20.45,-500,"-$10,225","480,823",0%,2003-12-23 17:10:47,2003-12-22
98,Putallaz Ann F,Dir,P - Purchase,PRA,$22.10,+724,"+$16,000","9,677",+8%,2003-12-23 17:10:32,2003-03-04
99,Baker Scott,Dir,P - Purchase,SOYL,$0.20,"+100,000","+$20,000","329,818",+44%,2003-12-23 17:10:12,2003-12-22
100,Hawkins James B,"Pres, CEO",S - Sale,SAFE,$21.82,"-30,000","-$654,492","131,201",-19%,2003-12-23 17:09:57,2003-12-22
101,Wickham George J,VP-Operations,P - Purchase,KMFC,$2.50,"+2,000","+$5,000",0,-100%,2003-12-23 17:09:51,2003-04-04
102,Wickham George J,VP-Operations,S - Sale,KMFC,$3.55,"-10,000","-$35,500",0,-100%,2003-12-23 17:09:51,2003-12-19
103,McCormack Robert C,Dir,S - Sale,DV,$24.03,-600,"-$14,418","593,322",0%,2003-12-23 17:09:25,2003-12-19
104,Grossman Michael,EVP,S - Sale,CLI,$40.31,"-6,500","-$261,986","56,619",-10%,2003-12-23 17:07:48,2003-12-22
105,Thomas Roger W,"EVP, GC, Secretary",S - Sale,CLI,$40.38,"-15,150","-$611,815","78,885",-16%,2003-12-23 17:07:18,2003-12-19
106,Ivester Jonathan D,VP,S - Sale,SLAB,$41.70,-900,"-$37,530","310,547",0%,2003-12-23 17:06:52,2003-12-23
107,Lefkowitz Barry,"EVP, CFO",S - Sale,CLI,$40.38,"-15,150","-$611,815","86,919",-15%,2003-12-23 17:06:45,2003-12-19
108,Fiori Giovanni John,EVP,S - Sale,JCI,$113.00,"-2,500","-$282,500","23,550",-10%,2003-12-23 17:06:13,2003-12-22
109,Jones Timothy M,Pres,S - Sale,CLI,$40.30,"-18,500","-$745,599","81,469",-19%,2003-12-23 17:06:05,2003-12-22
110,Hersh Mitchell E,CEO,S - Sale,CLI,$40.32,"-70,700","-$2,850,320","134,948",-34%,2003-12-23 17:04:41,2003-12-19
111,Blank Randall,"EVP, CFO, Secretary",S - Sale,CKH,$42.98,"-22,966","-$987,164","27,225",-46%,2003-12-23 17:04:32,2002-12-17
112,Jarvis Scot,Dir,S - Sale,WFII,$13.63,"-2,500","-$34,075","705,491",0%,2003-12-23 17:03:16,2003-12-23
113,Anderson Scott I,Dir,S - Sale,WFII,$13.63,"-2,500","-$34,075","705,491",0%,2003-12-23 17:03:03,2003-12-23
114,Dickinson Johnny,VP-Agriculture,P - Purchase,SOYL,$0.20,"+50,000","+$10,000","50,000",New,2003-12-23 17:03:00,2003-12-22
115,North John P Jr,Dir,P - Purchase,PRA,$22.10,+762,"+$16,840","2,418",+46%,2003-12-23 17:02:54,2003-03-04
116,Flowers Robert E,Dir,P - Purchase,PRA,$22.10,+724,"+$16,000","24,830",+3%,2003-12-23 17:01:20,2003-03-04
117,Colen Fred,"SVP, CTO",S - Sale+OE,BSX,$34.25,"-25,000","-$856,250","4,982",-83%,2003-12-23 16:59:28,2003-12-23
118,Knapp A John Jr,Dir,P - Purchase,ICOC,$1.19,"+9,000","+$10,665","295,293",+3%,2003-12-23 16:58:58,2003-12-23
119,Lew Ken R,CFO,P - Purchase,SOYL,$0.20,"+200,000","+$40,000","224,700",+810%,2003-12-23 16:58:58,2003-12-22
120,Healy Edmund G,VP,S - Sale,SLAB,$41.70,-900,"-$37,530","137,600",-1%,2003-12-23 16:58:19,2003-12-23
121,Becker Scott T,Chief Technical Officer,S - Sale,ARTI,$19.68,"-1,500","-$29,522","10,900",-12%,2003-12-23 16:57:29,2003-12-22
122,Science Applications International Corp,10%,S - Sale,INTZ,$0.56,"-69,900","-$39,089","2,348,352",-3%,2003-12-23 16:57:24,2003-12-22
123,Besten C Henry Jr,SVP-Strategic Dev.,S - Sale,ACI,$32.00,"-5,000","-$160,000","1,731",-74%,2003-12-23 16:56:53,2003-12-23
