,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Connors Mary Jean,SVP,S - Sale,KRI,$69.54,"-10,100","-$702,314","37,945",-21%,2003-07-28 21:46:28,2003-07-25
1,Etc Asset Management LLC,10%,P - Purchase,ETC,$5.27,"+10,100","+$53,182","689,800",+1%,2003-07-28 21:33:07,2003-07-24
2,Tully Timothy J,Dir,P - Purchase,IASG,$9.64,"+10,000","+$96,442","10,000",New,2003-07-28 21:16:23,2003-07-24
3,Ferrazzano Fred J,Dir,S - Sale,CVGW,$7.25,"-3,900","-$28,275","252,151",-2%,2003-07-28 21:07:23,2003-07-25
4,Cameron Richard H,member of group owning >10%,S - Sale,MLP,$17.60,"-142,045","-$2,499,992","105,588",-57%,2003-07-28 20:56:16,2003-07-28
5,Dow Stephen M,Dir,P - Purchase,CTXS,$18.44,"+5,500","+$101,393","239,016",+2%,2003-07-28 20:50:23,2003-07-25
6,Redmond John,"Pres, CEO - MGM GRAND RE",S - Sale,MGG,$34.84,"-20,000","-$696,842","77,000",-21%,2003-07-28 20:49:33,2003-07-28
7,Lavigne Louis J Jr,"EVP, CFO",S - Sale+OE,DNA,$79.49,"-43,700","-$3,473,787","2,765",-94%,2003-07-28 20:38:15,2003-07-24
8,Everett Richard,COO,S - Sale,WMAR,$21.00,"-5,000","-$105,000","34,900",-13%,2003-07-28 20:31:48,2003-07-25
9,Kozel Edward,Dir,S - Sale,YHOO,$32.21,"-19,000","-$611,972","16,000",-54%,2003-07-28 19:52:43,2003-07-25
10,Francis Philip L,"CEO, COB",S - Sale,PETM,$20.15,"-11,770","-$237,150","479,365",-2%,2003-07-28 19:37:51,2003-07-28
11,Bright Nicolas J,"VP Geneeral Mfg, Etch",S - Sale+OE,LRCX,$22.52,"-10,000","-$225,200","1,272",-89%,2003-07-28 19:36:59,2003-07-28
12,Mac Millan Catherine C,Dir,P - Purchase,WABC,$44.65,"+1,000","+$44,652","5,000",+25%,2003-07-28 19:36:29,2003-07-28
13,Tjian Hans T Y,Exec. Officer of Primary Subs.,S - Sale,WABC,$45.00,-300,"-$13,500","111,292",0%,2003-07-28 19:20:56,2003-07-25
14,Holmes Stephen P,"V. Chair, Chair., CEO Hosp. Di",S - Sale+OE,CD,$17.89,"-125,000","-$2,236,533","254,420",-33%,2003-07-28 19:19:32,2003-07-24
15,Nunan William C,Group SVP,S - Sale+OE,GDW,$84.77,-300,"-$25,432","2,420",-11%,2003-07-28 19:16:44,2003-07-28
16,O Connor Kevin J,Dir,S - Sale,DCLK,$10.67,"-15,000","-$160,044","6,556,064",0%,2003-07-28 19:08:26,2003-07-25
17,Journy Timothy L,Chief Accounting Officer,S - Sale,CBSS,$34.38,"-24,968","-$858,461","1,697",-94%,2003-07-28 19:08:18,2003-07-24
18,McSorley Richard,"COO, North America",S - Sale+OE,WTW,$44.18,"-12,000","-$530,147","61,020",-16%,2003-07-28 19:06:31,2003-07-24
19,Hollweg Robert,"VP,GC, Secretary",S - Sale+OE,WTW,$44.18,"-13,000","-$574,326","97,634",-12%,2003-07-28 19:05:49,2003-07-24
20,Huett Linda,"Pres, CEO",S - Sale+OE,WTW,$44.18,"-15,000","-$662,684","94,208",-14%,2003-07-28 19:05:25,2003-07-24
21,Couillaud Bernard J,Dir,S - Sale,COHR,$23.70,"-20,000","-$474,020","27,255",-42%,2003-07-28 18:56:14,2003-07-28
22,Mault James R Md,10%,S - Sale,HETC,$0.70,"-83,475","-$58,619","1,456,663",-5%,2003-07-28 18:47:38,2003-07-25
23,Stang Eric B,"Pres, CEO",S - Sale,LEXR,$13.20,"-70,000","-$923,703","144,404",-33%,2003-07-28 18:47:23,2003-07-24
24,Stern David R,SVP,S - Sale+OE,SWY,$20.02,"-8,000","-$160,184",0,-100%,2003-07-28 18:46:08,2003-07-28
25,Koss John C Jr,VP - Sales,S - Sale,KOSS,$19.50,"-45,000","-$877,500","238,261",-16%,2003-07-28 18:45:30,2003-07-25
26,Gilbert William H,Dir,P - Purchase,CIBN,$27.75,+400,"+$11,100",400,New,2003-07-28 18:45:02,2003-05-27
27,McCarthy Roger L,"COB, Exponent, Inc.",S - Sale,EXPO,$16.50,"-40,500","-$668,250","153,156",-21%,2003-07-28 18:42:58,2003-07-28
28,Bunker Jonathon W,"SVP, HMO, Ins. Ops",S - Sale,SIE,$24.00,"-20,000","-$480,000","43,757",-31%,2003-07-28 18:40:34,2003-07-24
29,Mansholt Shelley,VP,S - Sale,MGG,$34.76,-400,"-$13,904",0,-100%,2003-07-28 18:39:34,2003-07-28
30,Kelly Thomas N Jr,"EVP, COO",S - Sale,NXTL,$19.44,"-348,838","-$6,781,167","64,666",-84%,2003-07-28 18:36:58,2003-07-24
31,Lanni J Terrence,"COB, CEO",S - Sale,MGG,$34.37,"-90,800","-$3,121,223","150,000",-38%,2003-07-28 18:36:45,2003-07-25
32,Godfrey William R,"Ex. VP, Admin Services",S - Sale,SIE,$23.50,"-20,000","-$470,000","34,173",-37%,2003-07-28 18:35:16,2003-07-24
33,Dyer Dianne,VP,S - Sale,TTN,$15.50,"-8,750","-$135,625","3,694",-70%,2003-07-28 18:29:39,2003-07-25
34,Fossati-Bellani Vittorio,CMO,S - Sale,COHR,$23.89,"-10,000","-$238,874","5,642",-64%,2003-07-28 18:29:19,2003-07-25
35,Cavanna Anthony J,"EVP, 10%",S - Sale,TWP,$37.57,"-2,564","-$96,341","1,914,800",0%,2003-07-28 18:28:48,2003-07-25
