,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Watkins Frank T,Dir,S - Sale,SWAV,$159.45,"-4,000","-$637,806","78,952",-5%,2021-05-19 21:47:39,2021-05-18
1,Thronson Susan,Dir,P - Purchase,TRUL,$40.30,"+1,175","+$47,347","5,772",+26%,2021-05-19 21:44:10,2021-05-17
2,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,FB,$309.65,"-4,200","-$1,300,529",0,-100%,2021-05-19 21:41:45,2021-05-19
3,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,FB,$309.79,"-48,500","-$15,024,949","2,252,932",-2%,2021-05-19 21:35:53,2021-05-19
4,Tompkins Mark N.,10%,S - Sale,AMST,$2.22,"-68,225","-$151,397","2,213,786",-3%,2021-05-19 21:30:20,2021-05-17
5,Snyder Stephen Andrew,Chief Strategy Officer,S - Sale,MTBC,$28.37,"-12,000","-$340,440","7,440",-62%,2021-05-19 21:30:10,2021-05-17
6,Bradley William Patrick III,"EVP, Fund Services",S - Sale,VRTS,$279.00,"-1,000","-$279,000","11,076",-8%,2021-05-19 21:07:07,2021-05-18
7,Saunders Philip Seth,CEO,S - Sale,CSOD,$42.87,"-31,090","-$1,332,673","168,743",-16%,2021-05-19 21:06:04,2021-05-17
8,Feld Peter A,Dir,S - Sale,NLOK,$26.48,"-416,877","-$11,037,069","16,756,680",-2%,2021-05-19 21:05:30,2021-05-18
9,Chen Herald Y,"Pres, CFO",P - Purchase,APP,$61.01,"+25,000","+$1,525,207","25,000",New,2021-05-19 21:05:06,2021-05-17
10,Foroughi Arash Adam,"CEO, Chairperson, 10%",P - Purchase,APP,$61.72,"+100,000","+$6,172,004","100,000",New,2021-05-19 21:04:51,2021-05-17
11,Vivas Eduardo,Dir,P - Purchase,APP,$59.23,"+16,883","+$1,000,000","11,089,121",0%,2021-05-19 21:04:26,2021-05-17
12,Feld Peter A,Dir,S - Sale,NLOK,$26.11,"-3,983,123","-$103,994,208","17,173,557",-19%,2021-05-19 21:03:10,2021-05-17
13,Blecharczyk Nathan,"Chief Strategy Officer, 10%",S - Sale+OE,ABNB,$132.65,"-388,989","-$51,598,633","1,045,936",-27%,2021-05-19 21:00:31,2021-05-17
14,Balogh Aristotle N,CTO,S - Sale,ABNB,$137.00,-50,"-$6,850","380,120",0%,2021-05-19 21:00:28,2021-05-17
15,Stephenson Dave,CFO,S - Sale+OE,ABNB,$136.96,"-47,883","-$6,557,965","346,956",-12%,2021-05-19 21:00:24,2021-05-17
16,Mather Ann,Dir,S - Sale,ABNB,$136.34,"-3,306","-$450,736","6,463",-34%,2021-05-19 21:00:21,2021-05-17
17,Powell Catherine C,Global Head of Hosting,S - Sale,ABNB,$136.09,-100,"-$13,609","152,391",0%,2021-05-19 21:00:18,2021-05-17
18,Johnson Belinda J.,Dir,S - Sale,ABNB,$137.00,"-1,000","-$137,000","197,254",-1%,2021-05-19 21:00:17,2021-05-17
19,Gebbia Joseph,"See Remarks, 10%",S - Sale+OE,ABNB,$136.07,"-1,028","-$139,880","1,749,904",0%,2021-05-19 21:00:17,2021-05-17
20,Friedman David A,Dir,S - Sale+OE,LEVI,$29.13,"-25,000","-$728,250","213,489",-10%,2021-05-19 20:51:47,2021-05-17
21,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,FB,$313.81,"-52,700","-$16,537,924","2,260,432",-2%,2021-05-19 20:51:16,2021-05-18
22,Singh Sanjay Kumar,Chief Revenue Officer,S - Sale+OE,MSP,$27.04,"-1,500","-$40,560","150,000",-1%,2021-05-19 20:48:02,2021-05-17
23,Haas Robert D.,10%,S - Sale+OE,LEVI,$28.94,"-35,623","-$1,031,087",0,-100%,2021-05-19 20:45:12,2021-05-17
24,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,FB,$313.64,"-52,700","-$16,528,665","2,267,932",-2%,2021-05-19 20:44:37,2021-05-17
25,Bracken Frank D III,CEO,P - Purchase,LONE,$7.35,"+1,000","+$7,350","27,892",+4%,2021-05-19 20:41:56,2021-05-14
26,Green Susan Miranda,Dir,S - Sale,CLF,$20.39,"-18,000","-$366,975","91,082",-17%,2021-05-19 20:39:39,2021-05-18
27,Sharp Evan,"Co-Founder, Chief Design, Cr",S - Sale+OE,PINS,$57.42,"-69,198","-$3,973,517",0,-100%,2021-05-19 20:33:53,2021-05-17
