,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Mussallem Michael A,"COB, CEO",S - Sale+OE,EW,$87.50,"-68,550","-$5,997,878","3,496,539",-2%,2021-01-15 21:54:46,2021-01-15
1,Wang Huimin,"CVP, Japan, Intercontinental",S - Sale+OE,EW,$87.27,"-11,730","-$1,023,677","93,297",-11%,2021-01-15 21:50:42,2021-01-15
2,Szyman Catherine M.,"CVP, Critical Care",S - Sale+OE,EW,$87.27,"-3,389","-$295,758","26,746",-11%,2021-01-15 21:49:37,2021-01-15
3,Lunsford Jeffrey W,Dir,S - Sale,NCNO,$70.49,"-24,495","-$1,726,704","266,505",-8%,2021-01-15 21:26:58,2021-01-13
4,Lunsford Jeffrey W,Dir,S - Sale+OE,NCNO,$71.03,"-50,000","-$3,551,692","291,000",-15%,2021-01-15 21:23:47,2021-01-11
5,Zatlyn Michelle,"Pres, COO",S - Sale+OE,NET,$80.32,"-146,100","-$11,734,128",0,-100%,2021-01-15 21:11:51,2021-01-13
6,Franchi Jean M.,CFO,S - Sale+OE,REPL,$44.53,"-15,000","-$667,884",0,-100%,2021-01-15 21:01:32,2021-01-13
7,Ccp II Cayman Gp Ltd.,10%,S - Sale,GNKSF,$8.15,"-90,000","-$733,767","8,326,061",-1%,2021-01-15 21:00:24,2021-01-13
8,Robinson William Hewitt,Dir,S - Sale,BCEL,$15.05,"-5,000","-$75,249","378,948",-1%,2021-01-15 20:59:05,2021-01-13
9,"Centerbridge Credit Partners, L.P.",10%,S - Sale,GNKSF,$8.15,"-90,000","-$733,767","8,326,061",-1%,2021-01-15 20:58:44,2021-01-13
10,Ho William,Chief Medical Officer,S - Sale,RAPT,$21.05,"-1,000","-$21,050","67,414",-1%,2021-01-15 20:52:48,2021-01-15
11,Wadhawan Varun,COO,P - Purchase,FCAX,$0.00,"+4,500",+$0,"4,500",New,2021-01-15 20:52:20,2021-01-15
12,Bass Daniel,CFO,P - Purchase,FCAX,$0.00,"+4,000",+$0,"4,000",New,2021-01-15 20:49:53,2021-01-15
13,Muni Amit,CFO,S - Sale+OE,WETF,$5.33,"-75,000","-$399,593","668,987",-10%,2021-01-15 20:45:22,2021-01-15
14,Stueland Katherine,Chief Commercial Officer,S - Sale+OE,NVTA,$51.82,"-4,199","-$217,599","203,052",-2%,2021-01-15 20:31:13,2021-01-13
15,Quigley Jill M.,COO,S - Sale,PASG,$30.10,"-16,298","-$490,570","297,584",-5%,2021-01-15 20:29:32,2021-01-14
16,Wright Christopher A,"COB, CEO",S - Sale,LBRT,$12.79,"-50,000","-$639,661","3,877,707",-1%,2021-01-15 20:28:26,2021-01-13
17,Kurkijarvi Kalevi,Dir,S - Sale+OE,FGEN,$40.04,"-5,999","-$240,200","33,100",-15%,2021-01-15 20:02:33,2021-01-14
18,Ross Robert W.,Chief Medical Officer,S - Sale,SURF,$12.02,"-9,000","-$108,150","89,000",-9%,2021-01-15 20:00:12,2021-01-14
19,Rubinstein Julie,Pres,S - Sale+OE,ADPT,$64.42,"-30,000","-$1,932,594",0,-100%,2021-01-15 20:00:10,2021-01-13
20,Griffin Michelle Renee,Dir,S - Sale+OE,ADPT,$65.88,"-6,000","-$395,253",0,-100%,2021-01-15 20:00:09,2021-01-14
