,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Orient Star Holdings,10%,P - Purchase,GLBC,$16.24,"+276,000","+$4,481,130","4,723,000",+6%,2004-03-29 21:40:17,2004-03-25
1,Venters Gordon Scott,Pres,S - Sale+OE,MGCN,$0.35,"-20,000","-$7,000","2,724",-88%,2004-03-29 21:33:53,2004-03-25
2,Renton Hollings,"Pres, CEO",S - Sale,ONXX,$41.10,"-2,500","-$102,758","95,285",-3%,2004-03-29 20:50:21,2004-03-29
3,Jew Jeanne Y,"VP, Corporate, Commercial Dev",S - Sale+OE,ONXX,$39.96,"-2,200","-$87,912",0,-100%,2004-03-29 20:48:28,2004-03-29
4,Madhavan Rajeev,Chairman and CEO,S - Sale,LAVA,$21.72,"-15,000","-$325,834","2,155,256",-1%,2004-03-29 20:41:21,2003-09-15
5,Carden William J,"CEO, Pres, Acting CFO, 10%",P - Purchase,AQQ,$13.20,"+1,250","+$16,500","308,274",0%,2004-03-29 20:40:29,2004-03-29
6,Empire Capital Partners LP,10%,P - Purchase,IWAV,$4.51,"+5,000","+$22,550","1,541,703",0%,2004-03-29 20:37:20,2004-03-25
7,Bartz Carol,"COB, Pres, CEO",S - Sale+OE,ADSK,$29.86,"-20,000","-$597,200","499,942",-4%,2004-03-29 20:32:11,2004-03-29
8,Boeman Christopher James,10%,P - Purchase,NGMC,$0.30,"+12,700","+$3,810","1,806,712",+1%,2004-03-29 20:29:00,2004-03-29
9,Boeman Christopher James,10%,P - Purchase,NGMC,$0.30,"+15,592","+$4,625","1,794,012",+1%,2004-03-29 20:23:36,2004-03-26
10,Kwon Mike,COB,P - Purchase,AXES,$3.04,"+8,000","+$24,338","4,185,333",0%,2004-03-29 20:18:27,2004-03-24
11,Perkins Paul E,SVP,S - Sale,AQQ,$13.20,"-1,250","-$16,500",0,-100%,2004-03-29 20:09:51,2004-03-29
12,Kelley Wayne L,Dir,S - Sale,SNS,$19.10,"-6,000","-$114,600","365,667",-2%,2004-03-29 20:06:06,2004-03-26
13,Shapiro Carl,Dir,S - Sale+OE,CRAI,$32.00,"-2,274","-$72,768","49,390",-4%,2004-03-29 19:42:55,2004-03-26
14,Cotterell Charles,Dir,S - Sale+OE,NGAS,$5.89,"-5,000","-$29,436","55,000",-8%,2004-03-29 19:34:06,2004-03-25
15,Paccar Inc,10%,S - Sale,RUSHB,$11.56,"-2,000","-$23,120","1,402,895",0%,2004-03-29 19:27:48,2004-03-25
16,Massie Perry Thomas,"Pres, CEO, 10%",S - Sale,OUTD,$8.97,"-4,035","-$36,185","1,367,151",0%,2004-03-29 19:26:00,2001-11-02
17,Williams Michael W,VP Corp Development,S - Sale+OE,DCO,$22.67,"-2,060","-$46,705","2,000",-51%,2004-03-29 19:11:08,2004-03-29
18,Techgrand Co Ltd,Was a prior 10% owner,S - Sale,EPSC,$1.00,"-304,000","-$304,000","2,946,764",-9%,2004-03-29 19:06:45,2003-09-26
19,Taylor Michael J,"VP, Non Clinical Research",S - Sale,DRRX,$3.10,"-4,400","-$13,640","24,988",-15%,2004-03-29 19:05:11,2004-03-25
20,Reynolds James A,Dir,S - Sale+OE,PEET,$20.58,"-3,124","-$64,292","27,500",-10%,2004-03-29 19:00:41,2004-03-29
21,Roberts Paul,"COO, Dir",S - Sale,EPSC,$3.00,"-300,000","-$900,000","2,646,764",-10%,2004-03-29 18:56:22,2004-03-25
22,Petroleum Group Services Ltd,10%,S - Sale,EPSC,$3.00,"-300,000","-$900,000","12,902,644",-2%,2004-03-29 18:55:57,2004-03-25
23,Garrard Laird,"Treasurer, CFO",S - Sale,EPSC,$3.00,"-300,000","-$900,000","2,646,764",-10%,2004-03-29 18:55:29,2004-03-25
24,Dora International Ltd,10%,S - Sale,EPSC,$3.00,"-300,000","-$900,000","3,046,764",-9%,2004-03-29 18:55:14,2004-03-25
25,Matthews Philip D,Dir,P - Purchase,ASHW,$8.73,"+6,000","+$52,380","6,000",New,2004-03-29 18:55:14,2004-03-26
26,Worley Earl W Jr,"SVP, CFO",P - Purchase,KSAV,$20.62,"+1,700","+$35,054","15,710",+12%,2004-03-29 18:49:28,2004-03-29
27,Morash David L,COO,P - Purchase,AXES,$2.90,"+5,000","+$14,500","5,000",New,2004-03-29 18:48:41,2004-03-24
28,Mondavi Robert G,"COB Emeritus, 10%",S - Sale+OE,MOND,$37.30,"-2,500","-$93,250","82,369",-3%,2004-03-29 18:35:30,2004-03-29
29,Smith Thomas W,"Member of Section 13(d) Group, 10%",P - Purchase,OCA,$7.29,"+159,200","+$1,160,712","2,701,070",+6%,2004-03-29 18:28:13,2004-03-25
30,Vaden Val E,Dir,S - Sale,NIKU,$13.55,"-19,326","-$261,823","1,080,489",-2%,2004-03-29 18:28:02,2004-03-26
31,Vaden Val E,Dir,S - Sale,NIKU,$13.55,-674,"-$9,132","37,133",-2%,2004-03-29 18:27:25,2004-03-26
32,Spo Advisory Corp,10%,S - Sale,CCI,$12.15,"-549,100","-$6,669,074","2,748,700",-17%,2004-03-29 18:26:59,2004-03-25
33,McDonald John T,CEO,S - Sale+OE,PRFT,$3.80,"-1,550","-$5,886","1,163,248",0%,2004-03-29 18:26:22,2004-03-29
34,McDonald John T,CEO,S - Sale+OE,PRFT,$3.82,"-1,550","-$5,915","1,164,798",0%,2004-03-29 18:25:54,2004-03-26
35,McDonald John T,CEO,S - Sale+OE,PRFT,$3.74,"-1,550","-$5,803","1,166,348",0%,2004-03-29 18:25:32,2004-03-25
36,Mondavi Robert Michael,"Vice COB, 10%",S - Sale+OE,MOND,$37.54,-800,"-$30,031","128,400",-1%,2004-03-29 18:24:48,2004-03-29
37,Willey Frank P,Exec. VP,S - Sale+OE,FNF,$38.44,"-15,500","-$595,794","684,254",-2%,2004-03-29 18:23:09,2004-03-25
38,Kurtenbach Frank J,VP of Sales,S - Sale,DAKT,$22.50,"-4,800","-$108,000","515,929",-1%,2004-03-29 18:17:05,2004-03-26
39,Sauls Sidney Ernest,Dir,P - Purchase,KSAV,$20.62,+500,"+$10,310","2,268",+28%,2004-03-29 18:15:12,2004-03-26
40,Recupero Anthony J,"VP, Sales",S - Sale,KYPH,$21.90,"-7,000","-$153,325","47,321",-13%,2004-03-29 18:10:49,2004-03-25
41,Rich Donald L,Dir,S - Sale+OE,CSTL,$4.28,"-2,000","-$8,554",0,-100%,2004-03-29 18:05:28,2004-03-29
42,Barton Richard N,Dir,S - Sale+OE,IACI,$29.73,"-28,150","-$836,764","28,495",-50%,2004-03-29 18:04:40,2004-03-25
43,Jacobs Irwin M,"COB, CEO",S - Sale+OE,QCOM,$63.22,"-34,000","-$2,149,480","15,751,774",0%,2004-03-29 18:03:30,2004-03-29
44,Greene Howard E Jr,Dir,S - Sale,AMLN,$23.80,"-3,846","-$91,532","2,089,175",0%,2004-03-29 18:02:01,2004-03-29
45,Williams Buddy E,Dir,P - Purchase,SRYB,$15.00,"+6,800","+$102,000","26,599",+34%,2004-03-29 17:47:12,2004-03-29
46,Global Medical Sciences Ltd,10%,S - Sale,GBPM,$0.30,"-90,000","-$27,000","3,257,071",-3%,2004-03-29 17:45:51,2004-03-25
47,Lichtenstein Warren G,Dir,P - Purchase,LAYN,$13.96,"+22,100","+$308,531","968,771",+2%,2004-03-29 17:40:47,2004-03-24
48,Kangas Edward A,Chairman,P - Purchase,THC,$10.39,"+5,000","+$51,950","10,000",+100%,2004-03-29 17:40:46,2004-03-29
49,Sanderson William R,Dir,S - Sale,SAFM,$36.04,"-36,000","-$1,297,410","1,087,980",-3%,2004-03-29 17:38:11,2004-03-25
50,Towe Mark H,CFO,S - Sale+OE,SRYB,$15.00,"-6,800","-$102,000","9,790",-41%,2004-03-29 17:37:55,2004-03-29
51,Sanderson Joe F Jr,"Pres, CEO, COB of Bd",S - Sale+OE,SAFM,$36.16,"-58,769","-$2,124,921","1,257,552",-4%,2004-03-29 17:37:10,2004-03-25
52,Erwin Timothy John,VP,S - Sale+OE,RENT,$9.27,"-1,500","-$13,900",101,-94%,2004-03-29 17:33:29,2004-03-25
53,Morris John C,"Pres, CEO",S - Sale,OMR,$4.85,"-10,000","-$48,528","1,434,129",-1%,2004-03-29 17:30:41,2004-03-26
54,Elliman David,Dir,S - Sale,APSG,$26.50,"-2,700","-$71,550","6,666",-29%,2004-03-29 17:28:43,2004-03-26
55,Duncan Charles W Jr,Dir,S - Sale,NFX,$46.82,"-55,000","-$2,575,008","532,036",-9%,2004-03-29 17:28:25,2004-03-26
56,Sayre Larry W,"VP Finance, CFO",S - Sale,COLL,$5.08,"-3,000","-$15,240","82,408",-4%,2004-03-29 17:27:28,2004-03-29
57,Sevenich John R,"VP, Industrial",S - Sale,HWKN,$11.75,"-5,000","-$58,730","38,111",-12%,2004-03-29 17:18:10,2004-03-26
58,Tyler Kent E,VP - Marketing,S - Sale,COLL,$5.07,"-4,676","-$23,724","45,000",-9%,2004-03-29 17:16:39,2004-03-29
59,Hutts Joseph C,Dir,S - Sale+OE,RCI,$45.73,"-36,000","-$1,646,386",0,-100%,2004-03-29 17:12:42,2004-03-26
60,Hawkins Kristie W,"Controller, Treasurer",P - Purchase,FSBK,$36.55,+250,"+$9,138","18,447",+1%,2004-03-29 17:11:59,2004-03-26
61,Kindsvater John H,SVP Corporate Development,S - Sale+OE,ZBRA,$69.75,"-2,500","-$174,375","2,000",-56%,2004-03-29 17:11:31,2004-03-26
62,Lance Sean P,Dir,S - Sale+OE,CHIR,$45.26,"-9,000","-$407,340","22,149",-29%,2004-03-29 17:11:05,2004-03-29
63,Nelson Alan Mark,VP,S - Sale+OE,DWSN,$12.00,"-1,400","-$16,800","13,391",-9%,2004-03-29 17:10:58,2004-03-26
64,Combined Insurance Co of America,10%,S - Sale,ACM,$9.10,"-2,000","-$18,202","3,926,136",0%,2004-03-29 17:09:04,2004-03-29
65,Newcastle Partners L P,"Dir, 10%",P - Purchase,MAXW,$0.36,"+98,427","+$34,942","2,840,096",+4%,2004-03-29 17:09:04,2004-03-25
66,Kondrach George,EVP,P - Purchase,INOD,$3.47,"+3,950","+$13,688","34,775",+13%,2004-03-29 17:08:16,2004-03-26
67,Hall Nicholas,COO,S - Sale,HOLL,$1.45,"-3,311","-$4,801","4,998",-40%,2004-03-29 17:01:22,2003-07-09
68,Oswald John P,Dir,S - Sale,KIRK,$16.85,"-2,110","-$35,552","232,296",-1%,2004-03-29 16:59:48,2004-03-25
69,Augustin Larry M,Dir,S - Sale,LNUX,$3.00,"-100,000","-$300,460","4,305,188",-2%,2004-03-29 16:55:14,2004-03-26
70,Contino Francis A,"EVP, Chie",S - Sale+OE,MKC,$32.38,"-64,530","-$2,089,531","83,477",-44%,2004-03-29 16:55:02,2004-03-25
71,Koob Lothar,EVP,S - Sale,ALOG,$44.16,"-5,000","-$220,789","15,050",-25%,2004-03-29 16:54:53,2004-03-29
72,Gordon Bernard M,"Dir, 10%",S - Sale,ALOG,$44.21,"-5,000","-$221,040","1,631,743",0%,2004-03-29 16:54:18,2004-03-29
73,Bernard M Gordon Charitable Remainder Unitrust,10%,S - Sale,ALOG,$44.21,"-5,000","-$221,040","1,616,120",0%,2004-03-29 16:53:50,2004-03-29
74,Feinberg Stephen,10%,S - Sale,TWMC,$10.50,"-1,300","-$13,650","6,834,381",0%,2004-03-29 16:52:19,2004-03-15
75,Spencer Edward L Jr,"Dir, 10%",P - Purchase,AUBN,$21.15,+800,"+$16,923","683,612",0%,2004-03-29 16:49:48,2004-03-29
76,Siconolfi Gary A,Dir,S - Sale+OE,TOVC,$7.61,"-3,500","-$26,635","149,002",-2%,2004-03-29 16:45:51,2004-03-26
77,Hamouth Rene,10%,S - Sale,SMVD,$6.05,"-3,200","-$19,360","900,000",0%,2004-03-29 16:44:03,2004-03-26
78,James Juanita T,Dir,S - Sale,RSE,$52.41,"-1,300","-$68,129","3,450",-27%,2004-03-29 16:41:40,2004-03-29
79,Beattie E Scott,"COB, C.E.O.",S - Sale,RDEN,$21.75,-405,"-$8,809","435,583",0%,2004-03-29 16:39:41,2004-03-25
80,Gruverman Irwin J/,"CEO, 10%",P - Purchase,MFIC,$0.95,"+120,000","+$113,400","1,979,555",+6%,2004-03-29 16:37:41,2004-03-26
81,Hervey George,CFO,S - Sale+OE,MRVL,$41.00,"-3,000","-$123,000","5,294",-36%,2004-03-29 16:37:33,2004-03-25
82,Gluck Barry S,SVP,S - Sale,ROST,$29.79,"-6,000","-$178,740","157,245",-4%,2004-03-29 16:35:43,2004-03-26
83,Banatao Diosdado P,Dir,S - Sale+OE,MRVL,$41.48,"-45,000","-$1,866,620","2,804,127",-2%,2004-03-29 16:35:28,2004-03-25
84,Blechman David,VP,S - Sale,IBXG,$0.06,"-100,000","-$5,650","2,305,500",-4%,2004-03-29 16:35:22,2004-03-24
85,Sherman Bernard C,10%,S - Sale,BRL,$47.49,"-65,100","-$3,091,482","13,232,700",0%,2004-03-29 16:34:47,2004-03-25
86,Stevenson Kevin P,"EVP, CFO, Treasurer, Asst Secy",S - Sale,PRAA,$27.73,"-3,000","-$83,190","208,860",-1%,2004-03-29 16:32:02,2004-03-26
87,Hastings Reed,"CEO, 10%",S - Sale+OE,NFLX,$30.38,"-10,000","-$303,800","4,292,280",0%,2004-03-29 16:31:30,2004-03-29
88,Gralnick Marvin J,Dir,S - Sale,CHS,$44.95,"-92,900","-$4,175,849","2,242,976",-4%,2004-03-29 16:30:33,2004-03-26
89,Stanwood Michael L,Group Pres,S - Sale+OE,HUG,$50.23,"-2,000","-$100,452","53,001",-4%,2004-03-29 16:30:18,2004-03-25
