,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Rossiter Peter L,EVP,S - Sale+OE,NTRS,$50.24,"-103,900","-$5,220,073","157,368",-40%,2004-01-23 21:33:37,2004-01-23
1,Loh Sylvia,"EVP, Dir. Commercial Banking",S - Sale,UCBH,$39.60,"-20,000","-$792,010","90,672",-18%,2004-01-23 20:57:51,2004-01-22
2,Krepick William A,"Pres, CEO",S - Sale,MVSN,$26.02,"-3,500","-$91,053","308,621",-1%,2004-01-23 20:54:48,2004-01-21
3,Flowers Mark B,"EVP, CTO",S - Sale,LF,$32.02,"-10,000","-$320,200","93,699",-10%,2004-01-23 20:36:53,2004-01-21
4,Margraff James L,"EVP, Content",S - Sale,LF,$31.34,"-2,000","-$62,680","125,109",-2%,2004-01-23 20:36:08,2004-01-21
5,Wood Michael C,"CEO, Pres, Vice COB",S - Sale,LF,$31.34,"-29,646","-$929,106","2,158,823",-1%,2004-01-23 20:28:26,2004-01-21
6,Technology Capital Group Sa,10%,S - Sale,XXIA,$14.58,"-45,653","-$665,713","24,855,000",0%,2004-01-23 20:21:38,2004-01-21
7,Technology Capital Group Sa,10%,S - Sale,XXIA,$14.26,"-89,852","-$1,280,900","24,900,653",0%,2004-01-23 20:16:48,2004-01-21
8,Clifton Jean B,"EVP, CFO",S - Sale+OE,JRC,$20.96,"-30,693","-$643,191","204,665",-13%,2004-01-23 19:33:23,2004-01-21
9,Sambol David,"Exc Mgr Dir, Mtg Bank, CapMkts",S - Sale+OE,CFC,$82.79,"-3,200","-$264,928","23,882",-12%,2004-01-23 19:30:25,2004-01-23
10,Rossiter Peter L,EVP,S - Sale,NTRS,$49.84,"-61,181","-$3,049,553","249,458",-20%,2004-01-23 19:26:57,2004-01-23
11,Lee Robert,Dir,S - Sale+OE,NTPA,$16.28,"-4,000","-$65,104",0,-100%,2004-01-23 19:21:52,2004-01-23
12,Farmwald Mike,Dir,S - Sale,RMBS,$33.13,"-120,000","-$3,975,924","3,400,936",-3%,2004-01-23 19:15:49,2004-01-21
13,Jelenic Robert M,"COB, Pres, CEO",S - Sale+OE,JRC,$20.96,"-61,382","-$1,286,298","410,552",-13%,2004-01-23 19:15:34,2004-01-21
14,Danforth John D,"SVP, GC",S - Sale,RMBS,$33.10,"-40,000","-$1,324,120","5,451",-88%,2004-01-23 19:15:24,2004-01-21
15,Larsen Ed,SVP,S - Sale,RMBS,$32.86,"-179,391","-$5,894,067","3,852",-98%,2004-01-23 19:14:53,2004-01-21
16,Mooring David G,Exec Board Member,S - Sale,RMBS,$33.11,"-264,800","-$8,768,005","572,527",-32%,2004-01-23 19:14:25,2004-01-21
