,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Calvin Bruce,SVP of Corporate Services,S - Sale+OE,PFMT,$8.37,"-16,671","-$139,536",0,-100%,2012-08-17 21:58:01,2012-08-15
1,Im Lisa,CEO,S - Sale,PFMT,$8.37,"-318,253","-$2,663,778","1,694,163",-16%,2012-08-17 21:53:33,2012-08-15
2,Shaver Jon,See Remarks,S - Sale,PFMT,$8.37,"-209,477","-$1,753,322","521,335",-29%,2012-08-17 21:53:31,2012-08-15
3,Orvell Hakan,CFO,S - Sale+OE,PFMT,$8.37,"-39,058","-$326,915",0,-100%,2012-08-17 21:52:52,2012-08-15
4,Leach Harold Jr,COO,S - Sale,PFMT,$8.37,"-65,652","-$549,507","114,348",-36%,2012-08-17 21:51:33,2012-08-15
5,Nevens Thomas Michael,Dir,S - Sale+OE,ALTR,$36.20,"-27,500","-$995,558","4,371",-86%,2012-08-17 21:48:26,2012-08-17
6,Briskman Louis J,"EVP, GC",S - Sale+OE,CBS,$36.02,"-160,000","-$5,762,880","257,587",-38%,2012-08-17 21:08:36,2012-08-15
7,Moonves Leslie,"Pres, CEO",S - Sale+OE,CBS,$35.93,"-250,000","-$8,983,425","2,064,017",-11%,2012-08-17 21:07:35,2012-08-15
8,Xanthopoulos Kleanthis G,Dir,S - Sale,APRI,$3.01,"-12,500","-$37,684","87,500",-13%,2012-08-17 21:00:56,2012-08-15
9,"Parthenon Dcs Holdings, LLC",10%,S - Sale,PFMT,$8.37,"-5,927,260","-$49,611,166","29,418,432",-17%,2012-08-17 20:54:23,2012-08-15
10,Golson Brian P.,"Dir, 10%",S - Sale+OE,PFMT,$8.37,"-5,927,260","-$49,611,166","29,418,432",-17%,2012-08-17 20:51:33,2012-08-15
11,Hanna Joseph F,"SVP, COO",S - Sale+OE,MGRC,$25.88,"-20,000","-$517,554","7,000",-74%,2012-08-17 20:50:10,2012-08-17
12,Stein Jeffrey S.,Dir,S - Sale,PFMT,$8.37,"-17,434","-$145,923","72,566",-19%,2012-08-17 20:48:45,2012-08-15
13,Kessinger William C,"Dir, 10%",S - Sale+OE,PFMT,$8.37,"-5,927,260","-$49,611,166","29,418,432",-17%,2012-08-17 20:48:30,2012-08-15
14,Doane W Allen Jr,Dir,S - Sale+OE,ALEX,$30.09,"-28,877","-$868,899","49,352",-37%,2012-08-17 20:48:26,2012-08-16
15,"Pcp Managers, LLC",10%,S - Sale,PFMT,$8.37,"-5,927,260","-$49,611,166","29,418,432",-17%,2012-08-17 20:43:15,2012-08-15
16,Falberg Kathryn E,"EVP, CFO",S - Sale,JAZZ,$47.56,"-60,000","-$2,853,570","88,782",-40%,2012-08-17 20:31:22,2012-08-16
17,Sordello Steven J,"SVP, CFO",S - Sale,LNKD,$100.50,"-1,485","-$149,244","43,832",-3%,2012-08-17 20:25:43,2012-08-16
18,Wiggans Thomas G,Dir,S - Sale+OE,ONXX,$68.63,"-12,000","-$823,528","8,065",-60%,2012-08-17 20:19:13,2012-08-16
19,Robbins William T,"EVP, Worldwide Sales",S - Sale+OE,SYMC,$17.99,"-45,670","-$821,421","229,015",-17%,2012-08-17 20:17:36,2012-08-16
20,Chaffin Janice,"Group Pres,Consumer Bus. Unit",S - Sale+OE,SYMC,$18.01,"-235,840","-$4,246,749","138,128",-63%,2012-08-17 20:16:41,2012-08-16
21,Bayer Terry,COO,S - Sale+OE,MOH,$25.48,"-3,228","-$82,238","46,654",-6%,2012-08-17 20:04:36,2012-08-17
22,Mince William L,VP North American Operations,S - Sale+OE,BABY,$11.48,"-16,807","-$192,911","87,290",-16%,2012-08-17 19:55:35,2012-08-15
23,Purvin Jeffrey L,CEO,P - Purchase,RBM,$0.08,"+250,000","+$20,000","300,000",+500%,2012-08-17 19:51:13,2012-08-15
24,Traverso Kenneth M,"VP Marketing, Sales",S - Sale+OE,BABY,$11.55,"-5,446","-$62,901","122,618",-4%,2012-08-17 19:49:35,2012-08-15
25,Rottenberg Erika,"VP, GC, Secretary",S - Sale+OE,LNKD,$102.63,"-7,400","-$759,438","20,584",-26%,2012-08-17 19:49:07,2012-08-15
26,Murphy Steven J,"VP Finance, CFO",S - Sale+OE,BABY,$11.55,"-5,807","-$67,071","77,810",-7%,2012-08-17 19:47:48,2012-08-15
27,Chung Dong Chune Christopher,"VP Medical Affairs, QA, RA",S - Sale+OE,BABY,$11.55,"-5,807","-$67,071","78,790",-7%,2012-08-17 19:37:49,2012-08-15
28,Hogan Brian John,Dir,S - Sale,WNR,$27.11,"-10,000","-$271,094","87,759",-10%,2012-08-17 19:36:55,2012-08-17
29,Stevens Jeff A,"Pres, CEO",S - Sale,WNR,$27.13,"-380,000","-$10,310,217","4,513,638",-8%,2012-08-17 19:36:15,2012-08-17
30,Verghese P Mathew,"SVP, CFO",S - Sale,GGS,$5.00,"-7,933","-$39,665","44,931",-15%,2012-08-17 19:30:24,2012-08-03
31,Saponas Thomas A,Dir,S - Sale,PKT,$23.90,"-51,793","-$1,237,886","50,336",-51%,2012-08-17 19:26:40,2012-08-16
32,Dolby Ray,10%,S - Sale+OE,DLB,$35.10,"-30,000","-$1,053,132",100,-100%,2012-08-17 19:26:34,2012-08-16
33,Folino Paul F,Dir,S - Sale,ELX,$7.03,"-10,000","-$70,347","208,414",-5%,2012-08-17 19:25:46,2012-08-16
34,Yeary Frank D,Dir,S - Sale+OE,INTC,$26.36,"-2,196","-$57,887","39,608",-5%,2012-08-17 19:21:42,2012-08-17
35,McAdam John,"Pres, CEO",S - Sale,FFIV,$99.67,"-50,000","-$4,983,516","135,880",-27%,2012-08-17 19:14:34,2012-08-15
36,Feringa Thomas David,"EVP, World Wide Sales",S - Sale,FFIV,$102.74,"-1,046","-$107,470",431,-71%,2012-08-17 19:13:01,2012-08-16
37,Waechter Thomas H,"Chief Exec. Officer, Pres",S - Sale+OE,JDSU,$11.70,"-47,531","-$555,946",0,-100%,2012-08-17 19:09:22,2012-08-16
38,Peterson Richard D,"EVP, CFO, Corp Treasurer",S - Sale,MRX,$32.87,"-11,000","-$361,517","217,189",-5%,2012-08-17 19:05:10,2012-08-17
