,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Deutsch Peter Eric,10%,P - Purchase,ZSTN,$4.38,"+1,848,612","+$8,103,260","5,008,285",+59%,2012-08-02 21:51:55,2012-06-13
1,Deutsch Peter Eric,10%,P - Purchase,ZSTN,$2.24,"+610,354","+$1,364,665","3,159,673",+24%,2012-08-02 21:49:27,2012-05-21
2,Deutsch Peter Eric,10%,P - Purchase,ZSTN,$1.07,"+1,381,989","+$1,473,189","2,549,319",+118%,2012-08-02 21:46:52,2012-04-27
3,Arola Kenneth,"VP, Finance, CFO",S - Sale,ALGN,$33.01,"-40,311","-$1,330,642","17,115",-70%,2012-08-02 21:19:43,2012-07-24
4,Mansfield Michael J.,Dir,P - Purchase,FSBW,$10.26,"+7,310","+$75,001","7,310",New,2012-08-02 21:13:51,2012-08-02
5,Kaufman Victor,Vice COB,S - Sale+OE,EXPE,$55.97,"-52,870","-$2,959,351","49,282",-52%,2012-08-02 20:59:22,2012-07-31
6,Anthofer Michael,"EVP, CFO",S - Sale,TSRA,$14.15,-734,"-$10,389","25,000",-3%,2012-08-02 20:55:49,2012-08-01
7,Roohparvar Farzan,"Pres, DOC",S - Sale,TSRA,$14.14,"-1,213","-$17,148","26,625",-4%,2012-08-02 20:55:29,2012-08-01
8,Murray Frank E Md,Dir,S - Sale+OE,MOH,$23.42,"-9,000","-$210,774","14,125",-39%,2012-08-02 20:47:26,2012-08-02
9,Cofer-Wildsmith Marina,Dir,P - Purchase,FSBW,$10.20,+974,"+$9,935",974,New,2012-08-02 20:40:14,2012-08-02
10,Harris Michael E,"EVP, COO",S - Sale+OE,HIW,$34.02,"-8,300","-$282,352","150,490",-5%,2012-08-02 20:33:17,2012-07-31
11,Plank Kevin A,"Pres, CEO,, COB, 10%",S - Sale+OE,UA,$54.29,"-38,178","-$2,072,684",200,-99%,2012-08-02 20:20:10,2012-08-02
12,Drapkin Matthew A,Dir,P - Purchase,RT,$6.26,"+222,800","+$1,395,543","654,634",+52%,2012-08-02 20:15:15,2012-07-31
13,Becker Steven R,Dir,P - Purchase,RT,$6.26,"+222,800","+$1,395,543","654,634",+52%,2012-08-02 20:09:22,2012-07-31
14,Leonard Daniel J,Dir,P - Purchase,OVLY,$6.50,"+1,000","+$6,500","14,081",+8%,2012-08-02 20:02:43,2012-08-02
15,Gallagher Paul F,"EVP, CIO",S - Sale,HCP,$47.29,"-1,000","-$47,290","225,936",0%,2012-08-02 19:58:07,2012-08-01
16,Healy James,"Dir, 10%",P - Purchase,HPTX,$10.00,"+563,000","+$5,630,000","2,963,010",+23%,2012-08-02 19:57:53,2012-07-31
17,Corbo Michael,"VP, Global Supply Chain",S - Sale+OE,CL,$107.19,"-2,500","-$267,969","35,815",-7%,2012-08-02 19:56:59,2012-07-31
18,Riley Jr. Gilbert N,"CTO, VP of Res., Dev.",S - Sale,AONE,$0.46,"-20,000","-$9,178","1,017,376",-2%,2012-08-02 19:54:32,2012-08-01
19,Skala Justin,Pres Colgate Latin America,S - Sale,CL,$107.08,"-5,881","-$629,753","73,172",-7%,2012-08-02 19:53:22,2012-07-31
20,Lewis Delano E,Dir,S - Sale+OE,CL,$106.95,"-1,060","-$113,367","13,672",-7%,2012-08-02 19:49:39,2012-07-31
21,Mullet Matthew D.,CFO,P - Purchase,FSBW,$10.25,"+9,757","+$99,997","9,757",New,2012-08-02 19:48:03,2012-08-02
22,Hussein Ahmed D,"Dir, 10%",S - Sale,QSII,$16.10,"-970,053","-$15,617,853","5,993,844",-14%,2012-08-02 19:44:52,2012-07-31
23,Hughes John,Dir,S - Sale+OE,ACO,$30.83,"-4,000","-$123,320","308,728",-1%,2012-08-02 19:41:21,2012-07-31
24,Plank J Scott,"EVP, Business Development",S - Sale,UA,$54.10,"-105,882","-$5,727,986","3,709,874",-3%,2012-08-02 19:35:13,2012-07-31
25,Greene Thomas W Jr,CIO,S - Sale+OE,CL,$107.11,"-43,741","-$4,685,133","19,246",-69%,2012-08-02 19:35:06,2012-07-31
