,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Goehl Daniel,VP,S - Sale,INVN,$11.69,"-72,072","-$842,658","326,886",-18%,2012-06-08 21:53:30,2012-06-07
1,Wegman Toby,"Dir, 10%",S - Sale,BSTC,$17.74,-101,"-$1,792","9,553",-1%,2012-06-08 21:06:43,2012-06-06
2,Hohmann Frank L III,"Dir, 10%",S - Sale,MASC,$8.00,"-3,600","-$28,800","1,173,990",0%,2012-06-08 20:58:13,2012-06-05
3,Kirby Hal Douglas,EVP of Finance,S - Sale,ANV,$28.52,"-27,577","-$786,496","50,000",-36%,2012-06-08 20:38:12,2012-06-08
4,Wood Donald Peter,Chief Operations Officer,S - Sale,ABAX,$31.92,"-6,000","-$191,490","20,749",-22%,2012-06-08 20:33:53,2012-06-07
5,Bidlack Jerald D,Dir,S - Sale+OE,GHM,$18.02,"-5,000","-$90,111","12,520",-29%,2012-06-08 19:51:12,2012-06-07
6,Simpson Todd E,CFO,S - Sale+OE,SGEN,$22.97,"-35,000","-$803,950","50,762",-41%,2012-06-08 19:45:39,2012-06-08
7,Rosenberg Morris,"EVP, Process Sciences",S - Sale+OE,SGEN,$22.50,"-13,566","-$305,235","17,643",-43%,2012-06-08 19:43:20,2012-06-07
8,Shema Suzanne M,"EVP, GC, Sec",S - Sale+OE,ONXX,$44.53,"-40,000","-$1,781,091","53,639",-43%,2012-06-08 19:27:55,2012-06-07
9,Bartholow Peter B,CFO,S - Sale,TCBI,$38.54,"-4,900","-$188,860","51,921",-9%,2012-06-08 19:25:10,2012-06-07
10,Cargill C Keith,"Pres, COO, CLO",S - Sale,TCBI,$38.83,"-11,476","-$445,646","94,336",-11%,2012-06-08 19:18:20,2012-06-08
11,Christopherson Matthew,"Pres, Secretary, Treasurer, 10%",P - Purchase,GRUH,$0.01,"+2,600,000","+$29,900","2,600,000",New,2012-06-08 19:17:39,2012-05-31
12,Sze Victor S,GC,S - Sale,OSIS,$65.00,"-5,000","-$325,000","82,950",-6%,2012-06-08 19:15:34,2012-06-08
13,Tremallo Mark V B,"VP, GC,Secretary",S - Sale,SWKS,$28.51,"-9,587","-$273,325","66,766",-13%,2012-06-08 19:15:30,2012-06-07
14,Palette Donald W,"V. P., CFO",S - Sale+OE,SWKS,$28.51,"-93,761","-$2,673,126","107,500",-47%,2012-06-08 19:14:33,2012-06-07
15,Levan George,"VP, HR",S - Sale,SWKS,$27.88,"-11,650","-$324,802","73,889",-14%,2012-06-08 19:13:14,2012-06-06
16,Solomon Douglas P.,"SVP, GC, Sec.",S - Sale+OE,N,$48.46,"-3,615","-$175,173","51,333",-7%,2012-06-08 19:12:46,2012-06-06
17,Griffin Liam,"EVP, GM, High Performance Ana",S - Sale,SWKS,$28.03,"-46,038","-$1,290,445","83,034",-36%,2012-06-08 19:10:09,2012-06-06
18,Jones George F Jr,CEO,S - Sale,TCBI,$38.45,"-7,355","-$282,784","6,131",-55%,2012-06-08 19:09:40,2012-06-07
19,Beguwala Moiz,Dir,S - Sale+OE,SWKS,$28.00,"-3,000","-$84,000","62,855",-5%,2012-06-08 19:08:52,2012-06-06
20,Aldrich David J,"Pres, CEO",S - Sale,SWKS,$27.83,"-35,000","-$974,050","446,934",-7%,2012-06-08 19:07:39,2012-06-06
21,De Geus Aart,"COB, co-CEO",S - Sale+OE,SNPS,$29.46,"-172,215","-$5,073,454","725,245",-19%,2012-06-08 19:03:50,2012-06-08
22,Telles Adolpho R,Dir,S - Sale,HELE,$29.50,"-1,000","-$29,500","8,300",-11%,2012-06-08 18:59:34,2011-11-30
23,Starzec Jeffrey A.,"SVP, Gen. Counsel, Secretary",S - Sale,CIE,$22.94,"-70,000","-$1,605,643","193,222",-27%,2012-06-08 18:57:56,2012-06-07
