,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Traub Kenneth H,Dir,P - Purchase,DSPG,$5.95,"+14,153","+$84,187","14,153",New,2012-08-13 21:47:22,2012-08-09
1,Mollins Gregg J,"Pres, COO",S - Sale,RS,$53.15,"-1,392","-$73,985","175,327",-1%,2012-08-13 21:23:37,2012-08-09
2,Pavey Robert,Dir,P - Purchase,PSMI,$14.00,"+200,000","+$2,800,000","3,751,013",+6%,2012-08-13 21:11:41,2012-08-13
3,Ricciardelli Michael,"SVP - Bus Dev, Cons Mktg",S - Sale,RATE,$19.33,"-50,000","-$966,410","15,524",-76%,2012-08-13 20:31:07,2012-08-09
4,Dimaria Edward J,SVP-CFO,S - Sale,RATE,$19.27,"-107,177","-$2,065,028","195,094",-35%,2012-08-13 20:29:57,2012-08-09
5,Kannappan S Kenneth,CEO - CORPORATE - GLOBAL.CEO.,S - Sale+OE,PLT,$36.89,"-8,188","-$302,084","138,090",-6%,2012-08-13 20:20:33,2012-08-10
6,Wilson Richard O,Dir,S - Sale+OE,FTK,$12.00,"-3,000","-$36,000","141,831",-2%,2012-08-13 20:18:53,2012-08-09
7,McCormick Michael W,"EVP, Global Sales, Marketing",S - Sale+OE,COLM,$52.62,"-82,727","-$4,353,119","2,978",-97%,2012-08-13 20:12:39,2012-08-09
8,Hess David Peter,CEO,S - Sale+OE,ADVS,$22.80,-940,"-$21,432","46,412",-2%,2012-08-13 20:08:09,2012-08-13
9,Kalra Sanjay,Controller,S - Sale,SIMG,$5.25,"-4,024","-$21,130","20,890",-16%,2012-08-13 20:05:58,2012-08-13
10,Numann William,"SVP Server, Storage, Comm",S - Sale+OE,VLTR,$24.75,"-4,000","-$99,000","45,377",-8%,2012-08-13 20:05:37,2012-08-10
11,Lithia Holding Co LLC,10%,S - Sale+OE,LAD,$29.50,-863,"-$25,459",0,-100%,2012-08-13 20:01:17,2012-08-10
12,Hohmann Frank L III,"Dir, 10%",S - Sale,MASC,$8.21,"-8,250","-$67,718","1,074,342",-1%,2012-08-13 20:00:32,2012-08-09
13,Schoenbaum Alan,"SVP, GC,, Secretary",S - Sale+OE,RAX,$53.56,-530,"-$28,389","105,934",0%,2012-08-13 19:59:06,2012-08-09
14,Rhodes Taylor,"MD, International",S - Sale+OE,RAX,$53.51,"-1,918","-$102,634","15,411",-11%,2012-08-13 19:55:38,2012-08-09
15,Lehman Thomas M Von,Dir,S - Sale,DFZ,$13.53,"-13,177","-$178,307","222,634",-6%,2012-08-13 19:55:23,2012-08-10
16,Hartgring Cornelis,"VP, CSS",S - Sale+OE,PDFS,$10.40,"-10,000","-$104,006","69,821",-13%,2012-08-13 19:55:23,2012-08-13
17,Hartgring Cornelis,"VP, CSS",S - Sale+OE,PDFS,$10.65,"-20,000","-$212,959","69,821",-22%,2012-08-13 19:52:47,2012-08-09
18,Barlow Scott P,Secretary,S - Sale,VCLK,$15.88,"-34,078","-$541,010","112,270",-23%,2012-08-13 19:52:21,2012-08-09
19,Lehman Thomas M Von,Dir,S - Sale,DFZ,$13.13,"-11,823","-$155,241","235,811",-5%,2012-08-13 19:51:15,2012-08-01
20,Truman Thomas,VP Worldwide Sales,S - Sale+OE,VLTR,$24.36,"-24,735","-$602,545","2,470",-91%,2012-08-13 19:49:20,2012-08-09
21,Scully Thomas,"Dir, 10%",S - Sale,SEM,$12.43,"-9,000","-$111,870","43,077",-17%,2012-08-13 19:47:38,2012-08-09
22,Tanabe Charles Y,EVP,S - Sale,LMCA,$100.00,"-20,000","-$2,000,000","26,212",-43%,2012-08-13 19:40:31,2012-08-10
23,Lewandowski James,"SVP, GM, Hybrid",S - Sale+OE,RAX,$53.51,"-2,052","-$109,799","65,137",-3%,2012-08-13 19:32:46,2012-08-09
24,Juris Leslie Nathanson,Dir,S - Sale,ASCA,$17.19,"-1,650","-$28,367","21,970",-7%,2012-08-13 19:31:16,2012-08-09
25,Raptor Capital Management LP,10%,S - Sale,UNXL,$5.25,"-1,037,080","-$5,444,670",0,-100%,2012-08-13 19:21:43,2012-08-09
26,Bayer Terry,COO,S - Sale+OE,MOH,$25.08,"-9,071","-$227,516","49,882",-15%,2012-08-13 19:18:34,2012-08-09
27,Lauer Gary L,"Chr. of the Board, CEO",S - Sale+OE,EHTH,$18.00,"-123,853","-$2,229,353","168,984",-42%,2012-08-13 19:17:25,2012-08-01
28,Benet Leslie Z,Dir,S - Sale,IPXL,$23.96,"-1,300","-$31,148","6,800",-16%,2012-08-13 19:09:10,2012-08-13
29,Aldrich David J,"Pres, CEO",S - Sale,SWKS,$29.01,"-38,969","-$1,130,491","340,871",-10%,2012-08-13 19:08:07,2012-08-09
