,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Srinivasan Mallika,Dir,P - Purchase,AGCO,$45.58,"+30,530","+$1,391,635","760,236",+4%,2012-11-01 21:20:23,2012-11-01
1,Besbeck Steven M,Dir,S - Sale+OE,IRIS,$19.50,"-14,308","-$279,006",0,-100%,2012-11-01 20:50:46,2012-10-31
2,Schaffer Shelly B.,EVP CFO,S - Sale+OE,SPRT,$4.58,"-30,000","-$137,400",0,-100%,2012-11-01 20:48:36,2012-11-01
3,O'Leary Richard A.,"Corp. VP, HR, Admin",S - Sale+OE,IRIS,$19.50,"-3,944","-$76,908",0,-100%,2012-11-01 20:47:17,2012-10-31
4,Yi John U,"Corp VP, Operations",S - Sale+OE,IRIS,$19.50,"-24,250","-$472,875",0,-100%,2012-11-01 20:45:30,2012-10-31
5,Mello Robert A,"Corp VP, Pres Sample Processin",S - Sale+OE,IRIS,$19.50,"-25,695","-$501,053",0,-100%,2012-11-01 20:40:16,2012-10-31
6,Timmins Rick,Dir,S - Sale+OE,IRIS,$19.50,"-12,316","-$240,162",0,-100%,2012-11-01 20:40:00,2012-10-31
7,Karlan Beth Y,Dir,S - Sale+OE,IRIS,$19.50,"-19,278","-$375,921",0,-100%,2012-11-01 20:33:48,2012-10-31
8,Warekois Tom E,"Corp VP, Pres IRIS Diagnostics",S - Sale+OE,IRIS,$19.50,"-30,296","-$590,772",0,-100%,2012-11-01 20:32:34,2012-10-31
9,Wasserman Stephen Edward,Dir,S - Sale+OE,IRIS,$19.50,"-16,482","-$321,399",0,-100%,2012-11-01 20:31:26,2012-10-31
10,Mp Biomedicals LLC,10%,P - Purchase,ABMC,$0.15,"+8,500","+$1,275","3,825,643",0%,2012-11-01 20:28:34,2012-10-25
11,Khalifa Amin I,"CFO, Corporate VP Finance",S - Sale+OE,IRIS,$19.50,"-19,963","-$389,279",0,-100%,2012-11-01 20:28:17,2012-10-31
12,Della Penta David T,Dir,S - Sale+OE,IRIS,$19.50,"-13,796","-$269,022",0,-100%,2012-11-01 20:25:01,2012-10-31
