,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,"Versant Venture Capital Vi, L.P.",10%,S - Sale,AKRO,$20.87,"-59,532","-$1,242,403","3,092,698",-2%,2020-01-21 21:57:18,2020-01-16
1,Siebert Eric,"VP, Oil, Gas",S - Sale+OE,ERII,$10.51,"-13,554","-$142,479","60,456",-18%,2020-01-21 21:00:25,2020-01-16
2,Huang James,"Dir, 10%",P - Purchase,WINT,$4.18,"+2,058","+$8,609","6,416,318",0%,2020-01-21 20:52:25,2020-01-16
3,Kirkhorn Zachary,CFO,S - Sale,TSLA,$507.61,-150,"-$76,142","10,844",-1%,2020-01-21 20:49:26,2020-01-17
4,Zucker Scott,Chief Administrative Officer,S - Sale+OE,TW,$45.55,"-20,000","-$911,001","48,295",-29%,2020-01-21 20:40:39,2020-01-16
5,Warshaw Robert J,CFO,S - Sale+OE,TW,$45.75,"-53,140","-$2,430,943","62,984",-46%,2020-01-21 20:39:26,2020-01-16
6,Stretch Leslie,"Pres, CEO",S - Sale+OE,MDLA,$31.52,"-302,605","-$9,539,515","2,153,671",-12%,2020-01-21 20:39:24,2020-01-16
7,Olesky Lee,CEO,S - Sale+OE,TW,$45.83,"-221,405","-$10,145,973","418,948",-35%,2020-01-21 20:38:14,2020-01-16
8,Hult William,Pres,S - Sale+OE,TW,$45.73,"-50,000","-$2,286,714","344,544",-13%,2020-01-21 20:36:57,2020-01-16
9,Friedman Douglas,"GC, Secretary",S - Sale+OE,TW,$45.47,"-14,927","-$678,746","45,510",-25%,2020-01-21 20:35:53,2020-01-16
10,Valenti Douglas,CEO,S - Sale+OE,QNST,$14.57,-979,"-$14,263","4,217,425",0%,2020-01-21 20:23:51,2020-01-21
11,Aulick Rodney,EVP,S - Sale+OE,AQUA,$19.55,"-32,582","-$637,006","82,295",-28%,2020-01-21 20:08:23,2020-01-16
12,Sacks Natalie,Chief Medical Officer,S - Sale+OE,HARP,$14.94,"-1,521","-$22,725","45,754",-3%,2020-01-21 20:05:05,2020-01-16
13,Green John B,CFO,S - Sale+OE,DRNA,$21.27,"-47,969","-$1,020,164","19,421",-71%,2020-01-21 20:00:35,2020-01-17
14,O'Sullivan Michael J.,GC,S - Sale,SNAP,$19.09,"-18,500","-$353,165","1,408,676",-1%,2020-01-21 19:54:26,2020-01-17
15,Morrow Rebecca,"CAO, Controller",S - Sale,SNAP,$18.28,"-9,379","-$171,410","265,621",-3%,2020-01-21 19:53:44,2020-01-16
