,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Fenster Edward Harris,COB,S - Sale+OE,RUN,$18.45,"-96,377","-$1,778,040","1,832,627",-5%,2020-02-06 21:53:18,2020-02-04
1,Komin Robert Patrick Jr.,CFO,S - Sale,RUN,$18.00,"-11,761","-$211,698","337,444",-3%,2020-02-06 21:52:34,2020-02-04
2,Jurich Lynn Michelle,CEO,S - Sale+OE,RUN,$18.02,"-208,335","-$3,754,988","2,889,828",-7%,2020-02-06 21:52:12,2020-02-04
3,Weiss Patrick,COO,S - Sale,TWST,$26.19,"-8,179","-$214,228","79,869",-9%,2020-02-06 21:01:53,2020-02-04
4,Valenti Douglas,CEO,S - Sale,QNST,$14.72,"-89,658","-$1,319,766","3,967,425",-2%,2020-02-06 20:50:22,2020-02-06
5,Mathers James,Chief Revenue Officer,S - Sale+OE,BLFS,$14.03,"-2,113","-$29,645","17,384",-11%,2020-02-06 20:45:03,2020-02-04
6,Shireman Michael L,Dir,S - Sale,FCAP,$66.44,-500,"-$33,221","14,597",-3%,2020-02-06 20:37:23,2020-02-04
7,Capitalg LP,10%,S - Sale+OE,CRWD,$63.69,"-280,553","-$17,869,789","140,000",-67%,2020-02-06 20:36:25,2020-02-04
8,Sherman Mark Andrew,"EVP, GEN. COUN., SECRTY",S - Sale+OE,DLB,$71.96,"-50,000","-$3,597,822","48,651",-51%,2020-02-06 20:31:10,2020-02-05
9,Camp Garrett,Dir,S - Sale,UBER,$37.68,"-510,000","-$19,218,978","70,084,274",-1%,2020-02-06 20:25:56,2020-02-04
10,Comma Leonard A,"COB, CEO",S - Sale,JACK,$84.07,"-3,344","-$281,138","160,367",-2%,2020-02-06 19:54:19,2020-02-05
11,Chopra Deepak,"Pres, CEO",S - Sale,OSIS,$90.06,"-25,000","-$2,251,562","516,632",-5%,2020-02-06 19:48:00,2020-02-04
12,Yeaman Kevin J,"Pres, CEO",S - Sale+OE,DLB,$71.83,"-50,000","-$3,591,549","140,283",-26%,2020-02-06 19:41:26,2020-02-05
