,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Patterson Mark Richard,Dir,P - Purchase,CRTD,$2.63,"+12,500","+$32,837","85,732",+17%,2020-10-05 21:51:46,2020-08-04
1,Funtleyder Leslie D.,Dir,S - Sale+OE,APLT,$20.07,"-30,000","-$602,113","17,148",-64%,2020-10-05 21:51:18,2020-10-01
2,Norris Steven John,Dir,S - Sale+OE,CUB,$57.54,-579,"-$33,316","8,801",-6%,2020-10-05 21:51:00,2020-10-01
3,Scott Ryan M.,CMO,S - Sale+OE,ETSY,$131.79,"-6,988","-$920,975",842,-89%,2020-10-05 21:21:29,2020-10-02
4,Coviello Arthur W Jr,Dir,S - Sale+OE,TENB,$38.33,"-38,332","-$1,469,266","14,240",-73%,2020-10-05 21:19:07,2020-10-01
5,Riddick Stephen A,"GC, Secretary",S - Sale+OE,TENB,$38.36,"-2,420","-$92,831","10,293",-19%,2020-10-05 21:18:52,2020-10-01
6,Welgus Howard G.,Dir,S - Sale+OE,ARQT,$27.65,"-2,200","-$60,829","202,391",-1%,2020-10-05 21:13:01,2020-10-01
7,Welgus Howard G.,Dir,S - Sale+OE,ARQT,$24.38,"-2,200","-$53,643","201,169",-1%,2020-10-05 21:12:20,2020-09-01
8,Smith Sandford D,Dir,S - Sale+OE,CYTK,$30.00,"-5,936","-$178,080",0,-100%,2020-10-05 21:11:58,2020-10-05
9,Guillen Jerome M,"Pres, Automotive",S - Sale+OE,TSLA,$442.43,"-15,000","-$6,636,511","49,357",-23%,2020-10-05 21:10:53,2020-10-01
10,"Mudrick Capital Management, L.P.",10%,S - Sale,THRY,$14.60,"-95,175","-$1,389,468","18,402,876",-1%,2020-10-05 21:10:17,2020-10-01
11,Henderson John T,Dir,S - Sale+OE,CYTK,$29.00,"-3,000","-$87,000",982,-75%,2020-10-05 21:03:57,2020-10-05
12,Mendal Jayme,COO,S - Sale+OE,EVER,$40.13,"-30,000","-$1,203,870","209,168",-13%,2020-10-05 21:03:45,2020-10-01
13,Tiger Global Management LLC,10%,S - Sale,RUN,$78.72,"-5,023,257","-$395,427,484","33,621,340",-13%,2020-10-05 20:59:36,2020-10-01
14,Scartozzi Stephen P,Dir,P - Purchase,MLVF,$11.98,+222,"+$2,658","15,877",+1%,2020-10-05 20:56:28,2020-10-01
15,Clark Ian T,Dir,S - Sale+OE,GH,$108.12,"-3,228","-$349,022","4,643",-41%,2020-10-05 20:55:23,2020-09-25
16,Leitzell Cynthia F,Dir,P - Purchase,MLVF,$11.98,+243,"+$2,917","16,504",+1%,2020-10-05 20:55:15,2020-10-01
17,Birnbaum Seth,"Pres, CEO",S - Sale+OE,EVER,$40.58,"-5,078","-$206,065","437,664",-1%,2020-10-05 20:54:18,2020-10-01
18,Patel Goyal Kruti,Chief Product Officer,S - Sale+OE,ETSY,$129.53,"-10,198","-$1,320,893","26,816",-28%,2020-10-05 20:54:05,2020-10-01
19,Kent Howard,Dir,P - Purchase,MLVF,$11.98,+319,"+$3,818","194,486",0%,2020-10-05 20:53:53,2020-10-01
20,Fish Andrew D.,Dir,P - Purchase,MLVF,$11.98,+242,"+$2,897","10,001",+2%,2020-10-05 20:52:39,2020-10-01
21,Feinstein Norman,Dir,P - Purchase,MLVF,$11.98,+242,"+$2,897","15,619",+2%,2020-10-05 20:51:14,2020-10-01
22,Corelli Julia D,Dir,P - Purchase,MLVF,$11.98,+202,"+$2,420","13,751",+1%,2020-10-05 20:48:56,2020-10-01
23,Wilder Thomas,Dir,S - Sale,PEN,$196.06,-115,"-$22,547","3,908",-3%,2020-10-05 20:48:40,2020-10-01
24,Barrett James W,Dir,P - Purchase,MLVF,$11.98,+222,"+$2,658","16,704",+1%,2020-10-05 20:46:55,2020-10-01
25,Wilson-Thompson Kathleen,Dir,S - Sale+OE,TSLA,$426.97,"-12,500","-$5,337,111","1,800",-87%,2020-10-05 20:45:48,2020-09-30
26,Kaye Edward M. Md,Dir,S - Sale+OE,CYTK,$30.00,"-20,000","-$600,000",0,-100%,2020-10-05 20:38:11,2020-10-05
27,Silverman Josh,"Pres, CEO",S - Sale+OE,ETSY,$129.52,"-80,000","-$10,361,914","83,315",-49%,2020-10-05 20:37:03,2020-10-01
28,Glaser Rachel C,CFO,S - Sale+OE,ETSY,$130.02,"-20,376","-$2,649,207","20,947",-49%,2020-10-05 20:35:53,2020-10-01
29,Moskowitz Raina,"Chief Ops,Strategy, Ppl Office",S - Sale+OE,ETSY,$131.70,"-1,983","-$261,154","6,493",-23%,2020-10-05 20:34:41,2020-10-02
30,Zuppas Eleni Nitsa,CMO,S - Sale+OE,VEEV,$272.58,-596,"-$162,459","11,535",-5%,2020-10-05 20:34:03,2020-10-02
31,Simeone Jill,"General Counsel, Secretary",S - Sale+OE,ETSY,$131.37,"-3,663","-$481,221","13,223",-22%,2020-10-05 20:33:43,2020-10-02
32,Fisher Michael T,CTO,S - Sale+OE,ETSY,$131.38,"-24,591","-$3,230,784","20,584",-54%,2020-10-05 20:32:34,2020-10-02
33,Schwenger Thomas D.,"Pres, COO",S - Sale+OE,VEEV,$267.78,"-2,188","-$585,905","7,463",-23%,2020-10-05 20:31:56,2020-10-02
34,Buckley Merilee,Chief Accounting Officer,S - Sale+OE,ETSY,$133.13,"-1,649","-$219,529",363,-82%,2020-10-05 20:31:49,2020-10-02
35,Heerma Peter,Chief Commercial Officer,S - Sale,RTRX,$19.13,"-4,376","-$83,691","42,329",-9%,2020-10-05 20:31:44,2020-10-02
36,O'Connor Michele,Chief Accounting Officer,S - Sale+OE,VEEV,$267.72,-51,"-$13,654",91,-36%,2020-10-05 20:29:24,2020-10-02
37,Mateo Alan,EVP Global Sales,S - Sale+OE,VEEV,$267.79,-687,"-$183,970","9,632",-7%,2020-10-05 20:27:20,2020-10-02
38,Lynton Michael,Dir,S - Sale,SNAP,$27.00,"-224,949","-$6,074,670","1,253,711",-15%,2020-10-05 20:26:54,2020-10-01
39,O'Sullivan Michael J.,GC,S - Sale,SNAP,$26.28,"-28,000","-$735,840","1,521,400",-2%,2020-10-05 20:26:04,2020-10-01
40,Lequient Frederic,SVP Global Customer Services,S - Sale+OE,VEEV,$267.76,-108,"-$28,918",387,-22%,2020-10-05 20:24:47,2020-10-02
41,Jaw Ching,"SVP Finance, CFO",S - Sale+OE,CYTK,$30.00,"-27,500","-$825,000","73,300",-27%,2020-10-05 20:23:16,2020-10-05
42,Faddis Jonathan,"SVP, Gen. Counsel, Secretary",S - Sale+OE,VEEV,$267.84,-49,"-$13,124",662,-7%,2020-10-05 20:22:16,2020-10-02
43,Oringer Jonathan,"Dir, 10%",S - Sale,SSTK,$52.89,"-74,670","-$3,949,340","13,783,154",-1%,2020-10-05 20:20:32,2020-10-01
44,Bowman Brent R,CFO,S - Sale+OE,VEEV,$267.79,-180,"-$48,201",309,-37%,2020-10-05 20:19:31,2020-10-02
45,Taylor Ryan D.,See Remarks,S - Sale+OE,PLTR,$9.16,"-33,177","-$303,991","1,898,164",-2%,2020-10-05 20:17:25,2020-10-02
46,Weber Barbara,Dir,S - Sale+OE,RVMD,$35.88,"-10,000","-$358,794","1,808",-85%,2020-10-05 20:17:03,2020-10-01
47,Moore Alexander D.,Dir,S - Sale,PLTR,$9.15,"-88,000","-$805,306","2,341,249",-4%,2020-10-05 20:16:27,2020-10-02
48,Karp Alexander C.,CEO,S - Sale,PLTR,$9.10,"-2,600,000","-$23,659,220","6,426,496",-29%,2020-10-05 20:15:38,2020-10-02
49,Glazer David A.,"CFO, Treasurer",S - Sale,PLTR,$9.16,"-186,000","-$1,703,797","3,754,152",-5%,2020-10-05 20:14:21,2020-10-02
50,Cohen Stephen Andrew,"Pres, Secretary",S - Sale+OE,PLTR,$9.09,"-2,000,000","-$18,172,200","2,402,647",-45%,2020-10-05 20:12:50,2020-10-02
51,Kelly Nima,GC,S - Sale,GDDY,$77.09,"-3,626","-$279,528","105,499",-3%,2020-10-05 20:11:22,2020-10-01
52,Bhutani Amanpal Singh,CEO,S - Sale,GDDY,$75.62,"-10,678","-$807,477","89,017",-11%,2020-10-05 20:11:02,2020-10-02
53,Dinoia Gregory,SVP Commercial,S - Sale+OE,MLAB,$260.00,-332,"-$86,320","1,120",-23%,2020-10-05 20:01:41,2020-10-02
54,Chapman Steven Leonard,CEO,S - Sale+OE,NTRA,$71.24,"-11,185","-$796,819","37,110",-23%,2020-10-05 19:55:53,2020-10-05
55,Gunther Scott,"SVP, Quality, Reg. Affairs",S - Sale+OE,CTLT,$85.48,"-4,359","-$372,608","16,690",-21%,2020-10-05 19:55:21,2020-10-02
56,Chiminski John R,"Chair, CEO",S - Sale+OE,CTLT,$86.01,"-182,231","-$15,673,809","173,618",-51%,2020-10-05 19:55:06,2020-10-02
57,Olli Amy Fliegelman,"SVP, GC, Secretary",S - Sale,VMW,$142.86,"-2,066","-$295,140","39,973",-5%,2020-10-05 19:38:45,2020-10-02
58,Cozadd Bruce C,"COB, CEO",S - Sale,JAZZ,$141.94,"-4,500","-$638,730","332,180",-1%,2020-10-05 19:21:18,2020-10-01
59,Bibelheimer Jason,CHRO,S - Sale,GDOT,$60.73,"-9,813","-$595,957","75,374",-12%,2020-10-05 19:20:24,2020-10-05
60,Schlanger David J,CEO,S - Sale,PGNY,$28.90,"-120,000","-$3,468,194","540,012",-18%,2020-10-05 19:19:23,2020-10-01
61,Lugovskoy Alexey,Chief Development Officer,S - Sale,MORF,$26.91,"-3,527","-$94,899","101,721",-3%,2020-10-05 19:19:04,2020-10-01
62,Farrell Robert E Jr,"SVP Finance, CAO",S - Sale,MORF,$26.94,"-7,121","-$191,821","70,813",-9%,2020-10-05 19:17:57,2020-10-01
63,Gmt Capital Corp,10%,S - Sale,GTE,$0.22,"-334,000","-$73,480","82,591,479",0%,2020-10-05 19:08:58,2020-10-02
64,Benioff Marc,"Chair of the Board, CEO",S - Sale,CRM,$250.59,"-30,000","-$7,517,568","29,323,241",0%,2020-10-05 19:01:33,2020-10-02
65,Chen Richard,Chief Scientific Officer,S - Sale+OE,PSNL,$22.06,"-40,000","-$882,452","112,750",-26%,2020-10-05 19:00:54,2020-10-01
66,Ittycheria Dev,"Pres, CEO",S - Sale,MDB,$224.75,"-9,833","-$2,209,926","223,205",-4%,2020-10-05 18:54:56,2020-10-02
67,Pech Cedric,Chief Revenue Officer,S - Sale+OE,MDB,$230.18,-822,"-$189,209","119,454",-1%,2020-10-05 18:54:45,2020-10-01
68,Porter Mark,CTO,S - Sale,MDB,$232.41,"-3,826","-$889,211","34,750",-10%,2020-10-05 18:54:41,2020-10-02
69,Merriman Dwight A,Dir,S - Sale,MDB,$233.27,"-17,000","-$3,965,615","2,098,364",-1%,2020-10-05 18:54:38,2020-10-01
70,Gordon Michael Lawrence,"COO, CFO",S - Sale,MDB,$224.66,"-5,498","-$1,235,184","112,910",-5%,2020-10-05 18:54:32,2020-10-02
71,Bull Thomas,Principal Accounting Officer,S - Sale,MDB,$224.71,-508,"-$114,152","16,653",-3%,2020-10-05 18:54:31,2020-10-02
72,Hazard Charles M Jr,Dir,S - Sale,MDB,$234.48,"-2,017","-$472,952","111,652",-2%,2020-10-05 18:54:31,2020-10-01
73,Aggarwal Sanjeev,"VP, Technology R, D",S - Sale,MRAM,$5.69,"-1,000","-$5,689","22,346",-4%,2020-10-05 18:50:43,2020-10-02
74,Hennessy John L,Dir,S - Sale,GOOG,"$1,473.43",-60,"-$88,406","5,049",-1%,2020-10-05 18:50:24,2020-10-05
75,Linetsky David,"SVP, Life Sciences",S - Sale+OE,PHR,$30.97,"-4,477","-$138,667","128,077",-3%,2020-10-05 18:49:46,2020-10-01
76,Vobejda Susan,CMO,S - Sale+OE,TTD,$533.77,"-1,240","-$661,875","35,308",-3%,2020-10-05 18:49:10,2020-10-02
77,Roberts Evan,COO,S - Sale,PHR,$30.93,"-14,774","-$456,952","686,525",-2%,2020-10-05 18:48:07,2020-10-01
78,Dove Ross,CEO,P - Purchase,HGBL,$1.75,"+28,570","+$49,998","1,837,585",+2%,2020-10-05 18:44:37,2020-10-02
79,Williams Jeffrey E,COO,S - Sale+OE,AAPL,$113.59,"-257,343","-$29,232,596","489,260",-34%,2020-10-05 18:33:56,2020-10-02
80,Brennan Susan Seilheimer,"EVP, COO",S - Sale,BE,$17.51,"-2,000","-$35,014","213,884",-1%,2020-10-05 18:29:03,2020-10-01
81,Rifai Steve,Chief Sales Officer,S - Sale+OE,STMP,$242.51,"-2,000","-$485,020",0,-100%,2020-10-05 18:20:57,2020-10-01
82,Bourgoine Jonathan,CTO,S - Sale+OE,STMP,$253.55,"-3,064","-$776,884",0,-100%,2020-10-05 18:20:44,2020-10-01
83,Lipson Matthew A.,"GC, Secretary",S - Sale+OE,STMP,$252.45,"-51,784","-$13,072,867","1,261",-98%,2020-10-05 18:20:41,2020-10-01
84,Coxe Tench,Dir,S - Sale,NVDA,$533.30,-629,"-$335,447","1,217,308",0%,2020-10-05 18:18:04,2020-10-02
85,Auerbach Alan H,"Pres, CEO, 10%",S - Sale,PBYI,$10.13,-350,"-$3,545","4,303,219",0%,2020-10-05 18:13:19,2020-10-02
