,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Klasko Stephen K. M.D.,Dir,S - Sale+OE,TFX,$326.15,-200,"-$65,230","1,121",-15%,2020-09-28 21:27:51,2020-09-25
1,Textor John C,10%,P - Purchase,FUBO,$9.02,"+37,875","+$341,570","8,194,455",0%,2020-09-28 21:23:16,2020-09-24
2,Ullem Scott B.,"CVP, CFO",S - Sale+OE,EW,$78.11,"-33,150","-$2,589,204","256,365",-11%,2020-09-28 21:04:19,2020-09-28
3,Mihaylo Steven G,"CEO, 10%",S - Sale,CXDO,$5.12,"-360,000","-$1,841,400","9,998,504",-3%,2020-09-28 20:39:33,2020-09-28
4,Puri Anil K.,Dir,S - Sale+OE,CXDO,$5.12,"-40,000","-$204,600","13,501",-75%,2020-09-28 20:37:39,2020-09-28
5,Williams David Roy,Dir,S - Sale+OE,CXDO,$5.12,"-50,000","-$255,750","20,000",-71%,2020-09-28 20:33:12,2020-09-28
6,Gaylor Douglas Walter,COO,S - Sale+OE,CXDO,$5.12,"-200,000","-$1,023,000","6,499",-97%,2020-09-28 20:29:56,2020-09-28
7,Vincent Ron,CFO,S - Sale+OE,CXDO,$5.12,"-200,000","-$1,023,000","10,163",-95%,2020-09-28 20:27:37,2020-09-28
8,"Montare Resources I, LLC","Member of 10% Group, 10%",P - Purchase,PERS,$0.48,"+315,565","+$152,529","2,259,081",+16%,2020-09-28 20:25:49,2020-09-24
9,Mulcahy David S.,Dir,P - Purchase,AEL,$19.57,"+10,000","+$195,682","118,439",+9%,2020-09-28 20:09:49,2020-09-25
10,Benioff Marc,"Chair of the Board, CEO",S - Sale,CRM,$243.24,"-30,000","-$7,297,051","29,398,241",0%,2020-09-28 20:08:41,2020-09-25
11,Taylor Stacy L,"SVP, GC",S - Sale+OE,ADPT,$47.78,"-2,880","-$137,596","1,300",-69%,2020-09-28 20:00:10,2020-09-24
12,"Armistice Capital, LLC",10%,S - Sale,CTDH,$0.13,"-43,223","-$5,619","31,612,538",0%,2020-09-28 19:55:42,2020-09-24
13,Value Capital Partners (Pty) Ltd,10%,P - Purchase,UEPS,$3.16,"+236,659","+$747,709","9,553,000",+3%,2020-09-28 19:01:57,2020-09-24
14,Ball Antony C,Dir,P - Purchase,UEPS,$3.16,"+236,659","+$747,709","9,553,000",+3%,2020-09-28 19:00:58,2020-09-24
15,Schueren Robert Alan,COO,S - Sale+OE,NTRA,$70.00,"-20,000","-$1,400,000","50,857",-28%,2020-09-28 18:47:47,2020-09-25
16,Burnison Gary D,CEO,P - Purchase,KFY,$28.63,+500,"+$14,317","521,400",0%,2020-09-28 18:42:49,2020-09-25
17,Luongo Paul,GC,S - Sale+OE,FSLY,$87.90,"-2,084","-$183,185","265,840",-1%,2020-09-28 18:32:49,2020-09-24
18,Kurland Stanford L,"Dir, 10%",S - Sale+OE,PFSI,$55.73,"-31,000","-$1,727,488","7,935,813",0%,2020-09-28 18:25:16,2020-09-24
19,Weinberg Uri,Chief Science Officer,S - Sale+OE,NVCR,$103.35,"-15,250","-$1,576,088","27,597",-36%,2020-09-28 18:13:27,2020-09-25
20,Wilson Samuel C.,CFO,S - Sale,EGHT,$15.50,"-3,882","-$60,171","172,354",-2%,2020-09-28 18:11:58,2020-09-25
21,Hallam Trevor,Chief Scientific Officer,S - Sale+OE,STRO,$10.26,-975,"-$10,007","27,530",-3%,2020-09-28 17:55:21,2020-09-28
22,Clemons V Gordon,COB,S - Sale,CRVL,$82.89,"-3,000","-$248,668","1,609,396",0%,2020-09-28 17:50:43,2020-09-24
23,Pacelli Steven Robert,"EVP Strategy, Corporate Dev",S - Sale,DXCM,$400.07,"-2,000","-$800,137","65,218",-3%,2020-09-28 17:35:45,2020-09-25
24,Doubleday Richard,EVP Chief Commercial Officer,S - Sale,DXCM,$380.96,"-1,530","-$582,861","46,812",-3%,2020-09-28 17:35:37,2020-09-24
25,"Rhp Trust, Dated May 31, 2011",10%,P - Purchase,IMH,$1.13,"+670,000","+$757,100","3,275,465",+26%,2020-09-28 17:32:22,2020-09-24
26,Pickup Richard H.,10%,P - Purchase,IMH,$1.13,"+670,000","+$757,100","5,795,465",+13%,2020-09-28 17:25:33,2020-09-24
27,Cummings William E Jr,"SVP, Sales",P - Purchase,FTEK,$0.72,"+5,329","+$3,835","292,045",+2%,2020-09-28 17:00:40,2020-09-25
28,Comstock Elizabeth J,Dir,S - Sale+OE,NKE,$122.55,"-28,000","-$3,431,400","18,433",-60%,2020-09-28 16:59:25,2020-09-25
29,Breen Nicole M,"Secretary, Treasurer, 10%",S - Sale,BUDZ,$0.19,"-12,706","-$2,441","22,661,833",0%,2020-09-28 16:53:09,2020-09-23
30,Miller Chad,10%,S - Sale,INVU,$0.01,"-106,000,000","-$1,420,400","484,624,710",-18%,2020-09-28 16:52:04,2020-09-01
31,"Fundamental Global Investors, LLC","Dir, 10%",P - Purchase,BTN,$1.54,"+2,308","+$3,550","4,965,377",0%,2020-09-28 16:50:55,2020-09-24
32,Hansen Marka,Dir,S - Sale+OE,SFIX,$26.21,"-4,000","-$104,840",0,-100%,2020-09-28 16:48:27,2020-09-24
33,Callahan Michael James,Dir,S - Sale,DDOG,$88.99,"-10,000","-$889,862","90,459",-10%,2020-09-28 16:45:25,2020-09-24
34,Disanto Mark,Dir,P - Purchase,XELB,$0.68,"+20,000","+$13,500","1,113,997",+2%,2020-09-28 16:39:16,2020-09-24
35,Griffin William F Jr,"Gemma, Non-Exec COB",S - Sale+OE,AGX,$46.06,-300,"-$13,818","264,719",0%,2020-09-28 16:38:25,2020-09-22
36,Bretches D. Clay,CEO,P - Purchase,ALTM,$11.01,+114,"+$1,255","18,114",+1%,2020-09-28 16:38:14,2020-09-24
37,Hoof Torsten,"GM, International",S - Sale+OE,EXAS,$80.00,"-4,401","-$352,080","2,017",-69%,2020-09-28 16:33:53,2020-09-24
38,Timanus H E Jr,COB,P - Purchase,PB,$49.00,"+1,000","+$49,000","473,204",0%,2020-09-28 16:33:40,2020-09-25
39,Steinert Langley,"CEO, COB, 10%",S - Sale,CARG,$22.11,"-25,986","-$574,421","1,135,760",-2%,2020-09-28 16:32:34,2020-09-24
