,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Sharp Evan,"Co-Founder, Chief Design, Cr",S - Sale+OE,PINS,$26.93,"-62,500","-$1,683,369",0,-100%,2020-07-15 21:59:20,2020-07-13
1,Cohen Raymond W,CEO,S - Sale,AXNX,$38.42,"-50,000","-$1,921,034","492,058",-9%,2020-07-15 21:55:28,2020-07-13
2,"Fairclough, Jr. Fred W.",Dir,S - Sale,ALTA,$20.92,"-3,750","-$78,465","178,426",-2%,2020-07-15 21:49:50,2020-07-15
3,Robinson William Hewitt,Dir,S - Sale,BCEL,$20.23,"-5,000","-$101,139","408,948",-1%,2020-07-15 21:46:13,2020-07-13
4,Serafini Tito,Chief Strategy Officer,S - Sale,BCEL,$20.20,"-10,000","-$202,018","433,875",-2%,2020-07-15 21:45:24,2020-07-13
5,Fuchs Henry J,"Pres, Worldwide R, D",S - Sale+OE,BMRN,$130.00,"-23,011","-$2,991,430","102,995",-18%,2020-07-15 21:32:23,2020-07-13
6,Foss Donald A,10%,S - Sale,CACC,$437.82,"-19,317","-$8,457,383","1,759,404",-1%,2020-07-15 21:11:14,2020-07-13
7,Standard Diversified Inc.,10%,S - Sale,TPB,$22.44,"-1,800,000","-$40,396,500","8,178,918",-18%,2020-07-15 21:01:16,2020-07-13
8,Rothman Lynn,"EVP, Chief Business Officer",S - Sale+OE,PEN,$195.00,-200,"-$39,000","114,139",0%,2020-07-15 20:53:08,2020-07-13
9,Elsesser Adam,"CEO, Pres",S - Sale,PEN,$191.90,"-8,000","-$1,535,167","997,582",-1%,2020-07-15 20:50:04,2020-07-13
10,"Fundamental Global Investors, LLC","Dir, 10%",P - Purchase,BKTI,$3.29,"+2,286","+$7,516","3,306,972",0%,2020-07-15 20:48:11,2020-07-14
11,Wilder Thomas,Dir,S - Sale,PEN,$192.47,-230,"-$44,268","4,023",-5%,2020-07-15 20:48:01,2020-07-13
12,"Fundamental Global Investors, LLC","Dir, 10%",P - Purchase,BTN,$1.41,"+12,350","+$17,453","4,768,593",0%,2020-07-15 20:47:01,2020-07-13
13,O'Rourke Bridget,Dir,S - Sale,PEN,$192.47,-189,"-$36,377","3,434",-5%,2020-07-15 20:45:49,2020-07-13
