,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Becker Douglas L,"Dir, 10%",S - Sale+OE,LAUR,$17.37,"-673,278","-$11,694,839","32,764",-95%,2020-01-02 21:34:47,2019-12-30
1,Hoehn Saric Ruldolf Christopher,"Dir, 10%",S - Sale+OE,LAUR,$17.37,"-673,278","-$11,694,839","32,764",-95%,2020-01-02 21:34:17,2019-12-30
2,Taslitz Steven,"Dir, 10%",S - Sale+OE,LAUR,$17.37,"-673,278","-$11,694,839","32,764",-95%,2020-01-02 21:33:47,2019-12-30
3,Jones Robert Scott,"Pres, Chief Revenue Officer",S - Sale+OE,AYX,$103.07,"-17,830","-$1,837,660","36,691",-33%,2020-01-02 21:06:10,2019-12-30
4,"Hostess Cdm Co-Invest, LLC",See Remarks,S - Sale+OE,TWNK,$14.42,"-237,414","-$3,423,959",0,-100%,2020-01-02 21:01:17,2019-12-30
5,Pendinas Ltd,10%,P - Purchase,KDOZF,$0.27,"+22,000","+$5,962","27,814,464",0%,2020-01-02 20:37:41,2019-12-30
6,Williams Tryon M,"Exec COB, 10%",P - Purchase,KDOZF,$0.22,"+44,500","+$9,915","20,389,781",0%,2020-01-02 20:28:03,2019-12-31
7,Grammer Elizabeth A,"EVP, GC",P - Purchase,ARDX,$7.51,+66,+$496,"120,285",0%,2020-01-02 20:22:03,2019-12-30
8,Leon Guerrero Martin Dela Rosa,Dir,P - Purchase,BKGM,$10.00,+166,"+$1,660","94,294",0%,2020-01-02 20:17:25,2019-12-31
9,Drummond David C,"SVP, Corporate Development",S - Sale+OE,GOOG,"$1,356.89","-28,429","-$38,575,069","67,333",-30%,2020-01-02 20:14:44,2020-01-02
10,Smith Simon Edward,"EVP, Dealer Sales, Services",S - Sale,TRUE,$4.85,"-4,618","-$22,379","127,185",-4%,2020-01-02 20:08:23,2020-01-02
11,Sverchek Kristin,"GC, Secretary",S - Sale,LYFT,$43.17,"-9,000","-$388,547","197,359",-4%,2020-01-02 20:07:00,2019-12-31
12,Pellegrino Joseph P Jr,CFO,S - Sale,LMAT,$36.09,"-1,815","-$65,502","10,311",-15%,2020-01-02 20:05:28,2019-12-31
13,Benioff Marc,"COB, co-CEO",S - Sale+OE,CRM,$165.49,"-10,000","-$1,654,872","30,218,800",0%,2020-01-02 20:00:30,2020-01-02
14,Xue Bing,SVP of Global Sales,S - Sale,AOSL,$13.50,"-10,337","-$139,594","30,592",-25%,2020-01-02 19:51:04,2019-12-30
15,Weaver Amy E,"Pres, Legal, GC",S - Sale+OE,CRM,$163.92,"-10,864","-$1,780,827","36,170",-23%,2020-01-02 19:43:02,2020-01-02
16,Hawkins Mark J,"Pres, CFO",S - Sale,CRM,$163.92,-876,"-$143,594","20,789",-4%,2020-01-02 19:40:34,2020-01-02
17,Stempeck Brian John,Chief Strategy Officer,S - Sale+OE,TTD,$256.49,"-5,838","-$1,497,410","35,382",-14%,2020-01-02 19:39:19,2019-12-30
