,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,TSLA,$4.65,-300,"-$1,396","4,122",-7%,2020-07-14 21:58:41,2020-07-10
1,"Handok, Inc.",10%,P - Purchase,RZLT,$0.12,"+642,654","+$75,607","91,943,587",+1%,2020-07-14 21:56:56,2020-07-06
2,Opaleye Management Inc.,10%,P - Purchase,HROW,$4.97,"+112,700","+$560,133","2,959,000",+4%,2020-07-14 21:45:36,2020-07-10
3,Benioff Marc,"Chair of the Board, CEO",S - Sale+OE,CRM,$187.17,"-15,000","-$2,807,609","30,003,800",0%,2020-07-14 21:27:02,2020-07-14
4,Garcia Thomas,"SVP, GC",S - Sale,DECK,$199.00,"-1,000","-$199,000","20,617",-5%,2020-07-14 21:25:26,2020-07-13
5,Ziebell Mark R,"V. P., GC",S - Sale+OE,CDMO,$6.88,"-3,683","-$25,339","6,829",-35%,2020-07-14 21:25:08,2020-07-13
6,Hart Daniel R,CFO,S - Sale+OE,CDMO,$6.88,"-2,056","-$14,145","17,983",-10%,2020-07-14 21:24:05,2020-07-13
7,Harris Parker,"Co-Founder, CTO",S - Sale+OE,CRM,$187.15,"-5,000","-$935,769","1,992,083",0%,2020-07-14 21:23:44,2020-07-14
8,Isaac Paul J,10%,S - Sale,STXS,$4.38,"-16,514","-$72,331","4,297,676",0%,2020-07-14 21:22:35,2020-07-14
9,Bailey Doug,VP Marketing,S - Sale+OE,POWI,$123.85,-500,"-$61,925","59,361",-1%,2020-07-14 21:13:02,2020-07-13
10,Jurich Lynn Michelle,CEO,S - Sale+OE,RUN,$30.70,"-200,000","-$6,139,832","3,035,640",-6%,2020-07-14 20:37:49,2020-07-13
11,Fenster Edward Harris,COB,S - Sale,RUN,$29.00,"-100,000","-$2,900,454","1,631,942",-6%,2020-07-14 20:37:33,2020-07-10
12,Anevski Peter,"Pres, Chief Fin, Op. Officer",S - Sale+OE,PGNY,$27.73,"-29,384","-$814,934","1,466,135",-2%,2020-07-14 20:36:31,2020-07-10
13,Hill Howard F,Dir,S - Sale+OE,RFIL,$4.50,"-12,339","-$55,581","227,491",-5%,2020-07-14 20:36:04,2020-07-13
14,Kennedy Giulia C,"Chief Scientific, Med Officer",S - Sale+OE,VCYT,$29.66,"-16,738","-$496,478","80,487",-17%,2020-07-14 20:29:03,2020-07-13
15,Epstein Robert S,Dir,S - Sale+OE,VCYT,$29.73,"-10,000","-$297,252",0,-100%,2020-07-14 20:26:31,2020-07-13
16,Isaac Paul J,10%,S - Sale,STXS,$4.23,"-23,818","-$100,750","4,314,190",-1%,2020-07-14 20:23:46,2020-07-13
17,Madden William Christopher,"EVP, FPGA, Silicon Tech",S - Sale+OE,XLNX,$97.10,"-1,192","-$115,743","14,094",-8%,2020-07-14 20:14:51,2020-07-14
18,Bailey Doug,VP Marketing,S - Sale+OE,POWI,$123.97,-500,"-$61,985","59,361",-1%,2020-07-14 20:11:54,2020-07-10
19,"Longitude Capital Partners Iii, LLC",10%,P - Purchase,ETNB,$27.50,"+109,090","+$2,999,975","2,600,877",+4%,2020-07-14 20:11:20,2020-07-10
20,Grunberg Gregory,"Dir, 10%",P - Purchase,ETNB,$27.50,"+109,090","+$2,999,975","2,600,877",+4%,2020-07-14 20:08:31,2020-07-10
21,Isaac Paul J,10%,S - Sale,STXS,$4.14,"-2,450","-$10,143","4,338,008",0%,2020-07-14 20:08:24,2020-07-10
22,Lang Brent D.,"COB, Pres, CEO",S - Sale+OE,VCRA,$21.19,"-14,336","-$303,844","536,434",-3%,2020-07-14 20:00:07,2020-07-13
23,Reintjes Matthew J,"Pres, CEO",S - Sale,YETI,$42.10,"-10,000","-$420,989","417,323",-2%,2020-07-14 19:55:25,2020-07-13
24,Rogers Erica J.,"Pres, CEO",S - Sale+OE,SILK,$45.42,"-20,044","-$910,443","195,451",-9%,2020-07-14 19:26:17,2020-07-13
25,Angus Ted F.,"EVP, GC",S - Sale,AMK,$27.16,"-9,447","-$256,581","168,055",-5%,2020-07-14 19:24:05,2020-07-10
