,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Zumwalt Leanne M,VP,S - Sale,DVA,$85.21,-262,"-$22,325","1,643",-14%,2011-05-18 21:28:33,2011-05-16
1,Kogod Dennis,COO,S - Sale,DVA,$85.52,"-9,375","-$801,736","28,125",-25%,2011-05-18 21:26:37,2011-05-16
2,Thiry Kent J,"COB, Chief Exec. Officer",S - Sale,DVA,$85.71,"-7,695","-$659,571","184,432",-4%,2011-05-18 21:23:49,2011-05-16
3,Karp Jeffrey S,"EVP, EA PLAY Label",S - Sale+OE,ERTS,$23.25,"-2,500","-$58,125","18,920",-12%,2011-05-18 21:23:42,2011-05-18
4,Bene Stephen G,"SVP, GC",S - Sale+OE,ERTS,$23.34,"-8,442","-$197,078","6,700",-56%,2011-05-18 21:22:33,2011-05-18
5,Kauffman Scott L,Dir,P - Purchase,LOOK,$1.90,"+50,000","+$94,954","50,000",New,2011-05-18 21:21:42,2011-05-16
6,McLaughlin Dennis C,"Senior VP, Development",P - Purchase,KOS,$18.00,"+11,000","+$198,000","1,206,803",+1%,2011-05-18 21:18:37,2011-05-16
7,Hayes William S,"Senior VP, GC",P - Purchase,KOS,$18.00,"+1,500","+$27,000","1,546,649",0%,2011-05-18 21:17:48,2011-05-16
8,Dunlevy W Greg,"Exec V.P, CFO",P - Purchase,KOS,$18.00,"+10,000","+$180,000","8,941,155",0%,2011-05-18 21:13:51,2011-05-16
9,Tong Chris,Dir,P - Purchase,KOS,$18.00,"+25,000","+$450,000","38,353",+187%,2011-05-18 21:11:23,2011-05-16
10,Maxted Brian F,"Dir, CEO",P - Purchase,KOS,$18.00,"+10,000","+$180,000","13,466,750",0%,2011-05-18 21:09:27,2011-05-16
11,Kemp John Randolph III,Dir,P - Purchase,KOS,$18.00,"+16,800","+$302,400","753,340",+2%,2011-05-18 21:08:04,2011-05-16
12,Davis Stephen,"EVP, COO",S - Sale,RDEA,$25.52,-335,"-$8,548","19,734",-2%,2011-05-18 21:07:33,2011-05-16
13,Moonves Leslie,"Pres, CEO",S - Sale+OE,CBS,$25.83,"-187,500","-$4,843,425","1,799,147",-9%,2011-05-18 21:05:10,2011-05-16
14,Singh Alok,See Note (5) Below,S - Sale,VR,$31.97,"-121,900","-$3,897,399","5,388,325",-2%,2011-05-18 21:04:27,2011-05-16
15,Ambrosio Anthony G,"EVP, HR, Administration",S - Sale+OE,CBS,$25.87,"-20,387","-$527,452","83,861",-20%,2011-05-18 21:04:08,2011-05-17
16,Assing Fernando Rafael,"SVP, Mrkt, Bus. Dev.",S - Sale,TESO,$17.99,-780,"-$14,033","13,352",-6%,2011-05-18 20:59:53,2011-05-18
17,Rhine Bruce C,Dir,S - Sale,NANO,$15.48,"-1,429","-$22,125","884,890",0%,2011-05-18 20:43:50,2011-05-16
18,Zatta Robert J,"S.V.P,CFO",S - Sale+OE,ROC,$50.30,"-23,227","-$1,168,313","95,109",-20%,2011-05-18 20:32:03,2011-05-16
19,Riordan Thomas,"S.VP, Law, Administration",S - Sale+OE,ROC,$50.32,"-61,605","-$3,099,728","83,004",-43%,2011-05-18 20:31:50,2011-05-16
20,Welch Daniel G,"COB, CEO, Pres",S - Sale,ITMN,$37.36,"-24,255","-$906,284","259,280",-9%,2011-05-18 20:09:46,2011-05-16
21,Smith Willard H Jr,Dir,S - Sale+OE,ESS,$134.26,"-2,500","-$335,650","10,485",-19%,2011-05-18 20:09:10,2011-05-16
22,Wu Tsung Ching,EVP Office of the Pres,S - Sale+OE,ATML,$14.81,"-100,000","-$1,481,465","8,908,865",-1%,2011-05-18 20:08:39,2011-05-16
23,Igdaloff Barry,Dir,P - Purchase,DX,$9.68,"+7,800","+$75,487","316,693",+3%,2011-05-18 20:01:26,2011-05-17
24,Mollusk Holdings LLC,10%,S - Sale,LF,$4.54,"-30,000","-$136,200","3,297,091",-1%,2011-05-18 19:56:01,2011-05-17
25,Gillespie Deirdre,"Pres, CEO",S - Sale+OE,LJPC,$0.02,"-99,166","-$1,587",0,-100%,2011-05-18 19:55:53,2011-05-17
26,Gargus Robert,"SVP, CFO",S - Sale,AMCC,$9.99,"-6,000","-$59,940","103,548",-5%,2011-05-18 19:42:44,2011-05-18
27,Wakelin John,Dir,P - Purchase,NVTL,$5.10,"+4,000","+$20,390","9,856",+68%,2011-05-18 19:40:38,2011-05-17
28,Bradford Williamson Z III,SVP-Clinical Science,S - Sale,ITMN,$37.78,-958,"-$36,193","65,922",-1%,2011-05-18 19:37:59,2011-05-16
29,Schoenbaum Alan,"SVP, GC,, Secretary",S - Sale+OE,RAX,$42.20,"-5,000","-$210,976","118,404",-4%,2011-05-18 19:31:23,2011-05-18
30,Di Nepi Giacomo,"SVP, MD, Europe",S - Sale+OE,ITMN,$37.75,"-39,939","-$1,507,817","24,560",-62%,2011-05-18 19:29:00,2011-05-17
31,Truex Paul F,"Pres, CEO",S - Sale,ANTH,$7.16,"-15,000","-$107,339","783,125",-2%,2011-05-18 19:28:21,2011-05-16
32,Niles Thomas M T,Dir,P - Purchase,JEC,$45.94,+50,"+$2,297","27,050",0%,2011-05-18 19:24:56,2011-05-17
33,Kline John Robert,Pres - EDMC Online Higher Edu,S - Sale,EDMC,$21.91,"-2,500","-$54,775","2,500",-50%,2011-05-18 19:24:09,2011-05-16
34,Molina Edwin,CEO,S - Sale,USVO,$0.02,"-150,000","-$3,000","997,624",-13%,2011-05-18 19:19:23,2011-05-17
35,Leibel Dennis R,Chairman of the Board,S - Sale,MSCC,$22.52,"-1,600","-$36,039","23,596",-6%,2011-05-18 19:18:28,2011-05-18
36,Smith Jeremiah Zachary,"EVP, CFO",P - Purchase,FNRN,$4.50,+141,+$635,"4,103",+4%,2011-05-18 19:16:54,2011-05-18
37,Sigal Elliot,"EVP, CSO, Pres R, D",S - Sale+OE,BMY,$28.90,"-71,535","-$2,067,217","207,409",-26%,2011-05-18 19:12:34,2011-05-16
38,Bromme Michael,SVP of Worldwide Sales,S - Sale,DMAN,$10.20,"-3,024","-$30,839","62,101",-5%,2011-05-18 19:12:14,2011-05-16
39,Orbimed Advisors LLC,"Dir, 10%",S - Sale,ANTH,$8.14,"-181,334","-$1,475,152","3,139,000",-5%,2011-05-18 19:12:01,2011-05-16
40,Bharghavan Vaduvur,Chief Technical Officer,S - Sale+OE,MERU,$18.16,"-17,988","-$326,576",0,-100%,2011-05-18 19:11:08,2011-05-16
41,White Brett T,CFO,S - Sale+OE,MERU,$18.48,"-5,984","-$110,589",0,-100%,2011-05-18 19:10:08,2011-05-16
42,Abu Hakima Ihab,CEO,S - Sale+OE,MERU,$17.74,"-10,000","-$177,401","10,900",-48%,2011-05-18 19:09:15,2011-05-17
43,Lee Stephen R,"EVP, CSO",S - Sale+OE,OSUR,$7.22,"-19,716","-$142,271","162,206",-11%,2011-05-18 18:58:43,2011-05-16
44,Barker Timothy J,CFO,S - Sale+OE,RP,$29.31,"-25,000","-$732,763","150,262",-14%,2011-05-18 18:57:20,2011-05-16
45,King David R,"EVP, Prod Dev, Mgt",S - Sale,JDAS,$33.15,"-8,600","-$285,080","17,263",-33%,2011-05-18 18:57:18,2011-05-16
46,Zommer Nathan,"COB, 10%",S - Sale,IXYS,$13.97,"-10,000","-$139,714","6,692,928",0%,2011-05-18 18:56:56,2011-05-16
47,Fishback Daniel R,"Pres, CEO",S - Sale,DMAN,$10.11,"-54,450","-$550,544","352,475",-13%,2011-05-18 18:56:17,2011-05-16
48,King David R,"EVP, Prod Dev, Mgt",S - Sale,JDAS,$32.92,"-11,379","-$374,555","25,863",-31%,2011-05-18 18:56:10,2011-05-16
49,Williams Margaret Ann,"SVP, R, D",S - Sale,CRAY,$6.45,"-14,907","-$96,126","222,327",-6%,2011-05-18 18:54:27,2011-05-16
50,Moore Michael G,"VP, CFO, Secretary",S - Sale,GPOR,$27.26,-550,"-$14,993","67,550",-1%,2011-05-18 18:54:05,2011-05-16
51,Hatfield Dale N,Dir,S - Sale+OE,CCI,$41.59,"-15,000","-$623,895","52,704",-22%,2011-05-18 18:48:21,2011-05-16
52,Miau Matthew,Dir,S - Sale,SNX,$32.90,"-8,000","-$263,213","10,836,247",0%,2011-05-18 18:48:16,2011-05-17
53,Holland Michael A.,SVP of Information Techn,S - Sale,RUE,$30.83,"-2,300","-$70,909","26,115",-8%,2011-05-18 18:44:46,2011-05-16
54,Christ Charles F,Dir,S - Sale+OE,HILL,$2.67,"-10,000","-$26,715","210,561",-5%,2011-05-18 18:42:33,2011-05-17
55,Aquila Tony,"Pres, CEO",S - Sale+OE,SLH,$57.19,"-64,035","-$3,662,025","439,354",-13%,2011-05-18 18:42:20,2011-05-16
56,Ungaro Peter J,"Pres, CEO",S - Sale,CRAY,$6.45,"-28,125","-$181,361","466,627",-6%,2011-05-18 18:40:22,2011-05-16
57,Harland Clarke Corp.,Former 10% Owner,S - Sale,MITK,$5.60,"-2,142,856","-$11,999,994",0,-100%,2011-05-18 18:39:28,2011-05-16
58,Scott Steven Lee,"SVP, CTO",S - Sale,CRAY,$6.45,"-13,200","-$85,119","130,827",-9%,2011-05-18 18:37:33,2011-05-16
59,Smith Scott W,"EVP, CFO",P - Purchase,VNR,$27.50,"+1,000","+$27,500","70,980",+1%,2011-05-18 18:35:41,2011-05-17
60,Morreale Charles A,"VP, Custom Engineering",S - Sale,CRAY,$6.45,"-8,400","-$54,167","70,185",-11%,2011-05-18 18:34:59,2011-05-16
61,Swienton Gregory T,"COB, CEO",S - Sale+OE,R,$54.70,"-81,250","-$4,444,586","133,876",-38%,2011-05-18 18:34:20,2011-05-16
62,Fields Randall K,CEO,P - Purchase,PCYG,$3.90,+400,"+$1,560","4,643,037",0%,2011-05-18 18:33:55,2011-05-18
63,Spero Benjamin C.,Dir,S - Sale,ACOM,$40.22,"-3,842,177","-$154,513,148","9,561,786",-29%,2011-05-18 18:33:25,2011-05-16
64,Bakshi Ken,Dir,S - Sale,INT,$34.90,"-6,000","-$209,400","39,374",-13%,2011-05-18 18:32:17,2011-05-16
65,Kugel Wayne J,"SVP, Ops, Cust. Support",S - Sale,CRAY,$6.45,"-9,300","-$59,970","64,851",-13%,2011-05-18 18:31:53,2011-05-16
66,Brummel Lisa E,SVP,S - Sale+OE,MSFT,$24.57,"-83,913","-$2,061,813","269,125",-24%,2011-05-18 18:31:34,2011-05-17
67,Perry Rashelle,GC,S - Sale+OE,MMSI,$19.00,"-11,054","-$210,051","5,109",-68%,2011-05-18 18:30:12,2011-05-13
68,Parker Victor E Jr,"Dir, 10%",S - Sale,ACOM,$40.22,"-5,229,701","-$210,312,426","13,014,834",-29%,2011-05-18 18:29:54,2011-05-16
69,Zenoff David B,Dir,P - Purchase,DEPO,$8.02,"+2,300","+$18,446","19,596",+13%,2011-05-18 18:29:16,2011-05-16
70,Williams Christopher Lee,VP HR,S - Sale,XXIA,$16.04,-432,"-$6,927","16,450",-3%,2011-05-18 18:28:56,2011-05-16
71,Hoelzeman Larry Wayne,"VP, Worldwide Sales",S - Sale,CRAY,$6.45,"-3,600","-$23,214","44,737",-7%,2011-05-18 18:28:15,2011-05-16
72,Spectrum Equity Investors V L P,10%,S - Sale,ACOM,$40.22,"-5,329,744","-$214,335,655","13,263,819",-29%,2011-05-18 18:28:02,2011-03-16
73,Pitsiokos Peter,EVP,S - Sale,GYRO,$70.50,"-2,643","-$186,332",7,-100%,2011-05-18 18:27:46,2011-05-16
74,Friedman David R,"GC, SVP, HR",S - Sale+OE,CTXS,$82.46,"-29,986","-$2,472,504","71,151",-30%,2011-05-18 18:26:01,2011-05-16
75,Dipalma Dino,"VP Sales, Business Develop",S - Sale+OE,APKT,$76.48,"-9,500","-$726,551",0,-100%,2011-05-18 18:25:42,2011-05-16
