,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Lin Christiana L,GC,S - Sale,SCOR,$20.00,-600,"-$12,000","73,156",-1%,2011-12-06 21:49:56,2011-12-06
1,Tarpey Kenneth,CFO,S - Sale,SCOR,$20.00,-600,"-$12,000","104,949",-1%,2011-12-06 21:48:51,2011-12-06
2,Rothblatt Martine A,CEO,P - Purchase,UTHR,$42.24,"+12,750","+$538,508","592,756",+2%,2011-12-06 21:35:08,2011-12-05
3,O'Brien Kenneth William,"SVP, Int'l Operations",S - Sale+OE,GCAP,$6.33,"-5,106","-$32,321","7,622",-40%,2011-12-06 21:32:28,2011-12-02
4,Schultz Howard D,"COB, Pres, ceo",S - Sale+OE,SBUX,$44.23,"-893,300","-$39,512,657","19,596,856",-4%,2011-12-06 21:13:02,2011-12-02
5,Howd Thomas C,"SVP, Customer Operations",S - Sale+OE,CTCT,$24.27,"-6,381","-$154,867",651,-91%,2011-12-06 21:11:16,2011-12-05
6,"Becker Drapkin Management, L.P.",Member of a 13(d) 10% Group,P - Purchase,NAVR,$1.64,"+64,300","+$105,298","3,063,748",+2%,2011-12-06 21:06:08,2011-12-02
7,Yost Stephen P,Dir,P - Purchase,MNHN,$3.47,"+3,779","+$13,113","25,779",+17%,2011-12-06 21:05:33,2011-11-28
8,Yu Yang,EVP of Finance,S - Sale,LIWA,$5.42,"-138,000","-$747,974","312,000",-31%,2011-12-06 21:01:49,2011-12-01
9,Swift John D,Dir,P - Purchase,CRC,$1.03,"+1,000","+$1,030","27,746",+4%,2011-12-06 20:53:25,2011-12-02
10,Federico Corrado,Dir,S - Sale+OE,BEBE,$7.75,"-10,625","-$82,344","14,051",-43%,2011-12-06 20:51:01,2011-12-02
11,Landes Paul E,"VP, GM, Consumer Services",S - Sale,GNCMA,$9.75,"-4,422","-$43,115","100,217",-4%,2011-12-06 20:20:49,2011-12-05
12,"Oepw, LLC",10%,P - Purchase,WMGI,$15.19,"+144,826","+$2,199,221","4,935,553",+3%,2011-12-06 19:45:15,2011-12-02
13,Smith James M.,CTO,S - Sale+OE,DLR,$63.57,"-3,884","-$246,912","14,108",-22%,2011-12-06 19:40:18,2011-12-02
14,Kelly David,"SVP, International",S - Sale,RAX,$43.38,"-10,000","-$433,751","52,913",-16%,2011-12-06 19:39:54,2011-12-02
15,Langemeier Jeffrey D,"VP, Controller, Corp, Mids",S - Sale,EROC,$11.00,"-10,000","-$110,000","49,850",-17%,2011-12-06 19:39:06,2011-12-06
16,Irvine Diane M,Former CEO,S - Sale+OE,NILE,$39.60,-200,"-$7,919","51,969",0%,2011-12-06 19:38:36,2011-12-02
17,Yusupov Eduard,Dir,P - Purchase,FXCM,$9.99,"+1,546","+$15,445","42,151",+4%,2011-12-06 19:34:07,2011-12-02
18,Yusupov Eduard,Dir,P - Purchase,FXCM,$9.98,"+15,145","+$151,077","40,605",+59%,2011-12-06 19:33:49,2011-12-02
19,Yusupov Eduard,Dir,P - Purchase,FXCM,$9.97,"+2,492","+$24,845","25,460",+11%,2011-12-06 19:33:31,2011-12-02
20,Yusupov Eduard,Dir,P - Purchase,FXCM,$9.96,"+2,899","+$28,865","22,968",+14%,2011-12-06 19:32:58,2011-12-02
21,Bunger Steven G,"Pres, CEO",S - Sale+OE,MINI,$17.93,"-72,964","-$1,307,931","188,590",-28%,2011-12-06 19:24:45,2011-12-02
22,Murraymetzger Elias Arthur,CFO,S - Sale,AVSR,$0.50,"-12,312","-$6,156","62,600",-16%,2011-12-06 19:24:37,2011-12-06
23,Yanay Eliezer,"Pres, VeriFone Israel",S - Sale+OE,PAY,$44.19,"-10,937","-$483,301","13,214",-45%,2011-12-06 19:20:30,2011-12-05
24,Landgraf John C,EVP,S - Sale+OE,ABT,$54.63,"-53,201","-$2,906,371","105,715",-33%,2011-12-06 19:16:02,2011-12-02
25,"Merrick Ris, LLC",10%,P - Purchase,MRGE,$5.17,"+25,000","+$129,250","32,023,637",0%,2011-12-06 19:15:16,2011-12-02
26,Deal Richard,SVP,S - Sale+OE,FICO,$37.18,"-37,803","-$1,405,424","13,085",-74%,2011-12-06 19:14:37,2011-12-05
27,Wakeham Dirk,Pres,S - Sale+OE,RP,$25.00,-100,"-$2,500","19,669",-1%,2011-12-06 19:12:45,2011-12-02
28,Lenhardt David K,"EVP Store Operations HR, IS",S - Sale+OE,PETM,$49.00,"-30,000","-$1,470,117","146,171",-17%,2011-12-06 19:11:02,2011-12-02
29,Gaulke Michael R,Dir,S - Sale+OE,EXPO,$47.67,"-5,333","-$254,235","94,830",-5%,2011-12-06 19:09:25,2011-12-02
30,Schumacher Laura J,Exec Vice Pres,S - Sale+OE,ABT,$54.60,"-14,363","-$784,284","138,930",-9%,2011-12-06 19:08:34,2011-12-02
31,Pine Bruce Michael,SrVPOperations Mandara Spa LLC,S - Sale,STNR,$46.41,-322,"-$14,944","15,983",-2%,2011-12-06 19:08:23,2011-12-06
32,Fetter Elizabeth A,Dir,S - Sale+OE,QTM,$2.75,"-7,500","-$20,625","138,392",-5%,2011-12-06 18:59:06,2011-12-06
33,Berglund Steven W,"Pres, CEO",S - Sale+OE,TRMB,$45.00,"-19,473","-$876,285","116,530",-14%,2011-12-06 18:56:52,2011-12-05
34,Lazarus Stephen,"Exec. VP, C.F.O.",S - Sale,STNR,$46.53,"-9,348","-$434,974","51,946",-15%,2011-12-06 18:56:24,2011-12-05
35,Hammergren John H,Dir,P - Purchase,HPQ,$28.21,"+1,000","+$28,208","18,041",+6%,2011-12-06 18:56:08,2011-12-02
36,Mollusk Holdings LLC,10%,S - Sale,LF,$5.37,"-30,000","-$161,100","556,450",-5%,2011-12-06 18:54:02,2011-12-06
37,Gauvin Guy,"EVP, Global Services",S - Sale+OE,TLEO,$38.15,"-6,663","-$254,193",911,-88%,2011-12-06 18:42:16,2011-12-05
38,Hudspith William Neil,EVP Worldwide Field Operations,S - Sale+OE,TLEO,$39.32,"-23,035","-$905,785","64,577",-26%,2011-12-06 18:41:51,2011-12-05
39,Gregoire Michael P,"COB, CEO",S - Sale+OE,TLEO,$40.00,"-27,715","-$1,108,600","237,799",-10%,2011-12-06 18:41:24,2011-12-05
40,Helton Sandra L,Dir,P - Purchase,PFG,$24.89,+113,"+$2,813","27,799",0%,2011-12-06 18:27:28,2011-12-02
41,Savory Nigel K,"MD, Europe",S - Sale,EPAY,$22.40,"-1,108","-$24,818","76,391",-1%,2011-12-06 18:25:04,2011-12-05
42,Taylor Robert L,CMO,S - Sale+OE,CBE,$56.41,"-5,700","-$321,534","12,380",-32%,2011-12-06 18:24:18,2011-12-05
43,Lamel IRA J,"EVP, CFO",S - Sale+OE,HAIN,$36.86,"-20,000","-$737,152","36,066",-36%,2011-12-06 18:22:37,2011-12-02
44,Donovan Kevin M,CFO,S - Sale,EPAY,$22.40,-458,"-$10,259","86,550",-1%,2011-12-06 18:20:10,2011-12-05
45,Zaebst Mark L,EVP,S - Sale,LTM,$41.08,"-7,000","-$287,531","120,639",-5%,2011-12-06 18:15:14,2011-12-02
46,Bell Stephen P,SVP,S - Sale,XEC,$70.23,"-5,000","-$351,132","195,000",-3%,2011-12-06 18:15:09,2011-12-06
