,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Klingmann H Lutz,Pres,S - Sale,GQM,$2.87,"-1,000","-$2,870","367,000",0%,2011-12-08 21:33:07,2011-12-08
1,Sexton Dr William P,Dir,S - Sale+OE,MAC,$49.92,"-2,000","-$99,846","8,895",-18%,2011-12-08 21:04:01,2011-12-07
2,Funk Charles N,"Pres, CEO",P - Purchase,MOFG,$14.31,+500,"+$7,155","51,978",+1%,2011-12-08 20:49:54,2011-12-08
3,Waite Charles P Jr,"Dir, 10%",S - Sale,GNOM,$3.09,"-55,420","-$171,342","2,605,220",-2%,2011-12-08 20:45:56,2011-12-07
4,Ovp Venture Partners VI LP,10%,S - Sale,GNOM,$3.09,"-55,420","-$171,342","2,603,554",-2%,2011-12-08 20:45:19,2011-12-07
5,Ward Rob,"Dir, 10%",S - Sale,CSOD,$17.97,"-181,079","-$3,253,369","84,094",-68%,2011-12-08 20:41:43,2011-12-06
6,Meritech Management Associates III L.L.C.,10%,S - Sale,CSOD,$17.95,"-83,800","-$1,504,403","85,835",-49%,2011-12-08 20:41:12,2011-12-06
7,Donohue Richard R,Dir,P - Purchase,MOFG,$14.31,"+1,000","+$14,310","19,697",+5%,2011-12-08 20:31:30,2011-12-08
8,Conrad E. Brad,Chief Accounting Officer,S - Sale+OE,CATM,$27.77,"-6,000","-$166,643","20,219",-23%,2011-12-08 20:27:28,2011-12-06
9,Fields Robert L,Dir,S - Sale,BSRR,$10.20,"-2,000","-$20,400","483,085",0%,2011-12-08 20:16:40,2011-12-06
10,Saylor Michael J,"COB, Pres, CEO, 10%",S - Sale,MSTR,$123.01,"-5,500","-$676,578",0,-100%,2011-12-08 20:07:33,2011-12-07
11,Saylor Michael J,"COB, Pres, CEO, 10%",S - Sale,MSTR,$123.50,"-21,401","-$2,643,061",0,-100%,2011-12-08 20:06:18,2011-12-06
12,Saylor Michael J,"COB, Pres, CEO, 10%",S - Sale+OE,MSTR,$124.57,"-22,147","-$2,758,797",0,-100%,2011-12-08 20:02:46,2011-12-06
13,Nguyen Neil,"Pres, COO",P - Purchase,DGIT,$11.90,"+5,000","+$59,500","5,165",>999%,2011-12-08 20:00:14,2011-12-08
14,Rickey David,Dir,P - Purchase,CYTX,$2.34,"+12,000","+$28,139","261,469",+5%,2011-12-08 19:55:58,2011-12-08
15,Belliveau Vincent,"SVP, GM of EMEA",S - Sale+OE,CSOD,$17.92,"-150,000","-$2,687,947","50,000",-75%,2011-12-08 19:45:35,2011-12-06
16,"Valueact Holdings, L.P.",See remarks,S - Sale,IT,$37.17,"-165,268","-$6,143,472","1,940,134",-8%,2011-12-08 19:43:57,2011-12-06
