,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Miller William G,COB,S - Sale,MLR,$17.93,"-2,000","-$35,860","664,619",0%,2011-06-24 21:01:50,2011-06-23
1,Walt David R,Dir,S - Sale,ILMN,$74.65,"-5,000","-$373,265","1,079,286",0%,2011-06-24 20:11:49,2011-06-22
2,Ramsey James Burr,"SVP Worldwide Sales, Distrib.",S - Sale,N,$37.75,"-2,000","-$75,502","117,686",-2%,2011-06-24 20:07:54,2011-06-22
3,Farrington Deborah A,Dir,S - Sale,N,$38.03,"-33,100","-$1,258,829","1,027,952",-3%,2011-06-24 20:07:36,2011-06-22
4,Lampert Edward S,10%,S - Sale,AZO,$293.14,"-258,934","-$75,902,533","5,135,453",-5%,2011-06-24 19:51:42,2011-06-22
5,Brown Christopher,"Exec.VP, GC",S - Sale+OE,FNSR,$15.88,"-20,853","-$331,118","82,671",-20%,2011-06-24 19:21:55,2011-06-22
6,Crowley William C,Dir,S - Sale,AZO,$293.14,-728,"-$213,407","29,969",-2%,2011-06-24 19:16:24,2011-06-22
7,Franklin Mountain Investments Limited Partnership,10%,S - Sale,WNR,$17.02,"-85,000","-$1,446,782","18,424,581",0%,2011-06-24 19:10:33,2011-06-23
8,Foster Paul L,"COB of BOD, Exec. Chair, 10%",S - Sale,WNR,$17.02,"-127,500","-$2,170,179","27,020,440",0%,2011-06-24 19:09:46,2011-06-23
9,Dalke Gary R,CFO,S - Sale,WNR,$17.17,"-20,000","-$343,304","168,510",-11%,2011-06-24 19:08:56,2011-06-22
10,Duggan Robert W,"COB, CEO, 10%",P - Purchase,PCYC,$8.85,"+678,000","+$6,000,300","14,016,492",+5%,2011-06-24 19:04:44,2011-06-21
11,Galanti Livio,EVP,S - Sale+OE,FOSL,$114.75,"-8,180","-$938,655","15,544",-34%,2011-06-24 19:00:35,2011-06-24
12,Smith Nadine C,"VP, Interim CFO",P - Purchase,LCTZ,$0.55,"+2,200","+$1,210","2,748,800",0%,2011-06-24 18:54:07,2011-06-22
13,Bhagat Vinay K.,Chief Strategy Officer,S - Sale,CNVO,$10.53,"-3,000","-$31,594","173,600",-2%,2011-06-24 18:20:43,2011-06-22
14,Marciano Maurice,"COB, 10%",S - Sale+OE,GES,$42.20,"-965,850","-$40,759,109","14,430,662",-6%,2011-06-24 18:06:04,2011-06-22
