,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Plumb Spencer G,"Pres, COO",P - Purchase,EXL,$9.75,+500,"+$4,875","95,944",+1%,2011-09-23 20:57:54,2011-09-22
1,Culhane Mark,"EVP, CFO",S - Sale,DMAN,$5.71,"-11,435","-$65,305","268,385",-4%,2011-09-23 20:22:31,2011-09-22
2,Lin Robert,Dir,P - Purchase,NTSC,$5.34,"+3,900","+$20,825","170,435",+2%,2011-09-23 20:14:55,2011-09-23
3,Williams Tryon M,"Exec COB, 10%",P - Purchase,BNGOF,$0.11,"+25,000","+$2,750","18,265,023",0%,2011-09-23 20:12:14,2011-09-21
4,Chou Francis S M,10%,P - Purchase,OSTK,$9.50,"+15,000","+$142,500","2,825,935",+1%,2011-09-23 20:10:55,2011-09-21
5,Aharonyan Bedros,"Pres, Cal First Natl Bank",S - Sale,CFNB,$12.85,"-7,716","-$99,151",100,-99%,2011-09-23 20:10:37,2010-12-16
6,Katzman Chaim,"COB, 10%",P - Purchase,EQY,$15.86,"+231,400","+$3,669,369","53,213,136",0%,2011-09-23 19:55:06,2011-09-21
7,Bianco James A,CEO,S - Sale,CTIC,$1.05,"-76,041","-$79,919","2,172,298",-3%,2011-09-23 19:52:13,2011-09-21
8,Sph Group Holdings LLC,10%,P - Purchase,ADPT,$2.72,"+20,000","+$54,400","40,080,672",0%,2011-09-23 19:50:45,2011-09-21
9,Sph Group Holdings LLC,10%,P - Purchase,HNH,$11.43,"+79,000","+$902,970","7,014,736",+1%,2011-09-23 19:50:00,2011-09-21
10,Carter Dwayne,Dir,P - Purchase,PFLC,$4.00,"+1,000","+$4,000","6,490",+18%,2011-09-23 19:21:32,2011-09-16
11,Miller William G. II,Pres,S - Sale,MLR,$17.11,"-1,000","-$17,110","94,739",-1%,2011-09-23 19:17:27,2011-09-22
12,Miller William G,COB,S - Sale,MLR,$17.11,"-4,000","-$68,440","539,319",-1%,2011-09-23 19:16:26,2011-09-22
13,Stallings Thomas J,CEO,S - Sale+OE,ESIC,$4.09,"-3,250","-$13,291","125,000",-3%,2011-09-23 19:15:24,2011-09-23
14,Deuel Teresa A,"EVP Product Dev, Cust Support",S - Sale+OE,ESIC,$4.20,"-3,000","-$12,600","20,000",-13%,2011-09-23 19:13:31,2011-09-23
15,Collazo Jose A,Dir,P - Purchase,CLWR,$2.75,"+36,000","+$99,000","121,890",+42%,2011-09-23 19:00:46,2011-08-26
16,Baker Robert M,SECRETARY,S - Sale,GGRN,$0.15,"-556,440","-$85,222","6,882,960",-7%,2011-09-23 18:58:20,2010-03-11
17,Sewell D Bruce,"SVP, Gen'l Counsel, Secretary",S - Sale+OE,AAPL,$403.77,"-13,572","-$5,479,949",70,-99%,2011-09-23 18:50:43,2011-09-22
18,Solomon Glenn,Dir,P - Purchase,QNST,$10.42,"+25,572","+$266,489","2,742,668",+1%,2011-09-23 18:49:58,2011-09-21
19,Slattery Joseph P,"Exec VP, CFO",P - Purchase,TSON,$3.25,"+15,000","+$48,750","57,994",+35%,2011-09-23 18:48:12,2011-09-21
20,Lin Robert,Dir,P - Purchase,NTSC,$5.50,"+1,000","+$5,500","166,535",+1%,2011-09-23 18:47:39,2011-09-22
21,Tringali Donald J,Dir,P - Purchase,NTSC,$5.55,"+1,300","+$7,220","139,474",+1%,2011-09-23 18:46:14,2011-09-22
22,Cohen Aaron,"SR. VICE PRES, 10%",P - Purchase,NTSC,$5.50,"+1,000","+$5,500","1,321,861",0%,2011-09-23 18:44:55,2011-09-23
23,"Luxor Capital Group, LP",10%,P - Purchase,SRCH,$1.16,"+675,000","+$784,888","6,814,967",+11%,2011-09-23 18:40:09,2011-09-21
24,Ferguson Roger C,Dir,S - Sale,FNSR,$21.75,"-1,459","-$31,734","16,092",-8%,2011-09-23 18:38:13,2011-09-21
25,Winfield John V,10%,S - Sale,AQQ,$14.97,"-23,500","-$351,837","352,074",-6%,2011-09-23 18:28:29,2011-09-21
26,Simpson David J,Dir,P - Purchase,TSON,$3.25,"+50,000","+$162,500","60,000",+500%,2011-09-23 18:16:25,2011-09-21
27,"Atv Associates Vii, L.L.C.",10%,P - Purchase,TSON,$3.25,"+1,000,000","+$3,250,000","3,087,906",+48%,2011-09-23 18:15:50,2011-09-21
28,Carusi Michael A,Dir,P - Purchase,TSON,$3.25,"+1,000,000","+$3,250,000","3,083,950",+48%,2011-09-23 18:10:54,2011-09-21
29,Frost Phillip Md Et Al,"Dir, 10%",P - Purchase,PBTH,$4.00,"+100,000","+$400,000","11,294,935",+1%,2011-09-23 18:09:15,2011-09-22
30,Fares Fuad,Dir,S - Sale,PBTH,$4.00,"-300,000","-$1,200,000","1,164,905",-20%,2011-09-23 18:08:16,2011-09-22
31,Fribourg Paul J,Dir,P - Purchase,APO,$10.44,"+19,000","+$198,363","37,543",+102%,2011-09-23 17:54:31,2011-09-22
32,Smith Graham,CFO,S - Sale+OE,CRM,$117.84,"-1,000","-$117,840","14,145",-7%,2011-09-23 17:53:09,2011-09-23
33,Koplow Hilarie A.,"EVP, Worldwide Sales",S - Sale+OE,CRM,$120.34,-500,"-$60,170","23,986",-2%,2011-09-23 17:51:41,2011-09-22
34,Amster John A,CEO,S - Sale,RPXC,$19.57,"-394,267","-$7,715,805","2,326,743",-14%,2011-09-23 17:51:36,2011-09-21
35,Barker Geoffrey T,COO,S - Sale,RPXC,$19.57,"-394,267","-$7,715,805","2,948,864",-12%,2011-09-23 17:49:43,2011-09-21
36,Quatmann Edmund L Jr,GC,P - Purchase,ISLE,$5.00,"+2,000","+$10,000","78,439",+3%,2011-09-23 17:46:44,2011-09-22
37,Linde Hendrik,SVP; GM,S - Sale,RPXC,$19.57,"-25,273","-$494,593","233,339",-10%,2011-09-23 17:45:51,2011-09-21
38,Spiegel Adam C,"CFO; SVP, Finance; Treasurer",S - Sale,RPXC,$19.57,"-126,402","-$2,473,687","234,115",-35%,2011-09-23 17:44:31,2011-09-21
39,Zur Eran,Pres,S - Sale,RPXC,$19.57,"-295,701","-$5,786,869","2,547,430",-10%,2011-09-23 17:43:20,2011-09-21
40,Stock Anna,COO,P - Purchase,HEMA,$0.28,"+10,000","+$2,800","20,530",+95%,2011-09-23 17:39:52,2011-09-14
41,Van Der Tuuk Terry,Dir,P - Purchase,HEMA,$0.28,"+100,000","+$28,000","682,000",+17%,2011-09-23 17:39:49,2011-09-15
42,Gerber Steven B,"Dir, 10%",P - Purchase,HEMA,$0.28,"+250,000","+$70,000","1,150,000",+28%,2011-09-23 17:39:47,2011-09-14
43,Simmons Harold C,10%,P - Purchase,CIX,$12.50,+986,"+$12,325","1,159,458",0%,2011-09-23 17:39:12,2011-09-23
44,Steffenhagen Julian,Dir,P - Purchase,HEMA,$0.28,"+50,000","+$14,000","65,000",+333%,2011-09-23 17:38:03,2011-09-14
45,Bacerra Lisa Beth,"C.F.O., Corp. Secretary",P - Purchase,HEMA,$0.28,"+5,000","+$1,400","5,000",New,2011-09-23 17:38:00,2011-09-14
46,Van Der Wal Pete,"Pres, C.E.O.",P - Purchase,HEMA,$0.28,"+178,571","+$50,000","269,480",+196%,2011-09-23 17:37:58,2011-09-14
47,Simmons Harold C,"COB, CEO, 10%",P - Purchase,NL,$12.42,"+26,205","+$325,572","42,053,070",0%,2011-09-23 17:34:22,2011-09-23
48,"Delphi Management Partners Viii, L.L.C.",10%,P - Purchase,TSON,$3.25,"+1,538,461","+$4,999,998","2,282,172",+207%,2011-09-23 17:33:42,2011-09-21
49,Fairfax Daniel W,"CFO, VP of Finance",S - Sale,BRCD,$4.01,"-12,000","-$48,130","289,064",-4%,2011-09-23 17:33:17,2011-09-22
50,Seidman Lawrence B,"Dir, 10%",P - Purchase,CNBC,$9.01,"+15,000","+$135,205","3,730,818",0%,2011-09-23 17:32:57,2011-09-21
51,Weagley Anthony,"Pres, CEO",P - Purchase,CNBC,$9.00,+50,+$450,"42,295",0%,2011-09-23 17:31:37,2011-09-21
52,Gangemi Joseph D,"VP, Corporate Secretary",P - Purchase,CNBC,$9.00,+50,+$450,"3,214",+2%,2011-09-23 17:30:11,2011-09-21
53,Compton Kenneth E,Dir,S - Sale,AEA,$8.19,"-47,761","-$390,986","388,421",-11%,2011-09-23 17:27:45,2011-09-16
54,Simmons Harold C,"COB, 10%",P - Purchase,VHI,$51.00,"+10,000","+$510,000","107,637,921",0%,2011-09-23 17:27:35,2011-09-23
55,Dickey Lewis W Sr,10%,P - Purchase,CMLS,$2.82,"+149,182","+$420,984","7,378,440",+2%,2011-09-23 17:20:28,2011-09-21
56,Phronesis Partners L P,10%,S - Sale,QMDT,$0.33,"-14,200","-$4,720","13,240,986",0%,2011-09-23 17:18:20,2011-09-13
57,Mitchell Donn R II,Chief Administrative Officer,P - Purchase,ISLE,$4.58,"+10,000","+$45,814","94,220",+12%,2011-09-23 17:17:10,2011-09-22
58,Hatsopoulos George N,"Dir, 10%",P - Purchase,ADGE,$1.23,"+8,961","+$11,016","6,766,786",0%,2011-09-23 17:15:25,2011-09-21
59,Cagan Laird Q,Dir,S - Sale,EPM,$7.12,"-5,000","-$35,600","67,402",-7%,2011-09-23 17:13:15,2011-09-21
60,Gambrel Alan Thompson,SVP-HR,S - Sale+OE,THS,$60.00,"-5,000","-$300,000","8,499",-37%,2011-09-23 17:08:25,2011-09-22
61,Stoner Thomas H Jr.,Dir,P - Purchase,EEE,$0.98,"+50,000","+$49,000","510,360",+11%,2011-09-23 17:05:48,2011-09-22
62,Bunka Christopher,"COB, CEO, Pres, 10%",P - Purchase,LXRP,$0.35,"+11,000","+$3,845","4,488,345",0%,2011-09-23 17:05:37,2011-09-23
63,Warrell Raymond P Jr,"COB, Chief Exec Officer",S - Sale+OE,GNTA,$0.00,"-16,778,523","-$28,368","2,147,483,647",0%,2011-09-23 17:03:56,2011-09-21
64,Eide Robert J,Former director,S - Sale,LTS,$1.53,"-81,808","-$125,496","33,069",-71%,2011-09-23 17:03:23,2011-09-21
65,"Interwest Partners Ix, LP",10%,P - Purchase,TSPT,$7.24,"+217,228","+$1,573,122","1,983,884",+12%,2011-09-23 17:02:59,2011-09-21
66,"Interwest Management Partners Ix, LLC",10%,P - Purchase,TSPT,$7.24,"+217,228","+$1,573,122","1,983,884",+12%,2011-09-23 17:02:57,2011-09-21
67,Watson Steven L,"Vice COB, CEO",P - Purchase,KRO,$17.64,"+2,000","+$35,280","72,652",+3%,2011-09-23 17:02:42,2011-09-23
68,Ball Antony C,Dir,P - Purchase,UEPS,$6.36,"+13,326","+$84,756","20,886",+176%,2011-09-23 17:00:00,2011-09-21
69,Icahn Carl C,"Dir, 10%",P - Purchase,ARII,$15.14,"+57,000","+$862,790","11,746,798",0%,2011-09-23 16:56:27,2011-09-21
70,Loewe L Eric,GC,S - Sale+OE,INSW,$5.55,"-5,000","-$27,740","23,595",-17%,2011-09-23 16:56:23,2011-09-21
71,Carroll Daniel J Jr,Dir,P - Purchase,PLL,$41.41,"+4,000","+$165,640","10,000",+67%,2011-09-23 16:50:37,2011-09-22
72,Otterbach P David,Dir,P - Purchase,FEEL,$0.00,"+1,000,000",+$100,"1,124,200",+805%,2011-09-23 16:49:20,2011-09-06
73,Short Johnathan H,"SVP, Gen. Coun., Corp. Sec.",S - Sale+OE,ICE,$122.53,"-1,350","-$165,416","14,584",-8%,2011-09-23 16:48:12,2011-09-23
74,Hofmeister John,Dir,P - Purchase,LUFK,$59.00,"+1,000","+$59,000","2,000",+100%,2011-09-23 16:39:18,2011-09-22
75,Holster Robert M,Dir,S - Sale,HMSY,$26.19,"-18,000","-$471,432","349,173",-5%,2011-09-23 16:38:14,2011-08-31
76,Ebrahimi Farhad Fred,10%,P - Purchase,NUT,$2.40,"+11,200","+$26,880","3,084,848",0%,2011-09-23 16:36:52,2011-09-22
77,Leone Douglas M,Dir,P - Purchase,ARUN,$19.44,"+660,069","+$12,831,825","543,430",-566%,2011-09-23 16:36:39,2011-09-22
78,Mbia Inc,Parent of Inv. Adv. See Foot.1,S - Sale,BDF,$18.47,"-32,170","-$594,158","290,635",-10%,2011-09-23 16:35:55,2011-09-21
79,Wasserman Adam,Dir,P - Purchase,CDII,$0.85,"+14,000","+$11,900","40,667",+52%,2011-09-23 16:35:16,2011-09-23
