,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Lebda Douglas R,"COB, CEO, 10%",P - Purchase,TREE,$17.42,"+2,871","+$50,013","1,970,744",0%,2014-04-18 20:11:33,2012-12-26
1,Ferrari John Maxim,CFO,S - Sale+OE,UTHR,$96.20,"-10,000","-$962,000",407,-96%,2014-04-18 20:09:30,2014-04-17
2,Moyer James C,Dir,S - Sale,MPWR,$35.90,"-17,000","-$610,361","1,068,584",-2%,2014-04-18 20:05:28,2014-04-16
3,Mahon Paul A,"EVP, GC",S - Sale+OE,UTHR,$98.37,"-6,000","-$590,192","34,832",-15%,2014-04-18 20:05:16,2014-04-17
4,Rothblatt Martine A,CEO,S - Sale+OE,UTHR,$98.48,"-9,066","-$892,812","533,400",-2%,2014-04-18 19:58:17,2014-04-17
5,Botein Matthew,Dir,S - Sale+OE,PFSI,$16.41,"-11,100","-$182,134","60,259",-16%,2014-04-18 19:28:43,2014-04-16
6,Empeiria Investors LLC,10%,P - Purchase,IRIG,$105.84,"+5,000","+$529,200","5,000",New,2014-04-18 19:26:06,2014-04-16
7,Cope Stephen Dewayne,"Dir, 10%",S - Sale,IRIG,$105.84,"-5,000","-$529,200",0,-100%,2014-04-18 19:23:17,2014-04-16
8,Reynolds Michael,CFO,P - Purchase,PCBK,$14.11,+379,"+$5,348",379,New,2014-04-18 19:16:19,2014-04-18
9,Hogan Casey Ray,CCO,P - Purchase,PCBK,$14.11,+379,"+$5,348",379,New,2014-04-18 19:02:25,2014-04-18
10,Kuba Shaul,"Dir, 10%",P - Purchase,PMCT,$4.62,"+22,300","+$102,977","22,301,003",0%,2014-04-18 18:58:02,2014-04-17
11,Shemesh Avraham,"Dir, 10%",P - Purchase,PMCT,$4.62,"+22,300","+$102,977","22,301,003",0%,2014-04-18 18:57:48,2014-04-17
12,Ressler Richard S,"Dir, 10%",P - Purchase,PMCT,$4.62,"+22,300","+$102,977","22,301,003",0%,2014-04-18 18:57:36,2014-04-17
13,"Cim Service Provider, LLC",Member of 10% Owner Group,P - Purchase,PMCT,$4.62,"+22,300","+$102,977","301,000",+8%,2014-04-18 18:57:23,2014-04-17
14,Hagstrom Mitchell,CBO,P - Purchase,PCBK,$14.11,+775,"+$10,935",775,New,2014-04-18 18:45:49,2014-04-18
15,Gower Bob G,Dir,P - Purchase,MILL,$5.25,"+10,000","+$52,500","75,000",+15%,2014-04-18 18:28:47,2014-04-17
16,Busse Roger S,COO,P - Purchase,PCBK,$14.11,"+1,813","+$25,581","1,813",New,2014-04-18 18:26:39,2014-04-18
17,Hahn Eric,Chairman,S - Sale,PFPT,$29.21,"-10,000","-$292,095","748,690",-1%,2014-04-18 18:24:36,2014-04-15
18,Pitts David L.,"VP, Chief Accounting Officer",S - Sale,CRZO,$54.00,"-5,000","-$270,000","15,825",-24%,2014-04-18 18:20:58,2014-04-17
19,Brown Hal,CEO,P - Purchase,PCBK,$14.11,"+1,999","+$28,206","1,999",New,2014-04-18 18:06:35,2014-04-18
20,Zimmerman Robert G,"SVP, International",S - Sale+OE,WAG,$66.07,"-26,201","-$1,731,100","55,452",-32%,2014-04-18 17:59:04,2014-04-16
21,Ryan Jason,"SVP, Finance",S - Sale+OE,FMI,$26.36,"-3,541","-$93,335",0,-100%,2014-04-18 17:47:25,2014-04-16
22,Miller Vincent A.,Chief Medical Officer,S - Sale,FMI,$26.86,"-30,000","-$805,728","120,000",-20%,2014-04-18 17:42:11,2014-04-16
23,Cerda Clarissa,SEE REMARKS,S - Sale+OE,LOCK,$15.69,"-3,000","-$47,070","12,500",-19%,2014-04-18 17:21:46,2014-04-16
24,Power Chris G,CFO,S - Sale+OE,LOCK,$15.71,"-4,000","-$62,840","23,333",-15%,2014-04-18 17:21:04,2014-04-17
25,Roady Samantha,CMO,S - Sale+OE,GCAP,$10.01,"-38,000","-$380,338","80,650",-32%,2014-04-18 17:16:09,2014-04-16
26,Weinstein Hal,"EVP Sales, Marketing",S - Sale+OE,WAIR,$21.22,"-40,000","-$848,672","94,776",-30%,2014-04-18 17:01:15,2014-04-16
27,Dolan Raymond P,Dir,S - Sale+OE,AMT,$83.00,"-10,000","-$830,000","9,059",-52%,2014-04-18 17:00:22,2014-04-17
28,Furlong Daniel R,"Chief Operations Officer, 10%",S - Sale,JGPK,$0.85,"-2,900","-$2,465","3,505,702",0%,2014-04-18 16:53:40,2014-04-17
29,Keywell Bradley A,Dir,S - Sale,ECHO,$16.88,"-35,000","-$590,856","1,153,218",-3%,2014-04-18 16:30:14,2014-04-16
30,Boone Karen,CFO,S - Sale+OE,RH,$64.30,"-14,000","-$900,200",0,-100%,2014-04-18 16:21:37,2014-04-16
31,Xu Haoying (Wilson),"SVP, Engineering",S - Sale,PANW,$65.87,"-6,500","-$428,160","192,988",-3%,2014-04-18 16:13:21,2014-04-15
32,Gilbert Jarobin Jr,Dir,S - Sale,FL,$45.42,"-3,000","-$136,260","33,542",-8%,2014-04-18 16:12:03,2014-04-17
33,Hall David,"Dir, 10%",S - Sale,PCCC,$20.52,"-9,091","-$186,564","7,816,896",0%,2014-04-18 16:05:27,2014-04-16
34,Hundt Reed E,Dir,S - Sale,INTC,$26.99,"-18,570","-$501,204","65,518",-22%,2014-04-18 16:01:18,2014-04-17
35,Frank Ronald L,Exec VP of Finance,P - Purchase,EEI,$9.43,+900,"+$8,487","206,971",0%,2014-04-18 15:51:28,2014-04-17
36,McFarlane Dorcas H,Dir,S - Sale,CVGW,$34.41,-500,"-$17,205","122,521",0%,2014-04-18 15:50:52,2014-04-14
37,Kahane Stephen N,"Pres, Enterprise Services",S - Sale,ATHN,$143.96,"-10,000","-$1,439,639","69,285",-13%,2014-04-18 15:46:53,2014-04-16
38,Rosinus Edward M,Dir,P - Purchase,HBKA,$3.50,"+1,429","+$5,002","1,429",New,2014-04-18 15:25:49,2014-04-16
39,Kaseff Gary L,Dir,S - Sale,EMMS,$3.29,"-34,600","-$113,918","276,399",-11%,2014-04-18 15:22:26,2014-04-16
40,Heumann E Nelson,Dir,P - Purchase,BAGL,$15.46,"+5,000","+$77,300","49,580",+11%,2014-04-18 15:21:29,2014-04-17
