,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Ortigas-Wedekind Marga,"VP, Marketing",S - Sale+OE,OMCL,$28.82,"-28,369","-$817,645","165,467",-15%,2014-03-13 21:16:45,2014-03-10
1,Weiden David,Dir,S - Sale+OE,RNG,$21.50,"-97,955","-$2,106,033",0,-100%,2014-03-13 21:16:04,2014-03-11
2,"Khosla Ventures Ii, L.P.",10%,S - Sale+OE,RNG,$21.50,"-275,000","-$5,912,500",0,-100%,2014-03-13 21:15:36,2014-03-11
3,Av Partners IX LLC,10%,S - Sale,SALE,$37.95,"-20,000","-$759,010","7,628,163",0%,2014-03-13 21:05:02,2014-03-12
4,Ball Charles Thomas,"Dir, 10%",S - Sale,SALE,$37.95,"-20,000","-$759,010","7,628,163",0%,2014-03-13 21:03:38,2014-03-12
5,Av Partners IX LLC,10%,S - Sale,SALE,$37.95,"-20,000","-$759,010",0,-100%,2014-03-13 21:02:40,2014-03-12
6,McCall Patricia H,"VP, GC",S - Sale+OE,AVGO,$64.00,"-5,565","-$356,183","36,133",-13%,2014-03-13 20:49:54,2014-03-13
7,Maslowski Anthony E.,CFO,S - Sale+OE,AVGO,$63.82,"-2,500","-$159,557","63,668",-4%,2014-03-13 20:48:35,2014-03-13
8,Ambrosio Anthony G,"Sr.EVP Chief Admin, HR Ofcr",S - Sale+OE,CBS,$66.33,"-13,510","-$896,122","167,412",-7%,2014-03-13 20:48:25,2014-03-11
9,Baldwin Brad,Dir,S - Sale,CLRO,$11.53,"-3,300","-$38,037","83,866",-4%,2014-03-13 20:46:05,2014-03-11
10,Schroeder Guido,"SVP, Products",S - Sale,SPLK,$85.77,"-1,352","-$115,960","113,430",-1%,2014-03-13 20:44:46,2014-03-11
11,Tan Hock E,"Pres, CEO",S - Sale,AVGO,$63.63,"-56,059","-$3,567,164","214,774",-21%,2014-03-13 20:43:31,2014-03-13
12,Barris Peter J,10%,S - Sale,DATA,$90.85,"-120,227","-$10,922,274",0,-100%,2014-03-13 20:43:14,2014-03-07
13,Hoch James E.,SVP of Software Development,S - Sale,EXA,$15.00,-700,"-$10,500","36,841",-2%,2014-03-13 20:42:56,2014-03-11
14,Shattuck Mayo A III,Dir,S - Sale+OE,GPS,$41.13,"-2,000","-$82,252","71,401",-3%,2014-03-13 20:42:41,2014-03-12
15,Crum Christopher C,"SVP, Sales",S - Sale+OE,HAWK,$27.81,"-3,400","-$94,556",0,-100%,2014-03-13 20:40:03,2014-03-11
16,Simmons Sabrina,EVP CFO,S - Sale+OE,GPS,$41.07,"-52,447","-$2,153,762",0,-100%,2014-03-13 20:39:40,2014-03-12
17,Hakimoglu Zeynep,"Pres, CEO",S - Sale,CLRO,$11.73,"-18,248","-$213,980","109,128",-14%,2014-03-13 20:37:51,2014-03-11
18,Sommer Steven R,"SVP, CMO",S - Sale,SPLK,$85.76,"-1,922","-$164,832","477,695",0%,2014-03-13 20:33:27,2014-03-11
19,Stein Leonard R,"SVP, GC, Sec.",S - Sale,SPLK,$85.82,"-1,352","-$116,033","86,422",-2%,2014-03-13 20:32:33,2014-03-11
20,Conte David F,"SVP, CFO",S - Sale,SPLK,$85.78,"-1,352","-$115,976","108,648",-1%,2014-03-13 20:31:27,2014-03-11
21,Schodorf Thomas E,"SVP, Field Operations",S - Sale+OE,SPLK,$85.56,"-8,330","-$712,693","254,581",-3%,2014-03-13 20:30:29,2014-03-11
22,Schodorf Thomas E,"SVP, Field Operations",S - Sale+OE,SPLK,$92.02,"-7,000","-$644,140","258,911",-3%,2014-03-13 20:29:11,2014-03-04
23,Richards James D.,SVP,S - Sale,GVA,$37.73,"-6,500","-$245,263","20,480",-24%,2014-03-13 20:04:20,2014-03-13
24,Quintana Julio M,"Pres, CEO",S - Sale+OE,TESO,$17.00,"-12,252","-$208,284","216,031",-5%,2014-03-13 20:02:17,2014-03-13
25,Paczuski Dariusz,"VP, Marketing, Products",S - Sale,TNAV,$6.35,"-10,924","-$69,371",0,-100%,2014-03-13 20:01:45,2014-03-12
26,Patrick N Edward Jr,VP - Underwriting,S - Sale,SAFT,$53.64,"-2,336","-$125,300","84,520",-3%,2014-03-13 19:51:36,2014-03-12
27,Theis Robert I,Dir,S - Sale+OE,RNG,$21.50,"-331,922","-$7,136,323",0,-100%,2014-03-13 19:49:43,2014-03-11
28,Williams Jennifer Anne,"SVP, HR",S - Sale,GNMK,$12.17,"-2,050","-$24,940","215,218",-1%,2014-03-13 19:46:06,2014-03-11
29,Hawkins Jeffrey Alan,"SVP, Global Marketing, PM",S - Sale,GNMK,$12.17,"-1,685","-$20,500","106,129",-2%,2014-03-13 19:45:54,2014-03-11
30,Gleeson Michael,"SVP, North American Com. Ops.",S - Sale,GNMK,$12.17,"-2,050","-$24,940","179,027",-1%,2014-03-13 19:45:42,2014-03-11
31,Massarany Hany,"Pres, CEO",S - Sale,GNMK,$12.17,"-4,670","-$56,815","503,900",-1%,2014-03-13 19:45:31,2014-03-11
32,Stier Eric,"SVP, GC",S - Sale,GNMK,$12.17,"-1,060","-$12,896","28,977",-4%,2014-03-13 19:45:18,2014-03-11
33,Slansky Richard B,CFO,S - Sale,GNMK,$12.17,"-1,680","-$20,439","111,836",-1%,2014-03-13 19:45:05,2014-03-11
34,Kayyem Jon Faiz,"SVP, Research, Development",S - Sale,GNMK,$12.17,"-1,220","-$14,843","843,357",0%,2014-03-13 19:44:53,2014-03-11
