,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Sanofi,10%,P - Purchase,REGN,$332.51,"+241,818","+$80,405,733","17,393,309",+1%,2014-03-10 21:52:15,2014-03-07
1,Sanofi,10%,P - Purchase,REGN,$328.72,"+150,277","+$49,399,202","17,151,491",+1%,2014-03-10 21:51:05,2014-03-06
2,Hodgman John,"EVP-Finance, CFO",S - Sale,ITMN,$31.75,"-3,631","-$115,284","22,654",-14%,2014-03-10 21:33:08,2014-03-06
3,Weatherford Clifton Thomas,Dir,S - Sale+OE,GWRE,$55.00,"-9,903","-$544,682","52,222",-16%,2014-03-10 21:23:47,2014-03-06
4,Narine Jeenarine,"Dir, 10%",S - Sale,ELTP,$0.77,"-1,824,500","-$1,407,330","21,117,618",-8%,2014-03-10 21:09:09,2014-03-06
5,Clark Maxine,Dir,S - Sale+OE,BBW,$9.00,"-36,234","-$326,106","1,593,301",-2%,2014-03-10 21:09:06,2014-03-06
6,Still George J Jr,Dir,S - Sale+OE,WDAY,$103.06,"-35,000","-$3,606,972","203,402",-15%,2014-03-10 21:06:08,2014-03-07
7,Nigalaye Ashok G,"Chief Scientific Officer, 10%",S - Sale,ELTP,$0.77,"-1,824,500","-$1,407,330","34,647,869",-5%,2014-03-10 20:59:43,2014-03-06
8,Gregg Terrance H,CEO,S - Sale+OE,DXCM,$47.82,"-20,500","-$980,320","1,119,976",-2%,2014-03-10 20:51:21,2014-03-06
9,Bienaime Jean Jacques,Dir,S - Sale,PTLA,$25.15,"-1,000","-$25,150","1,706",-37%,2014-03-10 20:50:30,2014-03-06
10,Bienaime Jean Jacques,Dir,P - Purchase,PTLA,$14.50,"+2,000","+$29,000","2,000",New,2014-03-10 20:47:36,2013-05-22
11,Epic Pharma LLC,10%,S - Sale,ELTP,$0.77,"-1,824,500","-$1,407,330","67,908,599",-3%,2014-03-10 20:47:28,2014-03-06
12,Drexinger James F.,See Remarks,S - Sale,STCK,$21.31,"-20,000","-$426,217","250,455",-7%,2014-03-10 20:46:50,2014-03-07
13,Wickersham Grover T,Dir,P - Purchase,SANW,$6.63,"+35,000","+$232,050","464,379",+8%,2014-03-10 20:41:49,2014-03-06
14,"Epic Investments, LLC",10%,S - Sale,ELTP,$0.77,"-1,824,500","-$1,407,330","67,908,599",-3%,2014-03-10 20:32:00,2014-03-06
15,Bradbury Daniel,Dir,S - Sale+OE,ILMN,$175.10,"-2,100","-$367,707","9,924",-17%,2014-03-10 20:30:36,2014-03-06
16,Ronaghi Mostafa,"SVP, CTO",S - Sale+OE,ILMN,$179.31,"-10,000","-$1,793,083","28,604",-26%,2014-03-10 20:30:25,2014-03-06
17,Asensio Ashton Derby,Dir,S - Sale+OE,SNAK,$12.85,"-8,290","-$106,502","22,983",-27%,2014-03-10 20:25:57,2014-03-06
18,Gessow Andrew J,Dir,P - Purchase,COUP,$16.00,"+53,125","+$850,000","53,125",New,2014-03-10 20:16:09,2014-03-06
19,Traverso Kenneth M,"VP, GM Newborn Care",S - Sale,BABY,$27.60,"-8,932","-$246,523","142,914",-6%,2014-03-10 20:14:42,2014-03-06
20,Taniguchi Glenn G,"SVP-Marketing, Sales",S - Sale,HA,$13.96,"-50,000","-$698,225","55,701",-47%,2014-03-10 20:13:48,2014-03-06
21,Welch David F,Pres,S - Sale+OE,INFN,$9.00,"-20,000","-$180,000","2,176,854",-1%,2014-03-10 20:12:54,2014-03-06
22,McKenna Darrell,COO,S - Sale,KOS,$10.82,"-50,037","-$541,400","326,825",-13%,2014-03-10 20:03:32,2014-03-06
23,Callahan Scott P.,Dir,P - Purchase,UVE,$14.63,"+1,000","+$14,630","1,000",New,2014-03-10 20:02:33,2014-03-10
24,Dorey William Glenwood,Dir,S - Sale,GVA,$38.59,"-40,000","-$1,543,456","64,942",-38%,2014-03-10 20:01:22,2014-03-07
25,Gordon Crystal L,"GC, Secretary",S - Sale,AIRM,$54.18,"-4,895","-$265,211","16,604",-23%,2014-03-10 19:58:23,2014-03-06
26,Webber Judith M,"SVP, Technical Services",S - Sale+OE,WLFC,$19.53,"-1,747","-$34,125","58,796",-3%,2014-03-10 19:52:30,2014-03-07
27,Denton Michael J,"Former VP, Secetary",S - Sale+OE,CW,$65.68,"-46,335","-$3,043,076","25,438",-65%,2014-03-10 19:50:03,2014-03-07
28,Licari Peter,CTO,S - Sale+OE,SZYM,$13.47,"-7,000","-$94,319","268,091",-3%,2014-03-10 19:47:08,2014-03-10
29,Abraham Magid M,Exec COB,S - Sale,SCOR,$31.52,"-73,300","-$2,310,423","352,035",-17%,2014-03-10 19:46:46,2014-03-06
30,Nash Christine A,"SVP, Chief Commercial Officer",S - Sale+OE,HPTX,$29.05,"-5,100","-$148,135","14,998",-25%,2014-03-10 19:38:21,2014-03-06
31,Paisley Christopher B,Dir,P - Purchase,YUME,$6.72,"+10,000","+$67,172","24,000",+71%,2014-03-10 19:33:58,2014-03-06
32,Taylor Randy L,"EVP, CFO",S - Sale+OE,GCA,$8.73,"-5,198","-$45,392","5,554",-48%,2014-03-10 19:33:52,2014-03-07
33,El-Zoghbi Georges,"EVP, Pres, Chs Dairy, Exprts",S - Sale+OE,KRFT,$55.76,"-26,270","-$1,464,815","61,631",-30%,2014-03-10 19:25:42,2014-03-10
34,Braithwaite Michael J,Chief Strategy Officer,S - Sale,CLRO,$10.42,"-11,718","-$122,136",800,-94%,2014-03-10 19:25:03,2014-02-28
35,Krassan Mitchell,"EVP, Chief Strategy Officer",S - Sale+OE,TXMD,$7.73,"-7,500","-$57,990",0,-100%,2014-03-10 19:24:02,2014-03-10
36,Cornwell Kevin L,"COB, CEO, Secretary",S - Sale,UTMD,$55.45,"-2,497","-$138,454","528,869",0%,2014-03-10 19:22:59,2014-03-07
37,"Becker Drapkin Management, L.P.",Former 10% Owner,S - Sale,PXLW,$7.29,"-2,500,294","-$18,232,031",0,-100%,2014-03-10 19:22:57,2014-02-13
38,Furr Randy W,"Corporate EVP, CFO",S - Sale+OE,CODE,$17.02,"-8,400","-$142,968","64,393",-12%,2014-03-10 19:21:41,2014-03-07
39,Scott James Kevin,"SVP, Engineering, Operations",S - Sale+OE,LNKD,$206.85,"-6,250","-$1,292,838","62,739",-9%,2014-03-10 19:17:42,2014-03-07
40,Rottenberg Erika,"VP, GC, Secretary",S - Sale+OE,LNKD,$205.16,"-2,000","-$410,320","38,675",-5%,2014-03-10 19:16:27,2014-03-07
41,Krongard A B,Dir,P - Purchase,APO,$33.19,"+1,500","+$49,785","270,043",+1%,2014-03-10 19:12:49,2014-03-06
42,Allums Victor A,"SVP, GC",S - Sale+OE,PRGX,$6.64,"-42,902","-$284,700","142,553",-23%,2014-03-10 19:12:26,2014-03-06
43,Goguen Michael L,Dir,S - Sale,BLOX,$22.91,"-17,564","-$402,391","122,947",-13%,2014-03-10 19:11:28,2014-03-10
44,Edwards Bruce C,Dir,S - Sale+OE,SMTC,$26.00,"-5,000","-$130,000","7,000",-42%,2014-03-10 19:10:03,2014-03-10
45,Chukwu Emeka,"EVP, CFO",S - Sale,SMTC,$25.96,"-2,500","-$64,908","57,307",-4%,2014-03-10 19:09:35,2014-03-10
46,Beauchamp Gary,EVP,S - Sale,SMTC,$26.08,"-6,251","-$163,012",0,-100%,2014-03-10 19:09:10,2014-03-10
47,McAfee Lawrance W,CFO,S - Sale,USPH,$32.07,"-10,000","-$320,700","60,852",-14%,2014-03-10 19:03:09,2014-03-07
48,Milligan Stephen D,"Pres, CEO",S - Sale+OE,WDC,$87.72,"-6,163","-$540,589","123,092",-5%,2014-03-10 19:01:54,2014-03-06
49,Larkin Christine E,"VP, GC",S - Sale+OE,AHC,$11.75,"-2,250","-$26,438",13,-99%,2014-03-10 19:01:42,2014-03-10
50,Palmer John David,Cheif Accounting Officer,S - Sale,SZMK,$13.25,-500,"-$6,625",656,-43%,2014-03-10 19:01:03,2014-03-10
51,Cordano Michael D,"Pres, HGST Subsidiary",S - Sale+OE,WDC,$88.42,"-5,896","-$521,324","85,106",-6%,2014-03-10 19:00:53,2014-03-06
52,Gagliano Vincent J.,EVP - CTO,S - Sale,AMSF,$43.64,"-1,579","-$68,908","25,939",-6%,2014-03-10 19:00:30,2014-03-07
53,Walker Samuel D,"Chief People, Legal Officer",S - Sale+OE,TAP,$57.49,"-2,473","-$142,178","117,880",-2%,2014-03-10 19:00:12,2014-03-06
54,Blizzard Daniel J,"SVP, Secretary",S - Sale+OE,AHC,$11.90,"-20,000","-$237,946","25,034",-44%,2014-03-10 18:57:59,2014-03-07
55,King Gregory C,Dir,P - Purchase,QEPM,$21.54,"+5,000","+$107,700","7,874",+174%,2014-03-10 18:54:06,2014-03-06
56,Hudgens John,"Chief Risk, Credit Officer",S - Sale,TCBI,$64.50,"-3,000","-$193,512","2,983",-50%,2014-03-10 18:49:19,2014-03-07
57,Mehrabian Robert,"COB, Pres, CEO",S - Sale+OE,TDY,$101.14,"-35,000","-$3,539,960","216,925",-14%,2014-03-10 18:35:48,2014-03-10
58,Bernick Brian,Dir,S - Sale+OE,TXMD,$0.00,"-1,789,317",-$0,"7,457,267",-19%,2014-03-10 18:33:52,2014-03-06
59,Snee James P,Group VP,S - Sale,HRL,$47.37,"-1,679","-$79,538","25,538",-6%,2014-03-10 18:29:10,2014-03-10
60,Dehaemers David G Jr,"Pres, CEO",P - Purchase,TEP,$31.54,"+1,999","+$63,048","151,539",+1%,2014-03-10 18:23:26,2014-03-06
61,Dehaemers David G Jr,"Pres, CEO",S - Sale,TEP,$31.31,"-1,000","-$31,310","151,539",-1%,2014-03-10 18:23:26,2014-03-06
62,McLeer Richard,"EVP, CIO, Services",S - Sale+OE,TRAK,$56.32,"-47,418","-$2,670,752","29,798",-61%,2014-03-10 18:21:42,2014-03-07
63,Saban Joel,"EVP, Pharmacy Operations",S - Sale+OE,SXCI,$44.75,"-4,800","-$214,795","47,888",-9%,2014-03-10 18:19:08,2014-03-10
64,Furcolo Mark,"EVP, Lender Solutions",S - Sale+OE,TRAK,$54.28,"-10,613","-$576,084","16,623",-39%,2014-03-10 18:17:45,2014-02-27
65,Talbott Cloyce A,Dir,S - Sale+OE,PTEN,$29.22,"-120,000","-$3,506,400","290,476",-29%,2014-03-10 18:16:36,2014-03-07
66,Ajer Jeffrey Robert,"SVP, Chief Commercial Of",S - Sale+OE,BMRN,$78.63,"-17,370","-$1,365,831","25,380",-41%,2014-03-10 18:16:15,2014-03-06
67,Klesse William R,"COB, CEO",S - Sale+OE,VLO,$52.72,"-133,926","-$7,060,503","1,218,134",-10%,2014-03-10 18:09:11,2014-03-06
68,Chong Ivan,EVP Data Quality Product Div.,S - Sale+OE,INFA,$40.70,"-7,000","-$284,900","51,505",-12%,2014-03-10 18:05:54,2014-03-07
