,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Samuel Sato M,Pres,S - Sale+OE,FINL,$27.22,"-39,057","-$1,063,249","40,330",-49%,2014-04-14 21:38:50,2014-04-10
1,Stapley Marc,"SVP, CFO",S - Sale+OE,ILMN,$134.80,"-1,422","-$191,691","21,996",-6%,2014-04-14 21:15:54,2014-04-14
2,Donaker Geoffrey L,COO,S - Sale+OE,YELP,$69.79,"-25,000","-$1,744,826",0,-100%,2014-04-14 20:52:59,2014-04-10
3,Mp Biomedicals LLC,10%,P - Purchase,ABMC,$0.13,"+100,000","+$13,000","4,366",-105%,2014-04-14 20:28:48,2014-04-09
4,Dailly Paul A,"SVP, Chief Geoscientist",S - Sale,KOS,$10.51,"-102,311","-$1,075,289","6,201,811",-2%,2014-04-14 20:20:08,2014-04-14
5,Tidmarsh George F,"Pres, CEO, Secretary, 10%",P - Purchase,LJPC,$9.53,"+8,000","+$76,240","1,395,086",+1%,2014-04-14 19:47:31,2014-04-11
6,Kovner Bruce,"Dir, 10%",P - Purchase,SNTA,$4.01,"+1,250,000","+$5,012,500","29,891,849",+4%,2014-04-14 19:34:59,2014-04-11
7,Norling Rasmus,"Chief Technical Officer, 10%",S - Sale,SHPR,$1.00,"-100,000","-$100,000","54,000,000",0%,2014-04-14 19:34:39,2014-04-11
8,Mulroy Michael H.,See Remarks,S - Sale+OE,QCOR,$85.04,"-10,000","-$850,400","77,063",-11%,2014-04-14 19:09:25,2014-04-10
9,Stephens W. R. Jr.,10%,P - Purchase,CONN,$39.23,"+152,746","+$5,992,284","4,458,708",+4%,2014-04-14 18:28:20,2014-04-10
10,Campbell Elizabeth Stephens,10%,P - Purchase,CONN,$39.50,"+106,034","+$4,188,343","4,412,523",+2%,2014-04-14 18:17:53,2014-04-14
11,Jacobson Mitchell,"Dir, 10%",S - Sale,MSM,$89.97,"-12,500","-$1,124,625","158,120",-7%,2014-04-14 17:56:35,2014-04-10
12,Sherman John J,"Dir, 10%",S - Sale,CMLP,$23.06,"-90,000","-$2,075,310","338,805",-21%,2014-04-14 17:53:53,2014-04-10
13,Roberts Martin E,"SVP, Gen. Counsel, Secretary",S - Sale+OE,RPXC,$16.73,"-5,481","-$91,676","27,482",-17%,2014-04-14 17:52:38,2014-04-11
14,Fernandez Antonio F.,"EVP, CSC Officer",S - Sale,PF,$29.91,"-3,035","-$90,777","113,760",-3%,2014-04-14 17:49:36,2014-04-10
15,Nickerson Randy S,"EVP, Chief Commercial Officer",S - Sale,MWE,$65.00,"-1,700","-$110,500","225,709",-1%,2014-04-14 17:41:42,2014-04-14
16,Meierhoefer Cameron,COO,S - Sale,SCOR,$31.92,-700,"-$22,344","53,692",-1%,2014-04-14 17:40:06,2014-04-09
17,Laird Joseph E Jr,Dir,S - Sale+OE,FDS,$103.00,"-1,000","-$103,000","3,500",-22%,2014-04-14 17:39:07,2014-04-14
18,Abraham Magid M,Exec COB,S - Sale,SCOR,$32.01,"-37,544","-$1,201,791","112,149",-25%,2014-04-14 17:38:30,2014-04-09
19,Tarpey Kenneth,CFO,S - Sale,SCOR,$30.00,"-1,500","-$45,000","82,453",-2%,2014-04-14 17:36:44,2014-04-14
20,Galik Milan,SVP Software Development,S - Sale,IBKR,$21.68,"-1,800","-$39,015","782,417",0%,2014-04-14 17:36:41,2014-04-10
21,Cosinuke Robert,"SVP, CMO",S - Sale+OE,ATHN,$151.14,"-6,000","-$906,861","44,804",-12%,2014-04-14 17:24:39,2014-04-10
22,Shape Ronald L,CEO,P - Purchase,NAUH,$3.53,"+2,000","+$7,050","254,073",+1%,2014-04-14 17:23:23,2014-04-10
23,Stanger Kent W,CFO,S - Sale+OE,MMSI,$14.17,"-6,000","-$85,020","863,942",-1%,2014-04-14 17:13:54,2014-04-10
24,Healey William L,Dir,S - Sale,MSCC,$25.11,"-1,000","-$25,115","11,669",-8%,2014-04-14 17:09:19,2014-04-10
25,Goldfarb Morris,"CEO, 10%",S - Sale,GIII,$73.22,"-20,484","-$1,499,802","2,336,314",-1%,2014-04-14 17:05:31,2014-04-10
26,Prelack Steven,Dir,S - Sale,GALT,$11.84,"-6,000","-$71,040","87,219",-6%,2014-04-14 17:03:39,2014-04-11
27,Perkins Joe Bob,CEO,S - Sale,TRGP,$103.65,"-25,000","-$2,591,351","592,222",-4%,2014-04-14 17:02:33,2014-04-10
28,Weinstein Hal,"EVP Sales, Marketing",S - Sale+OE,WAIR,$21.45,"-40,000","-$857,886","94,776",-30%,2014-04-14 17:01:11,2014-04-10
29,Thachuk Jefferson,"Pres, CEO, CFO, 10%",P - Purchase,CRNSF,$0.05,"+260,000","+$11,700","4,785,000",+6%,2014-04-14 17:00:36,2014-03-28
30,Rogers Paul,CTO,S - Sale+OE,SALE,$34.86,"-3,000","-$104,580","16,000",-16%,2014-04-14 16:57:14,2014-04-10
31,Dodson Michael E.,SVP Global Sales,S - Sale+OE,OPEN,$77.20,"-2,629","-$202,971",0,-100%,2014-04-14 16:55:17,2014-04-10
32,Ortigas-Wedekind Marga,"VP, Marketing",S - Sale,OMCL,$0.00,"-2,731",-$0,"105,159",-3%,2014-04-14 16:54:14,2014-04-10
33,Johnson Robert L,"COB, 10%",P - Purchase,RLJE,$4.23,"+6,000","+$25,350","3,430,117",0%,2014-04-14 16:52:20,2014-04-10
34,"Rlj Spac Acquisition, LLC",10%,P - Purchase,RLJE,$4.23,"+6,000","+$25,350","3,430,117",0%,2014-04-14 16:51:11,2014-04-10
35,Glaser Steven L,SVP,S - Sale+OE,XLNX,$53.37,-937,"-$50,008",539,-63%,2014-04-14 16:42:08,2014-04-10
36,Mussallem Michael A,"COB, CEO",S - Sale+OE,EW,$74.71,"-29,500","-$2,203,957","396,098",-7%,2014-04-14 16:39:46,2014-04-10
37,Oesterle William Seelye,CEO,S - Sale,ANGI,$12.14,"-12,800","-$155,416","2,121,658",-1%,2014-04-14 16:38:23,2014-04-10
38,Longo Christopher,"EVP, CIO",S - Sale+OE,AFSI,$36.33,"-9,550","-$346,972","103,867",-8%,2014-04-14 16:34:58,2014-04-11
39,Fante Peter,"GC, CCO",S - Sale,VRNT,$44.69,"-2,254","-$100,731","31,739",-7%,2014-04-14 16:29:13,2014-04-11
40,Moriah Elan,"Pres, EIS, VIS",S - Sale,VRNT,$44.69,"-3,064","-$136,930","59,136",-5%,2014-04-14 16:29:00,2014-04-11
41,Robinson Douglas,CFO,S - Sale,VRNT,$44.69,"-2,443","-$109,178","116,141",-2%,2014-04-14 16:28:29,2014-04-11
42,Bodner Dan,"Pres, CEO",S - Sale,VRNT,$44.69,"-12,592","-$562,736","487,283",-3%,2014-04-14 16:28:16,2014-04-11
43,Estate of Perry Sumas,10%,S - Sale,VLGEA,$25.49,-300,"-$7,648","1,405,802",0%,2014-04-14 16:26:36,2014-04-14
44,Tese Vincent,Dir,S - Sale+OE,CVC,$17.36,"-4,000","-$69,440","48,330",-8%,2014-04-14 16:26:25,2014-04-10
45,Schroeder Guido,"SVP, Products",S - Sale+OE,SPLK,$60.33,"-10,000","-$603,298","113,430",-8%,2014-04-14 16:25:52,2014-04-10
46,Chandna Asheem,Dir,S - Sale,PANW,$67.24,"-26,250","-$1,765,118","194,901",-12%,2014-04-14 16:15:44,2014-04-10
47,McAuliffe Jane,"EVP, Chief Academic Officer",S - Sale+OE,BPI,$14.95,"-9,860","-$147,453","5,845",-63%,2014-04-14 16:11:17,2014-04-10
48,Walsh Jeffrey T.,COO,S - Sale+OE,BLUE,$21.29,"-6,000","-$127,740",0,-100%,2014-04-14 16:07:27,2014-04-10
49,Reynolds Richard Vanfleet,Dir,S - Sale+OE,ALSN,$29.53,"-5,175","-$152,806",0,-100%,2014-04-14 16:03:56,2014-04-10
50,Call Gregory L.,"SVP, GC, Secretary",S - Sale,ECPG,$44.66,"-16,000","-$714,532","28,433",-36%,2014-04-14 16:02:28,2014-04-10
51,Nelson James B,"Pres, CEO",S - Sale,SLTD,$0.06,"-115,666","-$6,536","903,244",-11%,2014-04-14 16:00:11,2014-04-10
52,Spilman Robert H Jr,"Pres, CEO",P - Purchase,BSET,$13.79,"+1,000","+$13,794","144,774",+1%,2014-04-14 15:58:40,2014-04-11
53,Forster Amy T,"VP, Controller",S - Sale+OE,WSTL,$3.35,"-18,750","-$62,773","55,913",-25%,2014-04-14 15:55:08,2014-04-11
54,Kress Edward M,Secretary,S - Sale,REX,$59.21,"-8,210","-$486,076","68,352",-11%,2014-04-14 15:51:34,2014-04-11
55,Jones Douglas E,"EVP, Global Supply Chain Ops",S - Sale,MSM,$90.05,"-2,125","-$191,356","18,248",-10%,2014-04-14 15:36:59,2014-04-10
56,Goldress Jerry E,Dir,S - Sale,ALG,$56.00,"-2,000","-$112,000","35,104",-5%,2014-04-14 15:27:07,2014-04-10
57,Pennington Robert IRA,"VP Engineering, Construction",P - Purchase,GMO,$0.97,"+100,000","+$96,570","513,486",+24%,2014-04-14 15:24:18,2014-04-10
58,Hansen Bruce D,CEO,P - Purchase,GMO,$0.92,"+140,000","+$128,406","1,307,574",+12%,2014-04-14 15:22:58,2014-04-10
59,Petrarca Stephen M,VP,S - Sale+OE,ALOT,$12.09,"-3,647","-$44,083","9,804",-27%,2014-04-14 15:21:12,2014-04-11
60,Smith Lawrence Russell,"VP, Vaccine Research",S - Sale,VICL,$1.21,"-1,912","-$2,305","193,213",-1%,2014-04-14 15:18:57,2014-04-11
61,Bilinsky Igor,"SVP, Corporate Dev't",S - Sale,VICL,$1.21,"-1,150","-$1,387","142,818",-1%,2014-04-14 15:18:39,2014-04-11
62,Cave George H,"SVP, Gen Cnsl, CC, EO, Sec",S - Sale,ONNN,$10.00,"-5,000","-$50,000","592,154",-1%,2014-04-14 15:02:27,2014-04-10
63,Koertner William A,"COB, Pres, CEO",S - Sale+OE,MYRG,$24.02,"-10,000","-$240,221","247,938",-4%,2014-04-14 14:59:30,2014-04-11
64,Goldress Jerry E,Dir,S - Sale,ALG,$56.00,"-2,000","-$112,000","41,104",-5%,2014-04-14 14:55:15,2014-04-02
