,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Gunton James T.,"Dir, 10%",S - Sale,CTSO,$0.24,"-1,240,762","-$297,783","143,789",-90%,2014-10-14 21:46:35,2014-10-09
1,Baldwin Robert H B Jr,Vice COB,S - Sale+OE,HPY,$50.09,"-20,000","-$1,001,800","539,384",-4%,2014-10-14 21:31:33,2014-10-13
2,Page Lawrence,"CEO, 10%",S - Sale+OE,GOOG,$547.35,"-33,332","-$18,244,134","23,070,244",0%,2014-10-14 21:19:23,2014-10-13
3,Vera George A,Dir,P - Purchase,CWT,$23.62,+4,+$100,"29,891",0%,2014-10-14 21:13:48,2014-10-13
4,Scola Paul E,SVP,S - Sale+OE,RPXC,$14.60,"-23,942","-$349,601",0,-100%,2014-10-14 21:11:55,2014-10-14
5,Moonves Leslie,"Pres, CEO",S - Sale+OE,CBS,$51.23,"-281,250","-$14,408,662","1,852,632",-13%,2014-10-14 20:55:50,2014-10-09
6,Faugno David,CFO,S - Sale,CUDA,$28.52,"-2,528","-$72,086","745,483",0%,2014-10-14 20:38:30,2014-10-13
7,Hastings Paul J,Dir,S - Sale+OE,PCRX,$94.87,"-2,500","-$237,175",853,-75%,2014-10-14 20:24:50,2014-10-10
8,Perone Michael D,"CMO, EVP, 10%",S - Sale,CUDA,$29.03,"-60,640","-$1,760,430","8,407,498",-1%,2014-10-14 20:23:11,2014-10-10
9,Kuo John W,"SVP, GC, Secretary",S - Sale+OE,VAR,$79.64,-606,"-$48,263","15,679",-4%,2014-10-14 20:07:56,2014-10-13
10,Wolff Henry Ward,"EVP, CFO",S - Sale,SGMO,$10.10,"-2,000","-$20,200","214,347",-1%,2014-10-14 20:00:22,2014-10-10
11,Harris Parker,Co-Founder,S - Sale+OE,CRM,$53.08,"-11,333","-$601,514","2,066,239",-1%,2014-10-14 19:59:10,2014-10-14
12,Kinzler Morton H.,"COB, CEO, 10%",P - Purchase,BRN,$2.54,"+5,000","+$12,714","2,087,008",0%,2014-10-14 19:53:31,2014-10-13
13,Versant Ventures II LLC,10%,S - Sale,INGN,$20.83,"-1,900","-$39,568","3,437,937",0%,2014-10-14 19:32:56,2014-10-09
14,Winters Terence E.,"Co-COB, CEO",P - Purchase,VTL,$14.86,"+1,360","+$20,203","184,442",+1%,2014-10-14 19:29:09,2014-10-10
15,Knight Robert,"Dir, 10%",P - Purchase,AXIO,$0.25,"+3,602,920","+$900,730","12,494,246",+41%,2014-10-14 19:24:51,2014-10-14
16,Derosa William Thomas Jr.,Dir,P - Purchase,DAKP,$1.96,"+70,000","+$137,183","3,857,126",+2%,2014-10-14 19:18:15,2014-10-09
17,Salari Hassan,"Pres, CEO, CFO, Sec., Treas., 10%",S - Sale,ETAH,$0.14,"-70,000","-$9,800","69,613,176",0%,2014-10-14 19:14:14,2014-09-17
18,Cerda Clarissa,SEE REMARKS,S - Sale+OE,LOCK,$15.23,"-10,442","-$159,032","11,764",-47%,2014-10-14 19:03:28,2014-10-10
19,Siegel Ned L,Dir,S - Sale,MDBX,$8.97,"-2,100","-$18,828","147,850",-1%,2014-10-14 19:00:21,2014-10-10
20,Davar Nipun,VP,P - Purchase,THLD,$2.99,"+3,000","+$8,955","3,000",New,2014-10-14 18:58:41,2014-10-13
21,Topfer Morton L,Dir,P - Purchase,MEAS,$5.88,"+50,000","+$294,020","295,743",+20%,2014-10-14 18:56:39,2008-11-19
22,Topfer Morton L,Dir,P - Purchase,MEAS,$21.97,"+60,076","+$1,319,995","813,068",+8%,2014-10-14 18:54:57,2007-06-20
23,Topfer Morton L,Dir,P - Purchase,MEAS,$23.50,"+7,439","+$174,817","672,762",+1%,2014-10-14 18:52:46,2005-11-30
24,Samant Vijay B,"Pres, CEO",S - Sale,VICL,$1.13,"-4,738","-$5,353","936,513",-1%,2014-10-14 18:47:05,2014-10-13
25,Bilinsky Igor,"SVP, Corporate Development",S - Sale,VICL,$1.08,"-1,335","-$1,446","127,648",-1%,2014-10-14 18:46:03,2014-10-13
26,Smith Lawrence Russell,"VP, Vaccine Research",S - Sale,VICL,$1.08,"-1,912","-$2,067","176,889",-1%,2014-10-14 18:41:48,2014-10-13
27,Tobias Jeffrey K,"EVP, Research, Dev, CMO",S - Sale,JAZZ,$154.04,"-1,000","-$154,040","40,538",-2%,2014-10-14 18:35:56,2014-10-10
28,Garcia Robert,Pres,S - Sale+OE,SNCR,$42.40,"-10,909","-$462,542","88,508",-11%,2014-10-14 18:31:11,2014-10-13
29,Lazzaro Nicholas P,"EVP, Pres of Emerging Markets",S - Sale+OE,SNCR,$42.55,"-15,000","-$638,250","38,875",-28%,2014-10-14 18:30:35,2014-10-13
30,Rogers Paul,CTO,S - Sale+OE,SALE,$15.40,"-3,000","-$46,200","16,400",-15%,2014-10-14 18:27:09,2014-10-09
31,Lister John,"SVP, GC",S - Sale+OE,DXCM,$40.41,"-3,400","-$137,405","108,675",-3%,2014-10-14 18:21:36,2014-10-13
32,Turner Charles H,"Sr. Exec. VP, CFO",S - Sale,PIR,$11.99,"-3,000","-$35,970","213,419",-1%,2014-10-14 18:12:40,2014-10-13
33,"Luxor Capital Group, LP",10%,P - Purchase,AAMC,$644.68,"+22,842","+$14,725,847","346,460",+7%,2014-10-14 18:12:37,2014-10-09
34,Bedrick Bruce,10%,S - Sale,MDBX,$9.19,-900,"-$8,267","4,129,408",0%,2014-10-14 18:06:32,2014-10-10
35,Balo Andrew K,"SVP, Regulatory, Clinical",S - Sale+OE,DXCM,$40.42,"-10,000","-$404,165","150,130",-6%,2014-10-14 18:05:52,2014-10-13
36,Xanthopoulos Kleanthis G,"Pres, CEO",S - Sale+OE,RGLS,$7.00,-505,"-$3,535","82,682",-1%,2014-10-14 17:54:05,2014-10-09
37,Anaya Steven C,"VP, Controller",S - Sale,CMN,$39.50,"-2,000","-$79,000","50,069",-4%,2014-10-14 17:52:26,2014-10-14
38,Hughes Stephen B,"COB, CEO",S - Sale,BDBD,$12.06,"-10,000","-$120,642","1,694,915",-1%,2014-10-14 17:50:35,2014-10-09
39,Rhone Capital L.L.C.,10%,P - Purchase,RDEN,$17.00,"+120,912","+$2,055,456","3,174,419",+4%,2014-10-14 17:46:55,2014-10-10
40,Berman Ann E,Dir,S - Sale,CMN,$37.00,"-3,750","-$138,750","10,800",-26%,2014-10-14 17:41:09,2014-10-13
41,Nodiff Eric W,"SVP, GC",S - Sale,CMN,$38.76,"-5,000","-$193,778","79,926",-6%,2014-10-14 17:38:33,2014-10-13
42,Yellin Seth M,SVP,S - Sale,CMN,$38.81,-800,"-$31,044","39,868",-2%,2014-10-14 17:37:19,2014-10-13
43,Krakauer Andrew A,"Pres, CEO",S - Sale,CMN,$36.97,"-37,267","-$1,377,615","212,837",-15%,2014-10-14 17:35:17,2014-10-10
44,Eberwein Jeffrey E.,"Dir, 10%",P - Purchase,CRDS,$2.39,"+15,000","+$35,910","2,377,928",+1%,2014-10-14 17:34:35,2014-10-10
45,Souki Charif,"COB, CEO",P - Purchase,CQP,$18.96,"+13,000","+$246,425","400,100",+3%,2014-10-14 17:30:20,2012-11-16
46,Diker Charles M,"COB, 10%",S - Sale+OE,CMN,$38.39,"-30,000","-$1,151,694","4,192,017",-1%,2014-10-14 17:30:04,2014-10-13
47,Rosenstein Barry,Dir,P - Purchase,WAG,$61.86,"+1,250,000","+$77,329,000","26,600,000",+5%,2014-10-14 17:29:39,2014-10-10
48,Benson Dea,"SVP, CHIEF ACCOUNTING OFFICER",S - Sale+OE,RLGY,$34.88,"-6,250","-$218,000","6,108",-51%,2014-10-14 17:22:03,2014-10-13
49,Hardy Carla S.,Dir,S - Sale,FTK,$20.36,"-104,000","-$2,117,471","446,204",-19%,2014-10-14 17:20:41,2014-10-13
