,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Chione Ltd,10%,S - Sale,KPTI,$42.65,"-200,000","-$8,529,201","10,023,767",-2%,2014-09-30 21:56:12,2014-09-26
1,Czernik Marcin,10%,S - Sale,KPTI,$42.54,"-50,000","-$2,127,200","2,850,517",-2%,2014-09-30 21:43:58,2014-09-26
2,Smith Brigitte,"Dir, 10%",P - Purchase,PLCSD,$0.53,"+1,140,134","+$604,271","7,389,876",+18%,2014-09-30 21:25:28,2014-09-23
3,Bedrick Bruce,10%,S - Sale,MDBX,$10.21,-900,"-$9,189","4,133,908",0%,2014-09-30 21:25:15,2014-09-26
4,Faugno David,CFO,S - Sale,CUDA,$25.00,-316,"-$7,900","755,973",0%,2014-09-30 21:06:19,2014-09-29
5,Bonney Leslie,COO,S - Sale+OE,QLIK,$27.11,"-53,892","-$1,460,937","5,866",-90%,2014-09-30 20:56:52,2014-09-29
6,Day Christopher,VP of Marketing,S - Sale+OE,AMBA,$42.50,"-1,297","-$55,123","35,491",-4%,2014-09-30 20:48:47,2014-09-29
7,Eberwein Jeffrey E.,"Dir, 10%",P - Purchase,CRDS,$2.52,"+5,000","+$12,585","2,349,794",0%,2014-09-30 20:42:42,2014-09-26
8,Rosenthal Gary L,Dir,P - Purchase,CVEO,$12.21,"+8,000","+$97,680","62,919",+15%,2014-09-30 20:18:51,2014-09-30
9,Dodson Bradley J,See Remarks,P - Purchase,CVEO,$12.86,"+24,000","+$308,640","322,519",+8%,2014-09-30 20:18:45,2014-09-30
10,Ashar Mayank,Dir,P - Purchase,CVEO,$12.81,"+8,000","+$102,480","13,421",+148%,2014-09-30 20:18:37,2014-09-30
11,Harris Parker,Co-Founder,S - Sale+OE,CRM,$57.24,"-11,333","-$648,724","2,066,239",-1%,2014-09-30 20:09:40,2014-09-30
12,Weissman Seth R,"EVP, GC",S - Sale+OE,SCTY,$61.16,"-7,000","-$428,120","158,777",-4%,2014-09-30 20:09:36,2014-09-29
13,Ryan Vincent J,Dir,S - Sale+OE,IRM,$33.65,"-600,000","-$20,191,740","11,482,205",-5%,2014-09-30 20:07:16,2014-09-29
14,Mihaylo Steven G,"CEO, 10%",P - Purchase,EXE,$2.95,+740,"+$2,183","5,245,010",0%,2014-09-30 20:04:13,2014-09-29
15,Longenecker John P Phd,Dir,S - Sale+OE,PCRX,$96.40,"-1,000","-$96,400",0,-100%,2014-09-30 20:03:05,2014-09-29
16,"Twin Haven Capital Partners, L.L.C.",10%,P - Purchase,HCOM,$25.94,"+25,258","+$655,131","1,573,742",+2%,2014-09-30 20:01:15,2014-09-26
17,Rastetter William H,Dir,S - Sale,ILMN,$163.73,-248,"-$40,605","92,473",0%,2014-09-30 19:59:51,2014-09-29
18,Dadswell Charles,"SVP, GC",S - Sale,ILMN,$163.73,-147,"-$24,068","42,386",0%,2014-09-30 19:59:38,2014-09-29
19,Bowman A Blaine,Dir,S - Sale+OE,ILMN,$164.03,"-5,000","-$820,123","13,590",-27%,2014-09-30 19:59:28,2014-09-30
