,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Aquila Tony,"Pres, CEO",S - Sale,SLH,$37.86,"-35,834","-$1,356,546","784,524",-4%,2010-05-06 21:55:43,2010-05-05
1,Jensen Keith,"VP, Controller",S - Sale+OE,SY,$42.37,-952,"-$40,336","25,882",-4%,2010-05-06 20:47:18,2010-05-06
2,Brittain Willard Woodson Jr,Dir,S - Sale+OE,DVA,$62.72,"-15,964","-$1,001,212","2,320",-87%,2010-05-06 20:38:05,2010-05-04
3,Utay Marc A,Dir,S - Sale,IMAX,$19.08,"-231,000","-$4,408,446","814,131",-22%,2010-05-06 20:23:58,2010-05-04
4,Gelfond Richard L,CEO,S - Sale+OE,IMAX,$18.84,"-30,000","-$565,300","635,500",-5%,2010-05-06 20:23:21,2010-05-04
5,Wechsler Bradley J,Dir,S - Sale,IMAX,$18.84,"-25,005","-$471,094","958,295",-3%,2010-05-06 20:22:39,2010-05-04
6,Zollars William D,"Chrm. of Bd., Pres, CEO",P - Purchase,YRCW,$0.50,"+200,000","+$99,800","716,458",+39%,2010-05-06 20:16:54,2010-05-06
7,Kropp James H,Dir,S - Sale+OE,PSB,$58.43,-400,"-$23,372","13,425",-3%,2010-05-06 20:15:55,2010-05-06
8,Woolcott Rene R,Dir,S - Sale+OE,VLCM,$23.83,"-50,000","-$1,191,590","1,394,765",-3%,2010-05-06 19:59:06,2010-05-04
9,"Harbinger Capital Partners Master Fund I, Ltd.","*See Remarks, 10%",P - Purchase,SPB,$29.42,"+27,000","+$794,340","3,424,842",+1%,2010-05-06 19:57:28,2010-05-04
10,Barnes Leroy Jr.,Dir,S - Sale+OE,HLF,$49.03,"-15,625","-$766,094","8,804",-64%,2010-05-06 19:38:18,2010-05-05
11,Westbrook Dan Allen,Dir,P - Purchase,EEP,$47.90,"+1,000","+$47,900","10,500",+11%,2010-05-06 19:36:41,2010-05-06
