,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Thompson Jeffrey M,"Pres, CEO",S - Sale,TWER,$1.61,"-40,000","-$64,428","1,767,511",-2%,2010-08-13 21:24:19,2010-08-11
1,Urso Philip,"COB of Dirs, 10%",S - Sale,TWER,$1.61,"-30,000","-$48,365","3,265,642",-1%,2010-08-13 21:24:00,2010-08-11
2,Bvp Gp LLC,10%,P - Purchase,PATH,$10.00,"+293,590","+$2,935,900","1,433,429",+26%,2010-08-13 20:20:39,2010-08-11
3,Langone Kenneth G,Dir,P - Purchase,GKNT,$1.27,"+98,330","+$125,323","437,339",+29%,2010-08-13 20:15:06,2010-08-12
4,Zorn Martin M,Chief Administrative Officer,P - Purchase,TNCC,$4.00,+500,"+$2,000","24,763",+2%,2010-08-13 20:12:00,2010-08-11
5,Perez Frank,CFO,P - Purchase,TNCC,$4.00,"+2,500","+$10,000","18,724",+15%,2010-08-13 20:11:38,2010-08-11
6,Reifschneider Darrel,Dir,P - Purchase,TNCC,$4.00,"+10,000","+$40,000","152,120",+7%,2010-08-13 20:11:17,2010-08-11
7,Helf Arthur F,Dir,P - Purchase,TNCC,$4.00,"+10,000","+$40,000","142,734",+8%,2010-08-13 20:10:46,2010-08-11
8,Dierksen Paul W,Dir,P - Purchase,TNCC,$4.00,"+1,000","+$4,000","21,231",+5%,2010-08-13 20:10:20,2010-08-11
9,McInnes William W,Dir,P - Purchase,TNCC,$4.00,"+5,000","+$20,000","54,832",+10%,2010-08-13 20:09:50,2010-08-11
10,Thomas Paul A,Dir,P - Purchase,TNCC,$4.00,"+5,000","+$20,000","64,616",+8%,2010-08-13 20:09:28,2010-08-11
11,Sapp Michael R,CEO,P - Purchase,TNCC,$4.00,"+37,500","+$150,000","198,740",+23%,2010-08-13 20:09:04,2010-08-11
12,Turin Jerry,CFO,S - Sale,OCLR,$11.39,-24,-$273,"2,437",-1%,2010-08-13 20:08:09,2010-08-11
13,Rundle Catherine Hunt,GC,S - Sale,OCLR,$11.39,-107,"-$1,219","8,699",-1%,2010-08-13 20:06:51,2010-08-11
14,Haynes James Douglas,COO,S - Sale,OCLR,$11.39,-306,"-$3,485","16,871",-2%,2010-08-13 20:03:11,2010-08-11
15,Couder Alain A,CEO,S - Sale,OCLR,$11.39,"-1,112","-$12,666","53,780",-2%,2010-08-13 19:59:47,2010-08-11
16,Ruby G Mary,EVP Corporate Services,S - Sale+OE,IMAX,$14.33,"-7,000","-$100,310","7,002",-50%,2010-08-13 19:58:30,2010-08-13
17,Wechsler Bradley J,Dir,S - Sale+OE,IMAX,$14.26,"-25,005","-$356,488","608,285",-4%,2010-08-13 19:56:20,2010-08-11
18,Moglia Joseph H,Dir,S - Sale+OE,AMTD,$15.70,"-11,000","-$172,700","619,589",-2%,2010-08-13 19:54:43,2010-08-11
19,Shih Anne,Dir,P - Purchase,RECN,$12.25,"+5,000","+$61,250","11,000",+83%,2010-08-13 19:52:55,2010-08-12
20,Dalgaard Lars,"CEO, Pres",S - Sale,SFSF,$19.88,"-13,500","-$268,322","534,706",-2%,2010-08-13 19:49:06,2010-08-11
21,Hart Daniel P,EVP,S - Sale+OE,CROX,$13.06,"-88,493","-$1,155,488","129,610",-41%,2010-08-13 19:43:24,2010-08-11
22,Hall Mark J,Pres-DSD Hansen Beverage,S - Sale+OE,HANS,$44.76,"-220,000","-$9,847,274","98,649",-69%,2010-08-13 19:42:27,2010-08-11
23,Hunter Mark,"CEO, Coors Brewers Limited",S - Sale,TAP,$45.50,"-4,728","-$215,124","35,821",-12%,2010-08-13 19:32:44,2010-08-11
24,Wagenius Christer,Dir,P - Purchase,UHLN,$1.25,"+34,290","+$42,863","837,211",+4%,2010-08-13 19:25:23,2010-08-10
25,Farrell Brian J,"COB, CEO, Pres",P - Purchase,THQI,$3.92,"+25,000","+$98,055","434,827",+6%,2010-08-13 19:20:33,2010-08-11
26,Kaufman Edward L,"EVP, Business, Legal Affairs",P - Purchase,THQI,$3.68,"+2,500","+$9,200","2,500",New,2010-08-13 19:20:32,2010-08-13
27,Griffiths Jeffrey W,Dir,P - Purchase,THQI,$3.70,"+20,000","+$73,998","32,000",+167%,2010-08-13 19:20:32,2010-08-12
28,Langdon Richard S,Dir,P - Purchase,CEP,$3.22,"+7,900","+$25,475","43,699",+22%,2010-08-13 19:17:13,2010-08-11
29,Langdon Richard S,Dir,S - Sale,CEP,$3.23,"-7,900","-$25,506","43,699",-15%,2010-08-13 19:17:13,2010-08-11
30,Howard Gary S,Dir,P - Purchase,DISH,$17.78,"+50,000","+$889,000","75,100",+199%,2010-08-13 19:16:18,2010-08-12
31,"Harbinger Capital Partners Master Fund I, Ltd.","*See Remarks, 10%",P - Purchase,SPB,$28.21,"+77,600","+$2,188,922","34,153,285",0%,2010-08-13 19:12:15,2010-08-11
32,Sellers Mary E,"Vice Chair,",P - Purchase,BOH,$47.74,"+1,153","+$55,042","42,797",+3%,2010-08-13 19:12:06,2010-08-13
33,Hoy Thomas L,"COB, Pres, CEO",P - Purchase,AROW,$23.74,"+1,000","+$23,740","148,063",+1%,2010-08-13 19:10:26,2010-08-13
34,Sciammas Maurice,"SVPof Sales, Marketing",S - Sale,MPWR,$17.45,-929,"-$16,214","223,257",0%,2010-08-13 18:52:19,2010-08-13
35,Neely Rick,"SVP, CFO",S - Sale,MPWR,$17.45,"-1,132","-$19,756","30,000",-4%,2010-08-13 18:50:32,2010-08-13
36,Kissinger Karen G,"VP, Controller, CCO",S - Sale+OE,UNS,$32.23,"-8,152","-$262,739","44,303",-16%,2010-08-13 18:47:38,2010-08-12
37,Cole G Bradley,"COO, CFO",S - Sale+OE,GHDX,$15.00,"-2,500","-$37,500","1,000",-71%,2010-08-13 18:39:05,2010-08-12
38,Grant Richard S,Dir,S - Sale+OE,CMP,$72.05,"-3,847","-$277,158","24,026",-14%,2010-08-13 18:33:01,2010-08-12
39,Ocampo Christine,"VP, Finance",S - Sale+OE,AVNR,$3.11,"-28,250","-$87,732","53,882",-34%,2010-08-13 18:27:34,2010-08-11
40,Babson Stephen E,Dir,P - Purchase,COLM,$49.39,"+29,402","+$1,452,170","42,450",+225%,2010-08-13 18:20:56,2010-08-11
41,Biswas Michael John,VP of Development,S - Sale,STMP,$10.67,"-10,000","-$106,659","6,600",-60%,2010-08-13 18:20:52,2010-08-12
42,Bagley E Bryan,Dir,P - Purchase,CLRO,$2.99,"+12,215","+$36,564","320,780",+4%,2010-08-13 18:20:37,2010-08-11
43,Brovarone Dennis,Dir,S - Sale+OE,PURE,$2.30,"-30,000","-$68,850","255,141",-11%,2010-08-13 18:02:41,2010-08-11
44,Carlin IRA S,Dir,S - Sale,KNOT,$7.29,"-5,000","-$36,450","7,500",-40%,2010-08-13 18:01:05,2010-08-11
45,Seidman Lawrence B,"Dir, 10%",P - Purchase,CNBC,$7.32,"+7,600","+$55,632","3,282,079",0%,2010-08-13 17:57:13,2010-08-11
46,Polygon Global Opportunities Master Fund,10%,S - Sale,AMIE,$0.33,"-93,245","-$31,195","3,707,968",-2%,2010-08-13 17:55:42,2010-08-11
47,"Merrick Ris, LLC",10%,P - Purchase,MRGE,$2.72,"+44,200","+$120,013","31,255,337",0%,2010-08-13 17:53:45,2010-08-11
