,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Sculley Andrew George Jr,CEO,S - Sale+OE,EMAN,$5.16,"-75,000","-$386,836","25,000",-75%,2010-11-24 21:11:05,2010-11-22
1,Gill Emmanuel,Dir,S - Sale+OE,LPSN,$9.50,"-65,000","-$617,599","1,108,403",-6%,2010-11-24 21:00:43,2010-11-22
2,Berns Steven,Dir,S - Sale+OE,LPSN,$9.44,"-60,000","-$566,639",0,-100%,2010-11-24 21:00:26,2010-11-22
3,Gill Ronald S,CFO,S - Sale,N,$25.46,-829,"-$21,105","102,765",-1%,2010-11-24 20:47:50,2010-11-23
4,Pesce William J,"Pres, CEO",S - Sale,JWA.J,$41.18,"-14,968","-$616,382","861,025",-2%,2010-11-24 20:47:44,2010-11-23
5,Goldberg Evan,"CTO, COB",S - Sale,N,$25.27,"-22,000","-$555,984","2,871,893",-1%,2010-11-24 20:47:35,2010-11-22
6,Dilley Timothy,"EVP, Chief Customer Officer",S - Sale,N,$25.00,"-5,000","-$125,000","137,809",-4%,2010-11-24 20:47:19,2010-11-22
7,Solomon Douglas P.,"SVP, GC, Sec.",S - Sale,N,$21.52,"-1,736","-$37,354","63,889",-3%,2010-11-24 20:47:03,2010-11-16
8,Goldberg Evan,"CTO, COB",S - Sale,N,$22.03,"-23,282","-$512,836","2,900,443",-1%,2010-11-24 20:46:46,2010-11-15
9,Godwin Mary E.,VP Operations,S - Sale+OE,ISLN,$33.74,"-4,680","-$157,903","6,600",-41%,2010-11-24 19:45:09,2010-11-24
10,Paulson & Co Inc,10%,S - Sale,LNG,$6.38,"-2,000,000","-$12,769,680","168,543",-92%,2010-11-24 19:38:10,2010-11-22
11,Berg Paul,Dir,S - Sale+OE,GILD,$37.35,"-50,000","-$1,867,555","32,000",-61%,2010-11-24 19:32:54,2010-11-23
12,Campbell Paul C,CFO,S - Sale+OE,EMAN,$4.67,"-90,000","-$420,129",0,-100%,2010-11-24 19:29:43,2010-11-16
13,Schlepp Steve,Dir,S - Sale+OE,DDIC,$10.76,"-6,897","-$74,179","42,050",-14%,2010-11-24 19:29:03,2010-11-22
14,Hilger James K,Chief Accounting Officer,S - Sale+OE,DVA,$73.17,"-4,531","-$331,540","6,500",-41%,2010-11-24 19:27:36,2010-11-22
15,Chan Nelson C,Dir,S - Sale,SYNA,$28.19,"-4,687","-$132,144","1,562",-75%,2010-11-24 19:25:40,2010-11-24
16,Quintana Julio M,"Pres, CEO",S - Sale,TESO,$13.67,"-6,576","-$89,894","116,240",-5%,2010-11-24 19:24:26,2010-11-22
17,O'Blenes Jonathan Brian,"VP, Mfg, Surf Prod Eng",S - Sale,TESO,$13.67,-106,"-$1,449","4,640",-2%,2010-11-24 19:18:12,2010-11-22
18,Foster Jeffrey L,"SVP, Operations",S - Sale,TESO,$13.67,"-2,163","-$29,568","19,272",-10%,2010-11-24 19:18:12,2010-11-22
19,Lipinski John J,"CEO, Pres",S - Sale,CVI,$10.24,"-70,000","-$716,758","400,003",-15%,2010-11-24 19:09:51,2010-11-24
20,Doane W Allen Jr,Dir,S - Sale,ALEX,$36.10,"-10,000","-$360,982","265,385",-4%,2010-11-24 19:09:02,2010-11-24
21,Sauer Mary C,Dir,S - Sale,SNIC,$8.97,"-18,000","-$161,460","2,075,029",-1%,2010-11-24 19:03:57,2010-11-23
22,Doris Robert J,Dir,S - Sale,SNIC,$8.97,"-18,000","-$161,460","2,075,029",-1%,2010-11-24 19:03:43,2010-11-23
23,Armacost Samuel H,Dir,S - Sale,EXPO,$33.26,"-5,531","-$183,933","143,807",-4%,2010-11-24 19:02:25,2010-11-24
24,Schlenker Richard L Jr,CFO,S - Sale,EXPO,$33.50,"-22,079","-$739,647","124,309",-15%,2010-11-24 19:02:05,2010-11-22
25,McCarthy Eugene R,SVP of Footwear,S - Sale,UA,$56.72,"-5,889","-$334,024","26,250",-18%,2010-11-24 18:51:49,2010-11-24
26,Coltharp Douglas E,Dir,S - Sale,UA,$55.26,"-15,000","-$828,840","36,790",-29%,2010-11-24 18:49:29,2010-11-23
27,Christensen Roy E,"Chairman of the Board, 10%",S - Sale,ENSG,$20.92,"-18,504","-$387,045","4,690,468",0%,2010-11-24 18:48:52,2010-11-22
