,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,"Tontine Capital Overseas Master Fund Ii, L.P.",10%,S - Sale,XIDE,$4.40,"-2,300,000","-$10,120,000","12,312,409",-16%,2010-09-10 21:36:14,2010-09-08
1,Gendell Jeffrey L Et Al,10%,S - Sale,IOSP,$13.50,"-300,000","-$4,050,000","3,427,537",-8%,2010-09-10 21:33:02,2010-09-08
2,Gendell Jeffrey L Et Al,10%,S - Sale,XIDE,$4.40,"-2,300,000","-$10,120,000","12,312,409",-16%,2010-09-10 21:32:13,2010-09-08
3,Blum Capital Partners LP,10%,P - Purchase,ESI,$53.97,"+20,000","+$1,079,400","3,790,905",+1%,2010-09-10 20:37:17,2010-09-08
4,Alberg Tom A,Dir,S - Sale,AMZN,$140.31,"-2,142","-$300,533","38,520",-5%,2010-09-10 20:34:36,2010-09-09
5,Reynolds Shelley,VP,S - Sale,AMZN,$140.05,-347,"-$48,597","5,914",-6%,2010-09-10 20:33:34,2010-09-09
6,Raines Julian Paul,COO,S - Sale,GME,$18.63,"-7,366","-$137,214","186,457",-4%,2010-09-10 20:01:01,2010-09-08
7,Scott Christopher L,"GVP, Logistics, Distribution",S - Sale,WINN,$6.46,-432,"-$2,791","15,808",-3%,2010-09-10 19:44:30,2010-09-08
8,McCarvel John P,CEO,S - Sale+OE,CROX,$13.79,"-62,546","-$862,547","370,949",-14%,2010-09-10 19:38:56,2010-09-08
9,Hodder Broady R,"SVP, Gen. Counsel, Secretary",S - Sale,CLWR,$7.33,"-6,552","-$48,026","117,596",-5%,2010-09-10 19:38:05,2010-09-09
10,Pichulo Philip E,"GVP, Development",S - Sale,WINN,$6.43,-432,"-$2,778","17,822",-2%,2010-09-10 19:37:19,2010-09-08
11,Chong Ivan,EVP Data Quality Division,S - Sale+OE,INFA,$34.45,"-20,876","-$719,262","40,222",-34%,2010-09-10 19:35:54,2010-09-10
12,Nussbaum Bennett,"SVP, CFO",S - Sale,WINN,$6.45,"-2,695","-$17,383","57,414",-4%,2010-09-10 19:31:01,2010-09-08
13,Lynch Peter L,"Pres, CEO",S - Sale,WINN,$6.45,"-4,031","-$26,000","340,179",-1%,2010-09-10 19:26:40,2010-09-08
14,Hart Maura,"Group VP, CIO",S - Sale,WINN,$6.44,-88,-$567,"1,552",-5%,2010-09-10 19:24:03,2010-09-08
15,Byrum D Michael,"VP, Corporate Controller",S - Sale,WINN,$6.95,"-3,091","-$21,496","3,994",-44%,2010-09-10 19:20:23,2010-09-08
16,Gelfond Richard L,CEO,S - Sale+OE,IMAX,$14.87,"-30,000","-$446,100","515,500",-5%,2010-09-10 19:16:42,2010-09-08
17,Miller Bradley N,"Pres, CECC",S - Sale,CLNE,$14.81,"-184,000","-$2,724,187","3,833,408",-5%,2010-09-10 19:15:57,2010-09-08
18,House Charles H,Dir,S - Sale+OE,TIII,$1.29,"-6,669","-$8,592","216,666",-3%,2010-09-10 19:15:24,2010-09-08
19,Burris John C,CEO,S - Sale+OE,FIRE,$27.95,"-10,000","-$279,453","109,538",-8%,2010-09-10 19:13:03,2010-09-08
20,Appel Laurence B,"SVP, HR, Legal, GC",S - Sale,WINN,$6.45,"-1,570","-$10,127","48,732",-3%,2010-09-10 19:07:39,2010-09-08
21,Cabou Christian,"SVP, GC",S - Sale+OE,ILMN,$45.00,"-33,465","-$1,505,925","26,338",-56%,2010-09-10 19:00:32,2010-09-08
22,Borok Gil,CFO,S - Sale,CBG,$18.21,"-9,200","-$167,577","115,972",-7%,2010-09-10 18:52:06,2010-09-09
