,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Burleson Gene E,CEO,S - Sale,VETS,$0.34,"-471,092","-$157,910","178,954",-72%,2010-10-27 21:15:38,2010-07-01
1,Burleson Gene E,CEO,P - Purchase,VETS,$2.22,"+383,700","+$851,814","757,669",+103%,2010-10-27 21:12:36,2009-01-06
2,Kanter Joel S,Dir,S - Sale,VETS,$0.34,"-19,275","-$6,461","48,828",-28%,2010-10-27 21:02:39,2010-07-01
3,Martin Richard O,Dir,S - Sale,VETS,$0.34,"-5,274","-$1,768","84,587",-6%,2010-10-27 20:59:52,2010-07-06
4,Wagner Roger P,Dir,P - Purchase,MNTG,$1.80,"+3,429","+$6,172","3,429",New,2010-10-27 20:54:18,2010-10-25
5,Howlett Ca,"SVP, Public Affairs",S - Sale+OE,LCC,$11.85,"-7,390","-$87,588","7,087",-51%,2010-10-27 20:48:59,2010-10-27
6,Kerr Derek J,"EVP, CFO",S - Sale+OE,LCC,$11.71,"-107,415","-$1,257,797","8,935",-92%,2010-10-27 20:47:56,2010-10-27
7,Isom Robert D Jr,"EVP, COO",S - Sale+OE,LCC,$11.46,"-106,540","-$1,221,023","20,529",-84%,2010-10-27 20:46:51,2010-10-25
8,Duke John A,Dir,P - Purchase,PRWT,$0.40,"+50,000","+$20,000","6,624,341",+1%,2010-10-27 20:26:23,2010-10-26
9,Papa George A,"SVP, Worldwide Sales",S - Sale+OE,ALTR,$30.45,"-275,000","-$8,373,852","12,771",-96%,2010-10-27 20:18:36,2010-10-26
10,Burich Misha,"SVP, Research, Development",S - Sale+OE,ALTR,$30.00,"-150,000","-$4,500,000","14,169",-91%,2010-10-27 20:18:26,2010-10-26
11,Utterberg David S,"Dir, 10%",S - Sale,NXTM,$20.91,"-113,078","-$2,364,047","5,572,231",-2%,2010-10-27 20:18:05,2010-10-26
12,Turk Joseph E Jr,SVP Commercial Operations,S - Sale+OE,NXTM,$21.08,"-66,102","-$1,393,643","132,725",-33%,2010-10-27 20:16:02,2010-10-25
13,Riggins Stephen C,Dir,S - Sale,EXPO,$34.41,"-3,752","-$129,104","10,100",-27%,2010-10-27 20:05:14,2010-10-25
14,Johnston Paul R,"Pres, CEO",S - Sale+OE,EXPO,$32.40,"-5,000","-$161,990","65,207",-7%,2010-10-27 20:05:06,2010-10-26
15,Donegan Mark,"COB, CEO",S - Sale+OE,PCP,$136.14,"-115,055","-$15,663,588","226,258",-34%,2010-10-27 20:04:50,2010-10-26
16,Gaulke Michael R,Dir,S - Sale,EXPO,$32.33,"-19,600","-$633,663","111,631",-15%,2010-10-27 20:04:32,2010-10-25
17,Cacace Antonino G,Pres,P - Purchase,ENTH,$0.01,"+500,000","+$5,000","500,000",New,2010-10-27 19:52:12,2010-10-22
18,Barratt Craig H,"Pres, CEO",S - Sale+OE,ATHR,$31.34,"-50,000","-$1,566,965","240,863",-17%,2010-10-27 19:42:44,2010-10-27
19,Allegretto John D,Chief Supply Chain Officer,S - Sale+OE,BJRI,$34.10,"-40,000","-$1,363,880","7,256",-85%,2010-10-27 19:42:07,2010-10-27
20,Gill Ronald S,CFO,S - Sale,N,$20.57,-450,"-$9,256","105,022",0%,2010-10-27 19:39:02,2010-10-25
21,Goldberg Evan,"CTO, COB",S - Sale,N,$20.44,"-20,000","-$408,754","2,963,725",-1%,2010-10-27 19:38:49,2010-10-25
22,Richo Anna,"SVP, CCO",S - Sale+OE,AMGN,$56.94,"-5,900","-$335,954","18,869",-24%,2010-10-27 19:35:17,2010-10-26
23,Albright Paul,"Gen'l Mgr, SMB, Alliances",S - Sale+OE,SFSF,$26.95,"-10,000","-$269,505","2,811",-78%,2010-10-27 19:30:29,2010-10-25
24,Furrow Samuel J,Dir,S - Sale,JOEZ,$1.77,"-110,000","-$194,250","2,541,285",-4%,2010-10-27 19:20:19,2010-10-25
25,Moses Robert L.,"Pres of Gov., Ind. Div.",S - Sale+OE,IRBT,$20.07,-305,"-$6,121","11,400",-3%,2010-10-27 19:19:04,2010-10-25
26,Woolcott Richard R,"COB, CEO, 10%",S - Sale,VLCM,$21.28,"-25,000","-$532,020","2,620,932",-1%,2010-10-27 19:18:45,2010-10-25
27,Tilley William H,10%,S - Sale,BJRI,$34.06,"-130,800","-$4,454,394","3,251,036",-4%,2010-10-27 18:45:50,2010-10-27
28,Ellison Lawrence Joseph,"CEO, 10%",S - Sale,ORCL,$28.63,"-1,000,000","-$28,633,600","1,128,421,324",0%,2010-10-27 18:45:04,2010-10-27
29,Greek Investments Inc,10%,P - Purchase,PSUN,$5.98,"+410,700","+$2,457,524","8,097,240",+5%,2010-10-27 18:44:38,2010-10-25
30,Blaser Brian J,SVP,S - Sale,ABT,$52.98,"-6,094","-$322,848","53,839",-10%,2010-10-27 18:42:01,2010-10-25
31,Falcon Michael F,"SVP, Operations",S - Sale+OE,NTGR,$30.00,"-4,534","-$136,020","5,555",-45%,2010-10-27 18:31:36,2010-10-25
32,Freyman Thomas C,EVP,S - Sale,ABT,$52.94,"-22,019","-$1,165,684","388,079",-5%,2010-10-27 18:29:10,2010-10-25
33,Shields John F,VP Manufacturing Ops,S - Sale,APKT,$39.99,"-6,250","-$249,920","15,834",-28%,2010-10-27 18:26:28,2010-10-25
34,Estrada Rudolph,Dir,S - Sale,EWBC,$16.69,"-1,223","-$20,414","16,881",-7%,2010-10-27 18:26:22,2010-10-15
35,Block Keith,EVP-Ops,S - Sale,ORCL,$28.93,"-5,532","-$160,041","5,000",-53%,2010-10-27 18:21:30,2010-10-25
36,Armstrong James D,Dir,S - Sale,JDAS,$25.03,"-5,000","-$125,158","1,112,801",0%,2010-10-27 18:20:33,2010-10-27
37,Zeitler William M,Dir,P - Purchase,QLGC,$16.93,"+10,000","+$169,300","10,000",New,2010-10-27 18:10:58,2010-10-26
38,Alta Biopharma Partners III LP,10%,P - Purchase,AEGR,$9.50,"+315,789","+$2,999,996","60,502",-124%,2010-10-27 18:06:51,2010-10-27
39,Kirschner Ann,Dir,S - Sale,APOL,$36.17,"-1,300","-$47,016","7,596",-15%,2010-10-27 18:04:50,2010-10-25
40,Hnat James G,"EVP, GC",S - Sale,JBLU,$7.26,"-3,500","-$25,416","1,677",-68%,2010-10-27 18:04:43,2010-10-26
41,Boutsikaris John C,"SVP GLOBAL SALES, AFTERMARKET",S - Sale,KTEC,$15.00,"-1,500","-$22,500","64,840",-2%,2010-10-27 18:03:31,2010-10-27
42,Nettleton Steve G,Dir,S - Sale,TCBK,$15.97,"-5,500","-$87,825","166,959",-3%,2010-10-27 18:02:29,2010-10-26
43,Lampert Edward S,10%,S - Sale,AZO,$236.52,"-147,478","-$34,881,992","5,652,235",-3%,2010-10-27 18:01:31,2010-10-25
44,Hanrahan Daniel J,"Pres, CEO, Celebrity Cruises",S - Sale,RCL,$39.63,"-21,978","-$871,045","175,242",-11%,2010-10-27 17:58:20,2010-10-27
45,Wesson Bruce F,Dir,S - Sale,MDAS,$22.27,"-66,041","-$1,470,738","5,397,784",-1%,2010-10-27 17:55:30,2010-10-25
46,Bouck Steven F,Pres,S - Sale+OE,WCN,$40.97,"-23,217","-$951,245","170,386",-12%,2010-10-27 17:52:47,2010-10-25
47,Jackman Worthing,CFO,S - Sale+OE,WCN,$40.97,"-80,000","-$3,277,352","66,721",-55%,2010-10-27 17:51:55,2010-10-25
48,Kiley Alison,"Dir, 10%",P - Purchase,AEGR,$9.50,"+315,789","+$2,999,996","2,860,551",+12%,2010-10-27 17:48:08,2010-10-27
49,Lohr Walter G,Dir,S - Sale+OE,DHR,$42.91,"-8,000","-$343,288","554,672",-1%,2010-10-27 17:47:41,2010-10-26
50,Raskas Daniel,SVP-Corporate Development,S - Sale,DHR,$42.89,"-11,988","-$514,189",0,-100%,2010-10-27 17:46:54,2010-10-26
51,Index Venture Associates III Ltd,10%,P - Purchase,AEGR,$9.50,"+315,789","+$2,999,996","7,455,490",+4%,2010-10-27 17:46:49,2010-10-27
52,Lutz Robert S,SVP-Chief Accounting Officer,S - Sale+OE,DHR,$43.04,"-40,000","-$1,721,600",0,-100%,2010-10-27 17:46:07,2010-10-25
