,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Taft Karl M III,CTO,S - Sale,HOKU,$2.57,"-20,000","-$51,313","955,943",-2%,2010-10-06 21:53:52,2010-10-05
1,Lowenstein Arnold J,"EVP, Chief Strategy Officer",S - Sale+OE,CRAI,$18.01,"-3,842","-$69,197","43,128",-8%,2010-10-06 21:30:10,2010-10-05
2,Adzema Kurt,CFO,S - Sale+OE,FNSR,$18.88,"-5,542","-$104,633","49,639",-10%,2010-10-06 21:06:33,2010-10-04
3,Farrow Gladys,VP,S - Sale,AWR,$33.51,-457,"-$15,313","4,123",-10%,2010-10-06 20:55:48,2010-09-02
4,Aquila Tony,"Pres, CEO",S - Sale,SLH,$43.64,"-27,628","-$1,205,606","702,820",-4%,2010-10-06 20:39:57,2010-10-05
5,Almon Einat Brill,"VP, Product Development",S - Sale+OE,PLX,$9.10,"-70,000","-$636,650",0,-100%,2010-10-06 20:21:40,2010-10-04
6,Hart Robert E.,Pres of KW Multi-Family Man Gr,S - Sale,KW,$10.62,"-17,104","-$181,625","137,650",-11%,2010-10-06 19:53:00,2010-09-22
7,Goldberg Evan,"CTO, COB",S - Sale,N,$22.93,"-20,000","-$458,582","3,026,989",-1%,2010-10-06 19:49:53,2010-10-04
8,Heath Gregory,"SVP, GM",S - Sale+OE,ILMN,$49.55,"-6,302","-$312,234","14,559",-30%,2010-10-06 19:46:48,2010-10-04
9,Bradbury Daniel,Dir,S - Sale+OE,ILMN,$49.61,"-6,400","-$317,525","1,937",-77%,2010-10-06 19:46:12,2010-10-04
10,Hu George,"EVP, Marketing",S - Sale+OE,CRM,$111.47,"-4,168","-$464,605","1,276",-77%,2010-10-06 19:38:18,2010-10-06
11,Widmer Kurt R,"Dir, 10%",S - Sale,HOOK,$7.22,"-5,700","-$41,154","1,891,581",0%,2010-10-06 19:38:15,2010-10-06
12,Dalgaard Lars,"CEO, Pres",S - Sale,SFSF,$25.72,"-13,450","-$345,890","414,900",-3%,2010-10-06 19:30:40,2010-10-04
13,Larson James,"VP, GLOBAL ENTERPRISE SALES",S - Sale+OE,SFSF,$25.51,"-30,000","-$765,210","30,402",-50%,2010-10-06 19:30:22,2010-10-05
14,Nelson Steve,"VP, Drilling, Production",S - Sale,EXXI,$24.15,"-18,000","-$434,700","67,804",-21%,2010-10-06 19:25:38,2010-10-05
15,Hodder Broady R,"SVP, Gen. Counsel, Secretary",S - Sale,CLWR,$7.72,"-3,500","-$27,020","154,386",-2%,2010-10-06 19:25:01,2010-10-05
16,Woolcott Rene R,Dir,S - Sale,VLCM,$18.44,"-30,000","-$553,242","1,244,765",-2%,2010-10-06 19:07:04,2010-10-04
17,Simmons Harold C,"COB, CEO, 10%",P - Purchase,NL,$9.02,"+2,000","+$18,050","41,904,056",0%,2010-10-06 18:50:18,2010-10-06
18,Irvine Diane M,CEO,S - Sale+OE,NILE,$43.85,"-5,000","-$219,265","37,863",-12%,2010-10-06 18:49:14,2010-10-04
19,Vadon Mark C,Exec COB,S - Sale+OE,NILE,$45.00,-300,"-$13,500","359,933",0%,2010-10-06 18:46:31,2010-10-04
20,Chen Tai-Yun,"VP, Corporate Controller",S - Sale+OE,VAR,$61.75,"-10,370","-$640,348","15,336",-40%,2010-10-06 18:37:50,2010-10-05
21,Hudspith William Neil,EVP Worldwide Field Operations,S - Sale,TLEO,$29.60,"-2,376","-$70,330","42,428",-5%,2010-10-06 18:36:18,2010-10-05
22,Wilson Newton W III,"EVP, COO",S - Sale,KEG,$10.00,"-8,000","-$80,000","482,605",-2%,2010-10-06 18:34:37,2010-10-05
23,Kuo John W,"VP, GC, Secretary",S - Sale+OE,VAR,$62.00,"-5,000","-$310,000","27,325",-15%,2010-10-06 18:33:54,2010-10-05
24,Guiscardo Marcelo D,Dir,P - Purchase,VTG,$1.49,"+100,000","+$149,277","1,836,409",+6%,2010-10-06 18:31:22,2010-09-06
25,Finney Elisha W,"SVP, Finance, CFO",S - Sale+OE,VAR,$61.68,"-10,000","-$616,833","70,563",-12%,2010-10-06 18:29:35,2010-10-05
26,Green William D,"COB, CEO",S - Sale,ACN,$44.78,"-60,000","-$2,686,802","464,181",-11%,2010-10-06 18:25:31,2010-10-05
27,Campbell Kevin M,Group Chief Exec-Technology,S - Sale,ACN,$45.00,"-1,452","-$65,340","96,513",-1%,2010-10-06 18:21:46,2010-10-05
28,Healey William L,Dir,S - Sale,MSCC,$18.43,"-2,000","-$36,860","12,414",-14%,2010-10-06 18:21:06,2010-10-05
29,Bendush William,Dir,S - Sale,MSCC,$18.43,"-7,500","-$138,225","10,414",-42%,2010-10-06 18:19:27,2010-10-05
30,Atwood Thomas G,"Dir, 10%",P - Purchase,FNBG,$8.11,"+1,300","+$10,543","146,080",+1%,2010-10-06 18:17:15,2010-09-21
31,Ellison Lawrence Joseph,"CEO, 10%",S - Sale,ORCL,$27.61,"-1,000,000","-$27,608,300","1,143,421,324",0%,2010-10-06 18:15:23,2010-10-06
32,Riccelli Joseph,"CEO, CFO, 10%",S - Sale,IVDN,$0.25,"-18,052","-$4,513","9,985,000",0%,2010-10-06 18:13:03,2010-10-05
33,Gunnerman Rudolf W,10%,S - Sale,SUF,$0.39,"-345,499","-$135,204","8,478,865",-4%,2010-10-06 18:12:36,2010-10-05
34,Gelbaum David,10%,S - Sale,EFOI,$1.08,"-121,330","-$131,228","6,019,288",-2%,2010-10-06 18:05:36,2010-10-04
35,Oliviero James F III,CFO,S - Sale,KERX,$4.58,"-1,209","-$5,537","356,832",0%,2010-10-06 18:01:27,2010-10-04
36,Defranco James,EVP,S - Sale,DISH,$19.40,"-100,000","-$1,939,985","6,785,109",-1%,2010-10-06 17:55:30,2010-10-04
37,Melampy Patrick J,CTO,S - Sale,APKT,$37.41,"-40,000","-$1,496,426","5,479,629",-1%,2010-10-06 17:49:13,2010-10-04
38,Melampy Patrick J,CTO,S - Sale,APKT,$27.38,"-40,000","-$1,095,090","5,719,629",-1%,2010-10-06 17:47:32,2010-07-06
39,Emans Eric Michael,Chief Accounting Officer,S - Sale,INSP,$8.64,"-7,522","-$64,990","33,337",-18%,2010-10-06 17:46:34,2010-10-05
40,Rosenberg Jonathan J,SVP Prod. Mgmt.,S - Sale+OE,GOOG,$522.07,-240,"-$125,296","49,463",0%,2010-10-06 17:41:22,2010-10-04
41,Siguler George W,Dir,P - Purchase,MSCI,$33.81,"+10,000","+$338,100","11,825",+548%,2010-10-06 17:38:05,2010-10-04
42,Bonderman David,10%,S - Sale,KRA,$25.31,"-720,000","-$18,221,400","2,960,483",-20%,2010-10-06 17:32:44,2010-10-04
43,Bogachev Nikolay V,Dir,S - Sale,MPET,$1.85,"-74,415","-$137,645","14,339,548",-1%,2010-10-06 17:32:38,2010-09-24
