,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Hayden Donald J Jr,Dir,S - Sale+OE,VTAE,$7.42,"-16,130","-$119,685",0,-100%,2016-03-21 21:32:27,2016-03-21
1,Eberwein Jeffrey E.,Dir,P - Purchase,DRAD,$5.01,"+3,400","+$17,026","1,044,615",0%,2016-03-21 21:23:26,2016-03-21
2,Berry Christopher Michael,PRIN ACCT OFCR,S - Sale,ALK,$83.00,-731,"-$60,673","3,449",-17%,2016-03-21 21:21:09,2016-03-18
3,Martinez Maria,"Pres, Sales, Cust. Success",S - Sale,CRM,$72.50,"-1,574","-$114,115","27,123",-5%,2016-03-21 20:47:51,2016-03-21
4,Sonsteby Charles M,"CAO, CFO",S - Sale+OE,MIK,$27.25,"-185,566","-$5,057,169","101,517",-65%,2016-03-21 20:37:58,2016-03-17
5,Kramer Lawrence S,Dir,P - Purchase,TST,$1.19,"+72,532","+$86,434","266,639",+37%,2016-03-21 20:29:20,2016-03-17
6,Lundberg Eric F,CFO,P - Purchase,TST,$1.20,"+6,598","+$7,892","9,778",+207%,2016-03-21 20:28:14,2016-03-11
7,Prins Richard K,Dir,S - Sale,AMPH,$11.25,"-2,400","-$27,000","26,200",-8%,2016-03-21 20:17:18,2016-03-17
8,Emmett Dan A,COB,S - Sale,DEI,$29.91,"-140,000","-$4,187,194","2,379,661",-6%,2016-03-21 20:05:10,2016-03-17
9,Owen Andi,"Global Pres, Banana Republic",S - Sale+OE,GPS,$30.17,"-11,381","-$343,337",0,-100%,2016-03-21 19:56:30,2016-03-21
10,Simmons Sabrina,"EVP, CFO",S - Sale,GPS,$30.25,"-12,416","-$375,589",0,-100%,2016-03-21 19:52:24,2016-03-18
11,Acg Shack LLC,10%,S - Sale,SHAK,$34.28,"-150,000","-$5,141,500","50,000",-75%,2016-03-21 19:41:26,2016-03-17
12,Lehmann William Jr,"Pres, COO",S - Sale,ATHX,$2.41,"-25,000","-$60,367","294,720",-8%,2016-03-21 19:34:42,2016-03-18
13,Ringold Gordon,Dir,P - Purchase,ARDX,$7.77,"+15,000","+$116,540","25,000",+150%,2016-03-21 19:31:15,2016-03-21
14,Herbert James L,"COB, CEO",S - Sale,NEOG,$49.05,"-2,500","-$122,635","270,605",-1%,2016-03-21 19:26:01,2016-03-17
15,Ducker Michael L,"Pres, CEO, FedEx Freight",S - Sale+OE,FDX,$160.57,"-12,862","-$2,065,251","48,897",-21%,2016-03-21 19:17:58,2016-03-18
16,Carter Robert B,EVP CHIEF INFO OFFICER,S - Sale+OE,FDX,$160.57,"-19,747","-$3,170,776","45,101",-30%,2016-03-21 19:12:37,2016-03-18
17,Rosenfeld Eric,"See Explanation of Responses, 10%",P - Purchase,HIL,$3.24,"+21,517","+$69,614","64,058",+51%,2016-03-21 19:10:18,2016-03-17
18,Barton Richard N,Dir,S - Sale+OE,NFLX,$100.00,"-1,400","-$140,000","34,862",-4%,2016-03-21 19:08:31,2016-03-17
19,Crescendo Partners II LP,"See Explanation of Responses, 10%",P - Purchase,HIL,$3.24,"+21,517","+$69,614","64,058",+51%,2016-03-21 19:08:15,2016-03-17
20,Ryan Christopher Michael,"Pres, COO",S - Sale,GEVO,$0.40,-70,-$28,"34,104",0%,2016-03-21 19:06:42,2016-03-18
21,Glenn T Michael,"EVP MKT DEVEL, CORP COMM",S - Sale+OE,FDX,$160.57,"-20,655","-$3,316,573","211,343",-9%,2016-03-21 19:05:48,2016-03-18
22,Greco Rosemarie B,Dir,S - Sale,PEI,$21.36,"-5,412","-$115,600","10,477",-34%,2016-03-21 18:57:35,2016-03-18
23,Forsyth Bradley Stewart,Former Officer,S - Sale,WLFC,$22.19,"-1,286","-$28,533","18,988",-6%,2016-03-21 18:39:31,2016-03-17
24,Riggs Steven,VP Operations,S - Sale+OE,ICUI,$100.00,"-20,000","-$2,000,000","1,378",-94%,2016-03-21 18:37:35,2016-03-21
25,Gagliano Vincent J.,EVP - Chief Risk Officer,S - Sale+OE,AMSF,$52.05,"-3,200","-$166,560","23,505",-12%,2016-03-21 18:36:46,2016-03-18
26,Hillan Kenneth J.,CEO,S - Sale,AKAO,$3.22,"-3,572","-$11,502","61,628",-5%,2016-03-21 18:33:55,2016-03-17
27,Friedland Ian,Chief Medical Officer,S - Sale,AKAO,$3.22,"-1,772","-$5,706","32,728",-5%,2016-03-21 18:33:22,2016-03-17
28,Mason Frank E III,Dir,P - Purchase,SHBI,$11.32,"+5,395","+$61,050","13,775",+64%,2016-03-21 18:26:05,2016-02-18
29,Becker Leonard,Dir,S - Sale,OLED,$53.15,"-5,000","-$265,750","21,250",-19%,2016-03-21 18:18:14,2016-03-18
30,El-Khoury Hassane,"EVP, Programmable Systems",S - Sale,CY,$0.00,"-30,000",-$0,"235,797",-11%,2016-03-21 18:16:03,2016-03-17
31,Weymouth Katharine,Dir,S - Sale,CABO,$440.00,-79,"-$34,760","11,263",-1%,2016-03-21 18:13:04,2016-03-17
32,Kadow Joseph John,Dir,P - Purchase,HABT,$19.10,+500,"+$9,550","2,000",+33%,2016-03-21 18:12:57,2016-03-21
33,Weaver Amy E,"EVP, GC",S - Sale+OE,CRM,$72.87,"-7,062","-$514,626","9,456",-43%,2016-03-21 18:11:17,2016-03-18
34,United Teacher Associates Insurance Co,"Member of 10% owner Group, 10%",P - Purchase,MIFI,$1.59,"+3,397,094","+$5,401,379","8,338,270",+69%,2016-03-21 18:10:17,2016-03-17
35,"Continental Insurance Group, Ltd.","Member of 10% group, 10%",P - Purchase,MIFI,$1.59,"+3,709,094","+$5,897,459","11,473,799",+48%,2016-03-21 18:07:34,2016-03-17
36,Kleeberger Kent A,Dir,S - Sale,SCVL,$27.07,"-1,500","-$40,605","15,665",-9%,2016-03-21 18:07:31,2016-03-21
37,Chang Hung-Lun (Fred),*** See Remarks,S - Sale+OE,AAOI,$17.50,-741,"-$12,968","23,750",-3%,2016-03-21 18:05:58,2016-03-17
38,Continental General Insurance Co,Member of 10% group,P - Purchase,MIFI,$1.59,"+312,000","+$496,080","3,135,529",+11%,2016-03-21 18:00:32,2016-03-17
39,Auerbach Gail N,"SVP, HR",S - Sale,DOOR,$64.00,"-7,200","-$460,800","44,258",-14%,2016-03-21 18:00:24,2016-03-17
40,Chandler Jodi A,"SVP Hum. Res., Administration",P - Purchase,FBIZ,$22.60,+3,+$70,"23,352",0%,2016-03-21 17:56:30,2016-03-18
41,Hill Anita M.,"EVP HR, Communications",S - Sale+OE,ACBI,$13.27,"-1,000","-$13,274","26,868",-4%,2016-03-21 17:55:27,2016-03-17
42,Oglesby Richard A. Jr.,"EVP, Chief Credit, Risk Office",S - Sale,ACBI,$13.41,"-9,500","-$127,411","40,278",-19%,2016-03-21 17:55:14,2016-03-17
43,Goodman Bruce G,Dir,P - Purchase,VISI,$6.98,"+5,500","+$38,381","1,990,226",0%,2016-03-21 17:38:57,2016-03-17
44,Simon Ronald I,Dir,P - Purchase,EARN,$12.17,"+2,500","+$30,425","13,781",+22%,2016-03-21 17:37:04,2016-03-17
45,Colombo Russell A,"Pres, CEO",S - Sale+OE,BMRC,$49.12,"-13,749","-$675,381","35,353",-28%,2016-03-21 17:36:56,2016-03-18
46,Mariano Steven M.,"See Remarks, 10%",P - Purchase,PN,$6.64,"+60,000","+$398,400","14,459,138",0%,2016-03-21 17:34:11,2016-03-16
47,Shah Debra Jean,Dir,P - Purchase,MBTF,$7.99,"+3,700","+$29,563","106,022",+4%,2016-03-21 17:31:23,2016-03-18
48,Cohen Peter A,Dir,S - Sale,SGMS,$9.94,"-20,900","-$207,746",0,-100%,2016-03-21 17:30:11,2016-03-17
49,Smith Richard H,VP - Land,S - Sale+OE,CRZO,$30.38,"-6,372","-$193,551","52,547",-11%,2016-03-21 17:28:33,2016-03-17
50,Pitts David L.,"VP, CFO",S - Sale+OE,CRZO,$30.52,"-4,642","-$141,667","46,030",-9%,2016-03-21 17:28:19,2016-03-18
51,Morton Gerald A,"GC, VP-Bus Dev",S - Sale+OE,CRZO,$30.67,"-5,281","-$161,976","58,244",-8%,2016-03-21 17:28:03,2016-03-18
52,Johnson S P IV,"Pres, CEO",S - Sale+OE,CRZO,$30.50,"-15,790","-$481,520","619,588",-2%,2016-03-21 17:27:49,2016-03-18
53,Fisher John Bradley,"VP, COO",S - Sale+OE,CRZO,$30.49,"-9,266","-$282,566","99,606",-9%,2016-03-21 17:27:36,2016-03-18
54,Conaway Gregory F,"VP, Chief Accounting Officer",S - Sale+OE,CRZO,$30.51,"-1,199","-$36,580","7,224",-14%,2016-03-21 17:27:22,2016-03-18
55,Obrien Gordon,Dir,S - Sale,MIDD,$102.70,"-10,500","-$1,078,330","38,750",-21%,2016-03-21 17:26:53,2016-03-17
