,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Schreiber Daniel J.,10%,S - Sale,IDNG,$0.02,"-173,500","-$2,689","55,778,608",0%,2016-11-02 21:42:04,2016-10-31
1,"Columbia Pacific Opportunity Fund, L.P.",10%,S - Sale,RLH,$7.90,"-500,000","-$3,950,000","2,010,105",-20%,2016-11-02 21:38:40,2016-10-31
2,Crager William,Pres,S - Sale+OE,ENV,$35.04,"-50,000","-$1,752,012","141,429",-26%,2016-11-02 21:35:34,2016-10-31
3,O'Brien Shelly,GC,S - Sale+OE,ENV,$35.15,"-4,500","-$158,175","5,740",-44%,2016-11-02 21:34:48,2016-11-01
4,Bergman Judson,CEO,S - Sale+OE,ENV,$34.94,"-20,000","-$698,800","649,106",-3%,2016-11-02 21:33:18,2016-10-31
5,Brin Sergey,"Pres, 10%",S - Sale+OE,GOOG,$794.91,"-33,332","-$26,495,879","19,790,539",0%,2016-11-02 21:22:20,2016-11-01
6,McMinn Rachel,Chief Strategy Officer,S - Sale,ICPT,$123.82,-129,"-$15,972","13,732",-1%,2016-11-02 21:00:17,2016-10-31
7,Hna Investment Management LLC,10%,P - Purchase,RLH,$7.90,+0,+$0,0,-32768%,2016-11-02 20:43:54,2016-10-31
8,Cooperman Leon G,10%,S - Sale,ASPS,$25.97,"-262,100","-$6,805,793","1,729,965",-13%,2016-11-02 20:34:26,2016-10-31
9,Benioff Marc,"COB, CEO",S - Sale,CRM,$75.17,"-12,500","-$939,654","34,795,500",0%,2016-11-02 20:26:00,2016-11-02
10,Haley Timothy M,Dir,S - Sale+OE,NFLX,$126.14,"-23,728","-$2,993,026",0,-100%,2016-11-02 20:06:00,2016-10-31
11,Billingsley Chester,"CEO, 10%",S - Sale,MNTR,$1.24,"-12,700","-$15,783","4,860,386",0%,2016-11-02 19:41:41,2016-10-31
12,Ruby Chad,COO,S - Sale,CNAB,$2.54,"-20,000","-$50,865","1,025,450",-2%,2016-11-02 19:38:15,2016-11-01
13,Gaggini Stefano R.,"VP, Corporate Controller, PAO",S - Sale,SCHN,$23.92,-730,"-$17,462","15,884",-4%,2016-11-02 19:31:00,2016-10-31
14,Henderson Michael R,"SVP, Co-Pres, AMR",S - Sale,SCHN,$24.01,"-3,100","-$74,431","63,010",-5%,2016-11-02 19:30:45,2016-10-31
15,Heiskell Steven,"SVP, Co-Pres, AMR",S - Sale,SCHN,$23.61,"-1,200","-$28,332","47,244",-2%,2016-11-02 19:29:59,2016-10-31
16,Peach Richard,"SVP, CFO",S - Sale,SCHN,$24.07,"-4,000","-$96,280","122,004",-3%,2016-11-02 19:29:44,2016-10-31
17,Bell Leonard,Dir,S - Sale+OE,ALXN,$135.30,"-1,634","-$221,078","810,244",0%,2016-11-02 19:22:34,2016-10-31
18,Stretch Colin,"VP, GC",S - Sale,FB,$130.45,-750,"-$97,838","81,440",-1%,2016-11-02 19:17:30,2016-11-01
19,Cox Christopher K,Chief Product Officer,S - Sale,FB,$131.50,"-15,600","-$2,051,348","487,829",-3%,2016-11-02 19:14:36,2016-10-31
20,Thomas Scott,VP GC,S - Sale+OE,CRUS,$54.30,"-26,480","-$1,437,969","33,279",-44%,2016-11-02 19:09:58,2016-10-31
21,Greenberg Michael,Pres,S - Sale,SKX,$20.58,"-150,000","-$3,086,835","552,393",-21%,2016-11-02 19:07:12,2016-11-02
