,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,"Columbia Pacific Advisors, LLC",10%,P - Purchase,MDSY,$1.25,"+16,527","+$20,616","5,404,470",0%,2016-10-25 21:44:02,2016-10-21
1,Peer Developments Ltd,10%,S - Sale,SNX,$105.14,"-28,000","-$2,943,915","4,219,188",-1%,2016-10-25 21:32:46,2016-10-24
2,Aamir Mir,"Pres, CEO",S - Sale,QUOT,$11.27,"-49,345","-$556,074","313,817",-14%,2016-10-25 21:30:33,2016-10-25
3,Silver Star Developments Ltd,10%,S - Sale,SNX,$105.13,"-41,031","-$4,313,655","5,464,759",-1%,2016-10-25 21:17:07,2016-10-24
4,Molina John C,CFO,S - Sale+OE,MOH,$60.00,"-25,014","-$1,500,840","1,352,743",-2%,2016-10-25 20:52:19,2016-10-24
5,Benioff Marc,"COB, CEO",S - Sale,CRM,$74.87,"-12,500","-$935,921","34,870,500",0%,2016-10-25 20:22:01,2016-10-25
6,Russo Carl,"Pres, CEO, 10%",P - Purchase,CALX,$6.68,"+3,000","+$20,025","6,110,246",0%,2016-10-25 20:06:01,2016-10-21
7,Levine Tilly,10%,S - Sale+OE,TLYS,$9.68,"-50,000","-$483,924",0,-100%,2016-10-25 19:40:47,2016-10-21
8,Lampert Edward S,10%,P - Purchase,LE,$14.90,+562,"+$8,374","19,313,894",0%,2016-10-25 19:20:38,2016-10-21
9,Bergman Judson,CEO,S - Sale+OE,ENV,$37.31,"-20,000","-$746,200","649,106",-3%,2016-10-25 19:04:01,2016-10-24
10,"Firstcash, Inc",10%,S - Sale,ENVA,$9.16,"-46,851","-$429,117","5,284,196",-1%,2016-10-25 18:51:34,2016-10-21
11,Rottenberg Linda,Dir,S - Sale,ZAYO,$32.00,"-6,453","-$206,496","20,596",-24%,2016-10-25 18:48:06,2016-10-24
12,Jorgensen Blake J,"EVP, CFO",S - Sale,EA,$82.15,"-10,100","-$829,715","103,310",-9%,2016-10-25 18:46:35,2016-10-21
13,Desgarennes Kenneth,CFO,S - Sale,ZAYO,$31.79,"-38,885","-$1,236,247","2,745,060",-1%,2016-10-25 18:39:41,2016-10-24
14,Kellogg Peter R,10%,P - Purchase,MERC,$7.76,"+10,159","+$78,860","19,060,922",0%,2016-10-25 18:37:56,2016-10-21
15,Mason Christopher,SVP,S - Sale,SYNT,$20.72,"-2,000","-$41,432","6,000",-25%,2016-10-25 18:34:56,2016-10-25
16,Barton Richard N,Dir,S - Sale+OE,NFLX,$126.97,"-2,800","-$355,516","34,862",-7%,2016-10-25 18:04:34,2016-10-24
17,Haratunian Melanie,"EVP, GC",S - Sale+OE,AKAM,$57.94,"-20,487","-$1,186,996","80,785",-20%,2016-10-25 17:51:12,2016-10-21
18,McConnell Rick M,"Pres Prods, Development",S - Sale,AKAM,$57.98,"-12,899","-$747,903","28,482",-31%,2016-10-25 17:49:07,2016-10-21
19,Ajdler Arnaud,Dir,S - Sale,STC,$45.10,"-157,046","-$7,083,093","5,311",-97%,2016-10-25 17:47:58,2016-10-21
20,Kirby George H III,"Pres, CEO",P - Purchase,OPTT,$3.16,"+6,300","+$19,908","79,550",+9%,2016-10-25 17:47:20,2016-10-24
21,Wilkin Neil D Jr,"COB, Pres, CEO, 10%",P - Purchase,OCC,$3.09,"+6,200","+$19,180","919,526",+1%,2016-10-25 17:44:02,2016-10-25
22,Eberwein Jeffrey E.,10%,P - Purchase,SDPI,$0.87,"+50,000","+$43,685","2,552,589",+2%,2016-10-25 17:40:04,2016-10-21
23,Citigroup Inc,10%,S - Sale,BHV,"$100,000.00",-56,"-$5,600,000",0,-100%,2016-10-25 17:25:01,2016-10-21
24,Halt Peter,CFO,S - Sale,TIVO,$20.00,"-7,716","-$154,320","138,412",-5%,2016-10-25 17:21:26,2016-10-21
25,Xiao Deming,Pres of MPS Asia Operations,S - Sale,MPWR,$77.89,-11,-$857,"271,389",0%,2016-10-25 17:17:01,2016-10-24
26,Walters Keith S,"COB, Pres, CEO",S - Sale,EBF,$15.36,"-10,000","-$153,600","281,333",-3%,2016-10-25 17:14:33,2016-10-24
27,Ravich Jess M,"Exec COB, 10%",S - Sale,ALJJ,$4.36,"-5,000","-$21,802","5,173,751",0%,2016-10-25 17:09:04,2016-10-25
28,Shine Kenneth Irwin,Dir,S - Sale,UNH,$144.99,-325,"-$47,121","28,613",-1%,2016-10-25 17:08:25,2016-10-21
29,Wilson D Ellen,EVP Human Capital,S - Sale+OE,UNH,$144.18,"-14,365","-$2,071,105","52,270",-22%,2016-10-25 17:07:52,2016-10-21
30,Schuele Craig,"VP Marketing, Business Dev",S - Sale,AIMC,$30.00,"-2,500","-$75,000","87,561",-3%,2016-10-25 17:01:30,2016-10-21
31,Greer R Scott,Dir,P - Purchase,NKTR,$13.50,"+15,000","+$202,500","121,333",+14%,2016-10-25 17:00:53,2016-10-24
32,Froeschle Duane Ralph,EVP,S - Sale,WAL,$37.00,"-10,907","-$403,559","104,224",-9%,2016-10-25 16:59:46,2016-05-25
33,Ferris Gerald P,VP Global Sales,S - Sale,AIMC,$30.00,"-5,000","-$150,000","57,125",-8%,2016-10-25 16:58:48,2016-10-21
34,Calcaterra Chris M.,Chief Commercial Officer,S - Sale+OE,GKOS,$36.01,"-20,000","-$720,200","240,000",-8%,2016-10-25 16:55:43,2016-10-24
35,Miau Matthew,Dir,S - Sale,SNX,$105.14,"-69,031","-$7,257,570","10,276,097",-1%,2016-10-25 16:50:40,2016-10-24
36,Moreno Jeanne M,"VP, CIO",S - Sale+OE,SNA,$160.30,-500,"-$80,151","7,027",-7%,2016-10-25 16:49:08,2016-10-24
37,Johnson Susan S,Corporate Exec Vice Pres,S - Sale+OE,STI,$45.58,-794,"-$36,187","1,947",-29%,2016-10-25 16:46:26,2016-10-24
38,Utzschneider Lisa,Chief Revenue Officer,S - Sale,YHOO,$42.10,-732,"-$30,817","599,706",0%,2016-10-25 16:45:17,2016-10-21
39,Fisk George A.,Dir,S - Sale,LTXB,$34.02,"-10,000","-$340,160","328,481",-3%,2016-10-25 16:41:56,2016-10-24
40,Williamson Mark L,"EVP, Chief Credit Officer",S - Sale+OE,LTXB,$33.00,"-48,200","-$1,590,600","63,829",-43%,2016-10-25 16:41:02,2016-10-21
41,Blackmon Earnest,"Pres, CEO, 10%",S - Sale,CNAB,$0.67,"-5,094","-$3,388","22,094,489",0%,2016-10-25 16:37:03,2016-10-19
42,"Capital Z Partners III Gp, Ltd.",10%,S - Sale,NEWS,$8.93,"-2,000,000","-$17,860,000","4,077,694",-33%,2016-10-25 16:36:26,2016-10-21
