,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Mann Russell,Dir,S - Sale,OOMA,$8.80,"-27,000","-$237,665","55,974",-33%,2016-10-03 21:22:31,2016-09-30
1,Randall Jason Robert,"SVP, AppFolio Property Manager",S - Sale,APPF,$19.44,"-7,500","-$145,800","72,500",-9%,2016-10-03 20:37:57,2016-09-30
2,Campbell James Grier,"VP, Alphabet Corp. Controller",S - Sale,GOOG,$774.25,-194,"-$150,205","2,030",-9%,2016-10-03 20:27:46,2016-10-03
3,Messinger Adam,CTO,S - Sale,TWTR,$23.64,"-4,901","-$115,840","1,312,848",0%,2016-10-03 20:21:05,2016-10-03
4,Romney Ronna,Dir,S - Sale,MOH,$57.91,-250,"-$14,478","23,034",-1%,2016-10-03 20:20:37,2016-10-03
5,Kahane William M,Dir,S - Sale,NYRT,$9.17,"-114,932","-$1,054,495","375,952",-23%,2016-10-03 20:11:44,2016-09-29
6,Levy Paul S,Dir,P - Purchase,PTHN,$29.55,"+10,000","+$295,500","62,000",+19%,2016-10-03 20:11:34,2016-09-29
7,O'Malley Patrick A.,Chief Investment Officer,S - Sale,NYRT,$9.25,"-8,311","-$76,877","36,198",-19%,2016-10-03 20:10:02,2016-09-29
8,Eliasen Mark G,"VP, FINANCE, TREASURER",S - Sale+OE,ALK,$65.60,"-2,200","-$144,320","9,260",-19%,2016-10-03 20:00:11,2016-10-03
9,Janssen Ann D.,"VP, Accounting",S - Sale+OE,EOG,$96.73,"-1,064","-$102,924","56,473",-2%,2016-10-03 19:50:38,2016-09-30
10,Trice David W,"EVP Exploration, Production",S - Sale+OE,EOG,$97.08,"-4,600","-$446,591","62,050",-7%,2016-10-03 19:46:12,2016-09-30
11,Marooney Caryn,Dir,S - Sale+OE,ZEN,$30.41,"-1,693","-$51,484","24,910",-6%,2016-10-03 19:29:29,2016-09-30
12,Koplow Hilarie A.,Pres,S - Sale+OE,NEWR,$38.00,-115,"-$4,370","1,736",-6%,2016-10-03 19:27:50,2016-10-03
13,Cirne Lewis,"CEO, 10%",S - Sale,NEWR,$37.95,"-39,000","-$1,480,237","8,449,939",0%,2016-10-03 19:26:46,2016-10-03
14,Sachleben Mark,CFO,S - Sale,NEWR,$38.00,"-3,500","-$133,000","844,226",0%,2016-10-03 19:25:10,2016-10-03
