,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Melancon Paul D,"SVP - FIN, CONTROLLER, TREASUR",S - Sale+OE,JACK,$104.62,"-5,030","-$526,260","6,156",-45%,2016-11-29 21:52:19,2016-11-29
1,Pepper Raymond,VP - GC,S - Sale+OE,JACK,$103.40,-504,"-$52,113","4,116",-11%,2016-11-29 21:46:46,2016-11-29
2,Gordon Dean C,VP - SUPPLY CHAIN,S - Sale+OE,JACK,$103.40,-579,"-$59,868","5,360",-10%,2016-11-29 21:41:58,2016-11-29
3,Fox Vanessa C,VP - CHIEF DEVELOPMENT OFFICER,S - Sale+OE,JACK,$103.40,-577,"-$59,660","3,199",-15%,2016-11-29 21:39:20,2016-11-29
4,Alter Iwona,VP - JIB CHIEF MKTNG OFFICER,S - Sale+OE,JACK,$103.40,-341,"-$35,258","5,026",-6%,2016-11-29 21:37:19,2016-11-29
5,Blankenship Mark H,"EVP- PEOPLE, CULTURE,STRATEGY",S - Sale+OE,JACK,$103.40,"-2,606","-$269,448","23,005",-10%,2016-11-29 21:24:03,2016-11-29
6,Diraimo Carol A,"VP, INVESTOR REL, CORP COMM",S - Sale+OE,JACK,$103.40,-963,"-$99,572","15,167",-6%,2016-11-29 21:21:54,2016-11-29
7,Allen Frances L.,JIB BRAND Pres,S - Sale+OE,JACK,$103.40,-563,"-$58,214","11,509",-5%,2016-11-29 21:19:51,2016-11-29
8,Rebel Jerry P,EVP - CFO,S - Sale+OE,JACK,$103.40,"-7,431","-$768,338","108,914",-6%,2016-11-29 21:18:24,2016-11-29
9,Comma Leonard A,"COB, CEO",S - Sale+OE,JACK,$104.33,"-45,374","-$4,733,642","174,387",-21%,2016-11-29 21:14:09,2016-11-29
10,Oasis Management Co Ltd.,10%,P - Purchase,STRS,$23.50,"+7,873","+$184,996","2,174,183",0%,2016-11-29 21:13:51,2016-10-04
11,Rudolph Phillip H,"EVP, CHF LGL, RISK OFCR, SEC",S - Sale+OE,JACK,$105.28,"-19,086","-$2,009,454","92,353",-17%,2016-11-29 21:11:05,2016-11-28
12,Guilbault Keith M,QDOBA BRAND Pres,S - Sale+OE,JACK,$104.79,"-2,375","-$248,884","17,189",-12%,2016-11-29 21:09:55,2016-11-28
13,Bright Lisa,Pres International,S - Sale,ICPT,$113.60,-249,"-$28,286","18,209",-1%,2016-11-29 21:00:19,2016-11-25
14,Ray Michael Charles,"EVP, GC, Sec",S - Sale+OE,WDC,$63.11,"-5,589","-$352,722","41,413",-12%,2016-11-29 20:59:50,2016-11-28
15,Olson Jennifer,"VP, Mgng Dir., D-DCC",S - Sale+OE,ALGN,$95.44,"-3,662","-$349,516","4,483",-45%,2016-11-29 20:37:47,2016-11-29
16,Fuchs Henry J,"Pres, Worldwide R, D",S - Sale+OE,BMRN,$87.40,"-15,000","-$1,310,988","113,878",-12%,2016-11-29 20:34:03,2016-11-25
17,Thaler Warren S,Dir,S - Sale,ALGN,$95.57,"-8,500","-$812,348","130,984",-6%,2016-11-29 20:32:59,2016-11-29
18,Gendell Jeffrey L Et Al,Dir,S - Sale,PATK,$69.84,"-11,153","-$778,915","1,017,039",-1%,2016-11-29 20:16:05,2016-11-25
19,Sarin Arun,Dir,S - Sale,SCHW,$38.60,"-10,000","-$385,974","13,858",-42%,2016-11-29 20:13:41,2016-11-29
20,McConnell Michael J,Dir,S - Sale,LOV,$1.03,"-20,000","-$20,536","146,338",-12%,2016-11-29 20:11:10,2016-11-29
21,Tamerius John,"SVP, Strat, Ext Affairs",S - Sale+OE,QDEL,$23.50,"-8,878","-$208,633","23,540",-27%,2016-11-29 20:08:07,2016-11-25
22,Iohan Gili,CFO,S - Sale+OE,VRNS,$30.72,"-5,000","-$153,623","42,326",-11%,2016-11-29 20:00:16,2016-11-25
23,Tedesco Michael,Dir,P - Purchase,IPAS,$1.62,"+20,000","+$32,400","115,000",+21%,2016-11-29 19:53:01,2016-11-28
24,Vitale Mary Beth,Dir,S - Sale+OE,COBZ,$15.31,"-1,500","-$22,965","6,416",-19%,2016-11-29 19:49:58,2016-11-28
25,Morlock Stephen,Dir,P - Purchase,BPMX,$0.35,"+428,571","+$150,000","795,027",+117%,2016-11-29 19:34:10,2016-11-28
26,Allegra Joseph,10%,P - Purchase,VYST,$0.18,"+35,000","+$6,364","12,178,843",0%,2016-11-29 19:27:59,2016-11-28
27,Billingsley Chester,"CEO, 10%",S - Sale,MNTR,$0.84,"-12,400","-$10,393","4,823,086",0%,2016-11-29 19:21:24,2016-11-25
28,Bickell Alan,Dir,S - Sale+OE,POWI,$68.07,"-6,000","-$408,434","10,534",-36%,2016-11-29 19:18:17,2016-11-25
29,Hunziker Hans Jorg,Dir,S - Sale,WLFC,$26.60,"-1,341","-$35,664","17,154",-7%,2016-11-29 19:16:58,2016-11-28
30,Schwab Charles R,"COB, 10%",S - Sale,SCHW,$38.51,"-16,000","-$616,133","141,854,059",0%,2016-11-29 19:13:09,2016-11-29
31,Wolin Harry A,"SVP, GC",S - Sale,AMD,$8.88,"-18,000","-$159,840","688,116",-3%,2016-11-29 19:10:39,2016-11-28
32,Tooth Margaret,CMO,S - Sale,TRUP,$16.76,-698,"-$11,700",2,-100%,2016-11-29 19:05:21,2016-11-25
33,Slomann Cheryl,Principal Accounting Officer,S - Sale,CAKE,$59.38,"-1,000","-$59,379","11,602",-8%,2016-11-29 18:58:23,2016-11-29
34,Bennett David P,Chief Accounting Officer,S - Sale,FLEX,$14.52,"-7,500","-$108,902","71,519",-9%,2016-11-29 18:55:35,2016-11-28
35,Hamilton Douglas A,"Pres, CEO",P - Purchase,MTST,$2.01,"+13,982","+$28,064","19,753",+242%,2016-11-29 18:54:29,2016-10-30
36,Bingham H Raymond,Dir,S - Sale,FLEX,$14.51,"-20,000","-$290,162","93,045",-18%,2016-11-29 18:52:35,2016-11-25
37,Sahney Vinod Kumar,Dir,P - Purchase,SYNT,$19.41,"+2,500","+$48,525","7,923",+46%,2016-11-29 18:45:01,2016-11-22
38,Chang Daniel Kuang Ming,SVP of Marketing,S - Sale+OE,AOSL,$22.90,"-10,096","-$231,198","40,318",-20%,2016-11-29 18:43:54,2016-11-25
39,Ravich Jess M,"Exec COB, 10%",S - Sale,ALJJ,$4.34,"-5,000","-$21,708","5,053,751",0%,2016-11-29 18:43:46,2016-11-29
