,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Gmt Capital Corp,10%,P - Purchase,WLH,$14.30,"+436,100","+$6,236,230","4,562,917",+11%,2016-05-18 21:51:30,2016-05-16
1,Kagan David B.,"Pres, COO",P - Purchase,GSAT,$2.75,"+37,000","+$101,743","67,000",+123%,2016-05-18 21:31:33,2016-05-17
2,Rosenstein Barry,Dir,S - Sale,WBA,$77.29,"-6,000,000","-$463,740,000","4,579,100",-57%,2016-05-18 21:30:26,2016-05-16
3,Denunzio Thomas,10%,S - Sale,NLLN,$0.00,"-333,505,500","-$333,506","500,000",-100%,2016-05-18 21:21:03,2016-05-16
4,Blosser Courtney,VP HR,S - Sale,PATK,$49.01,"-1,870","-$91,640","23,076",-7%,2016-05-18 21:01:03,2016-05-16
5,Nemeth Andy L,Pres,S - Sale,PATK,$49.18,"-10,000","-$491,800","92,128",-10%,2016-05-18 21:00:40,2016-05-16
6,Connolly Shaun,VP Corporate Strategy,S - Sale+OE,HDP,$10.08,"-18,029","-$181,732","262,007",-6%,2016-05-18 20:42:24,2016-05-16
7,Humphries Paul,"Pres, HRS",S - Sale,FLEX,$12.23,"-12,725","-$155,627","401,623",-3%,2016-05-18 20:41:30,2016-05-18
8,"Esw Capital, LLC",10%,P - Purchase,UPLD,$7.00,"+5,999","+$41,975","5,370,404",0%,2016-05-18 20:37:40,2016-05-16
9,Barbier Francois,"Pres, Global Operations",S - Sale,FLEX,$12.23,"-20,790","-$254,262","398,677",-5%,2016-05-18 20:37:20,2016-05-18
10,Montana Mario,"VP, CHIEF SALES OFFICER",S - Sale,IDTI,$21.08,"-2,312","-$48,737","57,779",-4%,2016-05-18 20:32:18,2016-05-16
11,Gaulin Louise,"VP, GM, NETWORK COMMUNICATIONS",S - Sale,IDTI,$21.08,"-2,587","-$54,534","22,943",-10%,2016-05-18 20:32:06,2016-05-16
12,Benioff Marc,"COB, CEO",S - Sale+OE,CRM,$77.19,"-37,500","-$2,894,544","35,412,500",0%,2016-05-18 20:31:43,2016-05-16
13,Fan Xianzhi Sean,VP BUSINESS UNIT,S - Sale,IDTI,$21.08,"-2,385","-$50,276","82,850",-3%,2016-05-18 20:31:27,2016-05-16
14,Chittipeddi Sailesh,"SVP OPERATIONS, CTO",S - Sale,IDTI,$21.08,"-1,021","-$21,523","66,315",-2%,2016-05-18 20:31:15,2016-05-16
15,Brandalise Matthew D,VP GC,S - Sale,IDTI,$21.08,"-2,857","-$60,226","39,121",-7%,2016-05-18 20:29:14,2016-05-16
16,Shepard David,VP BUSINESS UNIT,S - Sale,IDTI,$21.08,"-1,896","-$39,968","42,797",-4%,2016-05-18 20:29:03,2016-05-16
17,Waters Gregory L,"Pres, CEO",S - Sale,IDTI,$21.08,"-4,199","-$88,515","357,669",-1%,2016-05-18 20:28:50,2016-05-16
18,White Brian C,"VP, CFO",S - Sale,IDTI,$21.08,"-4,510","-$95,071","70,598",-6%,2016-05-18 20:28:39,2016-05-16
19,McNamara Michael M,CEO,S - Sale,FLEX,$12.44,"-112,500","-$1,399,320","2,821,591",-4%,2016-05-18 20:28:00,2016-05-18
20,Verguet Patrick B,"CVP, Europe",S - Sale+OE,EW,$102.75,"-13,000","-$1,335,711","128,952",-9%,2016-05-18 20:17:12,2016-05-16
21,Schanzer Bruce J,"Pres, Chief Exec. Officer",P - Purchase,CDR,$6.75,"+1,000","+$6,750","2,631,257",0%,2016-05-18 20:13:58,2016-05-18
22,Corrigan Catherine,Group VP,S - Sale,EXPO,$50.32,"-6,723","-$338,315","34,124",-16%,2016-05-18 20:09:56,2016-05-18
23,McGeever James,"Pres, COO",S - Sale,N,$78.23,-641,"-$50,148","409,947",0%,2016-05-18 20:09:42,2016-05-17
24,Huffman Marc,"Pres WW Sales, Distrib",S - Sale,N,$78.23,"-3,314","-$259,265","86,633",-4%,2016-05-18 20:08:54,2016-05-16
25,"First Reserve Gp Xi, Inc.","Dir, 10%",P - Purchase,CEQP,$18.29,"+186,960","+$3,420,216","16,456,576",+1%,2016-05-18 20:08:43,2016-05-16
26,Goldberg Evan,"CTO, COB",S - Sale+OE,N,$78.26,"-20,000","-$1,565,269","2,234,967",-1%,2016-05-18 20:08:16,2016-05-16
27,Lemaitre George W,"COB, CEO, 10%",S - Sale,LMAT,$15.23,"-2,944","-$44,838","3,624,779",0%,2016-05-18 20:06:23,2016-05-16
28,Obrien Christopher Flint,CHIEF MEDICAL OFFICER,S - Sale,NBIX,$45.00,"-25,000","-$1,125,000","80,044",-24%,2016-05-18 19:54:54,2016-05-16
29,Johnston Paul R,"Pres, CEO",S - Sale+OE,EXPO,$50.56,"-4,698","-$237,537","92,542",-5%,2016-05-18 19:49:33,2016-05-17
30,Burgamy Michael B,Dir,S - Sale+OE,COBZ,$12.19,"-1,500","-$18,282","300,571",0%,2016-05-18 19:46:58,2016-05-16
31,McCracken John,"SVP, World Wide Sales",S - Sale+OE,CSLT,$3.99,"-4,526","-$18,042","84,965",-5%,2016-05-18 19:41:58,2016-05-18
32,McMorrow William J,"CEO, 10%",P - Purchase,KW,$20.13,"+25,000","+$503,250","14,276,577",0%,2016-05-18 19:37:53,2016-05-18
33,Cole G Bradley,COO,S - Sale+OE,GHDX,$27.60,"-5,000","-$137,995","34,970",-13%,2016-05-18 19:34:06,2016-05-16
34,Sigal Charles Elliott,Dir,P - Purchase,ADAP,$1.53,"+45,000","+$68,700","352,038",+15%,2016-05-18 19:34:04,2016-05-16
35,Bergeron Michael,"SVP, WW Sales, Field Oper.",S - Sale+OE,DLB,$45.02,"-50,000","-$2,250,835","67,162",-43%,2016-05-18 19:33:06,2016-05-17
36,Kretzmer W Brian,Dir,S - Sale,JCOM,$62.59,"-4,717","-$295,237","8,297",-36%,2016-05-18 19:30:19,2016-05-17
37,Cumming Ian M.,Dir,P - Purchase,CWGL,$8.61,"+2,078","+$17,892","2,294,495",0%,2016-05-18 19:26:52,2016-05-16
38,Steckel Ronald,"VP, Operations",S - Sale+OE,IRIX,$12.81,"-4,583","-$58,718","65,625",-7%,2016-05-18 19:16:23,2016-05-17
39,Brockstedt Dirk G.,"SVP of Research, Dev.",S - Sale,ADRO,$8.20,-905,"-$7,421","12,000",-7%,2016-05-18 19:14:55,2016-05-16
40,Schafer Gregory W,COO,S - Sale,ADRO,$8.20,-905,"-$7,421","49,279",-2%,2016-05-18 19:13:05,2016-05-16
41,Dubensky Thomas W.,Chief Scientific Officer,S - Sale,ADRO,$8.20,-905,"-$7,421",0,-100%,2016-05-18 19:11:47,2016-05-16
42,Cannon Gregory J.,"VP, Finance, IR",S - Sale+OE,GLUU,$2.44,"-6,021","-$14,691","168,320",-3%,2016-05-18 19:11:22,2016-05-17
43,Gallagher Carol Giltner,Dir,S - Sale+OE,ATRA,$15.96,"-1,184","-$18,897","95,462",-1%,2016-05-18 19:11:19,2016-05-18
44,Krause L William,Dir,S - Sale,COHR,$86.39,"-2,000","-$172,786","7,700",-21%,2016-05-18 19:10:36,2016-05-16
45,Johns Richard W,"COO, CLO",P - Purchase,AIQ,$7.93,"+2,500","+$19,825","2,500",New,2016-05-18 19:08:40,2016-05-16
46,Gammel Peter L,CTO,S - Sale,SWKS,$62.94,"-22,015","-$1,385,543","13,852",-61%,2016-05-18 19:08:00,2016-05-05
47,Soffer Gad,COO,S - Sale+OE,ATRA,$15.91,"-5,427","-$86,344","136,844",-4%,2016-05-18 19:06:56,2016-05-17
48,McGrath John,CFO,S - Sale+OE,ATRA,$15.77,"-5,395","-$85,079","183,039",-3%,2016-05-18 19:06:15,2016-05-16
49,Haqq Christopher,Chief Medical Officer,S - Sale+OE,ATRA,$15.57,"-1,605","-$24,990","314,465",-1%,2016-05-18 19:05:24,2016-05-16
50,Clark Mitchall G.,"Chief R, QA Officer",S - Sale+OE,ATRA,$15.15,"-4,153","-$62,918","83,759",-5%,2016-05-18 19:03:25,2016-05-16
51,Collier Christopher,CFO,S - Sale,FLEX,$12.23,"-4,715","-$57,664","547,056",-1%,2016-05-18 19:01:26,2016-05-18
52,Marguglio David J.,SVP of Corporate Development,S - Sale,ADMP,$8.08,"-4,000","-$32,339","102,227",-4%,2016-05-18 18:57:18,2016-05-16
53,Wagner Scott,"CFO, COO",S - Sale+OE,GDDY,$29.94,"-8,000","-$239,538","1,250",-86%,2016-05-18 18:51:44,2016-05-18
54,Hoak Jonathan S,"EVP, GC",S - Sale,FLEX,$12.41,"-47,100","-$584,433","488,416",-9%,2016-05-18 18:51:19,2016-05-16
55,Helvey Kirsten Maas,"SVP, Client Success",S - Sale,CSOD,$37.05,"-2,300","-$85,215","57,533",-4%,2016-05-18 18:51:08,2016-05-16
56,"Select Equity Group, L.P.","See Remarks, 10%",S - Sale+OE,SHAK,$60.00,"-204,069","-$12,244,140","338,127",-38%,2016-05-18 18:46:50,2015-08-18
57,Foster Paul L,Dir,P - Purchase,WNRL,$21.73,"+276,115","+$5,999,979","530,563",+109%,2016-05-18 18:46:10,2016-05-16
58,Shah Praful,"SVP, Strategy",S - Sale,RNG,$19.07,"-10,000","-$190,700","422,362",-2%,2016-05-18 18:45:23,2016-05-16
59,Shaughnessy James P,"SVP, GC, Secty",S - Sale+OE,WDAY,$71.17,"-1,932","-$137,504","120,529",-2%,2016-05-18 18:41:54,2016-05-16
60,Amidon Daniel Willson,"SVP, GC, Sec.",S - Sale,PDCE,$62.60,"-5,463","-$341,984","71,512",-7%,2016-05-18 18:40:37,2016-05-16
61,Stevens Jeff A,"Pres, CEO",P - Purchase,WNRL,$21.73,"+138,057","+$2,999,979","276,283",+100%,2016-05-18 18:39:48,2016-05-16
62,Novak Brent T,CFO,S - Sale,XXIA,$9.66,-808,"-$7,802","63,833",-1%,2016-05-18 18:37:37,2016-05-16
63,Colston Walker H II,"Senior VP, Global Support",S - Sale,XXIA,$9.66,-78,-$753,"15,838",0%,2016-05-18 18:33:26,2016-05-16
64,Boehm Paul,Group VP,S - Sale,EXPO,$51.00,"-10,000","-$510,000","34,045",-23%,2016-05-18 18:33:06,2016-05-16
65,Weaver Scott D,Dir,P - Purchase,WNRL,$21.73,"+46,019","+$999,993","75,467",+156%,2016-05-18 18:31:58,2016-05-16
66,Springer Jon,"Pres, CRO",P - Purchase,UVE,$18.91,"+2,300","+$43,493","340,128",+1%,2016-05-18 18:31:30,2016-05-18
67,Liu Changming,Dir,S - Sale,HIVE,$5.86,"-3,000","-$17,580","1,715,861",0%,2016-05-18 18:31:07,2016-05-16
68,"Select Equity Group, L.P.",See Remarks,S - Sale,SHAK,$36.55,"-75,000","-$2,741,203","491,671",-13%,2016-05-18 18:30:29,2016-05-16
69,Macchiaverna Stephen,"SVP, Controller, Secretary",S - Sale+OE,FRPT,$9.14,"-3,600","-$32,900","72,938",-5%,2016-05-18 18:30:08,2016-05-16
70,Thompson David W,"Pres, CEO",S - Sale,OA,$87.02,"-5,000","-$435,088","119,646",-4%,2016-05-18 18:29:34,2016-05-17
71,Williams Christopher Lee,"SVP, HR",S - Sale,XXIA,$9.66,-165,"-$1,593","25,661",-1%,2016-05-18 18:27:08,2016-05-16
72,Tippl Thomas,COO,S - Sale,ATVI,$39.08,"-300,000","-$11,724,930","596,928",-33%,2016-05-18 18:24:42,2016-05-16
73,Litchfield Steven G,"EVP, Chief Strategy Officer",P - Purchase,MSCC,$31.91,"+15,750","+$502,520","64,132",+33%,2016-05-18 18:24:25,2016-05-16
74,Tyrrell Joseph P.,"EVP, Corporate Strategy",S - Sale,ELLI,$79.76,"-3,001","-$239,367","32,196",-9%,2016-05-18 18:24:25,2016-05-17
75,Marguglio David J.,SVP of Corporate Development,S - Sale,ADMP,$10.00,"-6,000","-$60,000","106,227",-5%,2016-05-18 18:24:22,2016-05-09
76,Brown Brian E.,"SVP, GC",S - Sale,ELLI,$82.00,-355,"-$29,110","6,936",-5%,2016-05-18 18:22:28,2016-05-17
77,McGee Daniel,COO,S - Sale,NOW,$70.01,"-6,892","-$482,509","26,834",-20%,2016-05-18 18:22:25,2016-05-16
78,Schreiner Gates Cathleen,"EVP, Sales, Marketing",S - Sale+OE,ELLI,$82.00,"-2,645","-$216,890","26,444",-9%,2016-05-18 18:20:41,2016-05-17
79,Bozzini James,SVP,S - Sale+OE,WDAY,$71.18,"-3,863","-$274,980","324,959",-1%,2016-05-18 18:16:19,2016-05-16
80,Albi Joseph R,"EVP, COO",S - Sale,XEC,$116.52,"-1,250","-$145,653","138,386",-1%,2016-05-18 18:14:11,2016-05-16
81,Kennedy Thomas Anthony,"SVP, Global Operations",S - Sale+OE,TFX,$160.20,"-15,102","-$2,419,340","2,893",-84%,2016-05-18 18:12:26,2016-05-16
82,Beckley Frederic,GC,S - Sale,MEET,$3.41,"-9,360","-$31,958","155,080",-6%,2016-05-18 18:12:08,2016-05-16
83,Alena William,Chief Revenue Officer,S - Sale,MEET,$3.41,"-8,793","-$30,022","155,805",-5%,2016-05-18 18:12:01,2016-05-16
84,Harris Jonah H,Chief Revenue Officer,S - Sale,MEET,$3.41,"-20,833","-$71,130","178,763",-10%,2016-05-18 18:11:50,2016-05-16
85,Sisco Robynne,CFO,S - Sale+OE,WDAY,$70.85,"-1,134","-$80,346","93,675",-1%,2016-05-18 18:10:34,2016-05-16
86,Centrella Roy R,"SVP, CFO",S - Sale,SWX,$69.50,"-1,000","-$69,500","37,082",-3%,2016-05-18 18:06:39,2016-05-17
87,Clark Wesley,Dir,S - Sale+OE,RTNB,$1.10,"-20,000","-$22,000","57,000",-26%,2016-05-18 18:03:05,2016-05-16
88,Parke David C,Dir,S - Sale,PDCE,$61.26,-500,"-$30,630","19,526",-2%,2016-05-18 18:02:01,2016-05-16
89,Kelbon Marcia S.,"VP Patent, GC",S - Sale+OE,OMER,$9.94,"-15,900","-$158,057","163,597",-9%,2016-05-18 18:00:29,2016-05-16
90,Rauh Douglas Charles,See Remarks,S - Sale+OE,SUM,$21.60,"-10,000","-$216,000","3,552",-74%,2016-05-18 18:00:26,2016-05-16
91,Hinson Mike,VP-Land,S - Sale,PE,$25.83,"-25,000","-$645,750","2,309,263",-1%,2016-05-18 18:00:24,2016-05-17
92,Stankey Michael A.,Vice COB,S - Sale+OE,WDAY,$71.17,"-5,844","-$415,945","262,031",-2%,2016-05-18 17:58:43,2016-05-16
93,Smith Clarence Edward,"Pres, CEO, 10%",P - Purchase,PKTX,$0.07,"+145,000","+$9,563","42,022,157",0%,2016-05-18 17:57:42,2016-05-16
94,Yu K Peony,Chief Medical Officer,S - Sale,FGEN,$17.60,"-6,107","-$107,483","214,011",-3%,2016-05-18 17:56:38,2016-05-16
95,Graziadio G Louis III,See Remarks,S - Sale,WPT,$15.25,"-8,400","-$128,114","10,000",-46%,2016-05-18 17:56:18,2016-05-16
96,Cotroneo Pat,"VP, Finance, CFO",S - Sale,FGEN,$17.60,"-6,107","-$107,483","141,868",-4%,2016-05-18 17:55:34,2016-05-16
97,Degillio Deborah A,"VP, Treasurer",S - Sale+OE,AWK,$74.30,"-1,866","-$138,649","1,279",-59%,2016-05-18 17:54:12,2016-05-17
98,Shennan James G Jr,Dir,S - Sale,SBUX,$55.57,"-50,000","-$2,778,485","460,027",-10%,2016-05-18 17:51:18,2016-05-16
99,Novak Richard A,Principal Accounting Officer,S - Sale,FII,$30.98,"-2,200","-$68,156","41,571",-5%,2016-05-18 17:50:28,2016-05-17
100,Crutcher Brian T,EVP,S - Sale,TXN,$57.99,"-34,126","-$1,978,977","25,093",-58%,2016-05-18 17:48:40,2016-05-16
101,Dove Ross,CEO,P - Purchase,HGBL,$0.19,"+155,000","+$29,450","1,404,300",+12%,2016-05-18 17:48:38,2016-05-18
102,Filler James J,10%,P - Purchase,CNBKA,$42.30,+607,"+$25,676","512,022",0%,2016-05-18 17:47:13,2016-05-18
103,Gattle Thomas M Jr,Dir,P - Purchase,MUSA,$63.85,+500,"+$31,925","3,609",+16%,2016-05-18 17:45:50,2016-05-17
104,Schanzer Bruce J,"Pres, Chief Exec. Officer",P - Purchase,CDR,$6.75,"+1,000","+$6,750","2,631,257",0%,2016-05-18 17:45:04,2016-05-18
105,Peek Mark S,co-Pres,S - Sale+OE,WDAY,$71.17,"-5,311","-$377,973","291,674",-2%,2016-05-18 17:44:24,2016-05-16
