,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Hart Gregory L,"EVP, COO",S - Sale,UAL,$70.62,"-4,000","-$282,480","24,279",-14%,2018-04-20 20:56:25,2018-04-19
1,Citron Jeffrey A,Dir,S - Sale,VG,$11.25,"-500,000","-$5,622,667","15,560,297",-3%,2018-04-20 20:40:56,2018-04-18
2,Boone Karen,See Remarks,S - Sale+OE,RH,$88.56,"-15,000","-$1,328,399","9,430",-61%,2018-04-20 20:35:56,2018-04-20
3,Gomez Elena,CFO,S - Sale,ZEN,$49.67,-500,"-$24,835","10,411",-5%,2018-04-20 20:24:34,2018-04-20
4,Hunt T Kendall,"Dir, 10%",S - Sale,VDSI,$14.35,"-12,650","-$181,528","8,183,618",0%,2018-04-20 19:39:33,2018-04-18
5,Blackmon Earnest,"Pres, CEO, 10%",S - Sale,CNAB,$1.05,"-163,117","-$171,602","21,474,493",-1%,2018-04-20 19:27:30,2018-04-18
6,Benacin Philippe,"Pres Interparfums SA, 10%",S - Sale+OE,IPAR,$47.84,"-27,953","-$1,337,356","6,873,987",0%,2018-04-20 19:12:32,2018-04-18
7,Friedman Michael A,Dir,S - Sale+OE,ISRG,$458.14,"-2,181","-$999,198","3,444",-39%,2018-04-20 19:01:08,2018-04-20
8,Altman Peter,"Pres, CEO",P - Purchase,BCDA,$1.45,"+1,000","+$1,450","700,842",0%,2018-04-20 18:58:18,2018-04-18
9,Samath Jamie,"VP, Principal Accounting Offi",S - Sale+OE,ISRG,$457.74,"-1,060","-$485,202",79,-93%,2018-04-20 18:47:55,2018-04-20
10,Rosa David J.,"EVP, Chief Commercial Officer",S - Sale+OE,ISRG,$457.02,"-54,000","-$24,678,940","11,141",-83%,2018-04-20 18:46:42,2018-04-20
11,Ross Paul,CFO,S - Sale+OE,TTD,$53.85,"-6,482","-$349,034","65,359",-9%,2018-04-20 18:46:00,2018-04-18
12,Mayer Allan,Dir,P - Purchase,DLPN,$2.91,"+2,165","+$6,309","360,219",+1%,2018-04-20 18:44:47,2018-04-19
13,Mayer Allan,Dir,P - Purchase,DLPN,$2.90,"+1,741","+$5,044","358,054",0%,2018-04-20 18:43:10,2018-04-17
14,Bvf Partners L P/il,10%,S - Sale+OE,ARQL,$3.10,"-2,230,373","-$6,914,156","947,118",-70%,2018-04-20 18:34:13,2018-04-18
15,Sweet Lara,"VP, Chief Accounting Officer",S - Sale,SNAP,$15.00,"-18,910","-$283,650","631,449",-3%,2018-04-20 18:31:46,2018-04-19
16,Rosenkranz Roberto Pedro,Dir,S - Sale+OE,FGEN,$47.70,"-1,000","-$47,700","29,000",-3%,2018-04-20 18:29:49,2018-04-19
17,Sandberg Sheryl,COO,S - Sale+OE,FB,$166.84,"-55,000","-$9,176,055","1,472,803",-4%,2018-04-20 18:27:58,2018-04-18
18,Kurkijarvi Kalevi,Dir,S - Sale+OE,FGEN,$47.69,"-4,000","-$190,760","20,000",-17%,2018-04-20 18:26:01,2018-04-19
19,Smith Lonnie M,Dir,S - Sale+OE,ISRG,$456.69,"-46,667","-$21,312,539","767,883",-6%,2018-04-20 18:25:30,2018-04-20
20,Lengyel Philip E.,Dir,S - Sale,STCN,$2.00,"-12,850","-$25,700","106,915",-11%,2018-04-20 18:16:57,2018-04-19
21,Connor Richard W.,Dir,S - Sale,ZAYO,$37.50,"-2,500","-$93,750","144,846",-2%,2018-04-20 18:15:34,2018-04-18
