,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Williams Evan Clark,Dir,S - Sale,TWTR,$22.97,"-546,200","-$12,548,284","2,251,343",-20%,2018-01-26 21:08:41,2018-01-25
1,McAlee Lawrence E Jr,"SVP, CFO",S - Sale,ESNT,$50.08,-200,"-$10,016","247,055",0%,2018-01-26 20:54:53,2018-01-24
2,Emster Kurt Von,Dir,S - Sale+OE,CBAY,$12.18,"-39,438","-$480,355","774,260",-5%,2018-01-26 20:40:30,2018-01-25
3,Barton Richard N,Dir,S - Sale+OE,NFLX,$267.28,-700,"-$187,093","27,043",-3%,2018-01-26 20:06:51,2018-01-25
4,Ross Steven J,Dir,S - Sale,TRTC,$0.34,"-110,721","-$37,834","1,100,909",-9%,2018-01-26 19:59:29,2018-01-26
5,Benioff Marc,"COB, CEO",S - Sale,CRM,$113.37,"-5,000","-$566,851","33,471,800",0%,2018-01-26 19:40:16,2018-01-26
6,Martinez Maria,"Pres, Sales, Cust. Success",S - Sale,CRM,$112.72,-940,"-$105,957","16,989",-5%,2018-01-26 19:37:57,2018-01-26
7,Hawkins Mark J,"Pres, CFO",S - Sale+OE,CRM,$112.81,"-16,845","-$1,900,322","18,939",-47%,2018-01-26 19:35:47,2018-01-26
8,Branderiz Eric,"VP, Chief Accounting Officer",S - Sale+OE,TSLA,$354.58,-801,"-$284,019","1,202",-40%,2018-01-26 19:35:22,2018-01-24
9,Johnson Paul T,"EVP OF SALES, SERVICES",S - Sale,VCRA,$26.54,"-6,509","-$172,731","133,436",-5%,2018-01-26 19:31:16,2018-01-25
10,Benham Douglas N,Dir,P - Purchase,AMH,$24.80,"+2,005","+$49,724","2,005",New,2018-01-26 19:11:31,2018-01-26
11,Darrell Bracken,"Pres, CEO",S - Sale,LOGI,$43.20,"-96,000","-$4,147,008","783,427",-11%,2018-01-26 19:02:14,2018-01-26
12,Gibson Joseph,Dir,P - Purchase,BOCH,$11.45,"+2,500","+$28,625","110,988",+2%,2018-01-26 19:00:23,2018-01-25
13,McLin Stephen T,Dir,S - Sale+OE,SCHW,$53.97,"-18,663","-$1,007,188","160,218",-10%,2018-01-26 18:54:06,2018-01-26
14,Breeden John E,"EVP, Operations",S - Sale,QTWO,$39.04,"-10,000","-$390,400","50,408",-17%,2018-01-26 18:46:33,2018-01-24
15,Sarkissian Garo Sarkis,SVP Corporate Development,S - Sale+OE,CAMP,$25.00,"-2,000","-$50,000","192,289",-1%,2018-01-26 18:44:48,2018-01-25
16,Bruk Steven,"Dir, 10%",P - Purchase,CPAH,$4.01,"+125,000","+$501,250","2,121,353",+6%,2018-01-26 18:44:11,2018-01-24
17,Vadapalli Anand,"CEO, Pres",S - Sale,ALSK,$2.36,"-10,000","-$23,566","1,295,263",-1%,2018-01-26 18:08:37,2018-01-25
18,Shandell Jason B.,"Pres, GC",S - Sale,AMPH,$19.42,"-18,627","-$361,747","216,948",-8%,2018-01-26 18:02:48,2018-01-25
19,Kapoor John N,10%,S - Sale+OE,AKRX,$32.67,"-13,629","-$445,259","28,451,983",0%,2018-01-26 18:00:23,2018-01-25
20,Casini Victor M,"SVP, GC",S - Sale,LKQ,$42.55,"-25,000","-$1,063,750","355,161",-7%,2018-01-26 18:00:16,2018-01-25
21,Chan Yuk Kiu,10%,P - Purchase,IMGL,$0.00,"+80,000,000","+$80,000","84,740,000",>999%,2018-01-26 17:56:24,2018-01-18
22,Menzaghi Frederique Ph.D.,"SVP-Research, Development",S - Sale,CARA,$15.00,"-15,000","-$225,000","122,000",-11%,2018-01-26 17:53:43,2018-01-24
23,"Armistice Capital, LLC",10%,P - Purchase,VICL,$1.43,"+100,000","+$143,025","4,600,000",+2%,2018-01-26 17:53:12,2018-01-22
24,Chalmers Derek T,"Pres, CEO",S - Sale+OE,CARA,$15.00,"-12,500","-$187,500","1,076,792",-1%,2018-01-26 17:52:49,2018-01-24
25,Fairbank Richard D,"Chair, CEO, Pres",S - Sale+OE,COF,$105.09,"-485,202","-$50,990,160","2,678,270",-15%,2018-01-26 17:52:02,2018-01-24
26,Filler James J,10%,P - Purchase,CNBKA,$80.70,"+1,642","+$132,504","608,329",0%,2018-01-26 17:39:35,2018-01-22
27,Boney Shon A.,Dir,S - Sale+OE,SFM,$28.01,"-291,227","-$8,157,292","1,370",-100%,2018-01-26 17:38:56,2018-01-24
28,Jacobson Mitchell,"Dir, 10%",S - Sale+OE,MSM,$98.55,"-192,400","-$18,960,713",0,-100%,2018-01-26 17:34:26,2018-01-24
